Code,INSIDE SALES PERSON,Inquiry Number,BM #,Description,Company Alias,SO #,Order Date,AR Invoice #,AR Invoice Date,Qty,Selling Price (as per SO / AR Invoice),Total Landed Cost,Margin,Margin (in % ),Client Order #,Client Order Date,Unit Price,Freight,Tax Type,Tax Rate,Tax Amount,Gross Total Selling,Buying Rate,Buying Total,Invoice Value,Invoice Value With TAX,SO Month Code,NON-ONG / ONG,Price Currency,Document Rate,Magento Company Name,AR Month Code,Magento Supplier Name,Supplier PO #,AP Invoice #,Qty,AP Invoice Value (Not for Margin Calculation),Cost of Good Sold (viz. Sales Qty),Customs,International Freight,Domestic Inward Logistics,Domestic Warehouse,Domestic Outward Logistics,Outside Sales,Sales Manager,Product Category,OEM / NON OEM,MRO / ONG,Invoice #,Date,Invocie #,Date
BM0C6Z9O-0002,Dipali Vasant Ghanvat,O-0002,BM0C6Z9,STANLEY Glue-Reg Gun Round Pin 100-240V Ce - 69-GR20B-BM0C6Z9,FlipKart,Order2,31-Mar-2018,Flipkart17/18 02,31-Mar-18,1,635.59,623,12.59,2,OD211453280474732000,31-Mar-18,570.59,65,IGST,18,114,750,623,623,635.59,750,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,623,623,0,0,0,0,0,,,,,MRO,,,,
BM0C7B3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7B3,"CRIMPING PLIER SET, 230mm-9 - PLIERS Model No 84-253-22",FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,478.81,501,-22.19,-5,OD110093290281442000,31-Mar-18,413.81,65,IGST,18,86,565,469,469,478.81,565,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,501,501,0,0,0,0,0,,,,,MRO,,,,
BM0C7B3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7B3,"CRIMPING PLIER SET, 230mm-9 - PLIERS Model No 84-253-22",FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,511.02,501,10.02,2,OD110796029875746000,31-Mar-18,446.02,65,IGST,18,92,603,501,501,511.02,603,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,501,501,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,771.19,602,169.19,22,OD110726400151548000,31-Mar-18,706.19,65,IGST,18,139,910,756,756,771.19,910,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,771.19,602,169.19,22,OD110744073427955000,31-Mar-18,706.19,65,IGST,18,139,910,756,756,771.19,910,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,771.19,602,169.19,22,OD110736162779488000,31-Mar-18,706.19,65,IGST,18,139,910,756,756,771.19,910,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,614.41,602,12.41,2,OD212177773174706000,31-Mar-18,549.41,65,IGST,18,111,725,602,602,614.41,725,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,754.24,602,152.24,20,OD110878299429852000,31-Mar-18,709.24,45,IGST,18,136,890,739,739,754.24,890,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,771.19,602,169.19,22,OD110844027253988000,31-Mar-18,706.19,65,IGST,18,139,910,756,756,771.19,910,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 04,31-Mar-18,1,771.19,602,169.19,22,OD110273119595762000,31-Mar-18,706.19,65,IGST,18,139,910,756,756,771.19,910,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 04,31-Mar-18,1,754.24,602,152.24,20,OD110810218700385000,31-Mar-18,709.24,45,IGST,18,136,890,739,739,754.24,890,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 03,31-Mar-18,1,771.19,602,169.19,22,OD110882641290087000,31-Mar-18,706.19,65,IGST,18,139,910,756,756,771.19,910,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 03,31-Mar-18,1,614.41,602,12.41,2,OD212161777580344000,31-Mar-18,549.41,65,IGST,18,111,725,602,602,614.41,725,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 02,31-Mar-18,1,614.41,602,12.41,2,OD212395762603534000,31-Mar-18,549.41,65,IGST,18,111,725,602,602,614.41,725,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,602,0,0,0,0,0,,,,,MRO,,,,
BM0C7D3O-0002,Dipali Vasant Ghanvat,O-0002,BM0C7D3,12 IN 1 MULTI-TOOL WITH POUCH,FlipKart,Order2,31-Mar-2018,Flipkart17/18 02,31-Mar-18,2,1194.92,1204,-9.08,-1,OD212363582012550000,31-Mar-18,552.46,90,IGST,18,215,1410,586,1172,1194.92,1410,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,602,1204,0,0,0,0,0,,,,,MRO,,,,
BM0C7F5O-0002,Swati Bhosale,O-0002,BM0C7F5,"RETRACTABLE UTILITY KNIFE, 156mm - 6 1/8",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,292.37,236,56.37,19,OD212107669973868000,31-Mar-18,167.37,125,IGST,18,53,345,287,287,292.37,345,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,236,236,0,0,0,0,0,,,,,MRO,,,,
BM0C7F5O-0002,Rajani Ganesh Kyatham,O-0002,BM0C7F5,"RETRACTABLE UTILITY KNIFE, 156mm - 6 1/8",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,240.68,236,4.68,2,OD111401402076821000,31-Mar-18,145.68,95,IGST,18,43,284,236,236,240.68,284,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,236,236,0,0,0,0,0,,,,,MRO,,,,
BM0C7F5O-0002,Rajani Ganesh Kyatham,O-0002,BM0C7F5,"RETRACTABLE UTILITY KNIFE, 156mm - 6 1/8",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,266.1,236,30.1,11,OD212119918718983000,31-Mar-18,141.1,125,IGST,18,48,314,261,261,266.1,314,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,236,236,0,0,0,0,0,,,,,MRO,,,,
BM0C7F6O-0002,Rajani Ganesh Kyatham,O-0002,BM0C7F6,"Part # 84-475-22 - WIRE STRIPPER(CUTTER)-AWG12-22, 150mm-6 Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,436.44,411,25.44,6,OD212193188384160000,31-Mar-18,371.44,65,IGST,18,79,515,428,428,436.44,515,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7F6O-0002,Rajani Ganesh Kyatham,O-0002,BM0C7F6,"Part # 84-475-22 - WIRE STRIPPER(CUTTER)-AWG12-22, 150mm-6 Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,653.39,411,242.39,37,OD110819590299850000,31-Mar-18,608.39,45,IGST,18,118,771,640,640,653.39,771,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7F6O-0002,Rajani Ganesh Kyatham,O-0002,BM0C7F6,"Part # 84-475-22 - WIRE STRIPPER(CUTTER)-AWG12-22, 150mm-6 Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,436.44,411,25.44,6,OD212383876339670000,31-Mar-18,371.44,65,IGST,18,79,515,428,428,436.44,515,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7F6O-0002,Supriya Suresh Govalkar,O-0002,BM0C7F6,"Part # 84-475-22 - WIRE STRIPPER(CUTTER)-AWG12-22, 150mm-6 Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 03,31-Mar-18,1,419.49,411,8.49,2,OD212411064746905000,31-Mar-18,374.49,45,IGST,18,76,495,411,411,419.49,495,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7F6O-0002,Others,O-0002,BM0C7F6,"Part # 84-475-22 - WIRE STRIPPER(CUTTER)-AWG12-22, 150mm-6 Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 02,31-Mar-18,1,419.49,411,8.49,2,OD212340808757151000,31-Mar-18,374.49,45,IGST,18,76,495,411,411,419.49,495,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7F7O-0002,Others,O-0002,BM0C7F7,"Part # 84-214-22 - WIRE STRIPPER, 130mm 5 1/4 Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,277.97,272,5.97,2,OD110286805371988000,31-Mar-18,212.97,65,IGST,18,50,328,272,272,277.97,328,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,272,272,0,0,0,0,0,,,,,MRO,,,,
BM0C7G1O-0002,Others,O-0002,BM0C7G1,Part # 54-111 - Ball Pein Hammer 340gms-12 Make: Stanley,FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,296.61,302,-5.39,-2,OD211804170329605000,31-Mar-18,231.61,65,IGST,18,53,350,291,291,296.61,350,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,302,302,0,0,0,0,0,,,,,MRO,,,,
BM0C7G1O-0002,Others,O-0002,BM0C7G1,Part # 54-111 - Ball Pein Hammer 340gms-12 Make: Stanley,FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,308.47,302,6.47,2,OD111245456208577000,31-Mar-18,243.47,65,IGST,18,56,364,302,302,308.47,364,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,302,302,0,0,0,0,0,,,,,MRO,,,,
BM0C7P6O-0002,Others,O-0002,BM0C7P6,Part # 70115-S - FEELER GAUGE 25 BALDES - 0.04 TO 1.00mm Make: Stanley,FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,385.59,411,-25.41,-7,OD211802457637230000,31-Mar-18,320.59,65,IGST,18,69,455,378,378,385.59,455,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7P6O-0002,Others,O-0002,BM0C7P6,Part # 70115-S - FEELER GAUGE 25 BALDES - 0.04 TO 1.00mm Make: Stanley,FlipKart,Order2,31-Mar-2018,Flipkart17/18 04,31-Mar-18,1,385.59,411,-25.41,-7,OD211850585549865000,31-Mar-18,320.59,65,IGST,18,69,455,378,378,385.59,455,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7P6O-0002,Others,O-0002,BM0C7P6,Part # 70115-S - FEELER GAUGE 25 BALDES - 0.04 TO 1.00mm Make: Stanley,FlipKart,Order2,31-Mar-2018,Flipkart17/18 02,31-Mar-18,1,419.49,411,8.49,2,OD110579017358943000,31-Mar-18,354.49,65,IGST,18,76,495,411,411,419.49,495,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,411,411,0,0,0,0,0,,,,,MRO,,,,
BM0C7Q2O-0002,Komal Nagar,O-0002,BM0C7Q2,"PLIER LINESMAN, 205mm-8",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,391.53,384,7.53,2,OD211591032705374000,31-Mar-18,326.53,65,IGST,18,70,462,384,384,391.53,462,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,384,384,0,0,0,0,0,,,,,MRO,,,,
BM0C7U2O-0002,Komal Nagar,O-0002,BM0C7U2,"Part # 16-089 - WOOD CHISEL SET, 3 PCS Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 02,31-Mar-18,1,491.53,482,9.53,2,OD110290772838211000,31-Mar-18,426.53,65,IGST,18,88,580,482,482,491.53,580,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,482,482,0,0,0,0,0,,,,,MRO,,,,
BM0C8I0O-0002,Komal Nagar,O-0002,BM0C8I0,"ULTIMATE HOME HAND TOOLS KIT, NUMBER OF PIECES 42 WITH BAG",FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,2538,2487,51,2,OD211833544500715000,31-Mar-18,2393,145,IGST,18,457,2995,2487,2487,2538,2995,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,2487,2487,0,0,0,0,0,,,,,MRO,,,,
BM0C8W6O-0002,Others,O-0002,BM0C8W6,"Part # 70-965E - 23pc Comb Spanners Set(6-25,27,30,32mm) Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,1919,1881,38,2,OD110278823820262000,31-Mar-18,1854,65,IGST,18,345,2264,1881,1881,1919,2264,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,1881,1881,0,0,0,0,0,,,,,MRO,,,,
BM0C8W6O-0002,Others,O-0002,BM0C8W6,"Part # 70-965E - 23pc Comb Spanners Set(6-25,27,30,32mm) Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,1919,1881,38,2,OD110829529668553000,31-Mar-18,1854,65,IGST,18,345,2264,1881,1881,1919,2264,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,1881,1881,0,0,0,0,0,,,,,MRO,,,,
BM0C8W6O-0002,Others,O-0002,BM0C8W6,"Part # 70-965E - 23pc Comb Spanners Set(6-25,27,30,32mm) Make: Stanley",FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,1919,1881,38,2,OD110864005212085000,31-Mar-18,1854,65,IGST,18,345,2264,1881,1881,1919,2264,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,1881,1881,0,0,0,0,0,,,,,MRO,,,,
BM0C8Y9O-0002,Others,O-0002,BM0C8Y9,"HEX KEY SET-RING, 10PCS, IMPERIAL",FlipKart,Order2,31-Mar-2018,Flipkart17/18 03,31-Mar-18,1,241.53,237,4.53,2,OD110438684465910000,31-Mar-18,176.53,65,IGST,18,43,285,237,237,241.53,285,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,237,237,0,0,0,0,0,,,,,MRO,,,,
BM0C9M9O-0002,Others,O-0002,BM0C9M9,SOLDERING IRON 30W/220V ROUND PIN,FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,478.81,469,9.81,2,OD110370336489481000,31-Mar-18,413.81,65,IGST,18,86,565,469,469,478.81,565,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,2,938,469,0,0,0,0,0,,,,,MRO,,,,
BM0C9M9O-0002,Others,O-0002,BM0C9M9,SOLDERING IRON 30W/220V ROUND PIN,FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,394.07,469,-74.93,-19,OD212421031136131000,31-Mar-18,329.07,65,IGST,18,71,465,386,386,394.07,465,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,2,938,469,0,0,0,0,0,,,,,MRO,,,,
BM0C9M9O-0002,Prit Sudhirbhai Patel,O-0002,BM0C9M9,SOLDERING IRON 30W/220V ROUND PIN,FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,478.81,469,9.81,2,OD110603211549056000,31-Mar-18,413.81,65,IGST,18,86,565,469,469,478.81,565,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,2,938,469,0,0,0,0,0,,,,,MRO,,,,
BM0C9M9O-0002,Prit Sudhirbhai Patel,O-0002,BM0C9M9,SOLDERING IRON 30W/220V ROUND PIN,FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,2,957.62,938,19.62,2,OD212359710052376000,31-Mar-18,413.81,130,IGST,18,172,1130,469,938,957.62,1130,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,2,938,938,0,0,0,0,0,,,,,MRO,,,,
BM0Q6S3O-0002,Prit Sudhirbhai Patel,O-0002,BM0Q6S3,"STANLEY Two Speed Heat Gun, 1800W - SXH1800-IN-BM0Q6S3",FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,1301,1213,88,7,OD211864638146022000,31-Mar-18,1241,60,IGST,18,234,1535,1275,1275,1301,1535,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,1213,1213,0,0,0,0,0,,,,,MRO,,,,
BM0Q6S3O-0002,Others,O-0002,BM0Q6S3,"STANLEY Two Speed Heat Gun, 1800W - SXH1800-IN-BM0Q6S3",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,1237,1213,24,2,OD212150969690484000,31-Mar-18,1177,60,IGST,18,223,1460,1213,1213,1237,1460,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,1213,1213,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Others,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,774.58,789,-14.42,-2,OD211920507562324000,31-Mar-18,649.58,125,IGST,18,139,914,759,759,774.58,914,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Others,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,893.22,789,104.22,12,OD110952005382954000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Others,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,893.22,789,104.22,12,OD211729130748508000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Others,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,826.27,789,37.27,5,OD211752119984646000,31-Mar-18,701.27,125,IGST,18,149,975,810,810,826.27,975,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Prit Sudhirbhai Patel,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,779.66,789,-9.34,-1,OD211807499187682000,31-Mar-18,654.66,125,IGST,18,140,920,764,764,779.66,920,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,Fasteners,Non OEM,MRO,,,,
BM0Q8U1O-0002,Prit Sudhirbhai Patel,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,893.22,789,104.22,12,OD110834209285262000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Apeksha Khambe,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,753.39,789,-35.61,-5,OD211958937052180000,31-Mar-18,653.39,100,IGST,18,136,889,738,738,753.39,889,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,893.22,789,104.22,12,OD110860717812002000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,893.22,789,104.22,12,OD110830673402342000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,893.22,789,104.22,12,OD110974152763546000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,893.22,789,104.22,12,OD110949279574303000,31-Mar-18,768.22,125,IGST,18,161,1054,875,875,893.22,1054,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
