Po number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Project Code,Tax Amount (SC),,
40211499,24 Oct 18,Siddheshwar Enterprises,Based On Sales Orders 10211142.,26 Oct 18,28235,1888,100% After Delivery,Indian Rupee,1,Closed,No,28235-Sandip Heavy & BLOCK,288,,
40211500,24 Oct 18,Puja Polymers,Based On Sales Orders 10211149.,21 Nov 18,27516,177590,7 Days PDC,Indian Rupee,1,Closed,No,27516-Quotation required Puja Polymer,27090,,
40211501,24 Oct 18,Sunpro Instruments (India) Pvt. Ltd.,Based On Sales Orders 10211156.,10 Nov 18,28232,23021.8,100% Advance,Indian Rupee,1,Closed,No,28232-Fwd: RFQ : Pressure gauge and Multimeter Inbox x  Lavanya Jamma,3511.8,,
40211502,24 Oct 18,Lift Arts,Based On Sales Orders 10211155.,5 Nov 18,28352,3960.32,30 days after delivery,Indian Rupee,1,Closed,No,Fwd: Purchase Order #530021526,424.32,,
40211503,24 Oct 18,Software Associates Information Technologies Pvt. Ltd.,Based On Sales Orders 10211148.,14 Nov 18,28053,239540,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28053-Fwd: Ripples quotation route,36540,,
40211504,24 Oct 18,Agents International,Based On Sales Orders 10211152.,26 Oct 18,27415,10649.95,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,27415-Wall mounted fans - Chennai office,1624.57,,
40211505,24 Oct 18,Bigsmall Gifts Pvt. Ltd.,Based On Sales Orders 10211157.,7 Nov 18,28012,601800,50 % Advance along with Confirm Purchase Order balance against Performa Invoice before dispatch,Indian Rupee,1,Closed,No,28012-Fwd: FW: RE: [EXT] Re: Corporate Gift,91800,,
40211506,24 Oct 18,Software Associates Information Technologies Pvt. Ltd.,Based On Sales Orders 10211147.,14 Nov 18,28070,269040,50% Advance and 50% against PI,Indian Rupee,1,Closed,No,28070-Fwd: Ripples quotation route2,41040,,
40211507,24 Oct 18,Enviro Safety Pvt. Ltd.,,24 Oct 18,27992,110330,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27992-Required updated quotation : H2S DETECTOR,16830,,
40211508,29 Oct 18,Johnson Controls India Pvt. Ltd.,Based On Sales Orders 10211158.,10 Dec 18,28296,139415.06,100% Advance,Indian Rupee,1,Open,No,FW: Request For Quotation - Spare Parts For FAS Panel Model - IFC-320E),21266.7,,
40211509,24 Oct 18,Vijay Engineers,Based On Sales Orders 10211159.,3 Nov 18,27688,4071,100% Advance,Indian Rupee,1,Closed,Yes,27688-Fwd: Red Tape enquiry,621,,
40211510,24 Oct 18,IEC Air Tools Pvt. Ltd.,Based On Sales Orders 10211154.,5 Dec 18,27576,52429.18,100% advance against proforma invoice,Indian Rupee,1,Open,No,27576- FW: [EXT] Re: Offer required for Pneumatic screw Driver,7997.68,,
40211511,25 Oct 18,Vijay Engineers,,25 Oct 18,27688,4071,100% Advance,Indian Rupee,1,Closed,Yes,27688-Fwd: Red Tape enquiry,621,,
40211512,25 Oct 18,Vijay Engineers,Based On Sales Orders 10211160.,29 Oct 18,27688,4071,100% Advance,Indian Rupee,1,Closed,No,27688-Fwd: Red Tape enquiry,621,,
40211513,25 Oct 18,Waliram Taneja Mines Pvt. Ltd.,Based On Sales Orders 10211163.,7 Nov 18,27869,88999.98,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27869-chair inquiry,13576.26,,
40211514,25 Oct 18,Nilkamal Ltd.,Based On Sales Orders 10211161.,5 Nov 18,28061,5900,100% advance,Indian Rupee,1,Closed,No,28061-New Clip Requirement,900,,
40211515,25 Oct 18,Universal Speciality Chemicals Pvt. Ltd,Based On Sales Orders 10211164.,29 Oct 18,28387,24190,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28387 - PO 4500353480- BULK MRO INDUSTRIAL SUPPLY PVT. LTD,3690,,
40211516,25 Oct 18,Valisons and Co.,,1 Nov 18,,82.16,15 days after delivery,Indian Rupee,1,Closed,No,28064-1021803PO00000061,12.54,,
40211517,25 Oct 18,Datta Enterprises,,25 Oct 18,26602,42480,100% Advance,Indian Rupee,1,Closed,Yes,26602-Fwd: Quote for 2011 Volkswagen Touareg Drive Axle Rear,6480,,
40211518,26 Oct 18,Powertex Marketing,,26 Oct 18,,939.57,100% Advance,Indian Rupee,1,Open,No,26516-RFQ For Updated Tools,143.32,,
40211519,26 Oct 18,Crest Test Systems Pvt. Ltd.,Based On Sales Orders 10211171.,19 Dec 18,26068,1161237.99,25% Against P.O. & 75% Against Proforma Invoice Prior to Dispatch,Indian Rupee,1,Closed,Yes,26068-Request to revise the dealers Quotation,177138.00,,
40211520,26 Oct 18,Reflectosafe,Based On Sales Orders 10211177.,3 Nov 18,26076,798,30 days after delivery,Indian Rupee,1,Closed,No,26076-Required Antistatic apron size 6 L,38,,
40211521,26 Oct 18,P.P. Asbestos,Based On Sales Orders 10211166.,30 Oct 18,28427,5264,15 days credit,Indian Rupee,1,Closed,No,28427 - Fwd: PO 4500353201- BULK MRO INDUSTRIAL SUPPLY PVT. LTD,564,,
40211522,26 Oct 18,Ace Hygiene Products Pvt. Ltd.,Based On Sales Orders 10211174.,9 Nov 18,27841,21728.52,100% Advance,Indian Rupee,1,Closed,No,27841-Request for quotation_BTE_002,3314.52,,
40211523,26 Oct 18,Gujarat Industrial Syndicate,Based On Sales Orders 10211174.,9 Nov 18,27841,35046,100% Advance,Indian Rupee,1,Closed,No,27841-Request for quotation_BTE_002,5346,,
40211524,26 Oct 18,Meridian Auto Parts,,26 Oct 18,,27805.62,100% Advance,US Dollar,73.3,Closed,No,26602-Fwd: Quote for 2011 Volkswagen Touareg Drive Axle Rear,0,,
40211525,26 Oct 18,Paras Instruments,Based On Sales Orders 10211151.,29 Oct 18,28301,6018,100% Advance,Indian Rupee,1,Closed,No,Fwd: RFQ : IC1000697,918,,
40211526,26 Oct 18,Crest Test Systems Pvt. Ltd.,Based On Sales Orders 10211178.,12 Dec 18,26068,1161237.99,25% Against P.O. & 75% Against Proforma Invoice Prior to Dispatch,Indian Rupee,1,Open,No,26068-Request to revise the dealers Quotation,177138.00,,
40211527,26 Oct 18,Reflectosafe,Based On Sales Orders 10211168.,25 Oct 18,28281,22420,100% advance against proforma invoice,Indian Rupee,1,Open,No,Hubwoo Reflective Jacket Po.,3420,,
40211528,26 Oct 18,NDT Technologies Pvt Ltd,Based On Sales Orders 10211169.,25 Dec 18,28164,5900,50% advance and 50% at the time of delivery,Indian Rupee,1,Closed,No,28164-RE: Action Required: New Request 3349 submitted,900,,
40211529,26 Oct 18,All India Trading Centre,Based On Sales Orders 10211175.,9 Nov 18,28312,171897.66,100% Advance,Indian Rupee,1,Closed,No,PR - 122724526,26221.68,,
40211530,26 Oct 18,Kunash Instruments Pvt. Ltd.,Based On Sales Orders 10211172.,30 Oct 18,27792,7080,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27792-FW: Need a DD of 7080/,1080,,
40211531,29 Oct 18,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10211176.,31 Oct 18,28064,13029.1,45 days after delivery,Indian Rupee,1,Open,No,28064-1021803PO00000061,1987.48,,
40211532,29 Oct 18,Rubicon Engineers Pvt. Ltd.,Based On Sales Orders 10211180.,24 Dec 18,28253,27328.8,50% Advance 50 % Before Delivery,Indian Rupee,1,Closed,No,28253-FW: [EXT] OFFER FOR SIEMENS MAKE SPARE PRESSURE VENTILATION BREATHER,4168.8,,
40211533,29 Oct 18,Varunraj Housekeeping Material Supplier,Based On Sales Orders 10211184.,5 Nov 18,28277,25688.6,100% Advance,Indian Rupee,1,Closed,No,RE: PR -TASKI SPIRAL HD 0020118704,3918.6,,
40211534,29 Oct 18,Fairmont Polymers (India) Pvt. Ltd.,Based On Sales Orders 10211187.,5 Nov 18,27932,3687.5,100% Advance,Indian Rupee,1,Closed,No,27932-Lab chemicals requirement.,562.5,,
40211535,29 Oct 18,Prasad Enterprises,Based On Sales Orders 10211187.,5 Nov 18,27932,649,100% Advance,Indian Rupee,1,Closed,No,27932-Lab chemicals requirement.,99,,
40211536,29 Oct 18,Gokak Enterprises,Based On Sales Orders 10211183.,30 Oct 18,28369,3245,100% Advance,Indian Rupee,1,Closed,No,28369 - Fwd: REMOTE FOR AC UNIT for Pirangut Plant,495,,
40211537,29 Oct 18,Omnipotent Marketing Pvt. Ltd.,Based On Sales Orders 10211179.,2 Nov 18,19875,109598.4,100% advance against MATERIAL READINESS,Indian Rupee,1,Closed,No,19875-Dog Repellent at PSBU Phaltan,16718.4,,
40211538,29 Oct 18,Ion Exchange India Limited,Based On Sales Orders 10211186.,31 Oct 18,28507,30798,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28507 - PO 4500353574 BULK MRO,4698,,
40211539,29 Oct 18,Intek Instruments,Based On Sales Orders 10211185.,5 Nov 18,28163,6623.34,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,28163-Quotation for M12 8WAY DISTRIBUTION BOX,1010.34,,
40211540,29 Oct 18,SVJ Corporation,Based On Sales Orders 10211185.,5 Nov 18,28163,49560,100% advance against proforma invoice,Indian Rupee,1,Open,No,28163-Quotation for M12 8WAY DISTRIBUTION BOX,7560,,
40211541,29 Oct 18,Indian Institute of Technology Bombay,Based On Sales Orders 10211181.,30 Oct 18,27432,84960,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27432-FW: Dd,12960,,
40211542,29 Oct 18,AV-VISION EQUIPMENTS PVT. LTD.,Based On Sales Orders 10211188.,2 Nov 18,26726,5416.2,100% Advance,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,826.2,,
40211543,29 Oct 18,Brisk Electro Sales Pvt. Ltd.,Based On Sales Orders 10211185.,5 Nov 18,28163,8472.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28163-Quotation for M12 8WAY DISTRIBUTION BOX,1292.4,,
40211544,29 Oct 18,Kamal Enertprises,Based On Sales Orders 10211189.,31 Oct 18,26726,7075.38,100% Advance,Indian Rupee,1,Open,No,26726-Quotation for CSR activity items,1079.29,,
40211545,29 Oct 18,Scion Technology,Based On Sales Orders 10211189.,31 Oct 18,26726,2474.99,100% Advance,Indian Rupee,1,Closed,Yes,26726-Quotation for CSR activity items,377.54,,
40211546,29 Oct 18,J S Infotech,Based On Sales Orders 10211189.,31 Oct 18,26726,1890.01,100% Advance,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,288.31,,
40211547,30 Oct 18,B. J. PRODUCTS,Based On Sales Orders 10211173.,1 Nov 18,27323,23364,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27323-Fwd: New procurement item list,3564,,
40211548,30 Oct 18,Al Technologies,Based On Sales Orders 10211190.,13 Nov 18,28506,1032116.5,100% Against Delivery,Indian Rupee,1,Closed,No,28506 - Fwd: al invoice 26.10.2018,157441.50,,
40211549,30 Oct 18,Element14 India Pvt. Ltd.,,6 Nov 18,,16284,15 Days PDC,Indian Rupee,1,Closed,No,26842-Requirement of IAMS with Dual Setpoint & PSU,2484,,
40211550,30 Oct 18,Blue bell office solution,Based On Sales Orders 10211197.,1 Nov 18,28239,407.56,100% Advance,Indian Rupee,1,Closed,No,28239-Fwd: Requirments,43.66,,
40211551,30 Oct 18,Welldone Stationers,Based On Sales Orders 10211197.,1 Nov 18,28239,38457.6,100% Advance,Indian Rupee,1,Closed,No,28239-Fwd: Requirments,4287.6,,
40211552,30 Oct 18,Sagar Office Automation,Based On Sales Orders 10211197.,1 Nov 18,28239,2684.5,100% Advance,Indian Rupee,1,Closed,No,28239-Fwd: Requirments,409.5,,
40211553,30 Oct 18,Kiran Diamond Tools,Based On Sales Orders 10211191.,1 Nov 18,18488,13840.46,30 Days Credit,Indian Rupee,1,Closed,No,18488-Fwd: Atlas Copco Torque Wrench - RFQ,2111.26,,
40211554,30 Oct 18,M/S. Sahil International,Based On Sales Orders 10211193.,1 Nov 18,28552,4130,7 Days PDC,Indian Rupee,1,Closed,No,28552 - Fwd: PO 4500353853- BULK MRO INDUSTRIAL SUPPLY PVT. LTD,630,,
40211555,31 Oct 18,SKL Traders,Based On Sales Orders 10211201.,21 Nov 18,27606,76995,100% After Delivery,Indian Rupee,1,Closed,No,27606-Fwd: RFQ for ‘ Items for Paint Masking’,11745,,
40211556,31 Oct 18,Bostan Engineering.,Based On Sales Orders 10211199.,12 Nov 18,26390,10620,25 days after delivery,Indian Rupee,1,Closed,No,26390-Fwd: Request For Quote (Oracle - PR96907),1620,,
40211557,31 Oct 18,Bhaigora Enterprises,Based On Sales Orders 10211182.,31 Oct 18,26019,23901.85,100% After Delivery,Indian Rupee,1,Closed,No,26019-Tools requirement for PC at Chennai,3646.04,,
40211558,31 Oct 18,Nilkamal Ltd.,Based On Sales Orders 10211195.,10 Nov 18,28340,311520,30% ADVANCE AGAINST PI & 70% BEFORE DISPATCH,Indian Rupee,1,Closed,No,New Po # 4591466817 for BLUE Crate.,47520,,
40211559,31 Oct 18,PPI Systems,Based On Sales Orders 10211192.,21 Nov 18,28428,1093.86,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28428 - Purchase order No # 4500353604 - 112509 BULK MRO INDUSTRIAL SUPPLY PVT. LTD,166.86,,
40211560,31 Oct 18,Tejas Enterprises,Based On Sales Orders 10211196.,5 Nov 18,27872,33040,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27872-RFQ Vernier & Micrometer,5040,,
40211561,31 Oct 18,New India Tools Corporation,Based On Sales Orders 10211196.,5 Nov 18,27872,72983,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27872-RFQ Vernier & Micrometer,11133,,
40211562,31 Oct 18,Millennium Instruments Ltd.,Based On Sales Orders 10211202.,14 Dec 18,26922,8437,30% against PI & 70% prior to dispatch,Indian Rupee,1,Closed,No,26922-Required quotation for intelligent sensor meter,1287,,
40211563,1 Nov 18,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10211198.,3 Nov 18,28455,482.86,100% Advance,Indian Rupee,1,Closed,Yes,28455 - Fwd: Order Management - New Purchase Order: 4591512694,73.66,,
40211564,1 Nov 18,Altaf H Vali Electronics Pvt. Ltd.,Based On Sales Orders 10211208.,6 Nov 18,28344,8000,100% advance,Indian Rupee,1,Closed,No,Fwd: RFQ - Digital Camera,1750,,
40211565,1 Nov 18,Al Technologies,Based On Sales Orders 10211207.,5 Nov 18,28637,1059999.9,100% Against Delivery,Indian Rupee,1,Closed,No,28637 - Maclocks Inquiry,161694.90,,
40211566,1 Nov 18,Bostan Engineering.,Based On Sales Orders 10211212.,16 Nov 18,28661,102549.37,30 Days Credit,Indian Rupee,1,Closed,No,28661 - PO 2100011244-77003276-BULK MRO INDUSTRIA,15643.12,,
40211567,1 Nov 18,Vashi Electricals Pvt. Ltd.,Based On Sales Orders 10211204.,2 Nov 18,27802,7080.89,100% Advance,Indian Rupee,1,Closed,No,27802-Quotation required,1080.14,,
40211568,1 Nov 18,Pooja Electrical Services,Based On Sales Orders 10211213.,15 Nov 18,28151,319980.6,50% Advance 50 % Before Delivery,Indian Rupee,1,Closed,No,28151-Bonder Machine Spare,48810.6,,
40211569,1 Nov 18,V.R.L. Enterprises,Based On Sales Orders 10211210.,3 Nov 18,26052,9145,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26052-Required quotation for ratchet belt 25 mm,1395,,
40211570,1 Nov 18,Prakash Kala Mandir,Based On Sales Orders 10211215.,3 Nov 18,28631,3900,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28631 - Po for Req material,594.92,,
40211571,2 Nov 18,Deepak Corporation,Based On Sales Orders 10211214.,3 Nov 18,28393,26932.52,7 days after delivery,Indian Rupee,1,Closed,No,28393 - Fwd: REQUIRED QUOTATION FOR SAFETY SHOES,1282.52,,
40211572,2 Nov 18,Creative Kitchen World,Based On Sales Orders 10211216.,5 Nov 18,27902,14109.2,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27902-Fwd: Quotation of Writing Desk,1969.2,,
40211573,2 Nov 18,Lalita Furniture,Based On Sales Orders 10211216.,5 Nov 18,27902,64900,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27902-Fwd: Quotation of Writing Desk,9900,,
40211574,2 Nov 18,Sai Prashanthi Party Sales,Based On Sales Orders 10211220.,16 Nov 18,28559,487196.04,100% Against Delivery,Indian Rupee,1,Closed,No,28559 - Fwd: Need Quote for Tupperware - Urgent !!!,74318.04,,
40211575,2 Nov 18,CPS Technologies,Based On Sales Orders 10211225.,5 Nov 18,28668,78116,15 Days PDC,Indian Rupee,1,Closed,No,28668 - Require Quote for Workstation,11916,,
40211576,2 Nov 18,Suprimo Automation Pvt. Ltd.,Based On Sales Orders 10211222.,11 Jan 19,28027,257284.38,50% advance and 50% after delivery,Indian Rupee,1,Open,No,28027-RE: JR item PR_ UKL Piston valve 0020117821,39246.78,,
40211577,2 Nov 18,Excellent Hydraulics,Based On Sales Orders 10211221.,9 Nov 18,27294,1087.26,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27294-Request for quotation,165.86,,
40211578,2 Nov 18,Mehta Earthmovers,Based On Sales Orders 10211221.,14 Dec 18,27294,5546,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27294-Request for quotation,846,,
40211579,2 Nov 18,Tech Ocean,Based On Sales Orders 10211228.,5 Nov 18,28694,220000,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28694 - Fwd: Request for Television for office purpose - Chennai,48125,,
40211580,2 Nov 18,Ratnadeep Chemicals,Based On Sales Orders 10211217.,5 Nov 18,28677,90860,50% Against PI and 50% after 45 Days,Indian Rupee,1,Closed,Yes,28677 - Caustic Lye,13860,,
40211581,3 Nov 18,Reflectosafe,Based On Sales Orders 10211224.,19 Nov 18,28629,35112,Within 30 Days,Indian Rupee,1,Closed,Yes,28629 - Reflective Jacket,1672,,
40211582,3 Nov 18,Amar Bearings,Based On Sales Orders 10211233.,5 Nov 18,28702,68440,100% Advance,Indian Rupee,1,Closed,No,28702 - RFQ - IC1000739,10440,,
40211583,3 Nov 18,New India Tools Corporation,Based On Sales Orders 10211223.,12 Nov 18,28288,31270,100% advance against proforma invoice,Indian Rupee,1,Closed,No,Fwd: RFQ for Dial Gauge of Stroke.,4770,,
40211584,3 Nov 18,Valisons and Co.,Based On Sales Orders 10211234.,5 Nov 18,27710,3533.18,100% Advance,Indian Rupee,1,Closed,Yes,27710-Electrical requirement - HIIPL,539,,
40211585,3 Nov 18,Sagar Office Automation,Based On Sales Orders 10211234.,5 Nov 18,27710,19369.7,30 Days Credit,Indian Rupee,1,Closed,Yes,27710-Electrical requirement - HIIPL,2954.7,,
40211586,3 Nov 18,Bosch Ltd.,Based On Sales Orders 10211205.,12 Nov 18,28635,3384.24,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28635 - Re: Fwd: 3000057313-Hand drill machine single phase,516.24,,
40211587,3 Nov 18,Divine Engineering,Based On Sales Orders 10211203.,12 Nov 18,28624,17110,30 Days Credit,Indian Rupee,1,Closed,No,28624 - Currugated hose required,2610,,
40211588,3 Nov 18,Ravi Transmission Products,Based On Sales Orders 10211229.,5 Nov 18,28459,14867.04,15 days after delivery,Indian Rupee,1,Closed,No,28459 - Bearing Requirements,2267.84,,
40211589,3 Nov 18,Ravi Scientific Industries,,17 Nov 18,,955.8,100% Advance,Indian Rupee,1,Closed,Yes,28381 - Fwd: Qty - 200,145.8,,
40211590,3 Nov 18,Sicame Electrical Developments,Based On Sales Orders 10610501.,19 Jan 19,27779,427791.36,100% advance against proforma invoice,British Pound,96,Open,No,27779-Fwd: Enquiry for Crimps Bhadrawati T-21156 (R),0,,
40211591,3 Nov 18,Mahle Anand Filter Systems Pvt.Ltd.,Based On Sales Orders 10211221.,15 Dec 18,27294,33412.88,100% advance against proforma invoice,Indian Rupee,1,Open,No,27294-Request for quotation,5096.88,,
40211592,12 Nov 18,Flexibles,Based On Sales Orders 10211232.,26 Nov 18,27515,36132.54,15 Days PDC,Indian Rupee,1,Closed,No,27515-SS Hose Pipe,5511.74,,
40211593,12 Nov 18,Domestic for you Pvt. Ltd.,Based On Sales Orders 10211227.,12 Nov 18,28056,17599.7,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28056-Fwd: FW: [EXT] Invoice Base,2684.7,,
40211594,12 Nov 18,Good Looks,Based On Sales Orders 10211242.,19 Nov 18,28722,2940.16,100% Advance,Indian Rupee,1,Closed,No,28722 - PO Surat lab PO 0000304,448.5,,
40211595,12 Nov 18,Good Looks,Based On Sales Orders 10211241.,19 Nov 18,28017,4292.24,100% Advance,Indian Rupee,1,Closed,No,28017-Calcium Gluconate,654.75,,
40211596,12 Nov 18,Anshutech Air Conditioning Pvt. Ltd.,Based On Sales Orders 10211243.,19 Nov 18,28671,127091.9,50% advance and 50% after delivery,Indian Rupee,1,Closed,No,28671 - Quotation for Odu Shifting work at IIT-Powai,19386.9,,
40211597,12 Nov 18,Ratnadeep Chemicals,,12 Nov 18,28677,90860,7 Days PDC,Indian Rupee,1,Closed,Yes,28677 - Caustic Lye,13860,,
40211598,13 Nov 18,Bostan Engineering.,Based On Sales Orders 10211262.,3 Dec 18,26391,16107,25 days after delivery,Indian Rupee,1,Open,No,26391-Require Quote various facility items for DTP,2457,,
40211599,13 Nov 18,Valisons and Co.,Based On Sales Orders 10211262.,3 Dec 18,26391,1233.22,15 Days PDC,Indian Rupee,1,Closed,No,26391-Require Quote various facility items for DTP,188.12,,
40211600,13 Nov 18,Mehta Sanghvi and Co,Based On Sales Orders 10211262.,3 Dec 18,26391,4425,100% Advance,Indian Rupee,1,Closed,No,26391-Require Quote various facility items for DTP,675,,
40211601,13 Nov 18,Victor Enterprise,Based On Sales Orders 10211267.,3 Dec 18,,9440,100% Advance,Indian Rupee,1,Closed,No,27929-Fwd: Request For Quote (Oracle - PR68355),1440,,
40211602,13 Nov 18,Bostan Engineering.,Based On Sales Orders 10211266.,27 Nov 18,28742,10382.4,30 Days Credit,Indian Rupee,1,Closed,No,28742 - RE: Purchase Order,1112.4,,
40211603,13 Nov 18,Rajdeep Plastic Containers India Pvt Ltd,Based On Sales Orders 10211264.,31 Jan 18,28628,106200,Net-30,Indian Rupee,1,Closed,No,28628 - New Po # 4591517386 for IDH 1712398 of Rajdeep,16200,,
