inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
15357,,2002395,BM0Q8Y4,,1,02-Dec-17,,,,,,,,,
15357,,2002395,BM99999,,1,02-Dec-17,,,,,,,,,
15358,,2002396,BM0Q8Y7,,1,02-Dec-17,,,,,,,,,
15359,,2002397,BM0C9M8,,1,02-Dec-17,,,,,,,,,
15360,,2002398,BM0Q8Y4,,1,02-Dec-17,,,,,,,,,
15361,,2002399,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15362,,2002400,BM1G0E9,,1,02-Dec-17,,,,,,,,,
15363,,2002401,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15364,,2002402,BM0C8H9,,1,02-Dec-17,,,,,,,,,
15365,,2002403,BM0C7I7,,1,02-Dec-17,,,,,,,,,
15367,,2002404,BM0C7U8,,1,02-Dec-17,,,,,,,,,
15368,,2002405,BM0C9M8,,1,02-Dec-17,,,,,,,,,
15368,,2002405,BM99999,,1,02-Dec-17,,,,,,,,,
15369,,2002406,BM0Q8X7,,1,02-Dec-17,,,,,,,,,
15370,,2002407,BM0C7U8,,1,02-Dec-17,,,,,,,,,
15371,,2002408,BM0Q8Y4,,1,02-Dec-17,,,,,,,,,
15372,,2002409,BM0Q8Y4,,4,02-Dec-17,,,,,,,,,
15373,,2002410,BM0C9M8,,1,02-Dec-17,,,,,,,,,
15373,,2002410,BM99999,,1,02-Dec-17,,,,,,,,,
15374,,2002411,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15375,,2002413,BM0C7I7,,1,02-Dec-17,,,,,,,,,
15376,,2002414,BM0Q8Y3,,1,02-Dec-17,,,,,,,,,
15377,,2002415,BM0C6Z9,,1,02-Dec-17,,,,,,,,,
15378,,2002416,BM0Q8X7,,1,02-Dec-17,,,,,,,,,
15379,,2002417,BM0C7U8,,1,02-Dec-17,,,,,,,,,
15380,,2002418,BM0Q8Y4,,1,02-Dec-17,,,,,,,,,
15380,,2002418,BM99999,,1,02-Dec-17,,,,,,,,,
15381,,2002419,BM0C7U8,,1,02-Dec-17,,,,,,,,,
15382,,2002420,BM0Q8X7,,1,02-Dec-17,,,,,,,,,
15383,,2002421,BM0C7V0,,1,02-Dec-17,,,,,,,,,
15383,,2002421,BM99999,,1,02-Dec-17,,,,,,,,,
15384,,2002422,BM0C9M8,,1,02-Dec-17,,,,,,,,,
15384,,2002422,BM99999,,1,02-Dec-17,,,,,,,,,
15386,,2002423,BM0C9M8,,1,02-Dec-17,,,,,,,,,
15387,,2002424,BM0Q8Y3,,1,02-Dec-17,,,,,,,,,
15388,,2002425,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15392,,2002427,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15398,,2002428,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15431,,2002442,BM0C8Z1,,1,02-Dec-17,,,,,,,,,
15431,,2002442,BM99999,,1,02-Dec-17,,,,,,,,,
15432,,2002443,BM0C8Z1,,1,02-Dec-17,,,,,,,,,
15432,,2002443,BM99999,,1,02-Dec-17,,,,,,,,,
15433,,2002444,BM0C7U8,,1,02-Dec-17,,,,,,,,,
15433,,2002444,BM99999,,1,02-Dec-17,,,,,,,,,
15434,,2002445,BM0C8Z1,,2,02-Dec-17,,,,,,,,,
15434,,2002445,BM99999,,1,02-Dec-17,,,,,,,,,
15435,,2002446,BM0C8Z1,,1,02-Dec-17,,,,,,,,,
15435,,2002446,BM99999,,1,02-Dec-17,,,,,,,,,
15436,,2002447,BM0C8Z1,,1,02-Dec-17,,,,,,,,,
15436,,2002447,BM99999,,1,02-Dec-17,,,,,,,,,
15437,,2002448,BM0C8Z1,,1,02-Dec-17,,,,,,,,,
15437,,2002448,BM99999,,1,02-Dec-17,,,,,,,,,
15438,,2002449,BM0Q8X8,,1,02-Dec-17,,,,,,,,,
15438,,2002449,BM99999,,1,02-Dec-17,,,,,,,,,
15610,,2002498,BM0O6H8,,1,02-Dec-17,,,,,,,,,
15611,,2002499,BM0C7I7,,1,02-Dec-17,,,,,,,,,
15612,,2002500,BM0Q8Y3,,4,02-Dec-17,,,,,,,,,
15613,,2002501,BM0C7Q0,,1,02-Dec-17,,,,,,,,,
15399,,2002429,BM0C7I7,,1,03-Dec-17,,,,,,,,,
15401,,2002430,BM0C9M8,,1,03-Dec-17,,,,,,,,,
15403,,2002431,BM0C8Z1,,1,03-Dec-17,,,,,,,,,
15403,,2002431,BM99999,,1,03-Dec-17,,,,,,,,,
15404,,2002432,BM0C8Z1,,1,03-Dec-17,,,,,,,,,
15404,,2002432,BM99999,,1,03-Dec-17,,,,,,,,,
15439,,2002450,BM0C8Y9,,1,03-Dec-17,,,,,,,,,
15439,,2002450,BM99999,,1,03-Dec-17,,,,,,,,,
15440,,2002451,BM0C8G8,,1,03-Dec-17,,,,,,,,,
15440,,2002451,BM99999,,1,03-Dec-17,,,,,,,,,
15441,,2002452,BM0Q8Y6,,1,03-Dec-17,,,,,,,,,
15441,,2002452,BM99999,,1,03-Dec-17,,,,,,,,,
15442,,2002453,BM0C7U8,,1,03-Dec-17,,,,,,,,,
15442,,2002453,BM99999,,1,03-Dec-17,,,,,,,,,
15614,,2002502,BM0Q8X7,,1,03-Dec-17,,,,,,,,,
15615,,2002503,BM0Q8X8,,2,03-Dec-17,,,,,,,,,
15616,,2002504,BM0Q8X7,,1,03-Dec-17,,,,,,,,,
15617,,2002505,BM0Q8X8,,1,03-Dec-17,,,,,,,,,
15617,,2002505,BM99999,,1,03-Dec-17,,,,,,,,,
15618,,2002506,BM0C9M8,,1,03-Dec-17,,,,,,,,,
15619,,2002507,BM0Q8X7,,1,03-Dec-17,,,,,,,,,
15638,,2002522,BM0C8Z1,,1,03-Dec-17,,,,,,,,,
15638,,2002522,BM99999,,1,03-Dec-17,,,,,,,,,
14238,,2002459,BM9A9S9,,30,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9T2,,200,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9T3,,20,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9T7,,100,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9U2,,100,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9U3,,100,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9U4,,100,04-Dec-17,,,,,,,,,
14238,,2002459,BM9A9U5,,5,04-Dec-17,,,,,,,,,
14325,,2002496,BM9K6Z3,,418,04-Dec-17,,,,,,,,,
15230,,2002436,BM9G6B9,,3,04-Dec-17,,,,,,,,,
15443,,2002454,BM0Q8X7,,1,04-Dec-17,,,,,,,,,
15444,,2002455,BM0C7P6,,1,04-Dec-17,,,,,,,,,
15522,,2002471,BM0Q8U1,,1,04-Dec-17,,,,,,,,,
15522,,2002471,BM99999,,1,04-Dec-17,,,,,,,,,
15523,,2002472,BM0C7H1,,1,04-Dec-17,,,,,,,,,
15523,,2002472,BM99999,,1,04-Dec-17,,,,,,,,,
15620,,2002508,BM0C7B2,,1,04-Dec-17,,,,,,,,,
15620,,2002508,BM99999,,1,04-Dec-17,,,,,,,,,
15621,,2002509,BM0C9M8,,1,04-Dec-17,,,,,,,,,
13740,,2002465,BM9K5N9,,4,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5P1,,4,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5P4,,2,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5P5,,4,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5Q9,,50,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5R1,,50,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5R2,,50,05-Dec-17,,,,,,,,,
13740,,2002465,BM9K5R3,,50,05-Dec-17,,,,,,,,,
14235,,2002484,BM9K7C1,,2,05-Dec-17,,,,,,,,,
14235,,2002484,BM9K7C2,,2,05-Dec-17,,,,,,,,,
14470,,2002477,BM9C4L6,,1,05-Dec-17,,,,,,,,,
14470,,2002477,BM9K8T7,,1,05-Dec-17,,,,,,,,,
14470,,2002477,BM9K9B3,,1,05-Dec-17,,,,,,,,,
14470,,2002477,BM9L2P4,,2,05-Dec-17,,,,,,,,,
14661,,2002539,BM9K9N2,,8,05-Dec-17,,,,,,,,,
14707,,2002466,BM99992,,1,05-Dec-17,,,,,,,,,
14707,,2002466,BM9K6E3,,2,05-Dec-17,,,,,,,,,
14757,,2002483,BM9K8X5,,10,05-Dec-17,,,,,,,,,
14757,,2002483,BM9K8X6,,2,05-Dec-17,,,,,,,,,
14961,,2002492,BM9L3A4,,5,05-Dec-17,,,,,,,,,
15126,,2002519,BM9L2Y8,,108,05-Dec-17,,,,,,,,,
15126,,2002519,BM9L2Y8,,42,05-Dec-17,,,,,,,,,
15425,,2002479,BM9L4C9,,8,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y1,,4,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y2,,4,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y3,,3,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y4,,9,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y5,,10,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y7,,5,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y8,,2,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Y9,,4,05-Dec-17,,,,,,,,,
15489,,2002460,BM9D3Z1,,1,05-Dec-17,,,,,,,,,
15505,,2002463,BM0C8H6,,1,05-Dec-17,,,,,,,,,
15505,,2002463,BM1A5Z3,,1,05-Dec-17,,,,,,,,,
15505,,2002463,BM1A7J3,,1,05-Dec-17,,,,,,,,,
15505,,2002463,BM1A7J4,,1,05-Dec-17,,,,,,,,,
15506,,2002478,BM9K2S9,,11,05-Dec-17,,,,,,,,,
15506,,2002478,BM9K2T1,,3,05-Dec-17,,,,,,,,,
15506,,2002478,BM9K2T2,,2,05-Dec-17,,,,,,,,,
15518,,2002467,BM0C8H6,,1,05-Dec-17,,,,,,,,,
15518,,2002467,BM99999,,1,05-Dec-17,,,,,,,,,
15519,,2002468,BM0C8H6,,1,05-Dec-17,,,,,,,,,
15519,,2002468,BM99999,,1,05-Dec-17,,,,,,,,,
15525,,2002473,BM0Q8X8,,1,05-Dec-17,,,,,,,,,
15525,,2002473,BM99999,,1,05-Dec-17,,,,,,,,,
15526,,2002474,BM0C7P6,,1,05-Dec-17,,,,,,,,,
15545,,2002481,BM0Q8Y7,,1,05-Dec-17,,,,,,,,,
15547,,2002482,BM0Q8X7,,1,05-Dec-17,,,,,,,,,
15568,,2002486,BM0Q8Y0,,1,05-Dec-17,,,,,,,,,
15568,,2002486,BM99999,,1,05-Dec-17,,,,,,,,,
15569,,2002487,BM0C7H1,,2,05-Dec-17,,,,,,,,,
15569,,2002487,BM99999,,1,05-Dec-17,,,,,,,,,
15570,,2002488,BM0C7I4,,1,05-Dec-17,,,,,,,,,
15570,,2002488,BM99999,,1,05-Dec-17,,,,,,,,,
15622,,2002510,BM0C9M8,,1,05-Dec-17,,,,,,,,,
15622,,2002510,BM99999,,1,05-Dec-17,,,,,,,,,
15623,,2002511,BM0C7Q0,,1,05-Dec-17,,,,,,,,,
15624,,2002512,BM1F9Z5,,1,05-Dec-17,,,,,,,,,
15624,,2002512,BM1G0B8,,1,05-Dec-17,,,,,,,,,
15625,,2002513,BM0C9A0,,1,05-Dec-17,,,,,,,,,
15626,,2002514,BM1G0B8,,1,05-Dec-17,,,,,,,,,
15627,,2002515,BM0Q8X8,,1,05-Dec-17,,,,,,,,,
15628,,2002516,BM0Q8X7,,1,05-Dec-17,,,,,,,,,
15639,,2002523,BM0C8Z1,,1,05-Dec-17,,,,,,,,,
15639,,2002523,BM99999,,1,05-Dec-17,,,,,,,,,
12790,,2002491,BM9J8U2,,1,06-Dec-17,,,,,,,,,
12948,,2002549,BM9J9V3,,2,06-Dec-17,,,,,,,,,
12948,,2002549,BM9J9V4,,1,06-Dec-17,,,,,,,,,
12948,,2002549,BM9J9V5,,2,06-Dec-17,,,,,,,,,
14348,,2002550,BM9B5G4,,1,06-Dec-17,,,,,,,,,
14768,,2002518,BM9H3Q8,,12,06-Dec-17,,,,,,,,,
15510,,2002529,BM9C4L6,,1,06-Dec-17,,,,,,,,,
15510,,2002529,BM9L4F5,,1,06-Dec-17,,,,,,,,,
15571,,2002489,BM0C7H1,,1,06-Dec-17,,,,,,,,,
15571,,2002489,BM99999,,1,06-Dec-17,,,,,,,,,
15573,,2002490,BM0C7H1,,1,06-Dec-17,,,,,,,,,
15573,,2002490,BM99999,,1,06-Dec-17,,,,,,,,,
15603,,2002495,BM0C7P6,,1,06-Dec-17,,,,,,,,,
15640,,2002524,BM0W7N8,,1,06-Dec-17,,,,,,,,,
15640,,2002524,BM99999,,1,06-Dec-17,,,,,,,,,
15641,,2002525,BM0C7V0,,1,06-Dec-17,,,,,,,,,
15641,,2002525,BM99999,,1,06-Dec-17,,,,,,,,,
15642,,2002526,BM0W7N8,,1,06-Dec-17,,,,,,,,,
15642,,2002526,BM99999,,1,06-Dec-17,,,,,,,,,
13745,,2002608,BM0C8T4,,10,07-Dec-17,,,,,,,,,
13745,,2002608,BM9C4G7,,10,07-Dec-17,,,,,,,,,
13745,,2002608,BM9C4L6,,1,07-Dec-17,,,,,,,,,
14201,,2002520,BM0C8E7,,4,07-Dec-17,,,,,,,,,
14201,,2002520,BM0C8G4,,2,07-Dec-17,,,,,,,,,
14201,,2002520,BM4K3M8,,2,07-Dec-17,,,,,,,,,
14201,,2002520,BM9K6J1,,1,07-Dec-17,,,,,,,,,
14201,,2002520,BM9K6J2,,2,07-Dec-17,,,,,,,,,
15075,,2002545,BM9C4L6,,1,07-Dec-17,,,,,,,,,
15075,,2002545,BM9L3M3,,10,07-Dec-17,,,,,,,,,
15085,,2002538,BM9L2Y7,,5000,07-Dec-17,,,,,,,,,
15129,,2002544,BM9L3E3,,70,07-Dec-17,,,,,,,,,
15130,,2002531,BM9L3B1,,2,07-Dec-17,,,,,,,,,
15130,,2002531,BM9L3C8,,2,07-Dec-17,,,,,,,,,
15130,,2002531,BM9L3C9,,2,07-Dec-17,,,,,,,,,
15254,,2002521,BM9L3P3,,1,07-Dec-17,,,,,,,,,
15254,,2002521,BM9L3P4,,1,07-Dec-17,,,,,,,,,
15254,,2002521,BM9L3P5,,1,07-Dec-17,,,,,,,,,
15254,,2002521,BM9L3P6,,1,07-Dec-17,,,,,,,,,
15636,,2002530,BM0K8J3,,330,07-Dec-17,,,,,,,,,
15636,,2002530,BM0K8J3,,70,07-Dec-17,,,,,,,,,
15636,,2002530,BM9E9F8,,24,07-Dec-17,,,,,,,,,
15643,,2002527,BM0C7U8,,1,07-Dec-17,,,,,,,,,
15643,,2002527,BM99999,,1,07-Dec-17,,,,,,,,,
15644,,2002528,BM0C8G8,,1,07-Dec-17,,,,,,,,,
15644,,2002528,BM99999,,1,07-Dec-17,,,,,,,,,
15670,,2002537,BM9L4Z7,,645,07-Dec-17,,,,,,,,,
15671,,2002586,BM9L5E7,,100,07-Dec-17,,,,,,,,,
15671,,2002586,BM9L5E8,,20,07-Dec-17,,,,,,,,,
15671,,2002586,BM9L5E9,,100,07-Dec-17,,,,,,,,,
15671,,2002586,BM9L5F1,,50,07-Dec-17,,,,,,,,,
15671,,2002586,BM9L5F2,,25,07-Dec-17,,,,,,,,,
15684,,2002540,BM0W7N8,,2,07-Dec-17,,,,,,,,,
15684,,2002540,BM99999,,1,07-Dec-17,,,,,,,,,
15685,,2002541,BM0C7U8,,1,07-Dec-17,,,,,,,,,
15685,,2002541,BM99999,,1,07-Dec-17,,,,,,,,,
15686,,2002542,BM0C7H1,,1,07-Dec-17,,,,,,,,,
15686,,2002542,BM99999,,1,07-Dec-17,,,,,,,,,
15709,,2002552,BM0W7N8,,1,07-Dec-17,,,,,,,,,
15709,,2002552,BM99999,,1,07-Dec-17,,,,,,,,,
15778,,2002683,BM0K8Y0,,200,07-Dec-17,,,,,,,,,
14008,,2002594,BM9K5W5,,1,08-Dec-17,,,,,,,,,
14008,,2002594,BM9K6G7,,1,08-Dec-17,,,,,,,,,
14100,,2002599,BM9D3E1,,50,08-Dec-17,,,,,,,,,
14100,,2002599,BM9K8V7,,4,08-Dec-17,,,,,,,,,
14100,,2002599,BM9K8V8,,2,08-Dec-17,,,,,,,,,
14100,,2002599,BM9K8V9,,2,08-Dec-17,,,,,,,,,
15128,,2002601,BM9C9Q1,,1000,08-Dec-17,,,,,,,,,
15128,,2002601,BM9C9Q2,,1000,08-Dec-17,,,,,,,,,
15407,,2002534,BM9L3Z6,,2,08-Dec-17,,,,,,,,,
15502,,2002595,BM9E3R6,,2,08-Dec-17,,,,,,,,,
15546,,2002535,BM9L4J5,,1,08-Dec-17,,,,,,,,,
15687,,2002543,BM0C7H1,,1,08-Dec-17,,,,,,,,,
15687,,2002543,BM99999,,1,08-Dec-17,,,,,,,,,
15689,,2002546,BM0Q8Y4,,1,08-Dec-17,,,,,,,,,
15690,,2002547,BM0C9M8,,1,08-Dec-17,,,,,,,,,
15691,,2002548,BM0C7U8,,1,08-Dec-17,,,,,,,,,
15691,,2002548,BM99999,,1,08-Dec-17,,,,,,,,,
15710,,2002553,BM0C7B2,,1,08-Dec-17,,,,,,,,,
15711,,2002554,BM0Q8Y4,,1,08-Dec-17,,,,,,,,,
15712,,2002555,BM0Q8Y7,,1,08-Dec-17,,,,,,,,,
15713,,2002556,BM0Q8Y4,,1,08-Dec-17,,,,,,,,,
15714,,2002557,BM0Q8Y3,,1,08-Dec-17,,,,,,,,,
15714,,2002557,BM99999,,1,08-Dec-17,,,,,,,,,
15715,,2002558,BM0Q8Y3,,1,08-Dec-17,,,,,,,,,
15716,,2002559,BM0Q8Y3,,1,08-Dec-17,,,,,,,,,
15719,,2002560,BM0Q8X7,,1,08-Dec-17,,,,,,,,,
15720,,2002561,BM0C9M8,,1,08-Dec-17,,,,,,,,,
15720,,2002561,BM99999,,1,08-Dec-17,,,,,,,,,
15757,,2002575,BM0C7B3,,1,08-Dec-17,,,,,,,,,
15757,,2002575,BM99999,,1,08-Dec-17,,,,,,,,,
15726,,2002562,BM0C9A0,,1,09-Dec-17,,,,,,,,,
15727,,2002563,BM0Q8Y3,,2,09-Dec-17,,,,,,,,,
15728,,2002564,BM0C7Q4,,1,09-Dec-17,,,,,,,,,
15728,,2002564,BM99999,,1,09-Dec-17,,,,,,,,,
15729,,2002565,BM0C7P6,,1,09-Dec-17,,,,,,,,,
15758,,2002576,BM0Q8Y0,,1,09-Dec-17,,,,,,,,,
15758,,2002576,BM99999,,1,09-Dec-17,,,,,,,,,
15759,,2002577,BM0O7C5,,1,09-Dec-17,,,,,,,,,
15759,,2002577,BM99999,,1,09-Dec-17,,,,,,,,,
15760,,2002578,BM99999,,1,09-Dec-17,,,,,,,,,
15760,,2002578,BM9F3F3,,1,09-Dec-17,,,,,,,,,
15761,,2002579,BM0C7H1,,1,09-Dec-17,,,,,,,,,
15761,,2002579,BM99999,,1,09-Dec-17,,,,,,,,,
16267,,2002766,BM9F3Z5,,50,09-Dec-17,,,,,,,,,
15730,,2002566,BM0O6H8,,1,10-Dec-17,,,,,,,,,
15731,,2002567,BM0C7P6,,1,10-Dec-17,,,,,,,,,
15732,,2002568,BM0Q8Y4,,1,10-Dec-17,,,,,,,,,
15733,,2002569,BM0Q8Y4,,1,10-Dec-17,,,,,,,,,
15734,,2002570,BM0Q8X7,,1,10-Dec-17,,,,,,,,,
15762,,2002580,BM0C7I4,,1,10-Dec-17,,,,,,,,,
15762,,2002580,BM99999,,1,10-Dec-17,,,,,,,,,
11895,,2002597,BM9L4W4,,1,11-Dec-17,,,,,,,,,
11924,,2002600,BM9J8G6,,1,11-Dec-17,,,,,,,,,
15765,,2002581,BM1G0E9,,1,11-Dec-17,,,,,,,,,
15766,,2002582,BM0C7Q0,,1,11-Dec-17,,,,,,,,,
15793,,2002589,BM0Q8Y7,,1,11-Dec-17,,,,,,,,,
15795,,2002590,BM0Q8Y7,,1,11-Dec-17,,,,,,,,,
15796,,2002591,BM0C7P6,,1,11-Dec-17,,,,,,,,,
15797,,2002592,BM0Q8Y6,,2,11-Dec-17,,,,,,,,,
15797,,2002592,BM99999,,1,11-Dec-17,,,,,,,,,
15818,,2002604,BM99999,,1,11-Dec-17,,,,,,,,,
15818,,2002604,BM9K1Z2,,1,11-Dec-17,,,,,,,,,
14524,,2002609,BM9K6U8,,100,12-Dec-17,,,,,,,,,
14524,,2002609,BM9K6V2,,100,12-Dec-17,,,,,,,,,
14524,,2002609,BM9K6V4,,100,12-Dec-17,,,,,,,,,
14524,,2002609,BM9K6V5,,100,12-Dec-17,,,,,,,,,
14524,,2002609,BM9K6V7,,4,12-Dec-17,,,,,,,,,
14524,,2002609,BM9K6V8,,2,12-Dec-17,,,,,,,,,
15798,,2002686,BM0C0S9,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM0C3P4,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM0C3R4,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM0C4G8,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM0C9C9,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM9C4L6,,1,12-Dec-17,,,,,,,,,
15798,,2002686,BM9K5Z7,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM9K5Z8,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM9L5K9,,9,12-Dec-17,,,,,,,,,
15798,,2002686,BM9L5L1,,7,12-Dec-17,,,,,,,,,
15798,,2002686,BM9L5L2,,1,12-Dec-17,,,,,,,,,
15798,,2002686,BM9L5L3,,1,12-Dec-17,,,,,,,,,
15816,,2002602,BM0Q8X8,,1,12-Dec-17,,,,,,,,,
15817,,2002603,BM0C7V1,,1,12-Dec-17,,,,,,,,,
15841,,2002610,BM0C9M8,,1,12-Dec-17,,,,,,,,,
15861,,2002615,BM0C7H1,,1,12-Dec-17,,,,,,,,,
15861,,2002615,BM99999,,1,12-Dec-17,,,,,,,,,
15862,,2002616,BM0C8Y9,,1,12-Dec-17,,,,,,,,,
15862,,2002616,BM99999,,1,12-Dec-17,,,,,,,,,
14977,,2002622,BM9L4Z8,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L4Z9,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A1,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A2,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A3,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A4,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A5,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A6,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A7,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5A8,,1,13-Dec-17,,,,,,,,,
14977,,2002622,BM9L5L8,,1,13-Dec-17,,,,,,,,,
15863,,2002617,BM0W7N8,,1,13-Dec-17,,,,,,,,,
15863,,2002617,BM99999,,1,13-Dec-17,,,,,,,,,
15865,,2002619,BM0C7P6,,1,13-Dec-17,,,,,,,,,
15866,,2002620,BM0Q8Y4,,5,13-Dec-17,,,,,,,,,
15868,,2002679,BM9L6L9,,18,13-Dec-17,,,,,,,,,
15868,,2002679,BM9L6M1,,10,13-Dec-17,,,,,,,,,
15868,,2002679,BM9L6M2,,19,13-Dec-17,,,,,,,,,
15893,,2002621,BM0Q8X8,,1,13-Dec-17,,,,,,,,,
15893,,2002621,BM99999,,1,13-Dec-17,,,,,,,,,
15907,,2002658,BM9K5N6,,3,13-Dec-17,,,,,,,,,
15912,,2002624,BM0W7N8,,1,13-Dec-17,,,,,,,,,
15912,,2002624,BM99999,,1,13-Dec-17,,,,,,,,,
16151,,2002716,BM9K5N6,,6,13-Dec-17,,,,,,,,,
8297,,2002650,BM9D8Q7,,210,14-Dec-17,,,,,,,,,
8297,,2002650,BM9D9X3,,1,14-Dec-17,,,,,,,,,
8297,,2002650,BM9D9X4,,1,14-Dec-17,,,,,,,,,
8297,,2002650,BM9E6S2,,405,14-Dec-17,,,,,,,,,
11025,,2002638,BM1A3X9,,4,14-Dec-17,,,,,,,,,
15508,,2002678,BM9L4F7,,1,14-Dec-17,,,,,,,,,
15913,,2002625,BM0C7U8,,1,14-Dec-17,,,,,,,,,
15913,,2002625,BM99999,,1,14-Dec-17,,,,,,,,,
15914,,2002626,BM0O7C5,,1,14-Dec-17,,,,,,,,,
15914,,2002626,BM99999,,1,14-Dec-17,,,,,,,,,
15915,,2002627,BM0C7U8,,1,14-Dec-17,,,,,,,,,
15915,,2002627,BM99999,,1,14-Dec-17,,,,,,,,,
15916,,2002628,BM0W7N8,,1,14-Dec-17,,,,,,,,,
15916,,2002628,BM99999,,1,14-Dec-17,,,,,,,,,
15917,,2002629,BM0O6H8,,1,14-Dec-17,,,,,,,,,
15956,,2002631,BM0Q8Y4,,1,14-Dec-17,,,,,,,,,
15957,,2002632,BM0C7P6,,1,14-Dec-17,,,,,,,,,
15971,,2002677,BM9L6L5,,6,14-Dec-17,,,,,,,,,
15981,,2002645,BM0C7U8,,1,14-Dec-17,,,,,,,,,
15981,,2002645,BM99999,,1,14-Dec-17,,,,,,,,,
15982,,2002646,BM0C7F6,,1,14-Dec-17,,,,,,,,,
15982,,2002646,BM99999,,1,14-Dec-17,,,,,,,,,
16032,,2002664,BM9K5N6,,3,14-Dec-17,,,,,,,,,
15029,,10210128,BM9K1C6,,906,15-Dec-17,,,,,,,,,
15029,,10210128,BM9K1C7,,1208,15-Dec-17,,,,,,,,,
15029,,10210128,BM9L6D8,,960,15-Dec-17,,,,,,,,,
15029,,10210128,BM9L6D9,,3456,15-Dec-17,,,,,,,,,
15207,,2002665,BM9L4A8,,231,15-Dec-17,,,,,,,,,
15899,,2002692,BM9L5V9,,1,15-Dec-17,,,,,,,,,
15899,,2002692,BM9L5W1,,1,15-Dec-17,,,,,,,,,
15986,,2002647,BM0C7Q0,,1,15-Dec-17,,,,,,,,,
15987,,2002648,BM0O6H8,,1,15-Dec-17,,,,,,,,,
15988,,2002649,BM0C7A2,,1,15-Dec-17,,,,,,,,,
16010,,2002654,BM0C7Q0,,1,15-Dec-17,,,,,,,,,
16011,,2002655,BM0C7Q4,,1,15-Dec-17,,,,,,,,,
16021,,2002661,BM0C8H9,,1,15-Dec-17,,,,,,,,,
16021,,2002661,BM99999,,1,15-Dec-17,,,,,,,,,
15073,,2002774,BM9L2A2,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L2A3,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L2A4,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3S9,,20,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T1,,10,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T2,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T3,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T4,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T5,,10,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T6,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T7,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3T9,,10,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3U1,,5,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3U2,,10,16-Dec-17,,,,,,,,,
15073,,2002774,BM9L3U3,,10,16-Dec-17,,,,,,,,,
