inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
17721,,2003564,BM9M6N6,,2,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8J5,,90,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8J6,,6,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8J7,,12,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8J8,,2,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8J9,,6,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K1,,2,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K2,,2,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K3,,20,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K4,,30,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K5,,4,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K6,,10,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K7,,8,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K8,,46,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8K9,,25,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L1,,3,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L2,,400,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L3,,12,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L4,,24,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L5,,20,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L6,,14,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L7,,1,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8L9,,14,01-Mar-18,,,,,,,,,
17721,,2003564,BM9M8M1,,26,01-Mar-18,,,,,,,,,
17801,,2003530,BM9M8U4,,10,01-Mar-18,,,,,,,,,
17808,,10200014,BM9M8V6,,3,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5P9,,225,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5P9,,270,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5P9,,360,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5P9,,450,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5P9,,450,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5P9,,450,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5Q1,,1080,01-Mar-18,,,,,,,,,
17982,,10300006,BM9H5Q1,,720,01-Mar-18,,,,,,,,,
17982,,10300006,BM9K4G5,,1,01-Mar-18,,,,,,,,,
17982,,10300006,BM9K4G5,,1,01-Mar-18,,,,,,,,,
17982,,10300006,BM9K4G5,,1,01-Mar-18,,,,,,,,,
17982,,10300006,BM9K4G5,,1,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,105,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,35,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,70,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,105,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,105,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,105,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,105,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,105,01-Mar-18,,,,,,,,,
17991,,10300021,BM9K1B4,,775,01-Mar-18,,,,,,,,,
18017,,10300023,BM9M9P4,,1,01-Mar-18,,,,,,,,,
18017,,10300023,BM9M9X8,,1,01-Mar-18,,,,,,,,,
18039,,99999043,BM9E9F8,,3950,01-Mar-18,,,,,,,,,
18221,,10200076,BM9L1T5,,6,01-Mar-18,,,,,,,,,
18221,,10200076,BM9L8C8,,6,01-Mar-18,,,,,,,,,
18686,,99999028,BM9N6G2,,1,01-Mar-18,,,,,,,,,
18686,,99999028,BM9N6G2,,1,01-Mar-18,,,,,,,,,
18686,,10200177,BM9N6G2,,1,01-Mar-18,,,,,,,,,
18780,,10300074,BM9G8N6,,154,01-Mar-18,,,,,,,,,
18839,,10300083,BM9L8G8,,2,01-Mar-18,,,,,,,,,
19058,,210200367,BM0C7U8,,1,01-Mar-18,,,,,,,,,
19058,,210200367,BM99999,,1,01-Mar-18,,,,,,,,,
19059,,210200368,BM0Q8U1,,1,01-Mar-18,,,,,,,,,
19059,,210200368,BM99999,,1,01-Mar-18,,,,,,,,,
19060,,210200369,BM0C6Z9,,1,01-Mar-18,,,,,,,,,
19061,,210200370,BM0C6Z9,,1,01-Mar-18,,,,,,,,,
19062,,210200371,BM0C6Z9,,1,01-Mar-18,,,,,,,,,
19063,,210200372,BM0C6Z9,,1,01-Mar-18,,,,,,,,,
19064,,210200373,BM0C7U5,,1,01-Mar-18,,,,,,,,,
19064,,210200373,BM99999,,1,01-Mar-18,,,,,,,,,
19065,,210200374,BM99999,,1,01-Mar-18,,,,,,,,,
19065,,210200374,BM9F3F3,,1,01-Mar-18,,,,,,,,,
19066,,210200375,BM0C6Z9,,1,01-Mar-18,,,,,,,,,
19067,,210200376,BM4K3P9,,1,01-Mar-18,,,,,,,,,
19067,,210200376,BM99999,,1,01-Mar-18,,,,,,,,,
19068,,210200377,BM0C7U8,,1,01-Mar-18,,,,,,,,,
19068,,210200377,BM99999,,1,01-Mar-18,,,,,,,,,
19069,,210200378,BM0C7U8,,1,01-Mar-18,,,,,,,,,
19069,,210200378,BM99999,,1,01-Mar-18,,,,,,,,,
15637,,10210409,BM9M2W7,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2W8,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2W9,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X1,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X2,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X3,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X4,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X5,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X6,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X7,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X8,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2X9,,1,02-Mar-18,,,,,,,,,
15637,,10210409,BM9M2Y1,,1,02-Mar-18,,,,,,,,,
16261,,10200093,BM9L9K6,,1,02-Mar-18,,,,,,,,,
19070,,210200379,BM0C7B3,,1,02-Mar-18,,,,,,,,,
19070,,210200379,BM99999,,1,02-Mar-18,,,,,,,,,
19071,,210200380,BM0C7U8,,1,02-Mar-18,,,,,,,,,
19071,,210200380,BM99999,,1,02-Mar-18,,,,,,,,,
19072,,210200381,BM0C7B2,,1,02-Mar-18,,,,,,,,,
19072,,210200381,BM99999,,1,02-Mar-18,,,,,,,,,
19073,,210200382,BM99999,,1,02-Mar-18,,,,,,,,,
19074,,210200383,BM0C7U8,,1,02-Mar-18,,,,,,,,,
19074,,210200383,BM99999,,1,02-Mar-18,,,,,,,,,
19075,,210200384,BM0C7V0,,1,02-Mar-18,,,,,,,,,
19075,,210200384,BM99999,,1,02-Mar-18,,,,,,,,,
18236,,10400017,BM9N3C3,,6,03-Mar-18,,,,,,,,,
18236,,10400017,BM9N3D7,,6,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,1,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,10,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,10,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,10,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,15,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,5,03-Mar-18,,,,,,,,,
18412,,10300032,BM4H8M3,,62,03-Mar-18,,,,,,,,,
18443,,10200113,BM9B4A6,,2,03-Mar-18,,,,,,,,,
18443,,10200113,BM9B4B3,,3,03-Mar-18,,,,,,,,,
18443,,10200113,BM9B4X5,,2,03-Mar-18,,,,,,,,,
18742,,10610060,BM4H8P3,,100,03-Mar-18,,,,,,,,,
18742,,10610260,BM4H8P3,,30,03-Mar-18,,,,,,,,,
19076,,210200385,BM99999,,1,03-Mar-18,,,,,,,,,
19077,,210200386,BM0C7F6,,1,03-Mar-18,,,,,,,,,
19077,,210200386,BM99999,,1,03-Mar-18,,,,,,,,,
19078,,210200387,BM0C7U8,,1,03-Mar-18,,,,,,,,,
19078,,210200387,BM99999,,1,03-Mar-18,,,,,,,,,
19079,,210200388,BM0C7B2,,1,03-Mar-18,,,,,,,,,
19080,,210200389,BM4K3P9,,1,03-Mar-18,,,,,,,,,
19080,,210200389,BM99999,,1,03-Mar-18,,,,,,,,,
19081,,210200390,BM0H7M2,,1,03-Mar-18,,,,,,,,,
19081,,210200390,BM99999,,1,03-Mar-18,,,,,,,,,
19082,,210200391,BM0C7G1,,1,03-Mar-18,,,,,,,,,
19083,,210200392,BM0K9O5,,1,04-Mar-18,,,,,,,,,
19083,,210200392,BM99999,,1,04-Mar-18,,,,,,,,,
19084,,210200393,BM0Y9N2,,1,04-Mar-18,,,,,,,,,
19084,,210200393,BM99999,,1,04-Mar-18,,,,,,,,,
19085,,210200394,BM0K9O5,,1,04-Mar-18,,,,,,,,,
19085,,210200394,BM99999,,1,04-Mar-18,,,,,,,,,
19086,,210200395,BM0C7B2,,1,04-Mar-18,,,,,,,,,
19087,,210200396,BM0C7T2,,1,04-Mar-18,,,,,,,,,
19087,,210200396,BM99999,,1,04-Mar-18,,,,,,,,,
17589,,10200096,BM9M9B2,,1,05-Mar-18,,,,,,,,,
17777,,10300028,BM9M9Z1,,20,05-Mar-18,,,,,,,,,
17777,,10300028,BM9N1G9,,20,05-Mar-18,,,,,,,,,
18162,,10200112,BM9N2H8,,3,05-Mar-18,,,,,,,,,
18175,,10200133,BM9N2D2,,3,05-Mar-18,,,,,,,,,
18257,,10300033,BM00027,,1,05-Mar-18,,,,,,,,,
18257,,10300033,BM9N2S2,,2,05-Mar-18,,,,,,,,,
18338,,10400012,BM9K5N6,,3,05-Mar-18,,,,,,,,,
18339,,10400010,BM9K5N6,,3,05-Mar-18,,,,,,,,,
18352,,10300052,BM1A8F3,,1,05-Mar-18,,,,,,,,,
18352,,10300067,BM1A8F3,,5,05-Mar-18,,,,,,,,,
18352,,10300067,BM1A8F4,,2,05-Mar-18,,,,,,,,,
18352,,10300067,BM1A8F4,,2,05-Mar-18,,,,,,,,,
18352,,10300067,BM1A8F4,,5,05-Mar-18,,,,,,,,,
18352,,10300052,BM1A8F5,,4,05-Mar-18,,,,,,,,,
18352,,10300067,BM1A8F5,,5,05-Mar-18,,,,,,,,,
18352,,10300052,BM1A8F6,,1,05-Mar-18,,,,,,,,,
18352,,10300067,BM1A8F6,,5,05-Mar-18,,,,,,,,,
18352,,10300052,BM9E5M5,,3,05-Mar-18,,,,,,,,,
18436,,99999030,BM4H8N6,,126,05-Mar-18,,,,,,,,,
18436,,10300034,BM4H8N6,,74,05-Mar-18,,,,,,,,,
18437,,10300035,BM0K9Q9,,20,05-Mar-18,,,,,,,,,
18453,,10300037,BMC4J0D,,130,05-Mar-18,,,,,,,,,
18453,,99999029,BMC4J0D,,870,05-Mar-18,,,,,,,,,
18465,,99999089,BM3X4Y9,,200,05-Mar-18,,,,,,,,,
18465,,10300048,BM3X4Y9,,50,05-Mar-18,,,,,,,,,
18465,,99999089,BM3X4Z4,,100,05-Mar-18,,,,,,,,,
18465,,99999089,BM3X4Z4,,150,05-Mar-18,,,,,,,,,
18465,,99999089,BM3X4Z4,,150,05-Mar-18,,,,,,,,,
18465,,99999089,BM3X4Z4,,100,05-Mar-18,,,,,,,,,
18465,,99999089,BM9N3G1,,4,05-Mar-18,,,,,,,,,
18538,,10300046,BM9N3D3,,2,05-Mar-18,,,,,,,,,
18555,,10300049,BM9N3X6,,100,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A6,,3,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A6,,7,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A7,,3,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A7,,4,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A8,,4,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A8,,6,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A9,,2,05-Mar-18,,,,,,,,,
18773,,10300073,BM3X5A9,,7,05-Mar-18,,,,,,,,,
18814,,10300078,BM9N7F8,,10,05-Mar-18,,,,,,,,,
18814,,10300078,BM9N7F8,,5,05-Mar-18,,,,,,,,,
19088,,210200397,BM0Y9N2,,1,05-Mar-18,,,,,,,,,
19088,,210200397,BM99999,,1,05-Mar-18,,,,,,,,,
19089,,210200398,BM99999,,1,05-Mar-18,,,,,,,,,
19089,,210200398,BM9C6C2,,1,05-Mar-18,,,,,,,,,
19090,,210200399,BM0C7Q5,,1,05-Mar-18,,,,,,,,,
19090,,210200399,BM99999,,1,05-Mar-18,,,,,,,,,
19091,,210200400,BM99999,,1,05-Mar-18,,,,,,,,,
19092,,210200401,BM99999,,1,05-Mar-18,,,,,,,,,
19092,,210200401,BM9C6C2,,1,05-Mar-18,,,,,,,,,
19093,,210200402,BM0K9O5,,1,05-Mar-18,,,,,,,,,
19093,,210200402,BM99999,,1,05-Mar-18,,,,,,,,,
19094,,210200403,BM0C7Q5,,1,05-Mar-18,,,,,,,,,
19095,,210200404,BM0C7Q5,,1,05-Mar-18,,,,,,,,,
19173,,201942,BM0M2W5,,22,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4A9,,2000,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4B4,,620,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4B5,,700,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4B7,,130,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4B8,,10,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4B8,,130,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4B9,,120,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4C1,,75,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4C3,,40,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4C4,,10,05-Mar-18,,,,,,,,,
19173,,201942,BM9M4C8,,180,05-Mar-18,,,,,,,,,
19173,,201942,BM9N7T5,,60,05-Mar-18,,,,,,,,,
19173,,201942,BM9N7V5,,11,05-Mar-18,,,,,,,,,
19173,,201942,BM9N7Y7,,10,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8A8,,4,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8B6,,8,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8D5,,500,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8D6,,10,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8F7,,21,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8H2,,11,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8H3,,6,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8H6,,14,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8J2,,15,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8K1,,20,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8K9,,1,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8M2,,4,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8M7,,3,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8N5,,1,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8N8,,200,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8N9,,2,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8P3,,6,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8P4,,10,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8P9,,250,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8Q1,,10,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8Q7,,5,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8Q8,,60,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8Q9,,3,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8R8,,15,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8R9,,29,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8S4,,40,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8T1,,462,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8T3,,100,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8T4,,80,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8T6,,5,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8T9,,30,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8U2,,33,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8U7,,33,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8U8,,28,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8V4,,1,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8V5,,6,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8V6,,5,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8W4,,20,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8W6,,15,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8W7,,20,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8X1,,164,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8X2,,9,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8X8,,40,05-Mar-18,,,,,,,,,
19173,,201942,BM9N8Z1,,37,05-Mar-18,,,,,,,,,
19173,,201942,BM9N9B5,,2,05-Mar-18,,,,,,,,,
19173,,201942,BM9N9C6,,2,05-Mar-18,,,,,,,,,
18193,,10200101,BM9N3F2,,1000,06-Mar-18,,,,,,,,,
18193,,99999090,BM9N3G7,,4,06-Mar-18,,,,,,,,,
18193,,99999090,BM9N3K9,,2,06-Mar-18,,,,,,,,,
18193,,10200101,BM9N3N8,,6,06-Mar-18,,,,,,,,,
18193,,99999090,BM9N3Q2,,12,06-Mar-18,,,,,,,,,
18193,,99999090,BM9N3Q3,,14,06-Mar-18,,,,,,,,,
18352,,10300031,BM1A8F3,,10,06-Mar-18,,,,,,,,,
18352,,10300031,BM1A8F5,,10,06-Mar-18,,,,,,,,,
18352,,10300031,BM1A8F6,,3,06-Mar-18,,,,,,,,,
18352,,10300031,BM9E5M5,,5,06-Mar-18,,,,,,,,,
18352,,10300031,BM9N3D3,,30,06-Mar-18,,,,,,,,,
18362,,10400015,BM9K5N6,,3,06-Mar-18,,,,,,,,,
19096,,210200405,BM0Q6S3,,1,06-Mar-18,,,,,,,,,
19096,,210200405,BM99999,,1,06-Mar-18,,,,,,,,,
19097,,210200406,BM0C7U8,,1,06-Mar-18,,,,,,,,,
18250,,10200106,BM9K5M8,,8,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2E3,,7,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2F9,,100,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2G1,,5,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2G6,,5,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2Q9,,1,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2S8,,100,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2T4,,50,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2W4,,12,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2Y4,,50,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2Y6,,8,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N2Y8,,15,07-Mar-18,,,,,,,,,
18250,,10200106,BM9N3K3,,50,07-Mar-18,,,,,,,,,
18356,,10200099,BM9N2X8,,84,07-Mar-18,,,,,,,,,
18370,,10200103,BM9N2Z1,,1,07-Mar-18,,,,,,,,,
18389,,10200100,BM1G0R0,,240,07-Mar-18,,,,,,,,,
18450,,10300042,BM0K9J2,,10,07-Mar-18,,,,,,,,,
18456,,10210031,BM0K8H6,,50,07-Mar-18,,,,,,,,,
18456,,10210031,BM3X4Y9,,500,07-Mar-18,,,,,,,,,
18456,,10210031,BM9F4F1,,20,07-Mar-18,,,,,,,,,
18456,,10210031,BM9G8G5,,300,07-Mar-18,,,,,,,,,
18456,,10210031,BM9M5N2,,150,07-Mar-18,,,,,,,,,
18456,,10210031,BM9M5P3,,400,07-Mar-18,,,,,,,,,
18456,,10210031,BM9M5W8,,5,07-Mar-18,,,,,,,,,
18456,,10210031,BM9N3P2,,5,07-Mar-18,,,,,,,,,
18456,,10210031,BM9N3X9,,30,07-Mar-18,,,,,,,,,
19098,,210200407,BM0C7B2,,1,07-Mar-18,,,,,,,,,
19098,,210200407,BM99999,,1,07-Mar-18,,,,,,,,,
19099,,210200408,BM0C7B3,,1,07-Mar-18,,,,,,,,,
19100,,210200409,BM99999,,1,07-Mar-18,,,,,,,,,
19101,,210200410,BM0C7U8,,1,07-Mar-18,,,,,,,,,
19102,,210200411,BM0C7I4,,1,07-Mar-18,,,,,,,,,
19103,,210200412,BM0C7U2,,1,07-Mar-18,,,,,,,,,
19103,,210200412,BM99999,,1,07-Mar-18,,,,,,,,,
16273,,10200105,BM9M9K2,,10,08-Mar-18,,,,,,,,,
16943,,10400016,BM9M6W4,,100,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P2,,1,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P2,,2,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P3,,1,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P3,,2,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P4,,1,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P4,,2,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P5,,1,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4P5,,2,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4Q1,,1,08-Mar-18,,,,,,,,,
17058,,10210101,BM9B4Q1,,2,08-Mar-18,,,,,,,,,
18020,,10200168,BM9N1P8,,5,08-Mar-18,,,,,,,,,
18366,,10200107,BM9M8Y8,,2,08-Mar-18,,,,,,,,,
18382,,10200120,BM1B2B8,,50,08-Mar-18,,,,,,,,,
18382,,10200120,BM1B2B9,,60,08-Mar-18,,,,,,,,,
18382,,10200120,BM1B2C0,,60,08-Mar-18,,,,,,,,,
18382,,10200120,BM1B2C1,,30,08-Mar-18,,,,,,,,,
18382,,10200120,BM9A9A3,,20,08-Mar-18,,,,,,,,,
18382,,10200120,BM9L8S8,,20,08-Mar-18,,,,,,,,,
18382,,10200120,BM9L8S9,,10,08-Mar-18,,,,,,,,,
18395,,10200108,BM00008,,1,08-Mar-18,,,,,,,,,
18395,,10200108,BM9D4J1,,2,08-Mar-18,,,,,,,,,
18427,,10200109,BM9L6M2,,18,08-Mar-18,,,,,,,,,
19104,,210200413,BM0C7A2,,1,08-Mar-18,,,,,,,,,
19104,,210200413,BM99999,,1,08-Mar-18,,,,,,,,,
19105,,210200414,BM99999,,1,08-Mar-18,,,,,,,,,
19106,,210200415,BM0C7B3,,1,08-Mar-18,,,,,,,,,
19106,,210200415,BM99999,,1,08-Mar-18,,,,,,,,,
19107,,210200416,BM0C7U2,,1,08-Mar-18,,,,,,,,,
19107,,210200416,BM99999,,1,08-Mar-18,,,,,,,,,
19108,,210200417,BM0C7F8,,1,08-Mar-18,,,,,,,,,
19109,,210200418,BM0C7U2,,1,08-Mar-18,,,,,,,,,
19109,,210200418,BM99999,,1,08-Mar-18,,,,,,,,,
19110,,210200419,BM99999,,1,08-Mar-18,,,,,,,,,
19110,,210200419,BM9J8K7,,1,08-Mar-18,,,,,,,,,
19111,,210200420,BM0C7F6,,1,08-Mar-18,,,,,,,,,
19111,,210200420,BM99999,,1,08-Mar-18,,,,,,,,,
19112,,210200421,BM0K9O5,,1,08-Mar-18,,,,,,,,,
19112,,210200421,BM99999,,1,08-Mar-18,,,,,,,,,
18410,,10300036,BM9J6W2,,14,09-Mar-18,,,,,,,,,
18410,,10300036,BM9J6W4,,14,09-Mar-18,,,,,,,,,
18410,,10300036,BM9N3A7,,14,09-Mar-18,,,,,,,,,
18425,,10200110,BM00008,,1,09-Mar-18,,,,,,,,,
18425,,10200110,BM9N3G4,,8,09-Mar-18,,,,,,,,,
18425,,10200110,BM9N3G8,,24,09-Mar-18,,,,,,,,,
18452,,10300038,BM0K9A7,,50,09-Mar-18,,,,,,,,,
18634,,10200161,BM9F1L2,,1,09-Mar-18,,,,,,,,,
18634,,10200161,BM9F1L2,,1,09-Mar-18,,,,,,,,,
19113,,210200422,BM0C7B3,,1,09-Mar-18,,,,,,,,,
17560,,10200144,BM9M9N2,,6,10-Mar-18,,,,,,,,,
17560,,10200144,BM9M9N4,,1,10-Mar-18,,,,,,,,,
17560,,10200144,BM9M9S6,,1,10-Mar-18,,,,,,,,,
18433,,10200116,BM9N3F1,,1,10-Mar-18,,,,,,,,,
18433,,10200116,BM9N3F7,,1,10-Mar-18,,,,,,,,,
18433,,10200116,BM9N3J1,,1,10-Mar-18,,,,,,,,,
19114,,210200423,BM0C7U8,,1,10-Mar-18,,,,,,,,,
16854,,10200129,BM9M5Z8,,10,12-Mar-18,,,,,,,,,
17487,,10300058,BM9M7N1,,6,12-Mar-18,,,,,,,,,
17487,,10300058,BM9M7N2,,4,12-Mar-18,,,,,,,,,
17487,,10300058,BM9M7N3,,4,12-Mar-18,,,,,,,,,
17487,,10300058,BM9M7N4,,8,12-Mar-18,,,,,,,,,
17768,,10200125,BM9M9A9,,1,12-Mar-18,,,,,,,,,
18026,,10200128,BM9M9Q1,,1,12-Mar-18,,,,,,,,,
18088,,10200182,BM9L3S4,,5,12-Mar-18,,,,,,,,,
18088,,10200182,BM9N2M4,,2,12-Mar-18,,,,,,,,,
18139,,10300041,BM9J2C8,,2,12-Mar-18,,,,,,,,,
18159,,10200118,BM00008,,1,12-Mar-18,,,,,,,,,
18159,,10200118,BM9M3Z5,,1,12-Mar-18,,,,,,,,,
18159,,10200118,BM9N1M3,,1,12-Mar-18,,,,,,,,,
18167,,10200123,BM1G1U8,,10,12-Mar-18,,,,,,,,,
18188,,10200122,BM9N2Z7,,4,12-Mar-18,,,,,,,,,
18282,,10200121,BM9E7D6,,10,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3C4,,100,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3F3,,50,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3H3,,5,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3L5,,200,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3M8,,20,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3P7,,100,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3Q7,,200,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3R6,,100,12-Mar-18,,,,,,,,,
18411,,10400019,BM9N3S7,,200,12-Mar-18,,,,,,,,,
