address_uid,company_uid,street1,pincode,city_name,country_code,State,gst,,
474,SC-01589,"5, 3rd Floor, Krishna Complex,  Near Old Model Cinema, Gandhi Road",380001,Ahmedabad,IN,GJ,24ACCPT0926G1ZT,,
3072,SC-6218,"T-Hub Catalyst Building, IIIT-H Campus,  Gachibowli,",500032,Hyderabad,IN,TS,,,
3072,SC-6218,"T-Hub Catalyst Building, IIIT-H Campus,  Gachibowli,",500032,Hyderabad,IN,TS,,,
1558,SC-00042,"100/4,Smile House Mulund Colony Mulund West",400082,Mumbai,IN,MH,27AULPS1233Q1ZZ,,
1558,SC-00042,"100/4,Smile House Mulund Colony Mulund West",400082,Mumbai,IN,MH,27AULPS1233Q1ZZ,,
A210642,SC-208525,"28-30, Navketan Industrial Estate, Mahakali Caves Road, Andheri (E),",400093,Mumbai,IN,MH,27AABFS2966C1ZA,,
A210643,SC-208526,"470+498, Shaniwar peth Guru Datta Sahawas 'A/B' Wing Office No.31,",411030,Pune,IN,MH,27AARPD7580M1ZZ,,
9531,SC-8972,5130 Executive Boulevard,IN 46808,Fort Wayne,US,IN,,,
9531,SC-8972,5130 Executive Boulevard,IN 46808,Fort Wayne,US,IN,,,
283,SC-00338,"5,OM SADHANA ANAND NAGAR,VASAI(W)",401202,Mumbai,IN,MH,,,
283,SC-00338,"5,OM SADHANA ANAND NAGAR,VASAI(W)",401202,Mumbai,IN,MH,,,
3515,SC-6690,"Gyan Baug, Nashik Road",422 101,Nashik,IN,MH,27AAACT1859P1ZR,,
3515,SC-6690,"Gyan Baug, Nashik Road",422 101,Nashik,IN,MH,27AAACT1859P1ZR,,
9883,SC-6856,"Plot No. 37, Laxminagar saswad-Hivre Road, Near seva engg., Saswad, Purandhar",412301,Pune,IN,MH,24AKXPV0186D1ZR,,
3659,SC-6858,"Shop no.1/14 , Carmellos building ,  1st floor , 63/67, Pathakwadi,",400002,Mumbai-,IN,MH,27AAHPS7004B1ZY,,
3740,SC-6940,"Plot No. 4,  Jayhind Baburao Market, Nr. General Post Office(G.P.O.), Mirzapur, Ahmedabad - 380001",380001,Ahmedabad,IN,GJ,,,
3740,SC-6940,"Plot No. 4,  Jayhind Baburao Market, Nr. General Post Office(G.P.O.), Mirzapur, Ahmedabad - 380001",380001,Ahmedabad,IN,GJ,,,
1357,SC-03415,"No 1, Balaji Complex, Thilegarapalya, Near 2nd Stage, Peenya Industrial Area",560058,Bangalore,IN,KA,29AABCA1914H1ZY,,
1357,SC-03415,"No 1, Balaji Complex, Thilegarapalya, Near 2nd Stage, Peenya Industrial Area",560058,Bangalore,IN,KA,29AABCA1914H1ZY,,
8414,SC-7728,"Survey No. 2/6, Near Baner Tel. Exchange, Baner Road",411045,Pune,IN,MH,27AAACR8741G1Z9,,
8414,SC-7728,"Survey No. 2/6, Near Baner Tel. Exchange, Baner Road",411045,Pune,IN,MH,27AAACR8741G1Z9,,
1226,4,"Unit# 4and5, Inventor,GF ITPL, Whitefield Road",560066,Bangalore,IN,KA,29AAECA2635C1Z1,,
1226,4,"Unit# 4and5, Inventor,GF ITPL, Whitefield Road",560066,Bangalore,IN,KA,29AAECA2635C1Z1,,
8602,SC-02306,"Plot No. A-30/1/1, Phase-1, M.I.D.C,  Chakan, Tal: Khed",410501,Pune,IN,MH,,,
8602,SC-02306,"Plot No. A-30/1/1, Phase-1, M.I.D.C,  Chakan, Tal: Khed",410501,Pune,IN,MH,,,
1985,SC-00582,"Shop No.27, 1st Floor, Sarv Complex, Hing Ki Mandi, Near Meera Hussaini X-ing,",282003,Agra,IN,UP,09ADNPV5000D1ZL,,
1985,SC-00582,"Shop No.27, 1st Floor, Sarv Complex, Hing Ki Mandi, Near Meera Hussaini X-ing,",282003,Agra,IN,UP,09ADNPV5000D1ZL,,
3074,SC-6220,"103/203, Rujuta Complex Nachiket Park Baner Road",411045,Pune,IN,MH,,,
3074,SC-6220,"103/203, Rujuta Complex Nachiket Park Baner Road",411045,Pune,IN,MH,,,
2204,SC-00875,"A/1/61 Shah & Nahar Industrial Estate, Sitaram Jadhav Marg,?Lower Parel West",400013,Mumbai,IN,MH,,,
2204,SC-00875,"A/1/61 Shah & Nahar Industrial Estate, Sitaram Jadhav Marg,?Lower Parel West",400013,Mumbai,IN,MH,,,
1775,SC-00316,T.N.Banerjee Road,700115,Kolkata,IN,WB,,,
1775,SC-00316,T.N.Banerjee Road,700115,Kolkata,IN,WB,,,
1560,SC-00044,"B-22, 1St Floor, Bardan Gali Next To Hanuman Temple, Behind Jungleshwar Mandir, Asalfa Ghatkopar",400070,Mumbai,IN,MH,,,
1560,SC-00044,"B-22, 1St Floor, Bardan Gali Next To Hanuman Temple, Behind Jungleshwar Mandir, Asalfa Ghatkopar",400070,Mumbai,IN,MH,,,
2415,SC-01148,"A-214, Shri Ghantakarna Mahavir Comm Market, Sarangpur, Sarangpur,",380002,Ahmedabad,IN,GJ,,,
2415,SC-01148,"A-214, Shri Ghantakarna Mahavir Comm Market, Sarangpur, Sarangpur,",380002,Ahmedabad,IN,GJ,,,
1127,SC-02519,"3 Amrit Keshav Nayak Marg,  Fort,  Mumbai , INDIA",400001,Mumbai,IN,MH,,,
1127,SC-02519,"3 Amrit Keshav Nayak Marg,  Fort,  Mumbai , INDIA",400001,Mumbai,IN,MH,,,
79,SC-01693,"641/8, Eranda Hall, Kapasia Bazaar, Kalupur,",380002,Ahmedabad,IN,GJ,24AAECM2039E1ZX,,
79,SC-01693,"641/8, Eranda Hall, Kapasia Bazaar, Kalupur,",380002,Ahmedabad,IN,GJ,24AAECM2039E1ZX,,
285,SC-00340,"GUJARAT ENTERPRISEF/4 , SUMEL COMPLEX NEXT TO MIRCH MASALA RESTAURANT  OPP.GNFC INFO TOWER",380054,Ahmedabad,IN,GJ,,,
285,SC-00340,"GUJARAT ENTERPRISEF/4 , SUMEL COMPLEX NEXT TO MIRCH MASALA RESTAURANT  OPP.GNFC INFO TOWER",380054,Ahmedabad,IN,GJ,,,
4203,SC-7464,"35, Nagdevi Street, Ground Flr, Shop nos-1 Esmail Manzil, Opp - Ram Mandir,",400003,Mumbai,IN,MH,27AAAFC4879M1ZY,,
4203,SC-7464,"35, Nagdevi Street, Ground Flr, Shop nos-1 Esmail Manzil, Opp - Ram Mandir,",400003,Mumbai,IN,MH,27AAAFC4879M1ZY,,
6669,1953,"Survey No. 293, Block No. 334, 335 Hansalpur, Near Becharaji, Taluka Mandal",382130,Ahmedabad,IN,GJ,24AAUCS5797D2ZP,,
6669,1953,"Survey No. 293, Block No. 334, 335 Hansalpur, Near Becharaji, Taluka Mandal",382130,Ahmedabad,IN,GJ,24AAUCS5797D2ZP,,
8627,SC-7841,"Parvati Ba Bhavan, Shree Ram Apartment ni same, Naroda",382330,Ahmedabad,IN,GJ,24CIEPS4513A1ZQ,,
8627,SC-7841,"Parvati Ba Bhavan, Shree Ram Apartment ni same, Naroda",382330,Ahmedabad,IN,GJ,24CIEPS4513A1ZQ,,
8861,SC-8329,"E1 Omega Heritage, Chavan Baug, DSK Vishwa Road, Dhayari",411041,Pune,IN,MH,27AGNPK8377R1Z5,,
8861,SC-8329,"E1 Omega Heritage, Chavan Baug, DSK Vishwa Road, Dhayari",411041,Pune,IN,MH,27AGNPK8377R1Z5,,
3517,SC-6692,"4A, New York Corner, Bodakdev,",380015,Ahmedabad,IN,GJ,24AAACP9160F1ZK,,
3517,SC-6692,"4A, New York Corner, Bodakdev,",380015,Ahmedabad,IN,GJ,24AAACP9160F1ZK,,
2633,SC-01495,"Shop No.2, Sangeet Plaza, Marol Maroshi Road, Marol",400059,Mumbai,IN,MH,,,
2633,SC-01495,"Shop No.2, Sangeet Plaza, Marol Maroshi Road, Marol",400059,Mumbai,IN,MH,,,
3659,SC-6858,"Shop no.1/14 , Carmellos building ,  1st floor , 63/67, Pathakwadi,",400002,Mumbai-,IN,MH,27AAHPS7004B1ZY,,
3660,SC-6859,"#246,New No. M-123,K.R.H. Road,(Near Cauvery Emporium cross)",570021,Mysore,IN,KA,29AEDPS8975D1ZW,,
1776,SC-00317,"Bhosari, Midc",411026,Pune,IN,MH,,,
1776,SC-00317,"Bhosari, Midc",411026,Pune,IN,MH,,,
3076,SC-6222,"Office No. 568, Phase 5, Udyog  Vihar",122001,Gurgaon,IN,HR,,,
3076,SC-6222,"Office No. 568, Phase 5, Udyog  Vihar",122001,Gurgaon,IN,HR,,,
2206,SC-00877,"No. 3, 1St Floor, Uday Building, 70-D, Central Avenue Road, Next To Hotel Grand Central, Near",400071,Mumbai,IN,MH,27AAACF2370H1ZU,,
2206,SC-00877,"No. 3, 1St Floor, Uday Building, 70-D, Central Avenue Road, Next To Hotel Grand Central, Near",400071,Mumbai,IN,MH,27AAACF2370H1ZU,,
3660,SC-6859,"#246,New No. M-123,K.R.H. Road,(Near Cauvery Emporium cross)",570021,Mysore,IN,KA,29AEDPS8975D1ZW,,
2561,865,"Level 8, Umiya Business Bay Tower 1, Cessna Business Park, Sarjapur Ring Road, Kadubeesanahallli",560103,Bengaluru,IN,KA,29AADCE6408L1ZC,,
286,SC-00341,"1,Lawyer's Chambers, Picket Road,",400 002,Mumbai,IN,MH,27AAGCM9538A1ZF,,
286,SC-00341,"1,Lawyer's Chambers, Picket Road,",400 002,Mumbai,IN,MH,27AAGCM9538A1ZF,,
1130,SC-02522,"111, Sector-B,  Sanwar Road Industrial Area,",452015,Indore,IN,MP,,,
1130,SC-02522,"111, Sector-B,  Sanwar Road Industrial Area,",452015,Indore,IN,MP,,,
3282,SC-6443,"4, Suyash, S.No. 74+75/2/1,  Pancard Club Road,Baner,",411 045,Pune,IN,MH,27AADCA0621P1ZP,,
3282,SC-6443,"4, Suyash, S.No. 74+75/2/1,  Pancard Club Road,Baner,",411 045,Pune,IN,MH,27AADCA0621P1ZP,,
3983,SC-7223,"#3433Gali Lallu Misher, Qutub Road, Singhara ChowkSadar Bazar",110006,Delhi,IN,DL,07AAAFG3552F1ZR,,
3983,SC-7223,"#3433Gali Lallu Misher, Qutub Road, Singhara ChowkSadar Bazar",110006,Delhi,IN,DL,07AAAFG3552F1ZR,,
2648,865,"C/O Hemrajpuri Advocate 4A Park Road, Usmani Buliding, Near Bank of Baroda Hazratganj",226001,Lucknow,IN,UP,,,
3662,SC-6861,"J-39, S BLOCK, M.I.D.C.",411026,PUNE,IN,MH,,,
1777,SC-00318,"10747 Norwalk Blvd.,Santa Fe Springs, Ca 90670",,,US,CA,,,
1777,SC-00318,"10747 Norwalk Blvd.,Santa Fe Springs, Ca 90670",,,US,CA,,,
2854,SC-02157,"A-19,plot No 44,Street No. 3 Top floor, Laxmi Nagar",110092,New Delhi,IN,DL,,,
2854,SC-02157,"A-19,plot No 44,Street No. 3 Top floor, Laxmi Nagar",110092,New Delhi,IN,DL,,,
2635,SC-01497,"B-27, SF, Functional Industrial Estate Patparganj, Industrial Area, Delhi - 110092",110092,Delhi,IN,DL,,,
2635,SC-01497,"B-27, SF, Functional Industrial Estate Patparganj, Industrial Area, Delhi - 110092",110092,Delhi,IN,DL,,,
3662,SC-6861,"J-39, S BLOCK, M.I.D.C.",411026,PUNE,IN,MH,,,
3665,SC-6864,"S Block, MIDC, Bhosari, Pimpri-Chinchwad",411026,Pune,IN,MH,27AAHPN3766H1ZE,,
287,SC-00342,"40, Babu Genu Road, Ashish Bldg. Gr. Floor, Off. Kalbadevi Road,",400002,Mumbai,IN,MH,27AAGFE0342G1ZY,,
287,SC-00342,"40, Babu Genu Road, Ashish Bldg. Gr. Floor, Off. Kalbadevi Road,",400002,Mumbai,IN,MH,27AAGFE0342G1ZY,,
3987,SC-7227,"467, Krushnaji Waman Chitale Rd, Anmol Co-Operative Housing Society, Dadar West",400028,Mumbai,IN,MH,27AABPB5449B1Z8,,
3987,SC-7227,"467, Krushnaji Waman Chitale Rd, Anmol Co-Operative Housing Society, Dadar West",400028,Mumbai,IN,MH,27AABPB5449B1Z8,,
3665,SC-6864,"S Block, MIDC, Bhosari, Pimpri-Chinchwad",411026,Pune,IN,MH,27AAHPN3766H1ZE,,
3666,SC-6865,"S. No. 5/15/3, Radhika Park, Flat no. 9, D Wing Benkarwasti, Dhayari",411041,Pune,IN,MH,27AAPFG5523K1Z0,,
3521,SC-6696,"49 A Heeramani Ratan Co-operative Housing Society, Bangur Nagar,",400104,Mumbai,IN,MH,,,
3521,SC-6696,"49 A Heeramani Ratan Co-operative Housing Society, Bangur Nagar,",400104,Mumbai,IN,MH,,,
481,SC-01310,"Fortune safety Industries, G-24 & 25, sec-1 Bawana Industrial estate Delhi",110039,Delhi,IN,DL,,,
481,SC-01310,"Fortune safety Industries, G-24 & 25, sec-1 Bawana Industrial estate Delhi",110039,Delhi,IN,DL,,,
1990,SC-00589,"Nrs, 2009 South Main Street, Moscow, Id 83843, United States",83843,Moscow,RU,,,,
1990,SC-00589,"Nrs, 2009 South Main Street, Moscow, Id 83843, United States",83843,Moscow,RU,,,,
1132,SC-02524,"17,GAUSHALA MARKET, OPP. MAIN BUS STAND,MATA ROAD ,",122001,GURGAON,IN,HR,06AJPPS6244N1ZE,,
1132,SC-02524,"17,GAUSHALA MARKET, OPP. MAIN BUS STAND,MATA ROAD ,",122001,GURGAON,IN,HR,06AJPPS6244N1ZE,,
1566,SC-00051,"2, Banu Mansion, 7-A, Gola Ln, Borabazar Precinct, Ballard Estate, Fort",400001,Mumbai,IN,MH,,,
1566,SC-00051,"2, Banu Mansion, 7-A, Gola Ln, Borabazar Precinct, Ballard Estate, Fort",400001,Mumbai,IN,MH,,,
698,SC-01175,"A-2, DWARKADHAM COMPLEX, NEAR CHAMUNDA TEMPLE, ZADESHWAR ROAD, BHARUCH - 392001",392001,BHARUCH,IN,GJ,24AGTPJ8762B1Z6,,
698,SC-01175,"A-2, DWARKADHAM COMPLEX, NEAR CHAMUNDA TEMPLE, ZADESHWAR ROAD, BHARUCH - 392001",392001,BHARUCH,IN,GJ,24AGTPJ8762B1Z6,,
912,SC-02313,"# 70, 4  th Main Road, Industrial Estate, Rajajinagar","560 010,",Bangalore,IN,KA,,,
912,SC-02313,"# 70, 4  th Main Road, Industrial Estate, Rajajinagar","560 010,",Bangalore,IN,KA,,,
1779,SC-00320,"Plot 3, Phase 1, Gidc Vatva",382445,Ahmedabad,IN,GJ,,,
1779,SC-00320,"Plot 3, Phase 1, Gidc Vatva",382445,Ahmedabad,IN,GJ,,,
3080,SC-6226,"A-97, Mangolpuri Industrial Area, Phase-II",110 034,New Delhi,IN,DL,,,
3080,SC-6226,"A-97, Mangolpuri Industrial Area, Phase-II",110 034,New Delhi,IN,DL,,,
2211,SC-00882,"Old No. 92, Govindappa Naicken Street, Shiva Complex,  1St Floor, Shop No. B-21",600001,Chennai,IN,TN,,,
2211,SC-00882,"Old No. 92, Govindappa Naicken Street, Shiva Complex,  1St Floor, Shop No. B-21",600001,Chennai,IN,TN,,,
3522,SC-6697,"Shop No.2, Near Mini Punjab Garden, Panchkutir Bus Stop, Ganesh Nagar, Pawarwadi,",400076,Mumbai,IN,MH,,,
3522,SC-6697,"Shop No.2, Near Mini Punjab Garden, Panchkutir Bus Stop, Ganesh Nagar, Pawarwadi,",400076,Mumbai,IN,MH,,,
289,SC-00346,"No. 12, 3rd Cross, Mohan Nagar Near Rajiv Gandhi Women & Children",605005,Pondicherry,IN,PY,34AQDPS3426P1ZF,,
289,SC-00346,"No. 12, 3rd Cross, Mohan Nagar Near Rajiv Gandhi Women & Children",605005,Pondicherry,IN,PY,34AQDPS3426P1ZF,,
1991,SC-00590,"Casa Capitol, S1, 2Nd Floor,No.17, Wood Street,",560025,Bengaluru,IN,KA,,,
1991,SC-00590,"Casa Capitol, S1, 2Nd Floor,No.17, Wood Street,",560025,Bengaluru,IN,KA,,,
1567,SC-00052,"4Th Floor, Office No.401, 84/86 Nagdevi Street",,Mumbai,IN,MH,,,
1567,SC-00052,"4Th Floor, Office No.401, 84/86 Nagdevi Street",,Mumbai,IN,MH,,,
2421,SC-01160,"Shed No.15, New Industrial Estate, Road No.6,Udhyognagar, Udhna, Surat-394210 Road",394210,Surat,IN,GJ,,,
2421,SC-01160,"Shed No.15, New Industrial Estate, Road No.6,Udhyognagar, Udhna, Surat-394210 Road",394210,Surat,IN,GJ,,,
700,SC-01180,"10020 Monroe Rd., Ste 170 Matthews,",28105,NC,US,NC,,,
700,SC-01180,"10020 Monroe Rd., Ste 170 Matthews,",28105,NC,US,NC,,,
2212,SC-00883,"302-B, Nitco Biz Park, Plot No. C-19, Road No. 16, Wagle Estate, Thane (W)",400604,Mumbai,IN,MH,,,
2212,SC-00883,"302-B, Nitco Biz Park, Plot No. C-19, Road No. 16, Wagle Estate, Thane (W)",400604,Mumbai,IN,MH,,,
1366,SC-4485,"68 Padamashree,   Sahawas Society, Karvenagar,",411052,Pune,IN,MH,,,
1366,SC-4485,"68 Padamashree,   Sahawas Society, Karvenagar,",411052,Pune,IN,MH,,,
86,SC-01710,"NO-25 GOPAL PARK, MAYA CINEMA ROAD, NEW G-WARD, KUBER NAGAR Gujarat",382340,Ahmedabad,IN,GJ,,,
86,SC-01710,"NO-25 GOPAL PARK, MAYA CINEMA ROAD, NEW G-WARD, KUBER NAGAR Gujarat",382340,Ahmedabad,IN,GJ,,,
4211,SC-7472,"17-AF, New Empire Industrial Estate, Kondivita Road Kavivar Pandit Indra Marg, J.B. Nagar,  Andheri",400059,Mumbai,IN,MH,,,
4211,SC-7472,"17-AF, New Empire Industrial Estate, Kondivita Road Kavivar Pandit Indra Marg, J.B. Nagar,  Andheri",400059,Mumbai,IN,MH,,,
485,SC-01603,"#6, KMS Nagar, Bharathipuram,",624003,Dindigul,IN,TN,,,
485,SC-01603,"#6, KMS Nagar, Bharathipuram,",624003,Dindigul,IN,TN,,,
8339,SC-01466,"No:11 Narayan Dhuru Cross Lane Nagdevi Street,",400003,Mumbai,IN,MH,27AABFS2833A1ZO,,
8339,SC-01466,"No:11 Narayan Dhuru Cross Lane Nagdevi Street,",400003,Mumbai,IN,MH,27AABFS2833A1ZO,,
2859,SC-02195,"339, Sapthagiri 4th Main  Vijaya Bank Layout",560076,Bengaluru,IN,KA,,,
2859,SC-02195,"339, Sapthagiri 4th Main  Vijaya Bank Layout",560076,Bengaluru,IN,KA,,,
3666,SC-6865,"S. No. 5/15/3, Radhika Park, Flat no. 9, D Wing Benkarwasti, Dhayari",411041,Pune,IN,MH,27AAPFG5523K1Z0,,
3689,SC-6888,"241 , Shaniwar  Peth",415 110,Karad,IN,MH,27ABBFS8827P1ZD,,
3289,SC-6450,"#4, gr floor, 201/211, kesar Bldg, Opp geeta Bhawan Hotel, Princess street,",400002,Mumbai,IN,MH,,,
3289,SC-6450,"#4, gr floor, 201/211, kesar Bldg, Opp geeta Bhawan Hotel, Princess street,",400002,Mumbai,IN,MH,,,
291,SC-00348,"84-A,   Mohammed Ali Road",400003,Mumbai,IN,MH,27AHFPB3924Q1Z3,,
291,SC-00348,"84-A,   Mohammed Ali Road",400003,Mumbai,IN,MH,27AHFPB3924Q1Z3,,
3993,SC-7233,"Mittal Complex, 5, Sardar Kulbir Marg, New Industrial Twp 5, New Industrial Town",121001,Faridabad,IN,HR,06ACAPJ9426D1ZW,,
3993,SC-7233,"Mittal Complex, 5, Sardar Kulbir Marg, New Industrial Twp 5, New Industrial Town",121001,Faridabad,IN,HR,06ACAPJ9426D1ZW,,
2213,SC-00884,"309, Owners Industrial Estate, Pitamber Lane, Gabriel Road, Mahim West",400016,Mumbai,IN,MH,,,
2213,SC-00884,"309, Owners Industrial Estate, Pitamber Lane, Gabriel Road, Mahim West",400016,Mumbai,IN,MH,,,
87,SC-01715,"4th Floor, Office No. 47,  Tardeo AC Market, Maharashtra",400034,Mumbai,IN,MH,27AAACC4149D1Z0,,
87,SC-01715,"4th Floor, Office No. 47,  Tardeo AC Market, Maharashtra",400034,Mumbai,IN,MH,27AAACC4149D1Z0,,
702,SC-01228,PO Box 1246 Tainan,70499,Tainan,TW,TNN,,,
702,SC-01228,PO Box 1246 Tainan,70499,Tainan,TW,TNN,,,
1784,SC-00333,"Room No. 58, 1St Floor, Yusuf Building 76, Mangaldas Road?",400002,Mumbai,IN,MH,,,
1784,SC-00333,"Room No. 58, 1St Floor, Yusuf Building 76, Mangaldas Road?",400002,Mumbai,IN,MH,,,
292,SC-00349,"Unit No.240, Gala Complex Dumping Road, Mulund (West)",400080,Mumbai,IN,MH,27AAACY1614M1Z7,,
292,SC-00349,"Unit No.240, Gala Complex Dumping Road, Mulund (West)",400080,Mumbai,IN,MH,27AAACY1614M1Z7,,
4213,SC-7474,"Plot No 6, 1st Floor, Opp. Metro Pillar no 93,  M.G.Road",110030,New Delhi,IN,DL,,,
4213,SC-7474,"Plot No 6, 1st Floor, Opp. Metro Pillar no 93,  M.G.Road",110030,New Delhi,IN,DL,,,
487,SC-01595,"70, Rama Road, Behind Ford Show Room Near Moti Nagar, Rama Road",110014,Delhi,IN,DL,,,
487,SC-01595,"70, Rama Road, Behind Ford Show Room Near Moti Nagar, Rama Road",110014,Delhi,IN,DL,,,
2641,SC-01503,"53/55, Bhandari Street, Mandvi Koliwada, Opp. Sodhi Transport, Mumbai-3",400003,Mumbai,IN,MH,,,
2641,SC-01503,"53/55, Bhandari Street, Mandvi Koliwada, Opp. Sodhi Transport, Mumbai-3",400003,Mumbai,IN,MH,,,
916,SC-02317,"62 Thakor Baug, 6th Floor, Nr. Mithakhali Six Road,opp. Sardar Patel Seva Samaj Navarangpura",380009,Ahmedabad,IN,GJ,,,
916,SC-02317,"62 Thakor Baug, 6th Floor, Nr. Mithakhali Six Road,opp. Sardar Patel Seva Samaj Navarangpura",380009,Ahmedabad,IN,GJ,,,
1137,SC-02529,"F-11, Sharanya Avenue, Opposite Sharda School,  Near Darpan Six Roads, Navrangpura,",380014,Ahmedabad,IN,GJ,24AGTPM0017E1ZP,,
1137,SC-02529,"F-11, Sharanya Avenue, Opposite Sharda School,  Near Darpan Six Roads, Navrangpura,",380014,Ahmedabad,IN,GJ,24AGTPM0017E1ZP,,
89,SC-01717,"Level 3, White Flint Nest, Behind Ganga Cascade, Near FIAT Showroom, Koregaon Park,",411001,Pune,IN,MH,,,
89,SC-01717,"Level 3, White Flint Nest, Behind Ganga Cascade, Near FIAT Showroom, Koregaon Park,",411001,Pune,IN,MH,,,
703,SC-01231,"11,NARAYAN DHURU CROSS LANE, DAGA CHAMBERS, OFFICE NO .30, 2ND FLR.,A.R.STREET,",400003,Mumbai,IN,MH,,,
703,SC-01231,"11,NARAYAN DHURU CROSS LANE, DAGA CHAMBERS, OFFICE NO .30, 2ND FLR.,A.R.STREET,",400003,Mumbai,IN,MH,,,
3754,SC-6960,"855/N, Upen Banerjee Road, (Behala Airport Road)",700060,Kolkata,IN,WB,19AABCW6347C1ZA,,
3754,SC-6960,"855/N, Upen Banerjee Road, (Behala Airport Road)",700060,Kolkata,IN,WB,19AABCW6347C1ZA,,
A210643,SC-208526,"470+498, Shaniwar peth Guru Datta Sahawas 'A/B' Wing Office No.31,",411030,Pune,IN,MH,27AARPD7580M1ZZ,,
1441,3,"Division of Cummins Technologies India ltd, Plot No. M5, Sector 3 , SEZ Phase II, Pithampur",454775,Dhar,IN,MP,23AAACC7258B1Z4,,
1994,SC-00596,"No. 94/96, Nagdevi Cross Lane, 1St Floor, Room No. 26",400003,Mumbai,IN,MH,,,
1994,SC-00596,"No. 94/96, Nagdevi Cross Lane, 1St Floor, Room No. 26",400003,Mumbai,IN,MH,,,
2861,SC-02197,"BA-15 Mangolpuri,Industrial Area Phase 2",110034,New Delhi,IN,DL,,,
2861,SC-02197,"BA-15 Mangolpuri,Industrial Area Phase 2",110034,New Delhi,IN,DL,,,
3994,SC-7234,"F-8/15, Pratap Vihar",201009,Ghaziabad,IN,UP,09AVLPS5286Q1ZA,,
3994,SC-7234,"F-8/15, Pratap Vihar",201009,Ghaziabad,IN,UP,09AVLPS5286Q1ZA,,
2214,SC-00885,"G-3, Neel Madhav, Nr. Navneet Hospital,?V.P. Cross Road, Mulund (West)",400080,Mumbai,IN,MH,,,
2214,SC-00885,"G-3, Neel Madhav, Nr. Navneet Hospital,?V.P. Cross Road, Mulund (West)",400080,Mumbai,IN,MH,,,
1441,3,"Division of Cummins Technologies India ltd, Plot No. M5, Sector 3 , SEZ Phase II, Pithampur",454775,Dhar,IN,MP,23AAACC7258B1Z4,,
1442,3,"B2, Phaltan Sez Industrial Area Village-Surwadi and Nandal, Dist. Satara",415523,Phaltan,IN,MH,27AAACC7258B2ZV,,
294,SC-00351,"N.H Bye Pass, N.H 47, Service Rd, Vennala, Ernakulam,",682028,Kochi,IN,KL,,,
294,SC-00351,"N.H Bye Pass, N.H 47, Service Rd, Vennala, Ernakulam,",682028,Kochi,IN,KL,,,
3084,SC-6230,"28/A-12, Soba Tower, Near Poona Hospital Sadashiv Peth,",411030,Pune,IN,MH,,,
3084,SC-6230,"28/A-12, Soba Tower, Near Poona Hospital Sadashiv Peth,",411030,Pune,IN,MH,,,
488,SC-01676,"Shop No. 126, 1st Floor, Abdul Rehman Street, Masjid Bunder West,",400003,Mumbai,IN,MH,27AABPS9755M1ZV,,
488,SC-01676,"Shop No. 126, 1st Floor, Abdul Rehman Street, Masjid Bunder West,",400003,Mumbai,IN,MH,27AABPS9755M1ZV,,
3689,SC-6888,"241 , Shaniwar  Peth",415 110,Karad,IN,MH,27ABBFS8827P1ZD,,
3695,SC-6894,"A-158, Shankar Garden, Vikas Puri",110018,New Delhi,IN,DL,07DUUPK9109P1ZK,,
1785,SC-00344,"No. 1, Sheetal Apartment, Opp. Mahavir Jain Vidyalaya,?Bmcc College Rd, Cts 850/2, Final Plot No.",411004,Pune,IN,MH,,,
1785,SC-00344,"No. 1, Sheetal Apartment, Opp. Mahavir Jain Vidyalaya,?Bmcc College Rd, Cts 850/2, Final Plot No.",411004,Pune,IN,MH,,,
917,SC-02318,"A-53/2, Amritpuri - A, Near 'A',  Block Market, East Of Kailash,",,New Delhi,IN,DL,,,
917,SC-02318,"A-53/2, Amritpuri - A, Near 'A',  Block Market, East Of Kailash,",,New Delhi,IN,DL,,,
2642,SC-01504,"171/173, Nagdevi Street, Syedna Qutbuddin House, Mumbai-400003",400003,Mumbai,IN,MH,,,
2642,SC-01504,"171/173, Nagdevi Street, Syedna Qutbuddin House, Mumbai-400003",400003,Mumbai,IN,MH,,,
90,SC-01718,"Astavinayak Industries Area, Shed No.3,  Parvati Nagar, Narhegaon,Taluka Haveli,",411041,Pune,IN,MH,27AABHN5682G1Z0,,
90,SC-01718,"Astavinayak Industries Area, Shed No.3,  Parvati Nagar, Narhegaon,Taluka Haveli,",411041,Pune,IN,MH,27AABHN5682G1Z0,,
3526,SC-6701,"137, B R B Basu Road, B B D Bagh,",700001,Kolkata,IN,WB,19AABCI8581L1ZX,,
3526,SC-6701,"137, B R B Basu Road, B B D Bagh,",700001,Kolkata,IN,WB,19AABCI8581L1ZX,,
1372,SC-4491,"Willringhauser Str. 18,",D-58256,Ennepetal,DE,NRW,,,
1372,SC-4491,"Willringhauser Str. 18,",D-58256,Ennepetal,DE,NRW,,,
704,SC-02012,"AKASH FLAT BASMENT NEAR OXFORD TOWER  OPP.  D.R. VASAVDA HOSPITAL GURUKUL ROAD,",380053,Ahmedabad,IN,GJ,,,
704,SC-02012,"AKASH FLAT BASMENT NEAR OXFORD TOWER  OPP.  D.R. VASAVDA HOSPITAL GURUKUL ROAD,",380053,Ahmedabad,IN,GJ,,,
489,SC-01574,"D-127, Bonanza Industrial Estate Ashok Chakravarty Road, Kandivali (E)",400101,Mumbai,IN,MH,,,
489,SC-01574,"D-127, Bonanza Industrial Estate Ashok Chakravarty Road, Kandivali (E)",400101,Mumbai,IN,MH,,,
