address_uid,company_uid,street1,pincode,city_name,country_code,State,gst,,
A207586,SC-207957,"Home Appliances No. 172, 5 cross Malleshwaran,",560003,Bangalore,IN,KA,29AJWPM5654K1Z7,,
A208191,SC-208098,"1390 Neubrecht Road Lima,",45801,Ohino,US,,,,
A208191,SC-208098,"1390 Neubrecht Road Lima,",45801,Ohino,US,,,,
1761,175,"Indane Area Office, 8Th Floor, Lic Building, Jeevan Prakash, Jeevitha Bhima Marg",530004,Visakhapatnam,IN,AP,37AAACI1681G2ZN,,
3398,175,"Instrumentation Engineer, Guwahati Refinery, Paradip Haldia Barauni Pipeline, Pot box no-83, Paradip",754142,Jagatsinghpur,IN,OR,21AAACI1681G1Z1,,
3398,175,"Instrumentation Engineer, Guwahati Refinery, Paradip Haldia Barauni Pipeline, Pot box no-83, Paradip",754142,Jagatsinghpur,IN,OR,21AAACI1681G1Z1,,
3787,175,"Barauni Refinery, PO-Barauni Oil Refinery",851114,Begusarai,IN,BH,10AAACI1681G1Z4,,
A207586,SC-207957,"Home Appliances No. 172, 5 cross Malleshwaran,",560003,Bangalore,IN,KA,29AJWPM5654K1Z7,,
A207587,SC-207958,"100 Feet Road, Near CMH Road, Indiranagar,",560038,Bangalore,IN,KA,29AADCP8329B1ZE,,
1503,124,"C 41-50, S.E.Z., Sector 3, Dhar District",454775,Pitmampur,IN,MP,,,
1503,124,"C 41-50, S.E.Z., Sector 3, Dhar District",454775,Pitmampur,IN,MP,,,
1959,297,"24,Perianna Maistry Street Post Box No.2017",600001,Chennai,IN,TN,33ABCPS3480R1Z3,,
1959,297,"24,Perianna Maistry Street Post Box No.2017",600001,Chennai,IN,TN,33ABCPS3480R1Z3,,
A207587,SC-207958,"100 Feet Road, Near CMH Road, Indiranagar,",560038,Bangalore,IN,KA,29AADCP8329B1ZE,,
3787,175,"Barauni Refinery, PO-Barauni Oil Refinery",851114,Begusarai,IN,BH,10AAACI1681G1Z4,,
3792,175,"HMRB Pipelines, PO: Duilya, Andul-Mouri, Mourigram",711302,Howrah,IN,WB,19AAACI1681G1ZM,,
3792,175,"HMRB Pipelines, PO: Duilya, Andul-Mouri, Mourigram",711302,Howrah,IN,WB,19AAACI1681G1ZM,,
9503,SC-8940,"F19/1, Sector 8, Main Road Rohini",110085,New Delhi,IN,DL,07AAACS8913K1Z3,,
9503,SC-8940,"F19/1, Sector 8, Main Road Rohini",110085,New Delhi,IN,DL,07AAACS8913K1Z3,,
4375,175,"Guwahati Refinery, Noonmati",781020,Guwahati,IN,AS,18AAACI1681G1ZO,,
4375,175,"Guwahati Refinery, Noonmati",781020,Guwahati,IN,AS,18AAACI1681G1ZO,,
4981,175,"IndianOil Bhavan, 1, Aurobindo Marg, Yusuf Sarai",110016,New Delhi,IN,DL,,,
4981,175,"IndianOil Bhavan, 1, Aurobindo Marg, Yusuf Sarai",110016,New Delhi,IN,DL,,,
A16506,17581,"Gujarat Timber Mart, Nr. Gota Roailway Crossing,Gota,Ahmedabad 380081",380081,Ahmedabad,IN,GJ,24AKSPP6680K1ZC,,
A16506,17581,"Gujarat Timber Mart, Nr. Gota Roailway Crossing,Gota,Ahmedabad 380081",380081,Ahmedabad,IN,GJ,24AKSPP6680K1ZC,,
A16540,207582,"Pharma Division, Cosmetics Division, Household Division  Plot No.-3, Block-C, Harsh Vihar",110044,Badarpur,IN,DL,07AAIPP3763B1ZS,,
A16540,207582,"Pharma Division, Cosmetics Division, Household Division  Plot No.-3, Block-C, Harsh Vihar",110044,Badarpur,IN,DL,07AAIPP3763B1ZS,,
A206551,207591,"Opp. Dr. Beck and Co. Bh. Sardar Patel Complex,  GIDC",393002,Ankleshwar,IN,GJ,24AABFG7542A1ZY,,
A206551,207591,"Opp. Dr. Beck and Co. Bh. Sardar Patel Complex,  GIDC",393002,Ankleshwar,IN,GJ,24AABFG7542A1ZY,,
Bill to,207591,,393002,Ankleshwar,IN,GJ,,,
A206555,207595,"Ravivar Peth, Near Tara Mall, 3rd Floor",411002,Pune,IN,MH,27ABDPG4104F1Z9,,
A206555,207595,"Ravivar Peth, Near Tara Mall, 3rd Floor",411002,Pune,IN,MH,27ABDPG4104F1Z9,,
A206611,207595,"1088, Ravivar Peth, Kazi Complex,Near Tara mall,3rd floor",411002,Pune,IN,MH,27ABDPG4104F1Z9,,
A16545,107588,"22/32, 7th Main, 1st Cross, Dwarakanagar, B.S.K. 3rd Stage",560085,Bangalore,IN,KA,29BCGPP4271D1ZI,,
A16545,107588,"22/32, 7th Main, 1st Cross, Dwarakanagar, B.S.K. 3rd Stage",560085,Bangalore,IN,KA,29BCGPP4271D1ZI,,
9321,SC-8775,"S.No. 82/1, Bajirao Dhawade Industrial Estate, NDA Road, Warje Bypass, Shivane",411023,Pune,IN,MH,27AAMPV5410D1ZO,,
9321,SC-8775,"S.No. 82/1, Bajirao Dhawade Industrial Estate, NDA Road, Warje Bypass, Shivane",411023,Pune,IN,MH,27AAMPV5410D1ZO,,
A206611,207595,"1088, Ravivar Peth, Kazi Complex,Near Tara mall,3rd floor",411002,Pune,IN,MH,27ABDPG4104F1Z9,,
A206557,207598,"75 76, Purani Dilli Chungi, Delhi Rd",250001,Meerut,IN,UP,09AEIPJ3302A1Z5,,
6430,1840,"142, 18th A main, HAL 2nd Stage, Indiranagar",560008,Bangalore,IN,KA,,,
6430,1840,"142, 18th A main, HAL 2nd Stage, Indiranagar",560008,Bangalore,IN,KA,,,
9491,SC-8923,"B303 A, 7 Th Main Road, Peenya 2nd Stage",560091,Bangalore,IN,KA,29AABCE1784B1ZU,,
9491,SC-8923,"B303 A, 7 Th Main Road, Peenya 2nd Stage",560091,Bangalore,IN,KA,29AABCE1784B1ZU,,
9382,SC-8827,"103, Anchal Plaza,  Nelson Mandela Road, Vasant Kunj",110070,New Delhi,IN,DL,07AAAPP0303M1ZZ,,
9382,SC-8827,"103, Anchal Plaza,  Nelson Mandela Road, Vasant Kunj",110070,New Delhi,IN,DL,07AAAPP0303M1ZZ,,
9383,SC-8827,"103, Anchal Plaza,  Nelson Mandela Road, Vasant Kunj",110070,New Delhi,IN,DL,07AAAPP0303M1ZZ,,
9383,SC-8827,"103, Anchal Plaza,  Nelson Mandela Road, Vasant Kunj",110070,New Delhi,IN,DL,07AAAPP0303M1ZZ,,
9310,SC-8763,"No. 271/2, Maraimalai Adigal Salai",605001,Pondicherry,IN,PY,34AAVPG6932A1ZS,,
9310,SC-8763,"No. 271/2, Maraimalai Adigal Salai",605001,Pondicherry,IN,PY,34AAVPG6932A1ZS,,
6674,1931,"Plot No. D /4/1, Kurkumbh MIDC, Daund",413802,Pune,IN,MH,27AAECK0286H1ZI,,
6674,1931,"Plot No. D /4/1, Kurkumbh MIDC, Daund",413802,Pune,IN,MH,27AAECK0286H1ZI,,
1177,376,"205, Kewal Industrial Estate,S. B. Marg, Lower Parel",400013,Mumbai,IN,MH,27AAGCB7343G1ZN,,
3706,376,"15, Ankur Society Goregoan West",400104,Mumbai,IN,MH,,,
9189,SC-8646,"E-7, Gandhi Nagar",474002,Gwalior,IN,MP,23AAECA7383F1ZS,,
9189,SC-8646,"E-7, Gandhi Nagar",474002,Gwalior,IN,MP,23AAECA7383F1ZS,,
9377,SC-8823,801 North 2nd Street,OH 45828,Coldwater,US,OH,,,
9377,SC-8823,801 North 2nd Street,OH 45828,Coldwater,US,OH,,,
6525,1880,"A-564, 20 Mt Wide Road,TTC Industrial Area, Mahape",400710,Navi Mumbai,IN,MH,,,
6525,1880,"A-564, 20 Mt Wide Road,TTC Industrial Area, Mahape",400710,Navi Mumbai,IN,MH,,,
9658,SC-9080,"11, Star Ind. Estate, Near Saki Naka Tel Exch, Opp. Corporation bank, Kurla-Andheri Road",400072,Mumbai,IN,MH,27AAGCP7170H1Z6,,
9658,SC-9080,"11, Star Ind. Estate, Near Saki Naka Tel Exch, Opp. Corporation bank, Kurla-Andheri Road",400072,Mumbai,IN,MH,27AAGCP7170H1Z6,,
9489,SC-8921,"Rajiji Manaji chawl No.6, Shop No 9, 124, Sun mill Road, Lower Parel West",400013,Mumbai,IN,MH,27ADJPR6500N1Z3,,
9489,SC-8921,"Rajiji Manaji chawl No.6, Shop No 9, 124, Sun mill Road, Lower Parel West",400013,Mumbai,IN,MH,27ADJPR6500N1Z3,,
9166,SC-8622,"Kripam House, Plot No a-158, Road No-25, Wagle Industrial Estate, Thane West",400604,Mumbai,IN,MH,,,
9166,SC-8622,"Kripam House, Plot No a-158, Road No-25, Wagle Industrial Estate, Thane West",400604,Mumbai,IN,MH,,,
9871,SC-9246,"PL No. 37, Laxminagar, Saswad-hivre road, Near Seva Engg. Saswad, tal. Purandar",412301,Pune,IN,MH,27CSMPD3116J2ZQ,,
9871,SC-9246,"PL No. 37, Laxminagar, Saswad-hivre road, Near Seva Engg. Saswad, tal. Purandar",412301,Pune,IN,MH,27CSMPD3116J2ZQ,,
1793,SC-00363,"1791, Ram Gali, Electrical Market  Bhagirath Palace, Chandni Chowk",400010,Delhi,IN,DL,,,
1793,SC-00363,"1791, Ram Gali, Electrical Market  Bhagirath Palace, Chandni Chowk",400010,Delhi,IN,DL,,,
6345,1795,"R-374,TTC MIDC Rabale",400701,Navi Mumbai,IN,MH,27AAECD1817B1Z6,,
6345,1795,"R-374,TTC MIDC Rabale",400701,Navi Mumbai,IN,MH,27AAECD1817B1Z6,,
A206956,SC-207833,"189, New No. 266, Linghi Chetty Street, Parrys",600001,Chennai,IN,TN,33AACFH4519B1Z0,,
A206956,SC-207833,"189, New No. 266, Linghi Chetty Street, Parrys",600001,Chennai,IN,TN,33AACFH4519B1Z0,,
3706,376,"15, Ankur Society Goregoan West",400104,Mumbai,IN,MH,,,
5158,376,"713, Dev Prime, Prahalad Nagar Corporate Road",380051,Ahmedabad,IN,GJ,24AAGCB7343G1ZT,,
6679,1963,"PO Ambujanagar, Kodinar, Gir Somnath",362715,Kodinar,IN,GJ,,,
6679,1963,"PO Ambujanagar, Kodinar, Gir Somnath",362715,Kodinar,IN,GJ,,,
A209883,208388,"9 M.I, D.C, Thane, Belapur Road,",400708,Navi Mumbai,IN,MH,27AAACK2238F1ZU,,
A209883,208388,"9 M.I, D.C, Thane, Belapur Road,",400708,Navi Mumbai,IN,MH,27AAACK2238F1ZU,,
9652,SC-9074,"Shop No. 214, Ist Floor, Doongri House Complex, Indira Bazar",302001,Jaipur,IN,RJ,08AODPC5785R1Z8,,
9652,SC-9074,"Shop No. 214, Ist Floor, Doongri House Complex, Indira Bazar",302001,Jaipur,IN,RJ,08AODPC5785R1Z8,,
654,SC-02010,"G10, Arihant Industrial estate off saki vihar Road, Andheri (E),",400072,Mumbai,IN,MH,27AAACO2770N1Z4,,
654,SC-02010,"G10, Arihant Industrial estate off saki vihar Road, Andheri (E),",400072,Mumbai,IN,MH,27AAACO2770N1Z4,,
A206557,207598,"75 76, Purani Dilli Chungi, Delhi Rd",250001,Meerut,IN,UP,09AEIPJ3302A1Z5,,
Bill to,207598,,250001,Meerut,IN,UP,,,
A206560,207600,"New No. 238, 119, N.S.C.BOSE ROAD SOWCARPET",600001,Chennai,IN,TN,33AFXPK1800Q1Z0,,
A206560,207600,"New No. 238, 119, N.S.C.BOSE ROAD SOWCARPET",600001,Chennai,IN,TN,33AFXPK1800Q1Z0,,
1828,220,"Laxmi Towers, Plot No C-25  Bandra Kurla Complex",400051,Mumbai,IN,MH,,,
1828,220,"Laxmi Towers, Plot No C-25  Bandra Kurla Complex",400051,Mumbai,IN,MH,,,
9190,SC-8647,"47-P, Bengaluru Hardware Park, Huvinayakanahalli, Jala hobli, Bengaluru North, Yelahanka Taluk",562149,Bangalore,IN,KA,,,
9190,SC-8647,"47-P, Bengaluru Hardware Park, Huvinayakanahalli, Jala hobli, Bengaluru North, Yelahanka Taluk",562149,Bangalore,IN,KA,,,
A209884,208389,"2nd Floor, Opus Center, Oppsite Hotel Tunga Paradise, MIDC Central Road, Andheri East,",400093,Mumbai,IN,MH,27AAACT2724P1Z1,,
A209884,208389,"2nd Floor, Opus Center, Oppsite Hotel Tunga Paradise, MIDC Central Road, Andheri East,",400093,Mumbai,IN,MH,27AAACT2724P1Z1,,
1829,220,"Survey No.46A / 47A  Village Nande, Tal-Mulshi",412115,Pune,IN,MH,,,
1829,220,"Survey No.46A / 47A  Village Nande, Tal-Mulshi",412115,Pune,IN,MH,,,
A206584,207615,"NO-2008,36TH STREET I BLOCK  ANNNAGAR WEST  CHENNAI-600040",600040,Chennai,IN,TN,33AAJPR4828A1ZW,,
A206584,207615,"NO-2008,36TH STREET I BLOCK  ANNNAGAR WEST  CHENNAI-600040",600040,Chennai,IN,TN,33AAJPR4828A1ZW,,
A206585,207615,"NO-2008,36TH STREET I BLOCK  ANNNAGAR WEST  CHENNAI-600040",600040,Chennai,IN,TN,33AAJPR4828A1ZW,,
A206585,207615,"NO-2008,36TH STREET I BLOCK  ANNNAGAR WEST  CHENNAI-600040",600040,Chennai,IN,TN,33AAJPR4828A1ZW,,
A206586,207616,"100 Mint Road, Fort",400001,Mumbai,IN,MH,27AAAPH4072R1ZD,,
A206586,207616,"100 Mint Road, Fort",400001,Mumbai,IN,MH,27AAAPH4072R1ZD,,
9177,SC-8635,"D-103, Vasant Aishwariya, Mathuradas Road, Kandivali West",400067,Mumbai,IN,MH,,,
9177,SC-8635,"D-103, Vasant Aishwariya, Mathuradas Road, Kandivali West",400067,Mumbai,IN,MH,,,
6249,1735,"Refinery Site, 39 KM, Jamnagar-Okha Highway",361305,Vadinar,IN,GJ,,,
6249,1735,"Refinery Site, 39 KM, Jamnagar-Okha Highway",361305,Vadinar,IN,GJ,,,
8403,E-900024,"205 Kewal Industrial Estate, S. B. Marg, Lower Parel",400013,Mumbai,IN,MH,,,
8403,E-900024,"205 Kewal Industrial Estate, S. B. Marg, Lower Parel",400013,Mumbai,IN,MH,,,
A208167,SC-208095,"4126 West Orleans Street, McHenry,",60050,Illinois,US,,,,
A208167,SC-208095,"4126 West Orleans Street, McHenry,",60050,Illinois,US,,,,
9252,E-900157,"Citi Jewel, Plot 81, Sector 18 Flat – 001, Koparkhairne",400709,Navi Mumbai,IN,MH,,,
9252,E-900157,"Citi Jewel, Plot 81, Sector 18 Flat – 001, Koparkhairne",400709,Navi Mumbai,IN,MH,,,
611,SC-00019,"C 16, Manak Vihar Extension  Near Tihar Village",110018,New Delhi,IN,DL,07ACUPA4245K1ZD,,
611,SC-00019,"C 16, Manak Vihar Extension  Near Tihar Village",110018,New Delhi,IN,DL,07ACUPA4245K1ZD,,
1027,SC-00110,"No. 6, 1st Floor, Lucky Chambers, No.88/92 V. V. Chandan Street, Masjid - West",400003,Mumbai,IN,MH,27BBAPM7601M1ZI,,
1027,SC-00110,"No. 6, 1st Floor, Lucky Chambers, No.88/92 V. V. Chandan Street, Masjid - West",400003,Mumbai,IN,MH,27BBAPM7601M1ZI,,
43,SC-00124,"Khatau Building, 1st Floor, 44 N. G. N. Vaidya Marg Shahid Bhagat Singh Road",400001,Mumbai,IN,MH,27AAAFP8293A1ZD,,
43,SC-00124,"Khatau Building, 1st Floor, 44 N. G. N. Vaidya Marg Shahid Bhagat Singh Road",400001,Mumbai,IN,MH,27AAAFP8293A1ZD,,
5158,376,"713, Dev Prime, Prahalad Nagar Corporate Road",380051,Ahmedabad,IN,GJ,24AAGCB7343G1ZT,,
5159,376,"House no 705, Gali no 39B, Molarband Extn. Badarpur",110044,New Delhi,IN,DL,07AAGCB7343G1ZP,,
1649,155,"10th Floor, Kesar Solitaire, Sanpada",400705,Navi Mumbai,IN,MH,27AAACL1954B1ZW,,
1649,155,"10th Floor, Kesar Solitaire, Sanpada",400705,Navi Mumbai,IN,MH,27AAACL1954B1ZW,,
8325,SC-00124,"16, Manekbaug Society, Surendra Mangaldas Road, Ambavadi",380015,Ahmedbad,IN,GJ,24AAAFP8293Q2Z1,,
8325,SC-00124,"16, Manekbaug Society, Surendra Mangaldas Road, Ambavadi",380015,Ahmedbad,IN,GJ,24AAAFP8293Q2Z1,,
A209953,SC-208405,"32/33, Pruthvi Nagar, B/H Union Bank of India Station Road,",392001,Bharuch,IN,GJ,24ABYPV1445P1ZO,,
A209953,SC-208405,"32/33, Pruthvi Nagar, B/H Union Bank of India Station Road,",392001,Bharuch,IN,GJ,24ABYPV1445P1ZO,,
1634,SC-00129,"Shop No. 10, 125, C.P. Tank Road Near Madhavbaug Temple",400004,Mumbai,IN,MH,,,
1634,SC-00129,"Shop No. 10, 125, C.P. Tank Road Near Madhavbaug Temple",400004,Mumbai,IN,MH,,,
9359,SC-8807,"Office No-218, 2nd Floor, Regal Udyog Bhavan,  Acharya Dhonde Marg, Sewri West",400015,Mumbai,IN,MH,,,
9359,SC-8807,"Office No-218, 2nd Floor, Regal Udyog Bhavan,  Acharya Dhonde Marg, Sewri West",400015,Mumbai,IN,MH,,,
A207492,SC-207932,"No. 2/6, Keerthi Bakery Road, Nagadevanahalli Jnanabharathi Post,",560056,Bangalore,IN,KA,29AASCS4201Q1ZM,,
A207492,SC-207932,"No. 2/6, Keerthi Bakery Road, Nagadevanahalli Jnanabharathi Post,",560056,Bangalore,IN,KA,29AASCS4201Q1ZM,,
8924,SC-8388,"No. 873, 2nd Floor, 9th Cross, Dr. Modi Hospital Road 2nd Stage, Rajajinagar",560086,Bangalore,IN,KA,,,
8924,SC-8388,"No. 873, 2nd Floor, 9th Cross, Dr. Modi Hospital Road 2nd Stage, Rajajinagar",560086,Bangalore,IN,KA,,,
9729,SC-9133,"301, Berry's Plaza, 11/A Shrinagar Soceity,  Nr. Shrenik Park Circle, Akota",390020,Vadodara,IN,GJ,24AISPS9530R1Z4,,
9729,SC-9133,"301, Berry's Plaza, 11/A Shrinagar Soceity,  Nr. Shrenik Park Circle, Akota",390020,Vadodara,IN,GJ,24AISPS9530R1Z4,,
6553,1902,"Sahar Airport Rd, Ashok Nagar, Andheri East,",400099,Mumbai,IN,MH,,,
6553,1902,"Sahar Airport Rd, Ashok Nagar, Andheri East,",400099,Mumbai,IN,MH,,,
1691,163,"Gandhigram Bus-Stop,  Survey Number 907",396230,Amli,IN,AN,,,
1691,163,"Gandhigram Bus-Stop,  Survey Number 907",396230,Amli,IN,AN,,,
9191,SC-8648,"Survey No. 166, Plot No. 18, Santidham Main Road, Veraval, Shapar, N.H.No.8-B",360024,Rajkot,IN,GJ,,,
9191,SC-8648,"Survey No. 166, Plot No. 18, Santidham Main Road, Veraval, Shapar, N.H.No.8-B",360024,Rajkot,IN,GJ,,,
6415,1832,"A-41, First Floor, Mohan Cooperative Industrial Estate, Mathura Road",110044,New Delhi,IN,DL,,,
6415,1832,"A-41, First Floor, Mohan Cooperative Industrial Estate, Mathura Road",110044,New Delhi,IN,DL,,,
1656,SC-00156,"No. 995, Raviwar Peth, Laxmi Road Opp Kalyan Chambers",411002,Pune,IN,MH,27AGWPM9421H1ZS,,
1656,SC-00156,"No. 995, Raviwar Peth, Laxmi Road Opp Kalyan Chambers",411002,Pune,IN,MH,27AGWPM9421H1ZS,,
9655,SC-9077,"P-46 Eighth Avenue, Mahindra World City  Anjur Village, Natham Sub",603002,Chengelpattu,IN,TN,33AAGCA6963P1Z4,,
9655,SC-9077,"P-46 Eighth Avenue, Mahindra World City  Anjur Village, Natham Sub",603002,Chengelpattu,IN,TN,33AAGCA6963P1Z4,,
9270,SC-8726,"W-176 S block, Midc Bhosari, Near Bhosari Power House",411026,Pune,IN,MH,,,
9270,SC-8726,"W-176 S block, Midc Bhosari, Near Bhosari Power House",411026,Pune,IN,MH,,,
1679,SC-00187,"75, S-Block, M.I.D.C., Bhosari,",411026,Pune,IN,MH,,,
1679,SC-00187,"75, S-Block, M.I.D.C., Bhosari,",411026,Pune,IN,MH,,,
6370,175,"World Trade Centre, Barakhamba Road",110001,New Delhi,IN,DL,,,
A207334,SC-207909,"206 C Wing Saikung, Gate no. 663, Jadhavwadi, Chikhali",412114,Pune,IN,MH,27AADFF7380D1ZH,,
6490,1860,"U 607, 6th Floor, East Wing, Raheja Towers, MG Road",560001,Bengaluru,IN,KA,,,
6490,1860,"U 607, 6th Floor, East Wing, Raheja Towers, MG Road",560001,Bengaluru,IN,KA,,,
8433,SC-00187,"208, SHIVA INDUSTRIAL ESTATE, Located At : Kind Atten : MS.Supriya Govalkar LAKE ROAD, BHANDUP(W)",400078,MUMBAI,IN,MH,27AADPT2404N1ZI,,
5159,376,"House no 705, Gali no 39B, Molarband Extn. Badarpur",110044,New Delhi,IN,DL,07AAGCB7343G1ZP,,
8433,SC-00187,"208, SHIVA INDUSTRIAL ESTATE, Located At : Kind Atten : MS.Supriya Govalkar LAKE ROAD, BHANDUP(W)",400078,MUMBAI,IN,MH,27AADPT2404N1ZI,,
9102,SC-00187,Z D 6/3 street no. 6 dada dev mandir road palam village,110077,New Delhi,IN,DL,07APMPK5450R1Z5,,
5160,376,"BulkMRO C/o Insta Office S-2, 2nd Floor, Okhla Phase-II",110024,New Delhi,IN,DL,07AAGCB7343G1ZP,,
5160,376,"BulkMRO C/o Insta Office S-2, 2nd Floor, Okhla Phase-II",110024,New Delhi,IN,DL,07AAGCB7343G1ZP,,
9102,SC-00187,Z D 6/3 street no. 6 dada dev mandir road palam village,110077,New Delhi,IN,DL,07APMPK5450R1Z5,,
1710,SC-00228,"133, Hindustan Kohinoor Industrial Complex, L.B.S. Marg, Vikhroli - West",400083,Mumbai,IN,MH,27AADPD0530F1ZG,,
9220,SC-8677,9260 Isaac St Ste E,CA 92071,Santee,US,CA,,,
9220,SC-8677,9260 Isaac St Ste E,CA 92071,Santee,US,CA,,,
1710,SC-00228,"133, Hindustan Kohinoor Industrial Complex, L.B.S. Marg, Vikhroli - West",400083,Mumbai,IN,MH,27AADPD0530F1ZG,,
9519,SC-00228,"718, Swastik Chambers,  7th Floor, CST Road, Chembur",400071,Mumbai,IN,MH,27AADPD0530F1ZG,,
5161,376,"1st Main, KR Garden, 1st Main, KR Garden, Murugeshpalya",560017,Bengaluru,IN,KA,,,
A206807,SC-207728,"793, Datasol House, Behind BEL Corporate Office Veeranna Paalya, Nagawara",560045,Bangalore,IN,KA,29AABCD3169P1Z3,,
9145,SC-8602,"Gala No 6, Building No. A/5/4, 1st Floor, Parasnath Complex, Valpada, Dapole, Mankoli Road",421302,Bhiwandi,IN,MH,27AACFW5746P1ZE,,
9145,SC-8602,"Gala No 6, Building No. A/5/4, 1st Floor, Parasnath Complex, Valpada, Dapole, Mankoli Road",421302,Bhiwandi,IN,MH,27AACFW5746P1ZE,,
6306,1776,Plot no. 48 Institutional Area Sector 32,122001,Gurgaon,IN,HR,,,
6306,1776,Plot no. 48 Institutional Area Sector 32,122001,Gurgaon,IN,HR,,,
6370,175,"World Trade Centre, Barakhamba Road",110001,New Delhi,IN,DL,,,
A206576,207610,"Plot No.130/1, Holiday Home Road, Chorwad – 362 250,Gujarat ( India)",362250,Chorwad,IN,GJ,24AABCG4138R1ZB,,
9519,SC-00228,"718, Swastik Chambers,  7th Floor, CST Road, Chembur",400071,Mumbai,IN,MH,27AADPD0530F1ZG,,
526,SC-00231,"145,Narayan Dhuru Street",400003,Mumbai,IN,MH,27AABPP3532F1ZY,,
526,SC-00231,"145,Narayan Dhuru Street",400003,Mumbai,IN,MH,27AABPP3532F1ZY,,
8439,SC-00246,"Shiv Puri road, Basti Danishmandan",144002,Jalandhar,IN,PB,03AAAFI7590M1Z4,,
5202,1551,"Larsen and Toubro Limited Behind LandT Knowldge City, N.H 8, Village Ankhol",390019,Vadodara,IN,GJ,,,
5202,1551,"Larsen and Toubro Limited Behind LandT Knowldge City, N.H 8, Village Ankhol",390019,Vadodara,IN,GJ,,,
2126,499,"FC - 10 & 11, Film City, Sector 16A",201301,Noida,IN,UP,,,
2126,499,"FC - 10 & 11, Film City, Sector 16A",201301,Noida,IN,UP,,,
2373,SC-01083,"611 To 615, Shree Nand Dham, Plot No.59, Sector 11, C.B.D.Belapur",4000614,Navi Mumbai,IN,MH,,,
2373,SC-01083,"611 To 615, Shree Nand Dham, Plot No.59, Sector 11, C.B.D.Belapur",4000614,Navi Mumbai,IN,MH,,,
8338,SC-01083,"D-107 to 112, Phase-II extension, Hosiery Complex, Block B Phase-2, Gautam Budh Nagar",201305,Noida,IN,UP,09AABCS8137L1ZW,,
8338,SC-01083,"D-107 to 112, Phase-II extension, Hosiery Complex, Block B Phase-2, Gautam Budh Nagar",201305,Noida,IN,UP,09AABCS8137L1ZW,,
6398,1825,Nelmangala Makali,560095,Bengaluru,IN,KA,,,
6398,1825,Nelmangala Makali,560095,Bengaluru,IN,KA,,,
6680,1964,"6th Floor, Green Heart Building, Mfar, Manyata Tech Park, Phase IV, Nagavara Village",560045,Bangalore,IN,KA,,,
6680,1964,"6th Floor, Green Heart Building, Mfar, Manyata Tech Park, Phase IV, Nagavara Village",560045,Bangalore,IN,KA,,,
4529,1444,"Adj. Plot No. 69B, Industrial Area, Dist Solan",173025,Baddi,IN,HP,02AACCC5418K1ZX,,
4529,1444,"Adj. Plot No. 69B, Industrial Area, Dist Solan",173025,Baddi,IN,HP,02AACCC5418K1ZX,,
1983,419,"Lot 51, Bepz, Phases 01",11670,Walgama,LK,ML,,,
1983,419,"Lot 51, Bepz, Phases 01",11670,Walgama,LK,ML,,,
A16471,1735,"Khambhalia Post, P O Box 24, District Devbhumi Dwarka, Gujarat",361305,Dwarka,IN,GJ,,,
A16471,1735,"Khambhalia Post, P O Box 24, District Devbhumi Dwarka, Gujarat",361305,Dwarka,IN,GJ,,,
2315,SC-01016,"Green House? 152, GIDC, Makarpura",,Vadodara,IN,GJ,24AACCG4053A1ZB,,
2315,SC-01016,"Green House? 152, GIDC, Makarpura",,Vadodara,IN,GJ,24AACCG4053A1ZB,,
9311,SC-8764,"Shop No.8,Lad Niwas Building, 44/62,Ardeshir Dady Street",400004,Mumbai,IN,MH,,,
9311,SC-8764,"Shop No.8,Lad Niwas Building, 44/62,Ardeshir Dady Street",400004,Mumbai,IN,MH,,,
8439,SC-00246,"Shiv Puri road, Basti Danishmandan",144002,Jalandhar,IN,PB,03AAAFI7590M1Z4,,
335,SC-00254,"Ashoka Shopping Centre, Office No. 52, 1st Floor, L.T. Road, Next to G.T. Hospital",400001,Mumbai,IN,MH,,,
1692,163,"C-9 Part, MIDC Khamgaon",444303,Buldhana,IN,MH,27AAACU0791P1ZT,,
1692,163,"C-9 Part, MIDC Khamgaon",444303,Buldhana,IN,MH,27AAACU0791P1ZT,,
1693,163,"SDF # C-5, Noida Special Economic Zone",201305,Noida,IN,UP,,,
1693,163,"SDF # C-5, Noida Special Economic Zone",201305,Noida,IN,UP,,,
2973,163,"Khasra No.94-96, Village Balyana Barotiwala Indl Area",174103,Baddi,IN,HP,,,
2973,163,"Khasra No.94-96, Village Balyana Barotiwala Indl Area",174103,Baddi,IN,HP,,,
5130,163,"Gandhigram Bus-Stop,  Survey Number 907,",396230,Amli,IN,AN,26AAACH1004N1ZW,,
5130,163,"Gandhigram Bus-Stop,  Survey Number 907,",396230,Amli,IN,AN,26AAACH1004N1ZW,,
6437,163,"Survey No 907, Kilwani Road,Village Amli, 26",396245,Silvassa,IN,AN,26AAACH1004N1ZW,,
6437,163,"Survey No 907, Kilwani Road,Village Amli, 26",396245,Silvassa,IN,AN,26AAACH1004N1ZW,,
4373,1415,"202-B, II Floor, NRK Business Park, Vijay Nagar Square, A.B. Road",452010,Indore,IN,MP,23AAFCA9135J1ZO,,
4373,1415,"202-B, II Floor, NRK Business Park, Vijay Nagar Square, A.B. Road",452010,Indore,IN,MP,23AAFCA9135J1ZO,,
5161,376,"1st Main, KR Garden, 1st Main, KR Garden, Murugeshpalya",560017,Bengaluru,IN,KA,,,
