category_legacy_id,product_legacy_id
2678,95985
2,95990
2335,95990
1760,95992
4052,95997
4052,95998
4052,95999
4052,96000
68,96008
84,96008
5042,96008
68,96011
74,96011
83,96011
236,96013
236,96014
236,96018
567,96020
694,96020
697,96020
567,96021
694,96021
697,96021
567,96022
694,96022
3970,96022
567,96023
694,96023
3970,96023
3057,96024
2963,96026
3050,96026
3057,96026
3057,96027
2963,96028
3050,96028
3059,96028
3057,96029
2963,96030
3050,96030
3059,96030
2651,96031
2651,96032
2651,96033
2651,96034
2651,96035
2587,96037
2478,96038
2572,96038
2587,96038
2478,96039
2572,96039
2587,96039
2587,96040
2587,96041
2478,96042
2572,96042
2587,96042
2587,96043
1874,96046
2133,96046
2136,96046
567,96049
630,96049
635,96049
567,96050
630,96050
635,96050
567,96051
630,96051
633,96051
567,96052
630,96052
633,96052
633,96053
567,96055
630,96055
633,96055
225,96057
519,96057
523,96057
225,96058
519,96058
523,96058
567,96067
630,96067
635,96067
567,96069
630,96069
635,96069
598,96070
598,96071
567,96073
630,96073
635,96073
598,96074
1716,96075
225,96081
3817,96081
3821,96081
225,96082
3817,96082
3821,96082
225,96083
3817,96083
3821,96083
225,96084
3817,96084
3821,96084
225,96085
3817,96085
3821,96085
225,96086
3817,96086
3821,96086
225,96087
3817,96087
3821,96087
2941,96090
2941,96091
2941,96092
2941,96093
2941,96094
2937,96095
2938,96095
2950,96095
2941,96096
2941,96097
2941,96098
2941,96099
2941,96100
362,96101
362,96104
362,96106
362,96107
362,96108
362,96109
225,96115
232,96115
239,96115
2478,96124
2627,96124
2651,96124
567,96133
3834,96133
3838,96133
567,96134
3834,96134
3838,96134
567,96135
3834,96135
3838,96135
567,96136
3834,96136
3838,96136
567,96142
3834,96142
3838,96142
567,96143
588,96143
599,96143
511,96144
511,96146
511,96147
511,96148
511,96149
511,96153
511,96154
225,96159
3817,96159
3825,96159
225,96162
3817,96162
3825,96162
225,96163
3817,96163
3825,96163
225,96164
3817,96164
3825,96164
225,96167
3817,96167
3825,96167
225,96168
3817,96168
3825,96168
1241,96174
1275,96174
3914,96174
1241,96176
1275,96176
3914,96176
2471,96181
4391,96181
4431,96181
4795,96182
4763,96184
4791,96184
4792,96184
4792,96185
4792,96187
4698,96188
2478,96189
2627,96189
2651,96189
4698,96191
4792,96192
4792,96193
4792,96196
4792,96199
2478,96202
2572,96202
2580,96202
4765,96203
4698,96204
4792,96205
2478,96206
2627,96206
2651,96206
4698,96207
4594,96209
2478,96212
4456,96212
4459,96212
2478,96213
4456,96213
4459,96213
2471,96216
4391,96216
4392,96216
4792,96217
4792,96219
4594,96223
4594,96224
4792,96227
4792,96228
4792,96229
239,96231
4594,96232
4594,96233
4594,96235
4763,96236
4846,96236
4855,96236
4594,96237
4594,96238
4792,96239
4792,96240
225,96241
3817,96241
3825,96241
4594,96243
4594,96244
511,96245
2471,96248
4391,96248
4392,96248
225,96249
3817,96249
3823,96249
2471,96250
4391,96250
4431,96250
511,96252
225,96253
507,96253
511,96253
4594,96261
511,96269
511,96272
511,96276
511,96283
225,96284
3817,96284
3825,96284
511,96285
225,96287
3817,96287
3825,96287
225,96288
3817,96288
3825,96288
4698,96290
225,96298
3817,96298
3825,96298
511,96299
225,96302
3817,96302
3825,96302
4698,96303
225,96304
3817,96304
3825,96304
225,96305
3817,96305
3825,96305
511,96307
4792,96309
225,96311
3817,96311
3823,96311
4859,96312
4859,96313
225,96314
3817,96314
3825,96314
225,96315
3817,96315
3825,96315
225,96316
3817,96316
3825,96316
225,96318
3817,96318
3825,96318
225,96319
3817,96319
3825,96319
2770,96320
225,96323
3817,96323
3825,96323
4698,96327
4792,96330
4698,96337
567,96341
3834,96341
3838,96341
567,96344
3834,96344
3838,96344
225,96345
3817,96345
3825,96345
225,96347
3817,96347
3825,96347
972,96354
3863,96385
975,96457
1223,96494
1208,96565
930,97115
1031,97115
1034,97115
930,97166
1031,97166
1035,97166
73,102682
930,102768
3854,102768
3858,102768
978,102961
1229,102984
1229,102985
2945,103648
2945,103649
2945,103650
2945,103651
2945,103652
2945,103653
2945,103654
2946,103655
2946,103656
2946,103657
2946,103658
2946,103659
2946,103660
2946,103661
2946,103662
2939,103834
2939,103835
2946,103836
2946,103837
2946,103838
2946,103839
2946,103840
2946,103841
2946,103842
2946,103843
2946,103844
2946,103845
2946,103846
2946,103847
2946,103848
2946,103864
2946,103865
2946,103866
2946,103867
2946,103868
2946,103869
2946,103870
2946,103871
2946,103872
2946,103873
2946,103874
2946,103875
2946,103876
2946,103877
2946,103878
3850,104510
1103,104981
1104,105078
1218,105102
1218,105104
1071,105285
1088,105650
2335,107390
2443,107390
2452,107390
2335,107391
2443,107391
2452,107391
2335,107394
2443,107394
2452,107394
2335,107395
2443,107395
2452,107395
989,107400
2335,107400
2400,107400
989,107403
2335,107403
2400,107403
2335,107405
2417,107405
2429,107405
2335,107406
2417,107406
2429,107406
2335,107407
2417,107407
2429,107407
2335,107408
2417,107408
2429,107408
2335,107410
2417,107410
2426,107410
2335,107412
2443,107412
2449,107412
2335,107413
2443,107413
2449,107413
2335,107417
2443,107417
2444,107417
2335,107423
2437,107423
2440,107423
2335,107424
2437,107424
2440,107424
2335,107425
2437,107425
2440,107425
2335,107426
2437,107426
2439,107426
2335,107427
2437,107427
2439,107427
2335,107428
2437,107428
2439,107428
2335,107432
2373,107432
2376,107432
2335,107433
2373,107433
2376,107433
2335,107434
2373,107434
2376,107434
2335,107435
2373,107435
2376,107435
2335,107436
2368,107436
2372,107436
2335,107437
2368,107437
2372,107437
2335,107438
2368,107438
2372,107438
2335,107439
2368,107439
2372,107439
2335,107440
2368,107440
2372,107440
68,107444
91,107444
103,107444
68,107450
91,107450
101,107450
2335,107451
2417,107451
2426,107451
2335,107453
2417,107453
2426,107453
2335,107455
2417,107455
2428,107455
2335,107456
2417,107456
2426,107456
536,107458
542,107458
3973,107458
536,107463
542,107463
3973,107463
930,107464
964,107464
976,107464
930,107465
964,107465
976,107465
930,107466
964,107466
976,107466
930,107467
964,107467
975,107467
930,107468
964,107468
975,107468
2335,107474
2340,107474
2341,107474
930,107476
1053,107476
1084,107476
930,107477
1053,107477
1084,107477
2335,107478
2404,107478
2407,107478
1241,107479
1319,107479
1322,107479
2335,107481
2348,107481
2349,107481
1241,107487
1275,107487
3914,107487
1241,107489
1275,107489
3914,107489
107,107493
215,107493
4048,107493
2335,107495
2417,107495
2428,107495
107,107496
123,107496
140,107496
107,107497
123,107497
140,107497
107,107498
123,107498
140,107498
107,107501
123,107501
140,107501
107,107503
108,107503
121,107503
107,107505
108,107505
121,107505
107,107506
108,107506
121,107506
107,107507
108,107507
113,107507
1241,107508
1275,107508
3914,107508
107,107509
175,107509
177,107509
107,107513
175,107513
177,107513
2963,107516
3160,107516
3169,107516
107,107518
175,107518
177,107518
1241,107520
1275,107520
3914,107520
107,107522
175,107522
181,107522
1241,107525
1275,107525
3914,107525
1241,107526
1275,107526
3914,107526
107,107531
108,107531
120,107531
107,107532
108,107532
110,107532
107,107534
175,107534
180,107534
107,107536
175,107536
177,107536
2454,107539
4304,107539
4310,107539
107,107547
190,107547
193,107547
107,107553
123,107553
131,107553
107,107555
108,107555
110,107555
2335,107568
2417,107568
2427,107568
107,107570
190,107570
193,107570
2454,107571
4304,107571
4310,107571
2963,113116
3160,113116
3169,113116
2,127560
2335,127560
2,152296
2335,152296
3957,153431
3164,154144
3327,163041
3327,163053
3215,168348
3991,169670
2,173443
2335,173443
2,173444
2335,173444
2,173445
2335,173445
2,173456
2335,173456
3326,174663
3326,174666
3092,181668
3170,182325
3192,187578
3301,187979
3301,187985
3301,187987
3301,187997
3301,187998
3301,187999
3301,188001
3301,188004
3301,188021
3301,188025
3302,190281
3191,192039
3052,205594
2979,215354
1087,218287
2863,218288
2863,218289
2863,218290
2807,218291
2814,218292
2814,218293
2814,218294
2824,218295
2824,218296
2815,218297
2815,218298
2816,218299
2816,218300
2816,218301
2816,218302
2816,218303
2817,218304
2817,218305
2823,218306
2824,218307
2832,218308
2832,218309
2832,218310
2832,218311
2832,218312
2832,218313
2832,218314
2832,218315
2835,218316
2835,218317
2835,218318
2835,218319
2835,218320
2835,218321
2835,218322
2835,218323
2835,218324
2862,218325
2872,218327
2872,218328
2872,218329
2872,218330
2872,218331
2872,218332
2872,218333
2872,218334
2872,218335
2872,218336
2872,218337
2877,218338
2877,218339
2878,218340
2878,218341
2878,218342
2886,218343
2889,218344
3999,218345
2835,218346
2835,218347
2835,218348
2835,218349
2835,218350
3892,218351
3892,218352
3892,218353
2915,218354
2915,218355
2915,218356
2915,218357
2916,218358
2920,218359
2920,218360
2920,218361
2924,218362
2924,218363
2924,218364
2925,218365
2678,218366
1074,218371
362,218372
362,218373
362,218374
362,218375
362,218376
362,218377
362,218378
362,218379
362,218380
362,218381
362,218382
362,218383
259,218384
259,218385
259,218386
259,218387
259,218388
259,218389
259,218390
259,218391
357,218419
1729,218426
1729,218427
1729,218428
1729,218429
1072,218461
1072,218474
1072,218479
1072,218490
1072,218493
1072,218495
1072,218498
1722,218540
1722,218541
431,218636
431,218637
431,218638
431,218639
211,218640
211,218641
2,218644
2335,218644
4043,219556
4043,219557
4052,219572
4052,219573
4052,219574
4052,219575
4052,219576
4052,219577
4052,219578
4052,219579
4052,219580
4052,219581
4052,219582
4052,219583
4052,219584
4052,219585
4052,219586
4052,219587
4052,219588
4052,219589
4052,219590
4052,219591
4052,219592
4052,219593
4052,219594
4052,219595
4052,219596
4052,219597
4052,219598
4052,219599
4052,219600
4052,219601
4052,219602
4052,219603
4052,219604
4052,219605
4052,219606
4052,219607
4052,219608
4052,219609
4052,219610
4052,219611
4052,219612
4052,219613
4052,219614
4052,219615
4052,219616
4052,219617
4052,219618
4052,219619
4052,219620
4052,219621
4052,219622
4052,219623
4052,219624
4052,219625
4052,219626
4052,219627
4052,219628
4052,219629
4052,219630
4052,219631
4052,219632
4052,219633
4052,219634
4052,219635
4052,219636
4052,219637
4052,219638
4052,219639
4052,219640
4052,219641
4052,219642
4052,219643
4052,219644
4052,219645
4052,219646
4052,219647
4052,219648
4052,219649
4052,219650
4052,219651
4052,219652
4052,219653
4052,219654
4052,219655
4052,219656
4052,219657
4052,219658
4052,219659
272,219820
272,219821
272,219822
272,219823
272,219824
272,219825
3819,219839
3819,219840
3819,219841
3819,219842
3819,219843
3819,219844
3819,219845
3819,219846
357,219847
357,219848
357,219849
357,219850
357,219851
357,219852
357,219853
357,219854
367,219863
367,219864
367,219865
367,219866
367,219867
367,219868
367,219869
367,219870
367,219871
367,219872
367,219873
367,219874
367,219875
367,219876
367,219877
367,219878
367,219879
367,219880
367,219881
367,219882
367,219883
367,219884
367,219885
367,219886
367,219887
367,219888
367,219889
367,219890
367,219891
367,219892
367,219893
367,219894
367,219895
367,219896
367,219897
367,219898
367,219899
367,219900
367,219901
367,219902
367,219903
367,219904
367,219905
367,219906
367,219907
367,219908
367,219909
367,219910
367,219911
367,219912
367,219913
367,219914
367,219915
367,219916
367,219917
367,219918
367,219919
367,219920
367,219921
367,219922
367,219923
367,219924
367,219925
367,219926
367,219927
367,219928
367,219929
367,219930
367,219931
367,219932
367,219933
367,219934
367,219935
1394,220052
1394,220053
1394,220054
1394,220055
1394,220056
1394,220057
1394,220058
1394,220059
1394,220060
1394,220061
1394,220062
337,220069
337,220070
337,220071
337,220072
337,220073
337,220074
337,220075
337,220076
337,220077
337,220078
337,220079
337,220080
337,220081
337,220082
337,220083
337,220084
337,220085
337,220086
337,220087
337,220088
272,220089
1461,220090
1461,220091
1461,220092
1461,220093
1461,220094
1461,220095
1461,220096
1461,220097
1461,220098
1461,220099
1461,220100
1461,220101
3310,220105
3310,220106
3464,220107
3464,220108
3464,220109
3464,220110
3464,220111
3464,220112
3464,220113
3464,220114
3464,220115
3464,220116
3464,220117
3464,220118
3464,220119
3464,220120
3464,220121
3464,220122
1783,220138
1783,220139
1783,220140
1783,220141
1783,220142
1783,220143
1783,220144
1783,220145
1783,220146
1783,220147
1783,220148
1783,220149
1783,220150
1783,220151
1783,220152
1783,220153
1783,220154
1783,220155
1783,220156
1783,220157
1783,220158
1783,220159
1783,220160
1783,220161
1783,220162
1783,220163
1827,220225
1728,220463
517,220513
3987,220587
3987,220588
3987,220589
3987,220590
3987,220591
3987,220592
3987,220593
3987,220594
3987,220595
3987,220596
3987,220597
3987,220598
3987,220599
3987,220600
3987,220601
3987,220602
3987,220603
3987,220604
3987,220605
3987,220606
3987,220607
3987,220608
514,220708
514,220709
514,220711
514,220712
227,220721
227,220722
227,220723
227,220724
227,220725
227,220726
227,220727
227,220728
227,220729
227,220730
227,220731
227,220732
227,220733
227,220734
227,220735
227,220736
227,220737
227,220738
227,220739
227,220740
227,220741
227,220742
227,220743
227,220744
227,220745
227,220746
227,220747
227,220748
227,220749
227,220750
227,220751
227,220752
227,220753
227,220754
227,220755
227,220756
1339,220759
1339,220760
426,220761
426,220762
426,220763
426,220764
426,220765
426,220766
426,220767
426,220768
366,220783
366,220784
366,220785
366,220786
366,220787
366,220788
366,220789
366,220790
366,220791
366,220792
366,220793
366,220794
366,220795
366,220796
366,220797
366,220798
366,220799
366,220800
366,220801
366,220802
366,220803
366,220804
366,220805
366,220806
366,220807
366,220808
366,220809
366,220810
366,220811
366,220812
366,220813
366,220814
366,220815
366,220816
366,220817
366,220818
366,220819
366,220820
366,220821
366,220822
366,220823
366,220824
366,220825
366,220826
366,220827
366,220828
366,220829
366,220830
366,220831
366,220832
366,220833
366,220834
366,220835
366,220836
366,220837
366,220838
366,220839
366,220840
366,220841
366,220842
366,220843
366,220844
366,220845
366,220846
366,220847
366,220848
366,220849
366,220850
366,220851
366,220852
366,220853
366,220854
366,220855
366,220856
366,220857
366,220858
366,220859
366,220860
366,220861
366,220862
366,220863
366,220864
366,220865
366,220866
366,220867
366,220868
366,220869
366,220870
366,220871
366,220872
366,220873
366,220874
366,220875
366,220876
366,220877
366,220878
366,220879
366,220880
366,220881
366,220882
366,220883
366,220884
366,220885
366,220886
366,220887
366,220888
366,220889
366,220890
366,220891
366,220892
366,220893
366,220894
366,220895
366,220896
366,220897
366,220898
366,220899
366,220900
1766,220901
1766,220902
448,220903
448,220904
448,220905
448,220906
448,220907
448,220908
448,220909
448,220910
448,220911
448,220912
448,220913
448,220914
448,220915
448,220916
448,220917
448,220918
448,220919
448,220920
448,220921
448,220922
448,220923
448,220924
448,220925
259,220943
259,220944
259,220945
259,220946
259,220947
259,220948
259,220949
259,220950
356,220981
356,220982
356,220983
356,220984
356,220985
356,220986
356,220987
356,220988
356,220989
356,220990
356,220991
356,220992
356,220993
356,220994
356,220995
337,220999
337,221000
337,221001
337,221002
337,221003
337,221004
337,221005
337,221006
337,221007
337,221008
337,221009
337,221010
337,221011
337,221012
337,221013
337,221014
337,221015
337,221016
337,221017
337,221018
337,221019
3949,221020
362,221122
362,221123
362,221124
362,221125
362,221126
362,221127
362,221128
362,221129
362,221130
362,221131
362,221132
362,221133
362,221134
362,221135
362,221136
362,221137
362,221138
362,221139
362,221140
362,221141
362,221142
362,221143
362,221144
362,221145
362,221146
362,221147
362,221148
362,221149
362,221150
362,221151
362,221152
362,221153
362,221154
362,221155
362,221156
362,221157
362,221158
362,221159
362,221160
362,221161
362,221162
362,221163
362,221164
362,221165
362,221166
362,221167
362,221168
362,221169
362,221170
362,221171
362,221172
362,221173
362,221174
362,221175
362,221176
362,221177
362,221178
362,221179
362,221180
362,221181
362,221182
362,221183
362,221184
362,221185
362,221186
362,221187
362,221188
362,221189
362,221190
362,221191
362,221192
362,221193
362,221194
362,221195
362,221196
362,221197
362,221198
362,221199
362,221200
362,221201
362,221202
362,221203
362,221204
362,221205
362,221206
362,221207
362,221208
3543,221326
3543,221327
3543,221328
3543,221329
331,221343
331,221344
331,221345
331,221346
331,221347
331,221348
331,221349
331,221350
331,221351
331,221352
331,221353
331,221354
331,221355
331,221356
331,221357
1122,221369
1122,221372
373,221383
373,221384
373,221385
1852,221402
1852,221405
1852,221409
1852,221415
1852,221417
1852,221420
1852,221425
1852,221449
299,221954
299,221955
299,221956
299,221957
299,221958
299,221959
299,221960
299,221961
299,221962
299,221963
299,221964
299,221965
299,221966
299,221967
299,221968
362,221973
362,221974
362,221975
362,221976
362,221977
362,221978
362,221979
362,221980
362,221981
362,221982
362,221983
362,221984
362,221985
362,221986
362,221987
362,221988
362,221989
362,221990
362,221991
362,221992
362,221993
362,221994
362,221995
362,221996
362,221997
362,221998
362,221999
362,222000
362,222001
362,222002
362,222003
362,222004
362,222005
362,222006
362,222007
362,222008
362,222009
362,222010
362,222011
362,222012
362,222013
362,222014
362,222015
362,222016
362,222017
362,222018
362,222019
362,222020
362,222021
362,222022
362,222023
362,222024
362,222025
362,222026
362,222027
