#,Date,Customer,Remarks,Due Date,Branch,Document Status,Document Total (FC),Document Total (SC),Document Status,Canceled,Total Discount,Total Discount (FC),Total Discount (SC),Ship To,Bill to,Applied WTax,Document Total,Tax Amount (SC),Project,Inside Sales Owner,
10210558,16 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1375.,14 Jun 18,Maharashtra,,0,"38,193.48",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,38193.48,5826.12,21122,Swati Bhosale,
10210557,16 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1380.,16 Jul 18,Maharashtra,,0,"9,177.78",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,9177.78,1400,25474,Swati Bhosale,
10210556,16 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 941.,13 Aug 18,Maharashtra,,0,"48,380.00",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,48380,7380,21105,Swati Bhosale,
10210555,16 Jul 18,J S Equipments,Based On Sales Quotations 1372.,19 Jul 18,Maharashtra,,0,"18,42,467.63",Closed,Yes,0,0,0,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,0,1842467.63,281054.36,25360,Rajani Ong,
10210554,14 Jul 18,J S Equipments,Based On Sales Quotations 1298.,19 Jul 18,Maharashtra,,0,"16,16,407.52",Closed,No,0,0,0,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,0,1616407.52,246570.60,25359,Rajani Ong,
10210553,16 Jul 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 1373.,30 Jul 18,Maharashtra,,0,"2,984.70",Closed,No,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,2984.7,455.3,21390,Pravin Shinde,
10210552,16 Jul 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 1304.,20 Jul 18,Maharashtra,,0,"3,526.05",Closed,No,0,0,0,Taluka Phaltan Technical Centre Division:Dahanukar Colony Kothrud Pune 411038 Maharashtra,Technical Centre Division:Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,3526.05,537.88,25367,Sajida Sayyed,
10210551,14 Jul 18,Panexcell Clinical Lab Pvt. Ltd.,Based On Sales Quotations 1352.,18 Jul 18,Maharashtra,,0,"10,816.66",Closed,No,0,0,0,R-374TTC MIDC Rabale Navi Mumbai 400701 Maharashtra,R-374TTC MIDC Rabale Navi Mumbai 400701 Maharashtra,0,10816.66,1650,25339,Rahul Sonawane,
10210550,13 Jul 18,Trident Computer Resources Inc.,Based On Sales Quotations 1332.,13 Jul 18,Maharashtra,,3681.6,"2,52,300.06",Closed,No,0,0,0,151 Industrial Way East  Eatontown NJ  7724 USA,151 Industrial Way East  Eatontown NJ  7724 USA,0,252300.06,38486.46,25111,Rajani Ong,
10210549,13 Jul 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 636.,27 Jul 18,Maharashtra,,0,"15,188.96",Closed,No,0,0,0,Industrial Area No. 2 A B Road Dewas 455001 Madhya Pradesh,Industrial Area No. 2 A B Road Dewas 455001 Madhya Pradesh,0,15188.96,2316.96,20063,Poonam Mohite,
10210548,13 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1346.,16 Jul 18,Maharashtra,,0,"2,832.00",Closed,No,0,0,0,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,0,2832,432,25421,Puja Pawar,
10210547,13 Jul 18,ZF India Pvt. Ltd.,Based On Sales Quotations 1343.,31 Aug 18,Maharashtra,,0,"30,537.22",Closed,No,0,0,0,B-38 MIDC Chakan Industrial Area Phase II Vasuli Tal Khed Pune 410501 Maharashtra,B-38 MIDC Chakan Industrial Area Phase II Vasuli Tal Khed Pune 410501 Maharashtra,0,30537.22,4658.22,20197,Pravin Shinde,
10210546,13 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1342.,14 Jul 18,Maharashtra,,0,"1,41,007.05",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,141007.05,21509.55,25406,Dipali Ghanvat,
10210545,13 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1338.,16 Jul 18,Maharashtra,,0,"4,566.60",Closed,No,0,0,0,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,0,4566.6,696.6,21416,Puja Pawar,
10210544,13 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1340.,31 Jul 18,Maharashtra,,0,"4,04,433.20",Open,No,0,0,0, Taluka Purundhar Jejuri Trading Unit Plant C-75 MIDCIndustrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,404433.20,61693.2,25371,Nisha Patil,
10210543,13 Jul 18,Applied Analytics Inc. (UK),Based On Sales Quotations 447.,13 Jul 18,Maharashtra,,82117.23,"54,74,509.37",Open,No,0,0,0,32 Wigmore Street 1st Floor London  W1V2RP UNITED KINGDOM,32 Wigmore Street 1st Floor London  W1V2RP UNITED KINGDOM,0,5474509.37,0,11120,Mayur Salunke,
10210542,13 Jul 18,Applied Analytics Inc. (UK),Based On Sales Quotations 447.,13 Jul 18,Maharashtra,,63609.01,"42,40,621.87",Open,No,0,0,0,32 Wigmore Street 1st Floor London  W1V2RP UNITED KINGDOM,32 Wigmore Street 1st Floor London  W1V2RP UNITED KINGDOM,0,4240621.87,0,11120,Mayur Salunke,
10210541,13 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1337.,6 Jul 18,Maharashtra,,0,"1,31,256.12",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,131256.12,20022.12,25007,Dipali Ghanvat,
10210540,13 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1330.,13 Jul 18,Maharashtra,,0,"1,652.00",Open,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,1652,252,25401,Sheeba Shaikh,
10210539,12 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1072.,23 Jul 18,Maharashtra,,0,"10,030.00",Closed,Yes,0,0,0,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,Bayer House Central Avenue Hiranandani Estate Ghodbunder Road Thane 400607 Maharashtra,0,10030,1530,21275,Sandeep Pal,
10210538,12 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1321.,13 Jul 18,Maharashtra,,0,"11,287.88",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,11287.88,1721.88,25376,Swati Bhosale,
10210537,12 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1318.,25 Jul 18,Maharashtra,,0,"6,877.76",Closed,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,6877.76,875.76,25129,Nisha Patil,
10210536,12 Jul 18,Stanley Engineered Fastening India Pvt. Ltd.,Based On Sales Quotations 1278.,19 Jul 18,Maharashtra,,0,"15,450.00",Closed,No,0,0,0,SIPCOT Industrial Growth Centre OZ-14 Kanchipuram 602105 Tamil Nadu,SIPCOT Industrial Growth Centre OZ-14 Kanchipuram 602105 Tamil Nadu,0,15450,0,25307,Sandeep Pal,
10210535,12 Jul 18,Jindal Drugs Pvt. Ltd.,Based On Sales Quotations 1308.,17 Jul 18,Maharashtra,,0,"8,456.65",Open,No,0,0,0,Plot No.T-22 M.I.D.C Talom Industrial Area M.I D.C Taloja Dist. Raigad Navi Mumbai 410208 Maharashtra,Plot No.T-22 M.I.D.C Talom Industrial Area M.I D.C Taloja Dist. Raigad Navi Mumbai 410208 Maharashtra,0,8456.65,1290,25125,Rahul Sonawane,
10210534,12 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1302.,10 Aug 18,Maharashtra,,0,"3,09,260.96",Closed,No,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,309260.96,47175.4,25085,Rajani Kyatham,
10210533,12 Jul 18,Stanley Engineered Fastening India Pvt. Ltd.,Based On Sales Quotations 1279.,19 Jul 18,Maharashtra,,0,"6,342.00",Closed,No,0,0,0,SIPCOT Industrial Growth Centre OZ-14 Kanchipuram 602105 Tamil Nadu,SIPCOT Industrial Growth Centre OZ-14 Kanchipuram 602105 Tamil Nadu,0,6342,0,20716,Sandeep Pal,
10210532,12 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1300.,12 Jul 18,Maharashtra,,0,"30,992.57",Closed,No,0,0,0,All India Institute of Medial Science  Department of Lab Medicine New Delhi 110029 Delhi,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,30992.57,6019.04,25175,Puja Pawar,
10210531,12 Jul 18,J S Equipments,Based On Sales Quotations 1298.,19 Jul 18,Maharashtra,,0,"16,16,407.52",Closed,Yes,0,0,0,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,0,1616407.52,246570.60,25359,Rajani Ong,
10210530,12 Jul 18,J S Equipments,Based On Sales Quotations 1295.,19 Jul 18,Maharashtra,,0,"19,83,554.66",Closed,Yes,0,0,0,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,0,1983554.66,302576.12,25360,Rajani Ong,
10210529,11 Jul 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 166.,1 Aug 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"72,925.29",Closed,No,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,72925.29,11124.2,19911,Sajida Sayyed,
10210528,11 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 367.,18 Jul 18,Maharashtra,,0,"15,376.09",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,15376.09,1952.06,20064,Supriya Govalkar,
10210527,11 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1290.,10 Jul 18,Maharashtra,,0,"4,43,210.95",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,443210.95,67608.45,25188,Dipali Ghanvat,
10210526,11 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1207.,13 Jul 18,Maharashtra,,0,"18,202.13",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,18202.13,2776.6,25218,Swati Bhosale,
10210525,11 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1283.,13 Jul 18,Maharashtra,,0,"60,479.25",Closed,Yes,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,60479.25,9225.65,25266,Swati Bhosale,
10210524,11 Jul 18,Survival Systems India,Based On Sales Quotations 1171.,12 Jul 18,Maharashtra,,0,"1,691.04",Closed,No,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,1691.04,80.52,25102,Sarika Tanawade,
10210523,11 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1285.,11 Jul 18,Maharashtra,,0,"12,876.16",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,12876.16,1964.16,25290,Dipali Ghanvat,
10210522,9 Jul 18,Parveen Industries Pvt. Ltd.,Based On Sales Quotations 1249.,28 Jul 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"1,16,525.00",Closed,Yes,0,0,0,R-55 T.T.C. MIDC Industries Area Rabale. Navi Mumbai 400701 Maharashtra,R-55 T.T.C. MIDC Industries Area Rabale. Navi Mumbai 400701 Maharashtra,0,116525.00,17775,25216,Rajani Kyatham,
10210521,9 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1262.,11 Jul 18,Maharashtra,,0,"1,04,582.22",Closed,No,0,0,0,Plot No 71 and 72 Sector-3 IIe Pantnagar Udham Singh Nagar 263153 Uttarakhand,Plot No 71 and 72 Sector-3 IIe Pantnagar Udham Singh Nagar 263153 Uttarakhand,0,104582.22,4980.11,25274,Rajani Kyatham,
10210520,9 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1014.,27 Aug 18,Maharashtra,,0,"3,66,421.05",Closed,No,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,366421.05,55894.74,21165,Rajani Kyatham,
10210519,10 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1149.,7 Jul 18,Maharashtra,,0,"50,089.45",Open,No,0,0,0,APuzhal Rajiv Gandhi Institute of Medical Sciences NH 7 Main Road Adilabad Town Adilabad 504001 Telangana,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,50089.45,10957.07,21359,Rahul Sonawane,
10210518,7 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1238.,7 Jul 18,Maharashtra,,0,"50,089.45",Open,No,0,0,0,APuzhal Institute of Preventive medicine  Narayanguda Hyderabad 500029 Telangana,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,50089.45,10957.07,20674,Rahul Sonawane,
10210517,9 Jul 18,Survival Systems India,Based On Sales Quotations 915.,16 Jul 18,Maharashtra,,0,"14,147.28",Closed,No,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,14147.28,1515.78,20787,Sarika Tanawade,
10210516,9 Jul 18,Cummins India Ltd.,Based On Sales Quotations 1254.,23 Jul 18,Maharashtra,,0,"40,056.48",Closed,No,0,0,0,Phaltan CIL_EBU_085   Kothrud Pune 411038 Maharashtra,CIL_EBU_085   Kothrud Pune 411038 Maharashtra,0,40056.48,8762.36,21120,Pravin Shinde,
10210515,9 Jul 18,Demosha Chemicals Pvt. Ltd.,Based On Sales Quotations 1256.,13 Jul 18,Maharashtra,,0,"8,623.44",Closed,No,0,0,0,Plant: 82 GIDC Industrial Area Gundlav Valsad 396035 Gujarat,Plant: 82 GIDC Industrial Area Gundlav Valsad 396035 Gujarat,0,8623.44,1315.44,25219,Dipali Ghanvat,
10210514,9 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1165.,20 Jul 18,Maharashtra,,0,"20,845.88",Closed,Yes,0,0,0,APuzhal All India Institute of Medical Sciences Great Eastern Rd AIIMS Campus Tatibandh Raipur 492099 Chhattisgarh,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,20845.88,3179.88,21191,Puja Pawar,
10210513,6 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1203.,25 Jul 18,Maharashtra,,0,"72,204.20",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,72204.2,11014.2,25012,Swati Bhosale,
10210512,9 Jul 18,Applied Analytics Inc. (UK),Based On Sales Quotations 447.,10 Aug 18,Maharashtra,,82117.23,"54,74,509.37",Closed,Yes,0,0,0,32 Wigmore Street 1st Floor London  W1V2RP UNITED KINGDOM,32 Wigmore Street 1st Floor London  W1V2RP UNITED KINGDOM,0,5474509.37,0,,Mayur Salunke,
10210511,7 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1108.,9 Jul 18,Maharashtra,,0,"6,372.00",Closed,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,6372,972,21329,Nisha Patil,
10210510,7 Jul 18,Johnson Matthey Chemicals India Pvt. Ltd.,Based On Sales Quotations 620.,2 Aug 18,Maharashtra,,0,"41,300.00",Closed,No,0,0,0,Plot No. 6A MIDC Industrial Estate TalojaDist. Raigad Taloja 410208 Maharashtra,Plot No. 6A MIDC Industrial Estate TalojaDist. Raigad Taloja 410208 Maharashtra,0,41300,6300,19448,Neha Mundhe,
10210509,9 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1232.,17 May 18,Maharashtra,,0,"4,17,318.56",Closed,No,0,0,0,Inventor Bldg 2nd Flr ITPL  Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,417318.56,63658.76,19490,Supriya Govalkar,
10210508,7 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1187.,10 Jul 18,Maharashtra,,0,"8,850.00",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,8850,1350,25162,Swati Bhosale,
10210507,6 Jul 18,Nhava Sheva International Container Terminal Pvt. Ltd.,Based On Sales Quotations 1226.,13 Jul 18,Maharashtra,,0,"14,127.22",Closed,No,0,0,0,NSICT Pvt. Ltd.-Engg Stores Opreration Centre Sheva Navi Mumbai 400707 Maharashtra,DP WorldNhavasheva Operation Centre Sheva Navi Mumbai 400707 Maharashtra,0,14127.22,2155,25119,Rahul Sonawane,
10210506,7 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1195.,28 Aug 18,Maharashtra,,0,"11,674.47",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,11674.47,1780.85,25189,Swati Bhosale,
10210505,6 Jul 18,John Energy Ltd.,Based On Sales Quotations 1224.,20 Jul 18,Maharashtra,,0,"10,32,948.40",Closed,No,0,0,0,3-64/2 Spinning Mill Colony-2Aphb Colony Lalacheruvu Rajahmundry Rajahmundry 533101 Andhra Pradesh,3-64/2 Spinning Mill Colony-2Aphb Colony Lalacheruvu Rajahmundry Rajahmundry 533101 Andhra Pradesh,0,1032948.40,157568.40,25237,Mithun Trisule,
10210504,6 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1216.,6 Jul 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"21,240.10",Closed,No,0,0,0,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,0,21240.1,3240.02,21201,Rajani Kyatham,
10210503,6 Jul 18,Survival Systems India,Based On Sales Quotations 1225.,9 Jul 18,Maharashtra,,0,"10,904.25",Closed,No,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,10904.25,2385.3,25234,Sarika Tanawade,
10210502,6 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1220.,7 Jul 18,Maharashtra,,0,"74,724.07",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,74724.07,11398.59,25197,Dipali Ghanvat,
10210501,6 Jul 18,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Based On Sales Quotations 1218.,20 Jun 18,Maharashtra,,0,"11,488.90",Closed,No,0,0,0,NSIGT Pvt. Ltd. Engg Stores Engg Stores Store Operation Centre Sheva Navi Mumbai 400707 Maharashtra,Operation Centre Sheva Navi Mumbai 400707 Maharashtra,0,11488.9,1752.54,20121,Rahul Sonawane,
10210500,6 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1206.,20 Jul 18,Maharashtra,,0,"27,581.08",Closed,No,0,0,0,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,0,27581.08,4207.28,25208,Puja Pawar,
10210499,6 Jul 18,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Based On Sales Quotations 1211.,30 Jun 18,Maharashtra,,0,857.36,Closed,No,0,0,0,NSIGT Pvt. Ltd. Engg Stores Engg Stores Store Operation Centre Sheva Navi Mumbai 400707 Maharashtra,Operation Centre Sheva Navi Mumbai 400707 Maharashtra,0,857.36,130.78,21210,Mayur Salunke,
10210498,5 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1174.,18 Jul 18,Maharashtra,,0,"73,892.38",Closed,Yes,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,73892.38,16163.96,21469,Rajani Kyatham,
10210497,5 Jul 18,Cummins India Ltd.,Based On Sales Quotations 1062.,27 Jul 18,Maharashtra,,0,"4,028.28",Closed,No,0,0,0,Phaltan CIL_EBU_085   Kothrud Pune 411038 Maharashtra,CIL_EBU_085   Kothrud Pune 411038 Maharashtra,0,4028.28,614.48,21240,Sajida Sayyed,
