Code,Manufacturer Name,Data Source,User Signature
1052,EQUINOX,O,1
1053,BRITOOL,O,1
1054,JI,O,1
1055,DEERFOS,O,1
1056,DOTCO,O,1
1057,SAIL,O,1
1058,LUFKIN,O,1
1059,Roots,O,1
1060,TE CONNECTIVITY,O,1
1061,ORIONE,O,1
1062,WURTH,O,1
1063,ROTORK,O,1
1064,KOBE TOOLS,O,1
1065,ATI,O,1
1066,WIN,O,1
1067,KOSMEK,O,1
1068,DUPLON,O,1
1069,EATON-MOELLER,O,1
1070,ROLAND,O,1
1071,DANIEL WOODHEAD,O,1
1072,AJAY,O,1
1073,TRUTHREAD,O,1
1074,JOUCOMATIC,O,1
1075,SPARKLE,O,1
1076,CREST,O,1
1077,JK PORT,O,1
1078,BRUKER,O,1
1079,TESTO,O,1
1080,CAMIL,O,1
1081,JOBE'S,O,1
1082,BUTECH,O,1
1083,WESTERN,O,1
1084,DOLAN JENNER,O,1
1085,BRINKMANN,O,1
1086,KISAN,O,1
1087,AEROSHELL,O,1
1088,EVEREADY AAA,O,1
1089,SHANTHI,O,1
1090,MARZOCCHI,O,1
1091,INFINITY,O,1
1092,FLEXIM,O,1
1093,MILWAUKEE,O,1
1094,BIAX,O,1
1095,AQUA,O,1
1096,ORANGE,O,1
1097,HAWE HYDRAULIK,O,1
1098,MAER MACRO,O,1
1099,FEIN,O,1
1100,A ONE,O,1
1101,LEGRIS/NITTO,O,1
1102,PRIMA,O,1
1103,MANNER,O,1
1104,HEULE,O,1
1105,ULLMAN,O,1
1106,DREBON,O,1
1107,SIMPEX,O,1
1108,TESTEX,O,1
1109,BOSCH DREMEL,O,1
1110,KAPTON,O,1
1111,NEC,O,1
1112,GMP,O,1
1113,ELOS TOUCHPRO,O,1
1114,ELMER'S,O,1
1115,TELEDYNE,O,1
1116,SANVEND,O,1
1117,TROCHOID,O,1
1118,UFS,O,1
1119,SPECSEAL,O,1
1120,DSON EVS,O,1
1121,LUXMI,O,1
1122,TARAVISION,O,1
1123,SAFE PRO,O,1
1124,3C3,O,1
1125,MOOSH,O,1
1126,KERN (Germany),O,1
1127,CERA/HINDUSTAN/PERRIYWARE,O,1
1128,COX,O,1
1129,HYLOMAR,O,1
1130,METAFLUX,O,1
1131,RELPOL,O,1
1132,ASIAN FIRST,O,1
1133,DE STA CO,O,1
1134,EBM PAPST,O,1
1135,DRAEGER,O,1
1136,PLYMOVENT,O,1
1137,CIM,O,1
1138,DEUBLIN,O,1
1139,FREUDEN,O,1
1140,SHAKO,O,1
1141,NEUTRIK,O,1
1142,VERMASON,O,1
1143,MERCURY,O,1
1144,CG,O,1
1145,SKULLCANDY,O,1
1146,MICRO,O,1
1147,ARTESYN EMBEDDED TECHNOLOGIES,O,1
1148,ORPAT,O,1
1149,AVMOUNT,O,1
1150,BALDOR,O,1
1151,ONLITE,O,1
1152,KS TOOL,O,1
1153,TOTAL CARTER,O,1
1154,SENSOR,O,1
1155,JIFFY,O,1
1156,RUF N TUF,O,1
1157,PEAK,O,1
1158,CETA,O,1
1159,KAYSON,O,1
1160,INGERSOLL-RAND/ARO,O,1
1161,DUNLOP,O,1
1162,MILAN,O,1
1163,SECURE,O,1
1164,BT TOYOTA,O,1
1165,ECODRIVE FENNER,O,1
1166,ROLL,O,1
1167,ADDCON,O,1
1168,EST,O,1
1169,COOLING SYSTEM,O,1
1170,RALLIWOLF,O,1
1171,MILTON,O,1
1172,IMADA,O,1
1174,DR. FIXIT,O,1
1175,ANKER,O,1
1176,SIMPLEX,O,1
1177,NEKO,O,1
1178,ANALOG DEVICES,O,1
1179,FLUCORT-N,O,1
1180,ELECTRO,O,1
1181,EGNO,O,1
1182,TERYAIR,O,1
1183,TRANS-O-SONIC,O,1
1184,ZEC,O,1
1185,VEKTEK,O,1
1186,VENT,O,1
1187,USHA GOLD,O,1
1188,RATHI,O,1
1189,AVCON,O,1
1190,T-kING(TM),O,1
1191,HACH,O,1
1192,KLINGER,O,1
1193,PROMTECH,O,1
1194,TOTTEM,O,1
1195,AZZURRA,O,1
1196,ZEBRIK,O,1
1197,NHP,O,1
1198,NEW AGE,O,1
1199,CP-PLUS,O,1
1200,VICTORY,O,1
1201,METSCAN,O,1
1202,TECHCOM,O,1
1203,MOREPEN,O,1
1204,PORTRONICS,O,1
1205,CENTRAL MACHINERY,O,1
1206,TRANSFLO,O,1
1207,KIIRLOSKAR,O,1
1208,ABRO,O,1
1209,WACKER,O,1
1210,DAMAR,O,1
1211,MICROFLAT,O,1
1212,DPP,O,1
1213,ITALIAN,O,1
1214,FORTUNE,O,1
1215,FILTECH,O,1
1216,ABBOT,O,1
1217,PERKIN ELMER,O,1
1218,ASVK,O,1
1219,MURRPLASTIK,O,1
1220,OSHA,O,1
1221,FLOWTECH,O,1
1222,THERMAL TRANSFER,O,1
1223,KASON,O,1
1224,UKL,O,1
1225,YAMAHA,O,1
1226,VECTOR,O,1
1227,BRINNO,O,1
1228,G-SKILL,O,1
1229,BRIGHTSTAR,O,1
1230,USHA,O,1
1231,YUNYI,O,1
1232,CARAT,O,1
1233,SHIMADZU,O,1
1234,PRECIMECH,O,1
1235,BELLCROSS,O,1
1236,CAFE BROOKE/WAGH BAKRI,O,1
1237,CALINA,O,1
1238,M TECH,O,1
1239,GEMKOLABWELL,O,1
1240,SCHWEGLER,O,1
1241,GOODIS,O,1
1242,ESSAE,O,1
1243,SEVEN OCEANS,O,1
1244,ZENFOG,O,1
1245,MUVTONS,O,1
1246,MINILEC,O,1
1247,HILLSON,O,1
1248,DOLD,O,1
1249,JISL,O,1
1250,KAYO IKON,O,1
1251,YASKAWA,O,1
1252,NATIONAL,O,1
1253,USAG,O,1
1254,ECO365,O,1
1255,ENGINEERS,O,1
1256,ICOM,O,1
1257,JSL,O,1
1258,OTTO,O,1
1259,SP AIR TOOLS,O,1
1260,KENWOOD,O,1
1261,WATSON SMITH,O,1
1262,AMPHENOL,O,1
1263,STAHLWILLE GERMANY,O,1
1264,AJAX,O,1
1265,BELIMO,O,1
1266,OLIXAR,O,1
1267,PRIME TOOLS,O,1
1268,MORPHY RICHARDS,O,1
1269,KEL-LEBON,O,1
1270,ARCTIC SILVER,O,1
1271,ENDEAVOUR INSTRUMENT,O,1
1272,EMBRACO,O,1
1273,BUTTKICKER,O,1
1274,UGREEN,O,1
1275,CARLO GAVAZZI,O,1
1276,BOSNY,O,1
1277,HULK,O,1
1278,INDE,O,1
1279,WEIR BDK,O,1
1280,MAXCELL,O,1
1281,KOBOLD,O,1
1282,TSI,O,1
1283,MAYR,O,1
1284,TRIDENT SPECTRA,O,1
1285,ANNA,O,1
1286,METRO,O,1
1287,FSK JAPAN,O,1
1288,WHIRPOOL,O,1
1289,SWAGELOK TYPE,O,1
1290,OPTEX,O,1
1291,LIQUIFLO,O,1
1292,DOVE,O,1
1293,NIKE,O,1
1294,IDAPT,O,1
1295,DEFLECTO,O,1
1296,OIL-DRI,O,1
1297,PARABOND,O,1
1298,UNIQUAL,O,1
1299,GERAND,O,1
1300,GSV,O,1
1301,ITC,O,1
1302,ADHOC,O,1
1303,MAXSPARE,O,1
1304,I TAPE,O,1
1305,DELUXE,O,1
1306,HIF,O,1
1307,MAXFLOW,O,1
1308,TIC,O,1
1309,TE-CO,O,1
1310,ALEMITE,O,1
1311,KAPSUN,O,1
1312,BEETAL,O,1
1313,SECO,O,1
1314,FABORY,O,1
1315,ZF,O,1
1316,SAMRAT,O,1
1317,YAMATAKE/ AZBIL,O,1
1318,VERITEK,O,1
1319,TATA,O,1
1320,Nandan,O,1
1321,MILESTONE,O,1
1322,GELBAU,O,1
1323,TUPPERWARE,O,1
1324,SAENTIS,O,1
1325,F-SPORTS,O,1
1326,SMS,O,1
1327,COMPREHENSIVE CABLES,O,1
1328,DEEP JYOTI,O,1
1329,Sysbel,O,1
1330,TECHNOTECH,O,1
1331,WAM,O,1
1332,ACRYLIC,O,1
1333,METCO,O,1
1334,SC,O,1
1335,RK,O,1
1336,PRATEEK,O,1
1337,BONDHUS,O,1
1338,SIIG,O,1
1339,MOXA,O,1
1340,FUNKE,O,1
1341,REYCHEM,O,1
1342,KV LITE,O,1
1343,HOLIK,O,1
1344,O GENERAL,O,1
1345,Rotomac,O,1
1346,SNAP 'N GRIP,O,1
1347,BITZER,O,1
1348,ALICAT,O,1
1349,META-BIOMED,O,1
1350,ESP SAFETY INC,O,1
1351,BESSEY,O,1
1352,B & R,O,1
1353,AMP-TE CONN,O,1
1354,CANNON,O,1
1355,TE CONN,O,1
1356,DEER,O,1
1357,BOTOU/ X SPARK,O,1
1358,OPTO22,O,1
1359,KNF,O,1
1360,WINTERS,O,1
1361,PEI GENESIS,O,1
1362,TECHNOVATION,O,1
1363,BIRD AWAY,O,1
1364,RIKEN KEIKI,O,1
1365,KUMAUN,O,1
1366,MAHALAXMI,O,1
1367,DATAMAX,O,1
1368,GESIPA,O,1
1369,ORIENTAL (BL),O,1
1370,MEAN WELL,O,1
1371,SYMBOL,O,1
1372,YANKEE,O,1
1373,NUTRONICS,O,1
1374,ROTHENBERGER,O,1
1375,STIGA,O,1
1376,STAG,O,1
1377,IDEC,O,1
1378,Vikas,O,1
1379,MOLEX PREMISE NETWORK,O,1
1380,JOHN PARRIS,O,1
1381,NETGEAR,O,1
1382,UNITY,O,1
1383,VIKRAM,O,1
1384,DUNGS,O,1
1385,FAIRCHILD,O,1
1386,PROSAFE,O,1
1387,T & S,O,1
1388,PUMA,O,1
1389,SPARX,O,1
1390,WINNER,O,1
1391,MILLER,O,1
1392,PYROPOL,O,1
1393,CAPSTAN,O,1
1394,LARK,O,1
1395,HAVELLES,O,1
1396,StarTech,O,1
1397,ACR,O,1
1398,NORTH WEST,O,1
1399,DELTA,O,1
1400,ELECTRICA ENERGY PRODUCTS,O,1
1401,APACH,O,1
1402,COLE-PARMER,O,1
1403,SAMICK,O,1
1404,ART LINE,O,1
1405,TAIWAN,O,1
1406,REVO,O,1
1407,TRUCASE,O,1
1408,FEROLITE,O,1
1409,SHOCKWATCH,O,1
1410,AMARON QUANTA,O,1
1411,KELVINATOR,O,1
1412,ROOTSSCRUB,O,1
1413,DYNAFLUX,O,1
1414,WAHL,O,1
1415,SINGER SAFETY,O,1
1416,AIRVAK,O,1
1417,Seematz,O,1
1418,BRUKE,O,1
1419,YURI,O,1
1420,TESCOM,O,1
1421,PARKAR LEGRIS,O,1
1422,OMTECH,O,1
1423,WERNER FINLEY,O,1
1424,EUROTHERM,O,1
1425,Gefran Italy,O,1
1426,HALLMARK,O,1
1427,CIMWORKS GAGETALKER,O,1
1428,IBM,O,1
1429,LLOYD,O,1
1430,HUSKEY,O,1
1431,AGUANT,O,1
1432,LIBRATHERM,O,1
1433,ENDRESS + HAUSER,O,1
1434,PRECIOUS,O,1
1435,DOMINATOR,O,1
1436,SUPER SCANNER,O,1
1437,GENEMATRIX,O,1
1438,OMNIFLEX,O,1
1439,BESTOOL-KANON,O,1
1440,BAUSCH & LOMB,O,1
1441,SEVANA,O,1
1442,WIND SOCK,O,1
1443,NESTLE,O,1
1444,SAFEGATE,O,1
1445,ENDRESS+HAUSER,O,1
1446,GETAC,O,1
1447,SAFT,O,1
1448,UNIMED-MIDWEST,O,1
1449,FAG BEARINGS,O,1
1450,CAREWELL,O,1
1451,TP LINK,O,1
1452,NORDSON EFD,O,1
1453,TEXMO,O,1
1454,BORIS,O,1
1455,SUNON,O,1
1456,LABINO,O,1
1457,PL ELECTRIC,O,1
1458,ECOFIT,O,1
1459,KENSINGTON,O,1
1460,YUZUKI,O,1
1461,LUBESITE,O,1
1462,PARAFILM,O,1
1463,AR ENGINEERING,O,1
1464,SANWA,O,1
1465,HAULOTTE,O,1
1466,SMARTSCAN UK,O,1
1467,AE/Equivalent,O,1
1468,ELEKTROMOTORENWERK BRIENZ AG,O,1
1469,YUBO,O,1
1470,HIKVISION,O,1
1471,SUNWIN,O,1
1472,CREATIVE,O,1
1473,ATS ELGi,O,1
1474,KIMTECH,O,1
1475,TRINA SOLAR,O,1
1476,SPRECHER & SCHUH,O,1
1477,RALLI WOLF,O,1
1478,PRECISE CHAMPION,O,1
1479,AIL,O,1
1480,ASCOTT,O,1
1481,RIGAKU,O,1
1482,KHERAJ,O,1
1483,A M,O,1
1484,GOBBLER,O,1
1485,RAPID-I,O,1
1486,3M/SCOTCH-WELD,O,1
1487,LEAK PROOF,O,1
1488,VIKING,O,1
1489,DEGREE C,O,1
1490,CAPTRON,O,1
1491,SPARK,O,1
1492,OZAK,O,1
1493,HUBNER BERLIN,O,1
1494,KNUFFI,O,1
1495,RUDRRA SENSOR,O,1
1496,SCOPE,O,1
1497,EAGLE,O,1
1498,JABRA,O,1
1499,JST MANUFA,O,1
1500,TYGON,O,1
1501,TYCO,O,1
1502,HEMPEL,O,1
1503,YOKINS,O,1
1504,CONCORDER,O,1
1505,STANVAC,O,1
1506,TODD SYSTEMS,O,1
1507,HALONIX,O,1
1508,HELVI,O,1
1509,SPECTRALAB,O,1
1510,MAYUR LEATHER,O,1
1511,NSAW,O,1
1512,MEXTECH,O,1
1513,MIKADO,O,1
1514,ROCKET,O,1
1515,MILLER ELECTRIC,O,1
1516,ZEN AIR,O,1
1517,BASE EATER,O,1
1518,BERARMA,O,1
1519,DESOUTTER,O,1
1520,ELLSWORTH,O,1
1521,LHP,O,1
1522,HANSFORD SENSORS,O,1
1523,DRYCOOL,O,1
1524,NETZSCH,O,1
1525,SHREEJI PRESSURE GAUGES,O,1
1526,ECLIPSE,O,1
1527,SURF EXCEL,O,1
1528,EMI,O,1
1529,IVY,O,1
1530,GM,O,1
1532,SMW AUTOBLOK,O,1
1533,MAHLE,O,1
1534,NEREDERMAN,O,1
1535,FUJI ELECTRIC,O,1
1536,CLEANFLOOR,O,1
1537,ASV,O,1
1538,PRIL,O,1
1539,ALKOISGN,O,1
1540,COGNEX,O,1
1541,LIVE TECH,O,1
1542,HARRIS,O,1
1543,TA INSTRUMENTS,O,1
1544,FAG,O,1
1545,MICRO RIDGE,O,1
1546,MACRO CRANS,O,1
1547,HAYMAN,O,1
1548,MILLIPORE,O,1
1549,AMERICAN STANDARD,O,1
1550,CULLIGAN,O,1
1551,SULZER,O,1
1552,DOLPHY,O,1
1553,RUBERT,O,1
1554,NOVA,O,1
1555,ANNOVI REVERBERI,O,1
1556,WANDFLUH,O,1
1557,EIFCO,O,1
1558,POSITRONICS,O,1
1559,IIT CANNON,O,1
1560,ELMO,O,1
1561,MASTERFLEX,O,1
1562,ELANPRO,O,1
1563,EDWARDS VACUUM,O,1
1564,ENCORE,O,1
1565,GUARDAIR,O,1
1566,ASIAN PAINTS,O,1
1567,KBL,O,1
1568,MERCURY PNEUMATIC,O,1
1569,BRADMA,O,1
1570,WOLF,O,1
1571,UNO AIR,O,1
1572,AIPL ABRO,O,1
1573,MFPL,O,1
1574,CRANE,O,1
1575,BELTO,O,1
1576,DARLIN,O,1
1577,GREENHECK,O,1
1578,ALDES,O,1
1580,MORLEY IAS,O,1
1581,GRINNELL,O,1
1582,DENFOSS,O,1
1579,CAREL,O,1
1584,THAMES SIDE,O,1
1585,GENERAL MESURES INSTRUMENTS,O,1
1586,EILON ENGINEERING,O,1
1587,PECON,O,1
1588,ABAC,O,1
1589,CECCATO,O,1
1590,OPTIBELT,O,1
1591,RHODIUS,O,1
1592,RODCRAFT,O,1
1593,OMCN,O,1
1594,SPARKY,O,1
1595,ZIPPO,O,1
1596,UNICATCH,O,1
1597,GYS,O,1
1598,MVD,O,1
1599,KOBELCO,O,1
1600,RAVAGLIOLI,O,1
1601,CONCEPT PAINTS,O,1
1602,SCHVEISCO,O,1
1603,MICHELIN,O,1
1604,BENDMAK,O,1
1605,BENDPAK,O,1
1606,TOP GEAR,O,1
1607,MICROFILTER,O,1
1608,ATIKA,O,1
1609,ZHAOZHAN,O,1
1610,SOREX,O,1
1611,AUPAL,O,1
1612,NERTA,O,1
1613,BEISSBARTH,O,1
1614,QUICK JACK,O,1
1615,MGI,O,1
1616,SOLDAMATIC,O,1
1617,MFLS,O,1
1618,BOXO,O,1
1619,KUKKO,O,1
1620,SCANTOOL,O,1
1621,CEA,O,1
1622,NITTY GRITTY,O,1
1623,ALFRA,O,1
1624,IMAS,O,1
1625,MARIEL,O,1
1626,HYCUT,O,1
1627,COMEC,O,1
1628,NOVOFIL,O,1
1629,BTH,O,1
1630,CARBON ZAPP,O,1
1631,OPTIBOHR,O,1
1632,MATADOR,O,1
1633,GLOBAL JIG,O,1
1634,FLEXIPADS,O,1
1635,FLEXOVIT,O,1
1636,ASTURO,O,1
1637,FAICOM,O,1
1638,NORMA,O,1
1639,CENGAR,O,1
1640,GENSET,O,1
1641,SPX,O,1
1642,GOVONI,O,1
1643,DIM,O,1
1644,ARCO,O,1
1645,CORMACH,O,1
1646,GAV,O,1
1647,GENTILIN,O,1
1648,JOSEF KIHLBERG,O,1
1649,B & M,O,1
1650,REMS,O,1
1651,SHENYANG,O,1
1652,SMERALDA,O,1
1653,JALANI,O,1
1654,RAM,O,1
1655,MARMOT,O,1
1656,LIFESTRAW,O,1
1657,SONTEK,O,1
1658,YSI/WATERLOG,O,1
1659,RECONYX,O,1
1660,YUKON,O,1
1661,COM-SPEC,O,1
1662,TELONICS,O,1
1663,CUDDEBACK,O,1
1664,KOIZUMI,O,1
1665,VECTRONIC-AEROSPACE,O,1
1666,TELEDART,O,1
1667,HAWKE,O,1
1668,LINGTI,O,1
1669,REGATTA,O,1
1670,SALOMON,O,1
1671,TNPL,O,1
1672,VIM,O,1
1673,PRILL,O,1
1674,HAMAM,O,1
1675,MEDIMIX,O,1
1676,YAMATO,O,1
1677,SU-KAM,O,1
1678,QINN,O,1
1679,RUBINETTERIE BRESCIANE,O,1
1680,MV,O,1
1681,GORBAR,O,1
1682,SAP MARK,O,1
1683,MSL,O,1
1684,LUTZ,O,1
1685,MOZART,O,1
1686,MARTOR,O,1
1687,SDI,O,1
1688,SEATRON,O,1
1689,WAYONA,O,1
1690,JK PAPER,O,1
1691,DABUR,O,1
1692,RORITO,O,1
1693,HUL,O,1
1694,LIFTOMATIC,O,1
1695,LIFELINE,O,1
1696,TECHNOMECH,O,1
1697,GGM,O,1
1698,DIGMESA,O,1
1699,UNITRONICS,O,1
1700,HOLLYSYS,O,1
1701,ORIENTAL MOTORS,O,1
1702,BREVINI,O,1
1703,BRIGHT DYES,O,1
1704,STOREWELL,O,1
1706,VANDEC,O,1
1707,WELSPRING UNIVERSAL,O,1
1708,BEEMET,O,1
1709,MAGNESCALE,O,1
1710,NOVOFLEX,O,1
1711,VARDHAMAN BEARING,O,1
1712,SERCO,O,1
1713,BUTTERFLY,O,1
1714,KUNG FU (GKI),O,1
1715,J TERENCE THOMPSON,O,1
1716,EUREKA,O,1
1717,U-SAFE,O,1
1718,IFM,O,1
1719,PENTEK,O,1
1720,ELMEASURE,O,1
1721,FISCHER,O,1
1722,DURAN,O,1
1723,PREVOR,O,1
1724,MRF,O,1
1725,CENTA,O,1
1726,RACE GRADE,O,1
1727,LEYBOLD,O,1
1728,ADVANI,O,1
1729,AIRTAC,O,1
1730,JOTTEK FEATBERSOFT,O,1
1731,FASTEST,O,1
1732,TEXWIPES,O,1
1733,CJEN,O,1
1734,PAGKIS,O,1
1735,KOYO,O,1
1736,URB,O,1
1737,ARB,O,1
1738,ZWZ,O,1
1739,NBC,O,1
1740,MCGILL,O,1
1741,NADELLA,O,1
1742,ROLLWAY,O,1
1743,LINK-BELT,O,1
1744,ZKL,O,1
1745,ELGES,O,1
1746,FLT,O,1
1747,SENRING,O,1
1748,LINDSTROM,O,1
1749,VAISHNO,O,1
1750,FLEXIBLES,O,1
1751,HAM-LET,O,1
1752,AUTOTEX,O,1
1753,SHAKTIMAN,O,1
1754,SKS,O,1
1755,MICROCUT,O,1
1756,BULK MRO INDUSTRIAL SUPPLY,O,1
1757,ENER,O,1
1759,FURNESS CONTROLS,O,1
1760,NILFISK,O,1
1761,GISON,O,1
1762,MERSEN,O,1
1763,KLEENGUARD,O,1
1764,CANNON INSTRUMENT COMPANY,O,1
1765,PNP,O,1
1766,RESIN,O,1
1767,MAGNETROL,O,1
1768,Aster,O,1
1769,ASTER,O,1
1770,ANSONS,O,1
1771,INA,O,1
1772,ELFAB,O,1
1773,SOLE SAFE,O,1
1774,KHOAT,O,1
1775,STATFIELD,O,1
1776,CRYOCAN,O,1
1777,3M MAKE,O,1
1778,KENNAMETAL,O,1
1779,TECTYL,O,1
1780,POWERVENT,O,1
1781,GRAND PATRICIAN,O,1
1782,JOSEPH LESLIE,O,1
1783,NEMA,O,1
1784,CEASEFIRE,O,1
1785,SLINGSET,O,1
1786,GREENPIN,O,1
1787,VANKOS,O,1
1788,NOCTURNA,O,1
1789,FYH BEARING,O,1
1790,SPY,O,1
1791,METABO,O,1
1792,SAFETIX,O,1
1793,HCPL,O,1
1794,CVG,O,1
1795,TOOL FAST,O,1
1796,TRUMAX,O,1
1797,ARETE,O,1
1798,TORQUE MASTER,O,1
1799,CP GRAT-EX,O,1
1800,BLUE STEEL,O,1
1801,KANN,O,1
1803,BAGSON,O,1
1804,SEWAK,O,1
1805,GIANT,O,1
1806,SEIMITSU,O,1
1807,YUYUTSU,O,1
1808,METRIX,O,1
1809,CHAND,O,1
1810,KONECRANES,O,1
1811,SPAC,O,1
1812,NORCO INC,O,1
1813,SHARPCUT,O,1
1814,VOULTEX,O,1
1815,NORCO,O,1
1816,SCHIFLER,O,1
1817,NIRALI,O,1
1818,NEELKANTH,O,1
1819,KALINGA,O,1
1820,JK SUPER DRIVE,O,1
1821,OSAKA,O,1
1822,PRIDE,O,1
1823,WANHAO,O,1
1824,KISANKRAFT,O,1
1825,VERNAY,O,1
1826,HPE,O,1
1827,TRITORC,O,1
1828,ECOMMERCE,O,1
1829,NRG,O,1
1830,HIGH-TECH,O,1
1831,SAMKRISH,O,1
1832,EPPENDORF,O,1
1833,BUCKETVAC,O,1
1834,VANI,O,1
1835,ASHTEC,O,1
1836,ENCLOSURE SYSTEMS,O,1
1837,SARAL,O,1
1838,GRAINGER APPROVED,O,1
1839,TALIS,O,1
1840,UNIBALL,O,1
1841,BUFAB,O,1
1842,RION,O,1
1843,VAISALA,O,1
1844,GRAYWOLF,O,1
1845,NTEK,O,1
1846,KAVITSU,O,1
1847,FRESHWORLD,O,1
1848,MOBILITH,O,1
1849,NAGSON,O,1
1850,LAMOTTE,O,1
1851,ESSAE‐TERAOKA,O,1
1852,KAREWEAR,O,1
1853,WOLFPACK GEAR,O,1
1854,WILTON,O,1
1855,HAAWK,O,1
1856,-,I,8
1857,KAY,O,1
1858,REMI,O,1
1859,ESSL,O,1
1860,LOTUS/HANS,O,1
1861,TOOLMATE,O,1
1862,VT TOOLS,O,1
1863,VIRGO,O,1
1864,SCHRADER DUNCAN,O,1
1865,SHAVO,O,1
1866,FLOWBUS,O,1
1867,HICOOL,O,1
1868,SHAW PLUGS,O,1
1869,SAP,O,1
1870,YPC,O,1
1871,SUNGDO,O,1
1872,TPC,O,1
1873,ELECTROMECH,O,1
1874,SOLA/HEVI-DUTY,O,1
1875,SOLAHD,O,1
1876,HYPER,O,1
1877,C&S,O,1
1878,CHEMTRONICS,O,1
1880,KENNEDY,I,8
1881,ADEPT,O,1
1882,MGW,O,1
1883,SURCO,O,1
1884,DCM,O,1
1885,VINSYST,O,1
1886,TONE,O,1
1887,MAPRO,O,1
1888,GRAYSTONE,O,1
1889,PRECISE,O,1
1890,ITI,O,1
1891,PCB,O,1
1892,JYOTI,O,1
1893,DYMAX,O,1
1894,TRIDAK,O,1
1895,HITLOCK,O,1
1896,CASAPPA,O,1
1897,TIGER,I,8
1898,RR,O,1
1899,TOSO,O,1
1900,PLEATS,O,1
1901,PEARS,O,1
1902,AIR SURE,O,1
1903,GE LIGHTING,O,1
1904,FLUKE,I,8
1905,SKID CARE,O,1
1906,SAMSUNG,I,8
1907,EKL,O,1
1908,MT-VIKI,O,1
1909,MAYRPO,O,1
1910,MAITUO,O,1
1911,TAIE,O,1
1912,AUSTIN,O,1
1913,MIWE,O,1
1914,CLASSIC,O,1
1915,STAR,O,1
1916,IOCL,O,1
1917,JASCO,O,1
1918,APL,O,1
1919,ATAM OMEGA,O,1
1920,OSCAR,O,1
1921,TREK,O,1
1922,TIPPMANN,O,1
1923,BT,O,1
1924,AZODIN,O,1
1925,DYE MARTIX,O,1
1926,SEGWAY,O,1
1927,EPILOG,O,1
1928,LASERVALL,O,1
1929,V-GEN,O,1
1930,LIMARK,O,1
1931,BITTEL,O,1
1932,MOBICOOL,O,1
1933,ESTON,O,1
1934,KINGSAFE,O,1
1935,SAVEKAY,O,1
1936,TCL,O,1
1937,NORTHMACE AND HENDON,O,1
1938,GADEN LOCK,O,1
1939,TLU-UK,O,1
1940,CEBA,O,1
1941,TEL,O,1
1942,ABCAM,O,1
1943,ADVANSTA,O,1
1944,BIOSTEP,O,1
1945,CELL BIOLABS,O,1
1946,CYTOSKELETON,O,1
1947,ELECTRON MICROSCOPY SCIENCES,O,1
1948,HIELSCHER,O,1
1949,HYCULT BIOTECH,O,1
1950,SCIE-PLAS,O,1
1951,SNIPER,O,1
1952,DURACHOICE,O,1
1953,TUSKERS,O,1
1954,GARSAFE,O,1
1955,HAWK,O,1
1956,VOLKSWAGEN,O,1
1957,FOTEK,O,1
1958,ERGOKIT,O,1
1959,AKFIX,O,1
1960,UNIVERSITY WAFER,O,1
1961,TRI-SURE,O,1
1962,TRENDNET,O,1
1963,TOTO,O,1
1964,PRECISION COILS,O,1
1965,YELLOW AS PER SAMPLE SUBMITTED,O,1
1966,YESDEE,O,1
1967,INTERCOMP,O,1
1968,ISO,O,1
1969,NEXION,O,1
1970,LITTELFUSE,O,1
1971,FUNDERMAX,O,1
1972,LAVAAL,O,1
1973,LUNAWOOD,O,1
1974,SIDERISE,O,1
1975,COTSWOLD,O,1
1976,RR KABEL,O,1
1977,PHOENIX MECANO,O,1
1978,TRINITY TOUCH,O,1
1979,ELS SPELSBERG,O,1
1980,JAIBALAJI,O,1
1981,MIMIC,O,1
1982,ALKON,O,1
1983,MP FILTRI,O,1
1984,VIVO,O,1
1985,RELIANCE,O,1
1986,LAPP KABEL,O,1
1987,GKM LADDERS,O,1
1988,AMF,O,1
1989,BRUNSWICK,O,1
1990,SIMCO,O,1
1991,DIP,O,1
1992,MEGGHER,O,1
1993,ADDMAS,O,1
1994,LEIMCO,O,1
1995,EXAL,O,1
1996,HANWEI,O,1
1997,BHARTIA CUTLER HAMMER,O,1
1998,INFINEON,O,1
1999,BEI,O,1
2000,FARNELL,O,1
2002,MEYLE,O,1
2003,SCHROFF,O,1
2004,BERNSTEIN,O,1
2005,TURCK,O,1
2007,ROCKWELL AUTOMATION,O,1
2008,INGESCO,O,1
2009,KROM SCHRODER,O,1
2010,CONCAB,O,1
2011,NIVELCO,O,1
2012,N-TRON,O,1
2013,POLYHDRON,O,1
2014,DENISON,O,1
2015,JUMO,O,1
2016,AEROSENSE,O,1
2017,CEMB,O,1
2018,ETI,O,1
2019,HEAT TRACE,O,1
2020,INDFOS,O,1
2021,RAJDHANI,O,1
2022,SENSOCON,O,1
2023,SETRA,O,1
2024,TRAFAG,O,1
2025,WAAREE,O,1
2026,FITBIT,I,8
2027,APPLE,I,8
2028,VITOP,O,1
2029,SMURFIT KAPPA,O,1
2030,RAJ SCIENTIFIC,O,1
2031,YATEKS,O,1
2032,YASH ENGINEERS,O,1
2033,SENTECH,O,1
2034,SEVOX,O,1
2035,ARMSTRONG,O,1
2036,PRESTIGE,O,1
2037,ONIDA,O,1
2038,INALSA,O,1
2039,ANJALI,O,1
2040,BOSS,O,1
2041,KANCHAN,O,1
2042,MAHARAJA WHITELINE,O,1
2043,TEROSON,O,1
