LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
,7463,,201032,BM0O4U7,Freesia InCorporation,20,06-Jan-17,-115%,9.55,19.85,,,,14.00%,27,217.74
,7463,,201032,BM0O4T3,Freesia InCorporation,50,06-Jan-17,26%,15.38,10.32,,,,14.00%,108,876.66
,7463,,201032,BM9A2Q3,OM Sai Traders,5,06-Jan-17,2%,57.28,52.00,,,,14.00%,40,326.50
,7463,,201032,BM0O4Q6,Bharathi Mro Industrial Products and Solutions Co.,20,06-Jan-17,-1%,15.38,14.50,,,,14.00%,43,350.66
,7463,,201032,BM0O4S7,Bharathi Mro Industrial Products and Solutions Co.,10,06-Jan-17,-1%,148.51,139.90,,,,14.00%,208,1693.01
,7463,,201032,BM9A2Q8,Jafer Coir Ropes Store,1,06-Jan-17,-1%,44.55,42.00,,,,14.00%,6,50.79
,7463,,201032,BM9A2Q9,Bharathi Mro Industrial Products and Solutions Co.,2,06-Jan-17,-42%,37.55,51.00,,,,14.00%,11,85.61
,7463,,201032,BM0O4Q7,Bharathi Mro Industrial Products and Solutions Co.,100,06-Jan-17,-1%,3.71,3.50,,,,14.00%,52,422.94
,7463,,201032,BM9A2R4,Bharathi Mro Industrial Products and Solutions Co.,10,06-Jan-17,-1%,33.95,32.00,,,,14.00%,48,387.03
,7463,,201032,BM0O4S5,OM Sai Traders,10,06-Jan-17,-83%,34.05,60.00,,,,14.00%,48,388.17
,7463,,201032,BM0O4P5,Meenaxi Chemicals,5,06-Jan-17,91%,594.05,10.00,,,,14.00%,416,3386.09
,7463,,201032,BM0O4V3,J K Paper Conversion Products,1500,06-Jan-17,24%,21.22,14.70,,,,14.00%,"4,456",36286.20
,7463,,201032,BM0O4V2,Lucky Plastics,1500,06-Jan-17,12%,39.78,32.00,,,,14.00%,"8,354",68023.80
,7463,,201032,BM9C8Y2,Balaji Enterprise,2,06-Jan-17,22%,"1,055.56",750.00,,,,14.00%,296,2406.68
,7463,,201032,BM0O4E3,Bharathi Mro Industrial Products and Solutions Co.,100,06-Jan-17,0%,5.14,4.75,,,,14.00%,72,585.96
,7463,,201032,BM0O4E3,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-7%,5.14,4.76,,,,14.00%,36,292.98
,7463,,201032,BM0O4H1,Tirupathi Stationery Mart,100,06-Jan-17,28%,2.55,1.65,,,,14.00%,36,290.70
,7463,,201032,BM0O4E3,Bharathi Mro Industrial Products and Solutions Co.,100,06-Jan-17,0%,5.14,4.75,,,,14.00%,72,585.96
,7463,,201032,BM0O4H1,Tirupathi Stationery Mart,100,06-Jan-17,28%,2.55,1.65,,,,14.00%,36,290.70
,7463,,201032,BM0O4J5,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,12.73,12.00,,,,14.00%,89,725.61
,7463,,201032,BM0O4G9,Freesia InCorporation,50,06-Jan-17,37%,29.7,16.50,,,,14.00%,208,1692.90
,7463,,201032,BM0O4F1,Embassy Office Automation,50,06-Jan-17,63%,2.65,0.80,,,,14.00%,19,151.05
,7463,,201032,BM0O4F0,Embassy Office Automation,50,06-Jan-17,-126%,1.01,2.20,,,,14.00%,7,57.57
,7463,,201032,BM9A4Y2,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,19.62,18.50,,,,14.00%,137,1118.34
,7463,,201032,BM9A3R2,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,19.62,18.50,,,,14.00%,137,1118.34
,7463,,201032,BM9A3R2,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,19.62,18.50,,,,14.00%,137,1118.34
,7463,,201032,BM9A3R1,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,19.62,18.50,,,,14.00%,137,1118.34
,7463,,201032,BM0O4G4,Embassy Office Automation,50,06-Jan-17,-5%,19.36,19.00,,,,14.00%,136,1103.52
,7463,,201032,BM0O4K2,Sundaram Marketing,20,06-Jan-17,15%,5.09,4.00,,,,14.00%,14,116.05
,7463,,201032,BM0O4M7,Bharathi Mro Industrial Products and Solutions Co.,200,06-Jan-17,-1%,5.41,5.10,,,,14.00%,151,1233.48
,7463,,201032,BM0O4G2,Sagar Office Automation,100,06-Jan-17,-22%,19.62,22.50,,,,14.00%,275,2236.68
,7463,,201032,BM0O4H4,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,19.62,18.50,,,,14.00%,137,1118.34
,7463,,201032,BM0O3Y7,Sagar Office Automation,200,06-Jan-17,-3%,175.03,168.00,,,,14.00%,"4,901",39906.84
,7463,,201032,BM0O3Y8,Embassy Office Automation,100,06-Jan-17,3%,334.15,300.00,,,,14.00%,"4,678",38093.10
,7463,,201032,BM0O4M2,Embassy Office Automation,20,06-Jan-17,30%,47.74,30.00,,,,14.00%,134,1088.47
,7463,,201032,BM0O4K4,SRS Traders Plastic,30,06-Jan-17,34%,148.51,88.00,,,,14.00%,624,5079.04
,7463,,201032,BM0O4K4,SRS Traders Plastic,30,06-Jan-17,34%,148.51,88.00,,,,14.00%,624,5079.04
,7463,,201032,BM0O4L2,Freesia InCorporation,100,06-Jan-17,9%,31.29,26.38,,,,14.00%,438,3567.06
,7463,,201032,BM0O4L4,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,31.29,29.48,,,,14.00%,219,1783.53
,7463,,201032,BM0O4N3,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,8.49,8.00,,,,14.00%,59,483.93
,7463,,201032,BM0O4J9,Bharathi Mro Industrial Products and Solutions Co.,50,06-Jan-17,-1%,16.12,15.20,,,,14.00%,113,918.84
,7463,,201032,BM0O4J6,Bharathi Mro Industrial Products and Solutions Co.,20,06-Jan-17,-1%,9.02,8.50,,,,14.00%,25,205.66
,7463,,201032,BM0O4J8,Bharathi Mro Industrial Products and Solutions Co.,20,06-Jan-17,-1%,15.38,14.50,,,,14.00%,43,350.66
,7463,,201032,BM9C8Y4,Balaji Enterprise,120,06-Jan-17,22%,75.6,53.90,,,,14.00%,"1,270",10342.08
,7463,,201032,BM9B8S4,Kamal Steel,240,06-Jan-17,32%,7.5,4.58,,,,14.00%,252,2052.00
,7488,,201031,BM9A2W9,Jay Ambe Medical Stores (Guj),400,06-Jan-17,-5%,33.4,32.79,,,,15.00%,"2,004",15364.00
,7488,,201031,BM9A2X1,Jay Ambe Medical Stores (Guj),400,06-Jan-17,-2%,67,63.78,,,,5.00%,"1,340",28140.00
,7488,,201031,BM9A2W7,Jay Ambe Medical Stores (Guj),480,06-Jan-17,-7%,20.73,20.68,,,,15.00%,"1,493",11442.96
,6982,,200995,BM9B9U9,RAMAKRISHNA ELECTRONICS,1,08-Jan-17,2%,"20,329.28",18562.00,,,,14.00%,"2,846",23175.38
,6982,,200995,BM9B9V1,RAMAKRISHNA ELECTRONICS,1,08-Jan-17,-9%,"13,757.00",13974.00,,,,14.00%,"1,926",15682.98
,6982,,200995,BM9B9V2,RAMAKRISHNA ELECTRONICS,1,08-Jan-17,-18%,"3,427.00",3800.00,,,,14.00%,480,3906.78
,6982,,200995,BM9B9V3,RAMAKRISHNA ELECTRONICS,1,08-Jan-17,16%,"27,513.00",21092.00,,,,14.00%,"3,852",31364.82
,6982,,200995,BM9B9V4,RAMAKRISHNA ELECTRONICS,1,08-Jan-17,18%,"10,013.00",7511.00,,,,14.00%,"1,402",11414.82
,6982,,200995,BM9B9V5,Amazon.com,2,08-Jan-17,3%,"1,889.00",1695.00,,,,14.00%,529,4306.92
,6982,,200995,BM9B9V6,Snapdeal,1,08-Jan-17,2%,"1,858.00",1681.00,,,,14.00%,260,2118.12
,6982,,200995,BM9B9V7,Sai Decorator,1,08-Jan-17,40%,"19,840.00",10500.00,,,,14.00%,"2,778",22617.60
,6982,,200995,BM9B9V8,Valisons and Co.,2,08-Jan-17,13%,644,517.50,,,,14.00%,180,1468.32
,6982,,200995,BM9B9V9,RAMAKRISHNA ELECTRONICS,1,08-Jan-17,-1%,"7,735.00",7286.00,,,,14.00%,"1,083",8817.90
,7437,,201102,BM9D2T3,Al Technologies,44,08-Jan-17,24%,"1,082.44",825.00,,,,14.00%,"6,668",54295.19
,7437,,201102,BM9D2T4,Al Technologies,14,08-Jan-17,24%,"1,575.03",1200.00,,,,14.00%,"3,087",25137.48
,7437,,201102,BM9D2T5,Al Technologies,33,08-Jan-17,24%,144.66,110.00,,,,14.00%,668,5442.11
,7437,,201102,BM9D2T6,Al Technologies,33,08-Jan-17,24%,"1,575.03",1200.00,,,,14.00%,"7,277",59252.63
,7437,,201102,BM9D2T7,Al Technologies,198,08-Jan-17,24%,557.43,425.00,,,,14.00%,"15,452",125823.10
,7437,,201102,BM9D2T8,Al Technologies,49,08-Jan-17,24%,"1,325.62",1010.00,,,,14.00%,"9,094",74049.13
,7437,,201102,BM9D2T9,Al Technologies,215,08-Jan-17,24%,"1,772.06",1350.00,,,,14.00%,"53,339",434331.91
,7437,,201102,BM9D2U1,Al Technologies,159,08-Jan-17,24%,866.7,660.00,,,,14.00%,"19,293",157098.04
,7437,,201102,BM9D2U2,Al Technologies,255,08-Jan-17,24%,583.62,445.00,,,,14.00%,"20,835",169658.33
,7437,,201102,BM9D2U3,Al Technologies,21,08-Jan-17,24%,"1,510.18",1150.00,,,,14.00%,"4,440",36153.71
,7437,,201102,BM9D2U4,Al Technologies,16,08-Jan-17,24%,"1,313.15",1000.00,,,,14.00%,"2,941",23951.86
,7437,,201102,BM9D2U5,Al Technologies,20,08-Jan-17,24%,"1,313.15",1000.00,,,,14.00%,"3,677",29939.82
,7437,,201102,BM9D2U6,Al Technologies,18,08-Jan-17,24%,"1,313.15",1000.00,,,,14.00%,"3,309",26945.84
,7437,,201102,BM9D2U7,Al Technologies,13,08-Jan-17,24%,"3,216.15",2450.00,,,,14.00%,"5,853",47663.34
,7437,,201102,BM9D2U8,Al Technologies,148,08-Jan-17,24%,557.43,425.00,,,,14.00%,"11,550",94049.59
,7437,,201102,BM9D2U9,Al Technologies,146,08-Jan-17,24%,754.47,575.00,,,,14.00%,"15,421",125573.99
,7437,,201102,BM9D2V1,Al Technologies,20,08-Jan-17,24%,492.59,375.00,,,,14.00%,"1,379",11231.05
,7437,,201102,BM9D2V2,Al Technologies,67,08-Jan-17,24%,919.08,700.00,,,,14.00%,"8,621",70199.33
,7437,,201102,BM9D2V3,Al Technologies,30,08-Jan-17,24%,"1,772.06",1350.00,,,,14.00%,"7,443",60604.45
,7437,,201102,BM9D2V4,Al Technologies,17,08-Jan-17,24%,"2,363.16",1800.00,,,,14.00%,"5,624",45798.04
,7437,,201102,BM9D2V5,Al Technologies,289,08-Jan-17,24%,478.87,365.00,,,,14.00%,"19,375",157768.51
,7441,,201103,BM9D2V6,Al Technologies,203,08-Jan-17,24%,"1,279.46",975.00,,,,6.00%,"15,584",275314.20
,7441,,201103,BM9D2V7,Al Technologies,297,08-Jan-17,24%,655.94,500.00,,,,6.00%,"11,689",206503.03
,7441,,201103,BM9D2V8,Al Technologies,53,08-Jan-17,24%,"4,463.22",3400.00,,,,6.00%,"14,193",250743.70
,7441,,201103,BM9D2V9,Al Technologies,55,08-Jan-17,24%,"4,463.22",3400.00,,,,6.00%,"14,729",260205.73
,7441,,201103,BM9D2W1,Al Technologies,40,08-Jan-17,24%,"4,397.11",3350.00,,,,6.00%,"10,553",186437.46
,7441,,201103,BM9D2W2,Al Technologies,50,08-Jan-17,24%,"4,397.11",3350.00,,,,6.00%,"13,191",233046.83
,7441,,201103,BM9D2W3,Al Technologies,57,08-Jan-17,24%,"6,694.18",5100.00,,,,6.00%,"22,894",404462.36
,7441,,201103,BM9D2W4,Al Technologies,278,08-Jan-17,24%,623.53,475.00,,,,6.00%,"10,400",183741.82
,7441,,201103,BM9D2W5,Al Technologies,86,08-Jan-17,24%,"4,857.27",3700.00,,,,6.00%,"25,064",442788.73
,9063,,201732,BM9E9F8,Shree Parshwa Enterprise,10,09-Jan-17,-14%,235,215.00,,,,15.00%,353,2702.50
,9063,,201732,BM9E9F8,Shree Parshwa Enterprise,240,09-Jan-17,8%,235,215.00,,,,15.00%,"8,460",64860.00
,9063,,201732,BM9E9F8,Shree Parshwa Enterprise,25,09-Jan-17,0%,235,215.00,,,,15.00%,881,6756.25
,9063,,201732,BM9E9F8,Shree Parshwa Enterprise,48,09-Jan-17,4%,235,215.00,,,,15.00%,"1,692",12972.00
,9063,,201732,BM9E9F8,Shree Parshwa Enterprise,50,09-Jan-17,4%,235,215.00,,,,15.00%,"1,763",13512.50
,9063,,201732,BM9E9F8,Shree Parshwa Enterprise,6,09-Jan-17,-29%,235,215.00,,,,15.00%,212,1621.50
,6405,,200837-1,BM0C9C3,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,19%,"29,544.68",21738.00,,,,6.00%,"1,773",31317.36
,6405,,200837-1,BM9C3C6,Inder Industries,1,15-Jan-17,36%,"26,285.90",14819.00,,,,14.00%,"3,680",29965.93
,6405,,200837-1,BM0C7G3,Valisons and Co.,1,15-Jan-17,-67%,363.78,580.00,,,,14.00%,51,414.71
,6405,,200837-1,BM0C7G4,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,-213%,429.71,1315.00,,,,14.00%,60,489.87
,6405,,200837-1,BM9A6Z2,Jinharsh Industrial Solutions Pvt. Ltd.,1,15-Jan-17,32%,"8,151.30",4949.00,,,,14.00%,"1,141",9292.48
,6405,,200837-1,BM1Z9Q1,Valisons and Co.,2,15-Jan-17,-128%,85.26,188.00,,,,14.00%,24,194.39
,6405,,200837-1,BM1A4T2,Deluxe Electrical Corporation,2,15-Jan-17,16%,656.6,505.00,,,,14.00%,184,1497.05
,6405,,200837-1,BM1A4T3,Deluxe Electrical Corporation,1,15-Jan-17,21%,362.6,260.00,,,,14.00%,51,413.36
,6405,,200837-1,BM1A4T3,Deluxe Electrical Corporation,1,15-Jan-17,21%,362.6,260.00,,,,14.00%,51,413.36
,6405,,200837-1,BM1A4T4,Deluxe Electrical Corporation,1,15-Jan-17,14%,"1,715.00",1350.00,,,,14.00%,240,1955.10
,6405,,200837-1,BM1A4R7,Deluxe Electrical Corporation,1,15-Jan-17,14%,"1,430.80",1130.00,,,,14.00%,200,1631.11
,6405,,200837-1,BM9B4C4,Deluxe Electrical Corporation,1,15-Jan-17,10%,"3,148.74",2600.00,,,,14.00%,441,3589.56
,6405,,200837-1,BM1A4T1,Inder Industries,1,15-Jan-17,22%,"1,568.00",1105.00,,,,14.00%,220,1787.52
,6405,,200837-1,BM0C9M9,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,20%,387.27,282.00,,,,14.00%,54,441.49
,6405,,200837-1,BM1A4T6,Raj Machine Tools,1,15-Jan-17,-9%,"3,141.36",3200.00,,,,14.00%,440,3581.15
,6405,,200837-1,BM0H7G9,Raj Machine Tools,1,15-Jan-17,47%,"4,534.46",2100.00,,,,14.00%,635,5169.28
,6405,,200837-1,BM1D2O6,Jinharsh Industrial Solutions Pvt. Ltd.,5,15-Jan-17,32%,"2,627.56",1594.00,,,,14.00%,"1,839",14977.09
,6405,,200837-1,BM1A4S5,Inder Industries,1,15-Jan-17,-16%,96.56,105.00,,,,14.00%,14,110.08
,6405,,200837-1,BM1A4S6,Inder Industries,1,15-Jan-17,21%,69.48,50.00,,,,14.00%,10,79.21
,6405,,200837-1,BM9C3C7,Sagar Office Automation,30,15-Jan-17,19%,230.58,170.00,,,,14.00%,968,7885.84
,6405,,200837-1,BM9C3C8,Infibeam.Com,10,15-Jan-17,22%,980,693.00,,,,14.00%,"1,372",11172.00
,6405,,200837-1,BM1D2C2,Jinharsh Industrial Solutions Pvt. Ltd.,1,15-Jan-17,32%,"12,258.08",7442.00,,,,14.00%,"1,716",13974.21
,6405,,200837-1,BM9C3D1,Local,2,15-Jan-17,6%,57.64,50.00,,,,14.00%,16,131.42
,6405,,200837-1,BM9C3D2,Local,2,15-Jan-17,6%,69.18,60.00,,,,14.00%,19,157.73
,6405,,200837-1,BM9C3D3,Valisons and Co.,1,15-Jan-17,-14%,"53,985.32",57500.00,,,,14.00%,"7,558",61543.26
,6405,,200837-1,BM9C3D4,Valisons and Co.,1,15-Jan-17,-39%,535.82,707.00,,,,14.00%,75,610.83
,6405,,200837-1,BM0C7Q4,Valisons and Co.,1,15-Jan-17,-39%,197.8,261.00,,,,14.00%,28,225.49
,6405,,200837-1,BM0C7R0,Valisons and Co.,1,15-Jan-17,-39%,200.08,264.00,,,,14.00%,28,228.09
,6405,,200837-1,BM0C8Z1,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,11%,210.69,172.00,,,,14.00%,29,240.19
,6405,,200837-1,BM1A6V2,Valisons and Co.,1,15-Jan-17,-39%,172.04,227.00,,,,14.00%,24,196.13
,6405,,200837-1,BM9D2B4,Valisons and Co.,1,15-Jan-17,21%,60.63,44.00,,,,6.00%,4,64.27
,6405,,200837-1,BM9D2B5,Valisons and Co.,1,15-Jan-17,17%,68.96,52.00,,,,6.00%,4,73.10
,6405,,200837-1,BM1A6Q6,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,18%,257.67,193.00,,,,14.00%,36,293.74
,6405,,200837-1,BM0C8E2,Valisons and Co.,1,15-Jan-17,-39%,"1,103.45",1456.00,,,,14.00%,154,1257.93
,6405,,200837-1,BM9A6Z4,Valisons and Co.,1,15-Jan-17,-39%,"2,750.30",3628.00,,,,14.00%,385,3135.34
,6405,,200837-1,BM0C7C6,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,-348%,253.89,1120.00,,,,14.00%,36,289.43
,6876,,201020-1,BM9C7Y1,Nexus Corporation,5000,15-Jan-17,-9%,3.8,3.75,,,,6.00%,"1,140",20140.00
,7216,,201047,BM9C9Y2,Paramount Systems,10,15-Jan-17,16%,879.58,680.00,,,,14.00%,"1,231",10027.21
,7363,,201064,BM9B9D8,Aim Safety,21,15-Jan-17,19%,87.5,65.00,,,,6.00%,110,1947.75
,7423,,201040,BM9D2Y9,Olaer Hydraulics (I) Pvt Ltd,1,15-Jan-17,31%,"18,500.00",11500.00,,,,14.00%,"2,590",21090.00
,7425,,201046,BM9C2L5,Patel Trading Corporation,1,15-Jan-17,17%,"9,942.00",7500.00,,,,6.00%,597,10538.52
,7494,,201023-1,BM9C7Y1,Nexus Corporation,600,15-Jan-17,-87%,3.8,3.75,,,,6.00%,137,2416.80
,7498,,201025-1,BM9C7Y1,Nexus Corporation,1000,15-Jan-17,-27%,3.8,3.75,,,,6.00%,228,4028.00
,7501,,201027-1,BM9C7Y1,Nexus Corporation,400,15-Jan-17,-9%,3.8,3.75,,,,6.00%,91,1611.20
,7529,,201036,BM0K8Y0,Shah Dharamchand Chhaganlal,150,15-Jan-17,10%,36,30.00,,,,5.00%,270,5670.00
,7530,,201037,BM0K8R8,Bhavesh Fastners,200,15-Jan-17,16%,72,55.00,,,,5.00%,720,15120.00
,7530,,201037,BM0L0C5,Bhavesh Fastners,50,15-Jan-17,2%,74.5,68.00,,,,5.00%,186,3911.25
,7530,,201037,BM0L0C5,Bhavesh Fastners,50,15-Jan-17,2%,74.5,68.00,,,,5.00%,186,3911.25
,7547,,201042,BM9D2Y9,Olaer Hydraulics (I) Pvt Ltd,1,15-Jan-17,31%,"18,500.00",11500.00,,,,14.00%,"2,590",21090.00
,7553,,201048,BM9C4J3,XCEL Office Equipment India.Pvt.Ltd,1,15-Jan-17,31%,786.67,540.00,,,,14.00%,110,896.80
,7563,,201049,BM0K8T8,Shreenathji Welding And Safety Pvt. Ltd.,25,15-Jan-17,8%,10,8.52,,,,15.00%,38,287.50
,7563,,201049,BM0K9B1,Shreenathji Welding And Safety Pvt. Ltd.,50,15-Jan-17,9%,2.4,2.00,,,,5.00%,6,126.00
,7563,,201049,BM0K8R5,Shreenathji Welding And Safety Pvt. Ltd.,5,15-Jan-17,14%,176.7,140.00,,,,5.00%,44,927.68
,7563,,201049,BM0K8V4,No Supplier Details,40,15-Jan-17,1%,233,215.00,,,,15.00%,"1,398",10718.00
,7563,,201049,BM0K8H6,Safevision Enterprise,35,15-Jan-17,8%,129.6,110.00,,,,15.00%,680,5216.40
,7563,,201049,BM0K8G4,No Supplier Details,50,15-Jan-17,14%,35.3,28.00,,,,5.00%,88,1853.25
,7569,,201054,BM9D3P1,Yusuf Enterprises,2,15-Jan-17,18%,"12,625.00",9500.00,,,,14.00%,"3,535",28785.00
,7571,,201052,BM0K8V4,No Supplier Details,20,15-Jan-17,1%,233.06,215.00,,,,15.00%,699,5360.38
,7576,,201053,BM9B4B8,B.P. ENTERPRISES,1,15-Jan-17,42%,"9,035.00",4639.00,,,,2.00%,181,9215.70
,7590,,201063,BM9C8Z8,No Supplier Details,100,15-Jan-17,3%,77.78,70.00,,,,5.00%,389,8166.90
,7590,,201063,BM9A8U3,Dhiren Traders,90,15-Jan-17,1%,70.65,65.00,,,,5.00%,318,6676.43
,7590,,201063,BM9A8U3,Dhiren Traders,36,15-Jan-17,-10%,70.65,65.00,,,,5.00%,127,2670.57
,7590,,201063,BM9A8U3,Dhiren Traders,24,15-Jan-17,-19%,70.65,65.00,,,,5.00%,85,1780.38
,7590,,201063,BM9C2G4,Dhiren Traders,50,15-Jan-17,5%,74,65.00,,,,5.00%,185,3885.00
,5604,,200664,BM9C5M4,Gm International,11,15-Jan-17,55%,"120,035.00",50563.00,,,,14.00%,"184,854",1505238.90
,6140,,201017,BM1A8T6,Jost'S Engineering Co. Ltd.,1,15-Jan-17,3%,"354,667.00",328000.00,,,,14.00%,"49,653",404320.38
,6140,,201017,BM1A8T6,Jost'S Engineering Co. Ltd.,3,15-Jan-17,6%,"354,667.00",328000.00,,,,14.00%,"148,960",1212961.14
,7134,,201045,BM9C9P6,Shashi Dhawal Hydraulics Pvt. Ltd.,2,15-Jan-17,37%,"15,291.00",9000.00,,,,14.00%,"4,281",34863.48
,7134,,201045,BM9C9P7,Shashi Dhawal Hydraulics Pvt. Ltd.,2,15-Jan-17,37%,"23,085.00",13500.00,,,,14.00%,"6,464",52633.80
,7134,,201045,BM9C9P8,Shashi Dhawal Hydraulics Pvt. Ltd.,2,15-Jan-17,-112%,"9,696.00",20100.00,,,,14.00%,"2,715",22106.88
,7134,,201045,BM9C9P9,Shashi Dhawal Hydraulics Pvt. Ltd.,2,15-Jan-17,3%,"9,696.00",9000.00,,,,14.00%,"2,715",22106.88
,5483,,201081,BM9B3D8,Dhiren Traders,2,16-Jan-17,5%,716,630.00,,,,5.00%,72,1503.60
,5483,,201081,BM9B3D9,Dhiren Traders,2,16-Jan-17,5%,523,460.00,,,,5.00%,52,1098.30
,6602,,201061,BM9C5G1,New Pig India Pvt. Ltd.,1,16-Jan-17,13%,"16,250.00",13000.00,,,,14.00%,"2,275",18525.00
,7592,,201066,BM9B7H8,No Supplier Details,30,16-Jan-17,10%,325,270.00,,,,6.00%,585,10335.00
,7603,,201069,BM0K8L3,Empire Enterprise (Guj),100,16-Jan-17,17%,55,41.67,,,,5.00%,275,5775.00
,7603,,201069,BM0K8T8,Shreenathji Welding And Safety Pvt. Ltd.,10,16-Jan-17,8%,10,8.50,,,,15.00%,15,115.00
,7603,,201069,BM0K9O7,Valisons and Co.,2,16-Jan-17,-77%,66,112.00,,,,5.00%,7,138.60
,7603,,201069,BM0K8Y0,Shah Dharamchand Chhaganlal,100,16-Jan-17,10%,36,30.00,,,,5.00%,180,3780.00
,7605,,201071,BM0K8Y0,Shah Dharamchand Chhaganlal,200,16-Jan-17,10%,36,30.00,,,,5.00%,360,7560.00
,7606,,201075,BM0K8V4,Swan Machine Tools Pvt. Ltd.,50,16-Jan-17,1%,233,215.00,,,,15.00%,"1,748",13397.50
,7606,,201075,BM0K9A3,Shreenathji Welding And Safety Pvt. Ltd.,10,16-Jan-17,6%,44.8,39.00,,,,15.00%,67,515.20
,7606,,201075,BM0K8J3,Vardhman Distributors,100,16-Jan-17,19%,17.5,13.00,,,,5.00%,88,1837.50
,7606,,201075,BM0K9T2,P. M. Bhimani Orgochem Pvt. Ltd.,50,16-Jan-17,-2%,42.5,40.50,,,,5.00%,106,2231.25
,7723,,201116,BM9C8K4,Avi Global Plast Pvt. Ltd.,49350,16-Jan-17,13%,3.5,2.80,,,,6.00%,"10,364",183088.50
,8144,,201298,BM9C4L6,Sorbead India,1,16-Jan-17,80%,"30,000.00",3941.00,,,,14.00%,"4,200",34200.00
,7452,,201079,BM9D3M2,RS Components and Controls India Ltd.,2,17-Jan-17,37%,"66,195.21",42000.00,,,,14.00%,"18,535",150925.08
,7452,,201079,BM9D3M4,Ashwinkumar and Co.,2,17-Jan-17,25%,"8,469.33",6325.00,,,,14.00%,"2,371",19310.07
,7452,,201079,BM0H7X5,Skyking Instruments,2,17-Jan-17,3%,"30,433.33",29400.00,,,,14.00%,"8,521",69387.99
,7452,,201079,BM1G0A1,Valisons and Co.,2,17-Jan-17,25%,372,279.00,,,,14.00%,104,848.16
,7452,,201079,BM9D3M7,Santosh Enterprises,2,17-Jan-17,24%,400,305.00,,,,14.00%,112,912.00
,7452,,201079,BM0C9M9,Valisons and Co.,2,17-Jan-17,25%,422.43,316.00,,,,14.00%,118,963.14
,7452,,201079,BM3C8F3,Ashwinkumar and Co.,2,17-Jan-17,25%,"5,865.33",4399.00,,,,14.00%,"1,642",13372.95
,7526,,201077,BM9D3U1,Titan Metals,49.8,17-Jan-17,8%,126.55,107.79,,,,6.00%,378,6680.32
,7526,,201077,BM9D3U2,Titan Metals,50.6,17-Jan-17,6%,143.48,124.47,,,,6.00%,436,7695.69
,7526,,201077,BM9D3U3,Titan Metals,5,17-Jan-17,13%,493.48,392.00,,,,6.00%,148,2615.44
,7526,,201077,BM9D3U4,Titan Metals,5,17-Jan-17,19%,323.91,239.20,,,,6.00%,97,1716.72
,7526,,201077,BM9D3U5,Titan Metals,3,17-Jan-17,23%,444.57,312.67,,,,6.00%,80,1413.73
,7526,,201077,BM9D3U6,Titan Metals,5,17-Jan-17,26%,228.26,152.80,,,,6.00%,68,1209.78
,7526,,201077,BM9D3U7,Titan Metals,5,17-Jan-17,35%,165.22,96.00,,,,6.00%,50,875.67
,7526,,201077,BM9D3U8,Titan Metals,10,17-Jan-17,22%,135.87,96.00,,,,6.00%,82,1440.22
,7526,,201077,BM9D3U9,Titan Metals,5,17-Jan-17,20%,306.52,223.40,,,,6.00%,92,1624.56
,7526,,201077,BM9D3V1,Titan Metals,2,17-Jan-17,36%,394.57,223.50,,,,6.00%,47,836.49
,7526,,201077,BM9D3V2,Titan Metals,115.4,17-Jan-17,6%,71.2,61.74,,,,6.00%,493,8709.47
,7526,,201077,BM9D3V3,Titan Metals,50.2,17-Jan-17,11%,75.82,61.73,,,,6.00%,228,4034.53
,7526,,201077,BM9D3V4,Titan Metals,50,17-Jan-17,25%,23.26,15.68,,,,6.00%,70,1232.78
,7620,,201083-1,BM9D4B6,Halston Distributors,50,18-Jan-17,-47%,130.74,207.00,,,,6.00%,422,6929.22
,6526,,201153,BM9C4W6,Taponomics,30,20-Jan-17,16%,325.61,250.00,,,,14.00%,"1,368",11135.86
,6652,,201080,BM9C4N8,Dhiren Traders,8,22-Jan-17,9%,131.19,110.00,,,,5.00%,52,1102.00
,6652,,201080,BM9C4N9,Dhiren Traders,8,22-Jan-17,9%,131.19,110.00,,,,5.00%,52,1102.00
,6652,,201080,BM9C4P1,Dhiren Traders,8,22-Jan-17,9%,131.19,110.00,,,,5.00%,52,1102.00
,6652,,201080,BM9C4P2,Dhiren Traders,8,22-Jan-17,9%,131.19,110.00,,,,5.00%,52,1102.00
