legacy_id,payment_method,amount_received,payment_received_date,entry_date,comments,company,remote_reference,currency,tally_remote_uid,currency_rate
569,"Transfer Acct",8165.60,2018-06-12,"2018-07-21 00:00:00",,673,,0,70200176,1.0000
570,"Transfer Acct",2449.68,2018-06-12,"2018-07-21 00:00:00",,673,,0,70200177,1.0000
571,"Transfer Acct",2449.68,2018-06-12,"2018-07-21 00:00:00",,530,,0,70200178,1.0000
572,"Transfer Acct",12248.40,2018-06-12,"2018-07-21 00:00:00",,530,,0,70200179,1.0000
573,"Transfer Acct",2449.68,2018-06-12,"2018-07-21 00:00:00",,530,,0,70200180,1.0000
574,"Transfer Acct",2449.68,2018-06-12,"2018-07-21 00:00:00",,530,,0,70200181,1.0000
575,"Transfer Acct",2449.68,2018-06-12,"2018-07-21 00:00:00",,530,,0,70200182,1.0000
576,"Transfer Acct",116094.00,2018-06-18,"2018-07-21 00:00:00",,1316,,0,70200183,1.0000
577,checkmo,0.00,2018-04-04,"2018-07-21 00:00:00",,457,,0,70200184,1.0000
578,"Transfer Acct",116240.84,2018-04-06,"2018-07-21 00:00:00",,1132,,0,70200185,1.0000
579,"Transfer Acct",2449.68,2018-04-10,"2018-07-21 00:00:00",,530,,0,70200186,1.0000
580,checkmo,0.00,2018-04-13,"2018-07-21 00:00:00",,457,,0,70200187,1.0000
581,"Transfer Acct",2449.68,2018-04-13,"2018-07-21 00:00:00",,530,,0,70200188,1.0000
582,"Transfer Acct",144891.00,2018-04-20,"2018-07-21 00:00:00",,77,,0,70200189,1.0000
583,"Transfer Acct",134520.00,2018-04-24,"2018-07-21 00:00:00",,1132,,0,70200190,1.0000
584,"Transfer Acct",4899.36,2018-04-26,"2018-07-21 00:00:00",,530,,0,70200191,1.0000
585,"Transfer Acct",2449.68,2018-04-26,"2018-07-21 00:00:00",,530,,0,70200192,1.0000
586,"Transfer Acct",1794.00,2018-07-20,"2018-08-08 00:00:00",,1450,,0,70200193,1.0000
587,checkmo,0.00,2018-07-26,"2018-08-08 00:00:00",,773,,0,70200194,1.0000
588,"Transfer Acct",14368.00,2018-05-21,"2018-08-22 00:00:00",,1540,,0,70200195,1.0000
589,"Transfer Acct",34474.00,2018-06-12,"2018-08-22 00:00:00",,1031,,0,70200198,1.0000
590,"Transfer Acct",42484.70,2018-06-25,"2018-08-22 00:00:00",,1103,,0,70200199,1.0000
591,"Transfer Acct",1706784.75,2018-06-28,"2018-08-27 00:00:00",,194,,0,70200200,1.0000
592,"Transfer Acct",5192.00,2018-04-19,"2018-08-28 00:00:00",,1489,,0,70200235,1.0000
593,"Transfer Acct",24866.45,2018-05-09,"2018-08-28 00:00:00",,4,,0,70200236,1.0000
594,"Transfer Acct",573717.30,2018-06-08,"2018-08-28 00:00:00",,4,,0,70200237,1.0000
595,"Transfer Acct",6635.75,2018-06-15,"2018-08-28 00:00:00",,4,,0,70200238,1.0000
596,"Transfer Acct",369018.64,2018-06-20,"2018-08-28 00:00:00",,4,,0,70200239,1.0000
597,Cheque,7212.80,2018-05-15,"2018-08-28 00:00:00",,772,,0,70200240,1.0000
598,"Transfer Acct",35060.16,2018-05-17,"2018-08-28 00:00:00",,1526,,0,70200241,1.0000
599,"Transfer Acct",7680.00,2018-04-18,"2018-08-28 00:00:00",,54,,0,70200242,1.0000
600,"Transfer Acct",13157.43,2018-04-25,"2018-08-28 00:00:00",,12,,0,70200243,1.0000
601,"Transfer Acct",21830.00,2018-04-25,"2018-08-28 00:00:00",,12,,0,70200244,1.0000
602,"Transfer Acct",369844.75,2018-04-20,"2018-08-28 00:00:00",,85,,0,70200245,1.0000
603,"Transfer Acct",44515.96,2018-06-07,"2018-08-28 00:00:00",,85,,0,70200246,1.0000
604,"Transfer Acct",57799.29,2018-06-20,"2018-08-28 00:00:00",,85,,0,70200247,1.0000
605,"Transfer Acct",11828.76,2018-04-17,"2018-08-28 00:00:00",,3,,0,70200248,1.0000
606,"Transfer Acct",11828.76,2018-04-17,"2018-08-28 00:00:00",,3,,0,70200248,1.0000
607,"Transfer Acct",21240.00,2018-06-07,"2018-08-28 00:00:00",,3,,0,70200249,1.0000
608,"Transfer Acct",38617.60,2018-04-17,"2018-08-28 00:00:00",,87,,0,70200250,1.0000
609,"Transfer Acct",38617.60,2018-04-17,"2018-08-28 00:00:00",,87,,0,70200250,1.0000
610,"Transfer Acct",5369.44,2018-04-17,"2018-08-28 00:00:00",,87,,0,70200251,1.0000
611,"Transfer Acct",66422.20,2018-05-10,"2018-08-28 00:00:00",,87,,0,70200252,1.0000
612,"Transfer Acct",25743.30,2018-06-07,"2018-08-28 00:00:00",,87,,0,70200253,1.0000
613,"Transfer Acct",11305.60,2018-06-20,"2018-08-28 00:00:00",,87,,0,70200254,1.0000
614,"Transfer Acct",50335.60,2018-05-10,"2018-08-28 00:00:00",,87,,0,70200255,1.0000
615,"Transfer Acct",15717.60,2018-06-07,"2018-08-28 00:00:00",,87,,0,70200256,1.0000
616,"Transfer Acct",16284.00,2018-06-20,"2018-08-28 00:00:00",,87,,0,70200257,1.0000
617,"Transfer Acct",18172.04,2018-04-27,"2018-08-28 00:00:00",,87,,0,70200258,1.0000
618,"Transfer Acct",2715.77,2018-05-21,"2018-08-28 00:00:00",,659,,0,70200259,1.0000
619,"Transfer Acct",11264.28,2018-06-20,"2018-08-28 00:00:00",,659,,0,70200260,1.0000
620,"Transfer Acct",7079.76,2018-05-08,"2018-08-28 00:00:00",,1568,,0,70200261,1.0000
621,"Transfer Acct",7079.76,2018-05-08,"2018-08-28 00:00:00",,1568,,0,70200261,1.0000
622,"Transfer Acct",1889668.00,2018-04-24,"2018-08-28 00:00:00",,128,,0,70200262,1.0000
623,"Transfer Acct",1889668.00,2018-04-24,"2018-08-28 00:00:00",,128,,0,70200262,1.0000
624,"Transfer Acct",1104478.00,2018-05-21,"2018-08-28 00:00:00",,128,,0,70200263,1.0000
625,"Transfer Acct",571361.16,2018-04-24,"2018-08-28 00:00:00",,1,,0,70200264,1.0000
626,"Transfer Acct",12690.93,2018-04-25,"2018-08-28 00:00:00",,1,,0,70200265,1.0000
627,"Transfer Acct",42037.50,2018-05-04,"2018-08-28 00:00:00",,1,,0,70200266,1.0000
628,"Transfer Acct",6727.50,2018-05-28,"2018-08-28 00:00:00",,1,,0,70200267,1.0000
629,"Transfer Acct",39564.69,2018-06-05,"2018-08-28 00:00:00",,1,,0,70200268,1.0000
630,"Transfer Acct",6864.48,2018-04-03,"2018-08-28 00:00:00",,488,,0,70200269,1.0000
631,"Transfer Acct",190718.04,2018-04-09,"2018-08-28 00:00:00",,488,,0,70200270,1.0000
632,"Transfer Acct",99177.07,2018-04-13,"2018-08-28 00:00:00",,488,,0,70200271,1.0000
633,"Transfer Acct",6345.47,2018-05-18,"2018-08-28 00:00:00",,488,,0,70200272,1.0000
634,"Transfer Acct",48907.46,2018-06-18,"2018-08-28 00:00:00",,488,,0,70200273,1.0000
635,checkmo,0.00,2018-05-22,"2018-08-28 00:00:00",,134,,0,70200274,1.0000
636,"Transfer Acct",150753.26,2018-04-12,"2018-08-28 00:00:00",,318,,0,70200275,1.0000
637,"Transfer Acct",1345.20,2018-04-25,"2018-08-28 00:00:00",,318,,0,70200276,1.0000
638,"Transfer Acct",125000.00,2018-04-11,"2018-08-28 00:00:00",,1431,,0,70200277,1.0000
639,"Transfer Acct",24810.00,2018-06-30,"2018-08-28 00:00:00",,1431,,0,70200278,1.0000
640,"Transfer Acct",84843.00,2018-04-21,"2018-08-28 00:00:00",,140,,0,70200279,1.0000
641,"Transfer Acct",106554.00,2018-04-16,"2018-08-28 00:00:00",,998,,0,70200280,1.0000
642,"Transfer Acct",84771.00,2018-05-10,"2018-08-28 00:00:00",,1467,,0,70200281,1.0000
643,checkmo,0.00,2018-06-06,"2018-08-28 00:00:00",,155,,0,70200282,1.0000
644,"Transfer Acct",169920.00,2018-04-03,"2018-08-28 00:00:00",,166,,0,70200283,1.0000
645,"Transfer Acct",8791.00,2018-04-03,"2018-08-28 00:00:00",,166,,0,70200284,1.0000
646,"Transfer Acct",1050.00,2018-04-19,"2018-08-28 00:00:00",,166,,0,70200285,1.0000
647,"Transfer Acct",2899.26,2018-04-19,"2018-08-28 00:00:00",,166,,0,70200286,1.0000
648,"Transfer Acct",3150.00,2018-04-19,"2018-08-28 00:00:00",,166,,0,70200287,1.0000
649,"Transfer Acct",24258.44,2018-05-30,"2018-08-28 00:00:00",,166,,0,70200288,1.0000
650,"Transfer Acct",3646.20,2018-05-30,"2018-08-28 00:00:00",,166,,0,70200289,1.0000
651,"Transfer Acct",3646.20,2018-05-30,"2018-08-28 00:00:00",,166,,0,70200289,1.0000
652,"Transfer Acct",4149752.00,2018-04-05,"2018-08-28 00:00:00",,198,,0,70200290,1.0000
653,"Transfer Acct",4500000.00,2018-05-17,"2018-08-28 00:00:00",,198,,0,70200291,1.0000
654,"Transfer Acct",972634.00,2018-05-17,"2018-08-28 00:00:00",,198,,0,70200292,1.0000
655,"Transfer Acct",3548.00,2018-05-02,"2018-08-28 00:00:00",,610,,0,70200293,1.0000
656,"Transfer Acct",1520.00,2018-05-16,"2018-08-28 00:00:00",,847,,0,70200294,1.0000
657,"Transfer Acct",25057.00,2018-05-09,"2018-08-28 00:00:00",,453,,0,70200295,1.0000
658,"Transfer Acct",73499.80,2018-06-14,"2018-08-28 00:00:00",,453,,0,70200296,1.0000
659,"Transfer Acct",28280.00,2018-05-17,"2018-08-28 00:00:00",,207,,0,70200297,1.0000
660,"Transfer Acct",1398.17,2018-06-05,"2018-08-28 00:00:00",,207,,0,70200298,1.0000
661,"Transfer Acct",1751797.00,2018-04-16,"2018-08-28 00:00:00",,1435,,0,70200299,1.0000
662,70200299,1751797.00,2018-04-16,"2018-08-28 00:00:00",,1435,,0,70200299,1.0000
663,"Transfer Acct",1600612.00,2018-05-26,"2018-08-28 00:00:00",,238,,0,70200301,1.0000
664,"Transfer Acct",448171.00,2018-05-26,"2018-08-28 00:00:00",,238,,0,70200302,1.0000
665,"Transfer Acct",1600612.00,2018-06-01,"2018-08-28 00:00:00",,238,,0,70200303,1.0000
666,"Transfer Acct",1600612.00,2018-06-01,"2018-08-28 00:00:00",,238,,0,70200303,1.0000
667,"Transfer Acct",448171.00,2018-06-01,"2018-08-28 00:00:00",,238,,0,70200304,1.0000
668,"Transfer Acct",8253.75,2018-06-20,"2018-08-28 00:00:00",,1050,,0,70200305,1.0000
669,"Transfer Acct",200000.00,2018-05-28,"2018-08-28 00:00:00",,245,,0,70200306,1.0000
670,"Transfer Acct",5386.70,2018-04-19,"2018-08-28 00:00:00",,106,,0,70200307,1.0000
671,"Transfer Acct",2357.49,2018-05-03,"2018-08-28 00:00:00",,106,,0,70200308,1.0000
672,"Transfer Acct",6397.00,2018-06-14,"2018-08-28 00:00:00",,232,,0,70200300,1.0000
673,"Transfer Acct",6397.00,2018-06-14,"2018-08-28 00:00:00",,232,,0,70200300,1.0000
674,"Transfer Acct",9475.40,2018-05-29,"2018-08-28 00:00:00",,106,,0,70200309,1.0000
675,"Transfer Acct",7117.76,2018-06-15,"2018-08-28 00:00:00",,106,,0,70200310,1.0000
676,checkmo,0.00,2018-04-30,"2018-08-28 00:00:00",,264,,0,70200311,1.0000
677,checkmo,0.00,2018-04-12,"2018-08-28 00:00:00",,773,,0,70200312,1.0000
678,checkmo,0.00,2018-05-31,"2018-08-28 00:00:00",,773,,0,70200313,1.0000
679,"Transfer Acct",8313.00,2018-04-09,"2018-08-28 00:00:00",,288,,0,70200314,1.0000
680,"Transfer Acct",4953.95,2018-05-29,"2018-08-28 00:00:00",,223,,0,70200315,1.0000
681,"Transfer Acct",23600.00,2018-04-20,"2018-08-28 00:00:00",,1579,,0,70200316,1.0000
682,"Transfer Acct",25665.01,2018-05-21,"2018-08-28 00:00:00",,785,,0,70200317,1.0000
683,"Transfer Acct",9587500.00,2018-05-02,"2018-08-28 00:00:00",,707,,0,70200318,1.0000
684,"Transfer Acct",3559.00,2018-08-28,"2018-08-28 00:00:00",,323,,0,70200319,1.0000
685,"Transfer Acct",7246.00,2018-06-14,"2018-08-28 00:00:00",,1530,,0,70200320,1.0000
686,"Transfer Acct",22003.00,2018-04-19,"2018-08-28 00:00:00",,1574,,0,70200321,1.0000
687,"Transfer Acct",6726.00,2018-06-20,"2018-08-28 00:00:00",,1574,,0,70200322,1.0000
688,"Transfer Acct",47867.00,2018-05-03,"2018-08-28 00:00:00",,951,,0,70200323,1.0000
689,"Transfer Acct",11399.10,2018-05-18,"2018-08-28 00:00:00",,930,,0,70200324,1.0000
690,"Transfer Acct",11399.10,2018-05-18,"2018-08-28 00:00:00",,930,,0,70200324,1.0000
691,checkmo,0.00,2018-04-05,"2018-08-29 00:00:00",,155,,0,70200399,1.0000
692,"Transfer Acct",232779.42,2018-04-11,"2018-08-29 00:00:00",,1,,0,70200401,1.0000
693,"Transfer Acct",262636.05,2018-04-11,"2018-08-29 00:00:00",,488,,0,70200402,1.0000
694,"Transfer Acct",1524237.86,2018-04-16,"2018-08-29 00:00:00",,1,,0,70200403,1.0000
695,"Transfer Acct",121599.02,2018-04-16,"2018-08-29 00:00:00",,488,,0,70200404,1.0000
696,checkmo,0.00,2018-04-19,"2018-08-29 00:00:00",,155,,0,70200407,1.0000
697,"Transfer Acct",35792.00,2018-05-04,"2018-08-29 00:00:00",,87,,0,70200411,1.0000
698,"Transfer Acct",79026.00,2018-05-04,"2018-08-29 00:00:00",,85,,0,70200412,1.0000
699,"Transfer Acct",590.00,2018-05-07,"2018-08-29 00:00:00",,659,,0,70200413,1.0000
700,"Transfer Acct",474932.92,2018-05-18,"2018-08-30 00:00:00",,87,,0,70200416,1.0000
701,"Transfer Acct",288336.42,2018-05-18,"2018-08-30 00:00:00",,3,,0,70200417,1.0000
702,"Transfer Acct",539643.00,2018-05-21,"2018-08-30 00:00:00",,127,,0,70200418,1.0000
703,"Transfer Acct",257138.00,2018-05-21,"2018-08-30 00:00:00",,127,,0,70200419,1.0000
704,"Transfer Acct",31789.08,2018-05-24,"2018-08-30 00:00:00",,1,,0,70200420,1.0000
705,"Transfer Acct",29134.20,2018-05-24,"2018-08-30 00:00:00",,488,,0,70200421,1.0000
706,"Transfer Acct",1703169.90,2018-05-28,"2018-08-30 00:00:00",,1,,0,70200422,1.0000
707,"Transfer Acct",22479.71,2018-05-28,"2018-08-30 00:00:00",,488,,0,70200423,1.0000
708,"Transfer Acct",486450.00,2018-05-30,"2018-08-30 00:00:00",,1,,0,70200424,1.0000
709,"Transfer Acct",11894.00,2018-06-22,"2018-08-30 00:00:00",,184,,0,70200426,1.0000
710,"Transfer Acct",203762.00,2018-06-29,"2018-08-30 00:00:00",,184,,0,70200427,1.0000
711,"Transfer Acct",95816.00,2018-06-28,"2018-08-30 00:00:00",,1,,0,70200428,1.0000
712,"Transfer Acct",156753.08,2018-06-28,"2018-08-30 00:00:00",,488,,0,70200429,1.0000
713,checkmo,0.00,2018-05-24,"2018-08-31 00:00:00",,53,,0,70200438,1.0000
714,checkmo,0.00,2018-06-26,"2018-08-31 00:00:00",,53,,0,70200439,1.0000
715,"Transfer Acct",5876.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200440,1.0000
716,"Transfer Acct",39029.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200441,1.0000
717,"Transfer Acct",1304103.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200442,1.0000
718,"Transfer Acct",325934.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200443,1.0000
719,"Transfer Acct",340611.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200444,1.0000
720,"Transfer Acct",677425.00,2018-05-17,"2018-08-31 00:00:00",,13,,0,70200446,1.0000
721,"Transfer Acct",63338.00,2018-05-17,"2018-08-31 00:00:00",,13,,0,70200445,1.0000
722,"Transfer Acct",63338.00,2018-05-17,"2018-08-31 00:00:00",,13,,0,70200445,1.0000
723,"Transfer Acct",118519.00,2018-05-28,"2018-08-31 00:00:00",,13,,0,70200447,1.0000
724,"Transfer Acct",431076.00,2018-06-06,"2018-08-31 00:00:00",,13,,0,70200448,1.0000
725,"Transfer Acct",6380.00,2018-06-11,"2018-08-31 00:00:00",,13,,0,70200449,1.0000
726,"Transfer Acct",5876.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200450,1.0000
727,"Transfer Acct",39029.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200451,1.0000
728,"Transfer Acct",1304103.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200452,1.0000
729,"Transfer Acct",325934.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200453,1.0000
730,"Transfer Acct",340611.00,2018-05-03,"2018-08-31 00:00:00",,13,,0,70200454,1.0000
731,"Transfer Acct",63338.00,2018-05-17,"2018-08-31 00:00:00",,13,,0,70200455,1.0000
732,"Transfer Acct",677425.00,2018-05-17,"2018-08-31 00:00:00",,13,,0,70200456,1.0000
733,"Transfer Acct",118519.00,2018-05-28,"2018-08-31 00:00:00",,13,,0,70200457,1.0000
734,"Transfer Acct",431076.00,2018-06-06,"2018-08-31 00:00:00",,13,,0,70200458,1.0000
735,"Transfer Acct",6380.00,2018-06-11,"2018-08-31 00:00:00",,13,,0,70200459,1.0000
736,"Transfer Acct",1947.00,2018-05-25,"2018-08-31 00:00:00",,13,,0,70200460,1.0000
737,"Transfer Acct",6374.00,2018-05-25,"2018-08-31 00:00:00",,13,,0,70200461,1.0000
738,"Transfer Acct",391107.00,2018-05-25,"2018-08-31 00:00:00",,13,,0,70200462,1.0000
739,"Transfer Acct",637.00,2018-05-25,"2018-08-31 00:00:00",,13,,0,70200463,1.0000
740,"Transfer Acct",6380.00,2018-06-05,"2018-08-31 00:00:00",,13,,0,70200464,1.0000
741,"Transfer Acct",176893.00,2018-06-05,"2018-08-31 00:00:00",,13,,0,70200465,1.0000
742,"Transfer Acct",164023.00,2018-06-14,"2018-08-31 00:00:00",,13,,0,70200466,1.0000
743,"Transfer Acct",134355.00,2018-06-22,"2018-08-31 00:00:00",,13,,0,70200467,1.0000
744,"Transfer Acct",10999.00,2018-06-27,"2018-08-31 00:00:00",,13,,0,70200468,1.0000
745,"Transfer Acct",383006.00,2018-07-04,"2018-08-31 00:00:00",,13,,0,70200469,1.0000
746,"Transfer Acct",248018.00,2018-07-11,"2018-08-31 00:00:00",,13,,0,70200470,1.0000
747,"Transfer Acct",128386.00,2018-08-02,"2018-08-31 00:00:00",,13,,0,70200471,1.0000
748,"Transfer Acct",1504085.00,2018-08-02,"2018-08-31 00:00:00",,13,,0,70200472,1.0000
749,"Transfer Acct",386501.00,2018-08-02,"2018-08-31 00:00:00",,13,,0,70200473,1.0000
750,"Transfer Acct",13594.00,2018-08-21,"2018-08-31 00:00:00",,13,,0,70200474,1.0000
751,"Transfer Acct",121354.00,2018-07-24,"2018-08-31 00:00:00",,1716,,0,70200475,1.0000
752,"Transfer Acct",121354.00,2018-07-24,"2018-08-31 00:00:00",,1716,,0,70200475,1.0000
753,"Transfer Acct",92959.00,2018-08-02,"2018-08-31 00:00:00",,1716,,0,70200476,1.0000
754,"Transfer Acct",349835.00,2018-08-21,"2018-08-31 00:00:00",,1716,,0,70200478,1.0000
755,"Transfer Acct",4395788.00,2018-08-21,"2018-08-31 00:00:00",,1716,,0,70200477,1.0000
756,"Transfer Acct",7434.00,2018-04-23,"2018-08-31 00:00:00",,65,,0,70200481,1.0000
757,"Transfer Acct",1239.00,2018-05-15,"2018-08-31 00:00:00",,767,,0,70200482,1.0000
758,"Transfer Acct",19200.00,2018-06-05,"2018-08-31 00:00:00",,175,,0,70200483,1.0000
759,"Transfer Acct",391107.00,2018-05-25,"2018-08-31 00:00:00",,13,,0,70200479,1.0000
760,"Transfer Acct",386804.00,2018-04-17,"2018-08-31 00:00:00",,163,,0,70200480,1.0000
761,checkmo,0.00,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200487,1.0000
762,checkmo,0.00,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200488,1.0000
763,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200489,1.0000
764,checkmo,0.00,2018-08-06,"2018-09-03 00:00:00",,155,,0,70200492,1.0000
765,checkmo,0.00,2018-08-06,"2018-09-03 00:00:00",,155,,0,70200493,1.0000
766,checkmo,0.00,2018-08-06,"2018-09-03 00:00:00",,155,,0,70200494,1.0000
767,checkmo,0.00,2018-08-29,"2018-09-03 00:00:00",,155,,0,70200497,1.0000
768,checkmo,0.00,2018-04-21,"2018-09-03 00:00:00",,155,,0,70200498,1.0000
769,checkmo,0.00,2018-04-21,"2018-09-03 00:00:00",,155,,0,70200498,1.0000
770,checkmo,0.00,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200500,1.0000
771,checkmo,0.00,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200500,1.0000
772,checkmo,0.00,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200500,1.0000
773,checkmo,0.00,2018-07-30,"2018-09-03 00:00:00",,155,,0,70200502,1.0000
774,checkmo,0.00,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200505,1.0000
775,checkmo,0.00,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200506,1.0000
776,checkmo,0.00,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200507,1.0000
777,checkmo,0.00,2018-07-26,"2018-09-03 00:00:00",,155,,0,70200508,1.0000
778,checkmo,0.00,2018-07-26,"2018-09-03 00:00:00",,155,,0,70200509,1.0000
779,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200521,1.0000
780,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200522,1.0000
781,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200523,1.0000
782,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200524,1.0000
783,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200525,1.0000
784,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200526,1.0000
785,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200527,1.0000
786,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200528,1.0000
787,"Transfer Acct",50000.00,2018-08-13,"2018-09-03 00:00:00",,927,,0,70200529,1.0000
788,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200530,1.0000
789,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200532,1.0000
790,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200533,1.0000
791,"Transfer Acct",2921980.00,2018-04-03,"2018-09-03 00:00:00",,1434,,0,70200534,1.0000
792,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,446,,0,70200536,1.0000
793,"Transfer Acct",423150.00,2018-04-10,"2018-09-03 00:00:00",,62,,0,70200537,1.0000
794,"Transfer Acct",144550.00,2018-04-16,"2018-09-03 00:00:00",,357,,0,70200539,1.0000
795,"Transfer Acct",4130.00,2018-04-17,"2018-09-03 00:00:00",,1444,,0,70200540,1.0000
796,"Transfer Acct",94364.00,2018-04-18,"2018-09-03 00:00:00",,434,,0,70200541,1.0000
797,"Transfer Acct",10080.00,2018-04-19,"2018-09-03 00:00:00",,712,,0,70200542,1.0000
798,"Transfer Acct",10263.00,2018-04-20,"2018-09-03 00:00:00",,502,,0,70200543,1.0000
799,"Transfer Acct",18750.00,2018-04-20,"2018-09-03 00:00:00",,1583,,0,70200544,1.0000
800,"Transfer Acct",1930.00,2018-04-24,"2018-09-03 00:00:00",,1445,,0,70200545,1.0000
801,"Transfer Acct",59000.00,2018-05-03,"2018-09-03 00:00:00",,62,,0,70200547,1.0000
802,"Transfer Acct",13658.00,2018-05-05,"2018-09-03 00:00:00",,1444,,0,70200548,1.0000
803,"Transfer Acct",1610187.00,2018-05-23,"2018-09-03 00:00:00",,397,,0,70200551,1.0000
804,"Transfer Acct",2833.00,2018-05-24,"2018-09-03 00:00:00",,1556,,0,70200554,1.0000
805,checkmo,0.00,2018-05-25,"2018-09-03 00:00:00",,107,,0,70200555,1.0000
806,checkmo,0.00,2018-05-25,"2018-09-03 00:00:00",,107,,0,70200555,1.0000
807,checkmo,0.00,2018-06-04,"2018-09-03 00:00:00",,755,,0,70200556,1.0000
808,checkmo,0.00,2018-06-04,"2018-09-03 00:00:00",,418,,0,70200558,1.0000
809,"Transfer Acct",16520.00,2018-06-13,"2018-09-03 00:00:00",,1683,,0,70200559,1.0000
810,"Transfer Acct",3790.00,2018-06-14,"2018-09-03 00:00:00",,1445,,0,70200560,1.0000
811,checkmo,0.00,2018-06-30,"2018-09-03 00:00:00",,755,,0,70200561,1.0000
812,"Transfer Acct",154168.47,2018-07-02,"2018-09-03 00:00:00",,318,,0,70200562,1.0000
813,"Transfer Acct",9926.00,2018-07-04,"2018-09-03 00:00:00",,1445,,0,70200563,1.0000
814,"Transfer Acct",1870.00,2018-07-13,"2018-09-03 00:00:00",,1105,,0,70200564,1.0000
815,checkmo,0.00,2018-07-14,"2018-09-03 00:00:00",,149,,0,70200566,1.0000
816,"Transfer Acct",133296.00,2018-07-27,"2018-09-03 00:00:00",,1707,,0,70200567,1.0000
817,"Transfer Acct",10905.00,2018-08-01,"2018-09-03 00:00:00",,14,,0,70200568,1.0000
818,"Transfer Acct",259750.00,2018-08-06,"2018-09-03 00:00:00",,14,,0,70200569,1.0000
819,"Transfer Acct",51942.00,2018-08-13,"2018-09-03 00:00:00",,40,,0,70200570,1.0000
820,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200573,1.0000
821,checkmo,0.00,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200574,1.0000
822,"Transfer Acct",20847.46,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200575,1.0000
823,"Transfer Acct",13926.64,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200576,1.0000
824,"Transfer Acct",17028.30,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200577,1.0000
825,"Transfer Acct",17028.30,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200577,1.0000
826,"Transfer Acct",86036.78,2018-04-16,"2018-09-03 00:00:00",,155,,0,70200578,1.0000
827,"Transfer Acct",115278.63,2018-04-16,"2018-09-03 00:00:00",,155,,0,70200579,1.0000
828,"Transfer Acct",103.78,2018-04-16,"2018-09-03 00:00:00",,155,,0,70200580,1.0000
829,"Transfer Acct",78526.92,2018-04-21,"2018-09-03 00:00:00",,155,,0,70200581,1.0000
830,"Transfer Acct",70580.04,2018-04-21,"2018-09-03 00:00:00",,155,,0,70200582,1.0000
831,"Transfer Acct",49865.62,2018-04-21,"2018-09-03 00:00:00",,155,,0,70200583,1.0000
832,"Transfer Acct",69548.88,2018-04-21,"2018-09-03 00:00:00",,155,,0,70200584,1.0000
833,"Transfer Acct",2565.92,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200585,1.0000
834,"Transfer Acct",193555.08,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200586,1.0000
835,"Transfer Acct",20380.90,2018-05-24,"2018-09-03 00:00:00",,155,,0,70200587,1.0000
836,"Transfer Acct",7551.74,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200588,1.0000
837,"Transfer Acct",2930.97,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200589,1.0000
838,"Transfer Acct",18642.63,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200590,1.0000
839,"Transfer Acct",19550.08,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200591,1.0000
840,"Transfer Acct",70343.31,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200592,1.0000
