Branch,Project,Invoice No.,Date,Customer, Document Total ,POD
Maharashtra,35894,202001189,11-Jul-2019,Cummins Technologies India Pvt. Ltd.," 7,734.75 ",
Maharashtra,35524,202001190,11-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 14,905.26 ",
Maharashtra,35673,202001191,12-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 3,398.40 ",
Maharashtra,36356,202001194,12-Jul-2019,Bituflex Shipping And Trading LLP," 395,007.36 ",
Maharashtra,32480,202001195,12-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 37,136.26 ",
Maharashtra,35609,202001197,12-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 86,946.80 ",
Maharashtra,28044,202001198,12-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 4,116.90 ",
Maharashtra,36214,202001201,12-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 6,441.67 ",
Maharashtra,36123,202001203,12-Jul-2019,Adino Telecom Ltd.," 107,734.00 ",
Maharashtra,36123,202001204,12-Jul-2019,Adino Telecom Ltd.," 117,528.00 ",
Maharashtra,34394,202001205,12-Jul-2019,Gillette India Ltd.," 5,312.30 ",
Maharashtra,32293,202001206,12-Jul-2019,DHL Supply Chain India Pvt. Ltd.," 27,612.00 ",
Maharashtra,36038,202001207,12-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 20,260.60 ",
Maharashtra,31755,202001208,15-Jul-2019,Cummins Technologies India Pvt. Ltd.," 373,092.11 ",
Maharashtra,36005,202001209,15-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 3,784.99 ",
Maharashtra,36121,202001210,15-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 8,400.00 ",
Maharashtra,35302,202001212,15-Jul-2019,Applied Materials India Pvt. Ltd., 928.20 ,
Maharashtra,36280,202001213,15-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 44,620.99 ",
Maharashtra,30959,202001215,15-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 41,703.59 ",
Maharashtra,31305,202001216,15-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 7,143.70 ",
Maharashtra,35623,202001218,15-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 50,305.52 ",
Maharashtra,35645,202001220,15-Jul-2019,Huntsman International India Pvt Ltd," 38,350.00 ",
Maharashtra,35957,202001221,15-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,401.27 ",
Maharashtra,35076,202001222,15-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,183.59 ",
Maharashtra,35551,202001223,15-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 3,990.00 ",
Maharashtra,36263,202001225,15-Jul-2019,Liugong India Pvt. Ltd.," 88,500.00 ",
Maharashtra,35822,202001227,15-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,165.40 ",
Maharashtra,34255,202001229,15-Jul-2019,Cummins Technologies India Pvt. Ltd.," 255,438.76 ",
Maharashtra,35715,202001230,16-Jul-2019,GIA India Laboratory Pvt. Ltd.," 106,672.00 ",
Maharashtra,35861,202001231,16-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 22,420.00 ",
Maharashtra,36006,202001233,16-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 8,726.10 ",
Maharashtra,36362,202001234,16-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 8,061.76 ",
Maharashtra,35408,202001236,16-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,631.50 ",
Maharashtra,36224,202001237,16-Jul-2019,Piramal Enterprises Ltd.," 8,702.50 ",
Maharashtra,36267,202001238,16-Jul-2019,Piramal Enterprises Ltd.," 6,049.32 ",
Maharashtra,31305,202001239,16-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 223,710.29 ",
Maharashtra,35258,202001240,17-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 2,206.60 ",
Maharashtra,32963,202001241,17-Jul-2019,Cummins Technologies India Pvt. Ltd.," 717,631.98 ",
Maharashtra,35756,202001242,17-Jul-2019,GIA India Laboratory Pvt. Ltd.," 8,142.00 ",
Maharashtra,36274,202001244,17-Jul-2019,Piramal Enterprises Ltd.," 12,816.84 ",
Maharashtra,30026,202001245,17-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 29,424.00 ",
Maharashtra,27512,202001246,17-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,730.82 ",
Maharashtra,30454,202001247,18-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 10,298.40 ",
Maharashtra,27512,202001248,18-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 4,846.30 ",
Maharashtra,35951,202001250,18-Jul-2019,Hyosung T and D India Pvt. Ltd.," 17,220.00 ",
Maharashtra,35664,202001251,18-Jul-2019,Cummins Technologies India Pvt. Ltd.," 9,227.12 ",
Maharashtra,36123,202001253,18-Jul-2019,Adino Telecom Ltd.," 39,176.00 ",
Maharashtra,36326,202001254,18-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 14,046.90 ",
Maharashtra,35195,202001255,18-Jul-2019,Bharat Mumbai Container Terminals Pvt. Ltd.," 9,558.00 ",
Maharashtra,36264,202001256,18-Jul-2019,Huntsman International India Pvt Ltd," 29,260.00 ",
Maharashtra,36264,202001257,19-Jul-2019,Huntsman International India Pvt Ltd," 72,443.74 ",
Maharashtra,34083,202001258,19-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 660.80 ,
Maharashtra,36459,202001260,19-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 778.80 ,
Maharashtra,36141,202001261,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 3,315.90 ",
Maharashtra,35786,202001262,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 22,295.80 ",
Maharashtra,35647,202001263,19-Jul-2019,Bosch Ltd.," 165,864.93 ",
Maharashtra,35861,202001264,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 12,600.00 ",
Maharashtra,35598,202001265,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd., 525.00 ,
Maharashtra,31730,202001266,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 26,801.94 ",
Maharashtra,28043,202001267,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 9,550.44 ",
Maharashtra,30209,202001269,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,890.77 ",
Maharashtra,36503,202001271,19-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,414.68 ",
Maharashtra,36295,202001274,19-Jul-2019,Survival Systems India," 1,615.42 ",
Maharashtra,30450,202001275,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 11,116.78 ",
Maharashtra,36137,202001276,19-Jul-2019,Cummins Technologies India Pvt. Ltd.," 15,261.33 ",
Maharashtra,36092,202001277,19-Jul-2019,Cummins Technologies India Pvt. Ltd.," 21,948.00 ",
Maharashtra,34183,202001278,19-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 12,760.64 ",
Maharashtra,35297,202001279,20-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 10,484.78 ",
Maharashtra,35709,202001280,20-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 163,034.64 ",
Maharashtra,35297,202001281,20-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 4,888.38 ",
Maharashtra,33630,202001286,20-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 47,428.92 ",
Maharashtra,33993,202001287,20-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 5,947.20 ",
Maharashtra,35551,202001288,20-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 23,788.80 ",
Maharashtra,35003,202001290,20-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 65,115.40 ",
Maharashtra,31924,202001292,20-Jul-2019,Applied Materials India Pvt. Ltd.," 536,233.65 ",
Maharashtra,36464,202001293,22-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 10,627.60 ",
Maharashtra,36417,202001294,22-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,875.16 ",
Maharashtra,36470,202001295,22-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,639.16 ",
Maharashtra,35472,202001296,22-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 63,000.00 ",
Maharashtra,34864,202001300,22-Jul-2019,Cummins Technologies India Pvt. Ltd.," 129,418.86 ",
Maharashtra,36006,202001301,22-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 92,276.00 ",
Maharashtra,32114,202001303,22-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 9,431.98 ",
Maharashtra,34154,202001304,22-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 17,487.29 ",
Maharashtra,35609,202001305,22-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 21,956.28 ",
Maharashtra,35618,202001306,22-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,730.82 ",
Maharashtra,35618,202001308,22-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 25,553.14 ",
Maharashtra,36031,202001310,23-Jul-2019,Cummins India Ltd.," 267,737.95 ",
Maharashtra,35911,202001313,23-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 18,172.00 ",
Maharashtra,,202001314,23-Jul-2019,Trident Computer Resources Inc.," 228,253.27 ",
Maharashtra,33603,202001315,23-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 112,177.77 ",
Maharashtra,34396,202001316,23-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 41,218.34 ",
Maharashtra,35709,202001317,23-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 44,250.00 ",
Maharashtra,35957,202001318,23-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 14,231.60 ",
Maharashtra,35709,202001319,23-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 5,811.50 ",
Maharashtra,36501,202001320,23-Jul-2019,IAC International Automotive India Pvt. Ltd.," 9,281.88 ",
Maharashtra,36264,202001321,23-Jul-2019,Huntsman International India Pvt Ltd," 7,788.00 ",
Maharashtra,36290,202001322,23-Jul-2019,Applied Materials India Pvt. Ltd.," 4,259.80 ",
Maharashtra,35464,202001323,23-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 159,522.33 ",
Maharashtra,35759,202001324,23-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 3,105.18 ",
Maharashtra,36262,202001325,23-Jul-2019,Applied Materials India Pvt. Ltd.," 56,263.40 ",
Maharashtra,35979,202001326,23-Jul-2019,Applied Materials India Pvt. Ltd.," 25,235.59 ",
Maharashtra,36091,202001328,23-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 137,400.00 ",
Maharashtra,,202001329,23-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 14,873.66 ",
Maharashtra,,202001330,23-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 226.47 ,
Maharashtra,36421,202001331,23-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 175.77 ,
Maharashtra,,202001332,23-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 113.23 ,
Maharashtra,30096,202001333,23-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 25,950.21 ",
Maharashtra,,202001334,23-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 25,397.14 ",
Maharashtra,35627,202001335,23-Jul-2019,Huntsman International India Pvt Ltd," 99,680.00 ",
Maharashtra,36304,202001337,23-Jul-2019,Cummins Technologies India Pvt. Ltd.," 41,106.48 ",
Maharashtra,36031,202001338,23-Jul-2019,Cummins India Ltd.," 37,299.27 ",
Maharashtra,35797,202001339,24-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 11,931.71 ",
Maharashtra,36052,202001342,24-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,484.20 ",
Maharashtra,35253,202001343,24-Jul-2019,Applied Materials India Pvt. Ltd.," 10,641.95 ",
Maharashtra,30209,202001345,24-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 9,453.87 ",
Maharashtra,30050,202001346,24-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 76,615.04 ",
Maharashtra,34154,202001347,24-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 21,859.10 ",
Maharashtra,36163,202001348,24-Jul-2019,Cummins Technologies India Pvt. Ltd.," 1,008.90 ",
Maharashtra,35119,202001349,24-Jul-2019,Cummins Technologies India Pvt. Ltd.," 9,440.00 ",
Maharashtra,33993,202001352,25-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 1,604.80 ",
Maharashtra,34048,202001354,25-Jul-2019,Reliance Corporate IT Park Ltd.," 17,472.00 ",
Maharashtra,36342,202001355,25-Jul-2019,Gillette India Ltd., 692.18 ,
Maharashtra,32282,202001357,25-Jul-2019,IAC International Automotive India Pvt. Ltd.," 340,725.00 ",
Maharashtra,36293,202001358,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 10,964.25 ",
Maharashtra,36542,202001359,25-Jul-2019,Gillette India Ltd., 414.92 ,
Maharashtra,36482,202001360,25-Jul-2019,Gillette India Ltd.," 6,183.48 ",
Maharashtra,35704,202001361,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 12,333.78 ",
Maharashtra,,202001362,25-Jul-2019,Applied Materials India Pvt. Ltd.," 1,024.51 ",
Maharashtra,33545,202001365,25-Jul-2019,Applied Materials India Pvt. Ltd.," 4,758.11 ",
Maharashtra,35651,202001366,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 17,563.33 ",
Maharashtra,,202001368,25-Jul-2019,Liugong India Pvt. Ltd.," 6,536.32 ",
Maharashtra,,202001369,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 491.64 ,
Maharashtra,35197,202001370,25-Jul-2019,Cummins Technologies India Pvt. Ltd.," 39,221.61 ",
Maharashtra,,202001371,25-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,631.50 ",
Maharashtra,,202001372,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 719.71 ,
Maharashtra,,202001373,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 719.71 ,
Maharashtra,,202001374,25-Jul-2019,The Automotive Research Association of India," 19,788.55 ",
Maharashtra,,202001375,25-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 7,436.83 ",
Maharashtra,,202001377,25-Jul-2019,Piramal Enterprises Ltd.," 12,272.00 ",
Maharashtra,35794,202001378,25-Jul-2019,Adino Telecom Ltd.," 12,980.00 ",
Maharashtra,35444,202001380,25-Jul-2019,Eaton India Innovation Center LLP," 24,500.00 ",
Maharashtra,35444,202001381,25-Jul-2019,Eaton India Innovation Center LLP, 500.00 ,
Maharashtra,,202001383,25-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 17,878.14 ",
Maharashtra,36490,202001386,26-Jul-2019,Hindustan Unilever Ltd.," 41,370.80 ",
Maharashtra,36035,202001387,26-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd., 226.56 ,
Maharashtra,34533,202001388,26-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,230.50 ",
Maharashtra,36019,202001389,26-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,416.00 ",
Maharashtra,34975,202001391,26-Jul-2019,GlaxoSmithKline Pharmaceuticals Ltd.," 167,560.00 ",
Maharashtra,36014,202001392,26-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,635.48 ",
Maharashtra,,202001393,26-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 11,743.31 ",
Maharashtra,,202001394,26-Jul-2019,Applied Materials India Pvt. Ltd.," 1,711.00 ",
Maharashtra,30209,202001396,29-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,890.77 ",
Maharashtra,27761,202001397,29-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 6,734.31 ",
Maharashtra,34482,202001398,29-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 52,047.92 ",
Maharashtra,35995,202001402,29-Jul-2019,GlaxoSmithKline Consumer Healthcare Ltd.," 70,062.50 ",
Maharashtra,35940,202001403,29-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 37,335.72 ",
Maharashtra,,202001404,29-Jul-2019,Johnson Matthey Chemicals India Pvt. Ltd.," 1,206,272.00 ",
Maharashtra,35951,202001405,29-Jul-2019,Hyosung T and D India Pvt. Ltd.," 12,980.00 ",
Maharashtra,35073,202001406,29-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 12,559.57 ",
Maharashtra,35394,202001407,29-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 24,411.14 ",
Maharashtra,,202001408,29-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 6,360.87 ",
Maharashtra,36001,202001409,29-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 20,827.00 ",
Maharashtra,34986,202001410,29-Jul-2019,Gillette India Ltd.," 4,407.72 ",
Maharashtra,35979,202001411,29-Jul-2019,Applied Materials India Pvt. Ltd.," 13,266.74 ",
Maharashtra,36434,202001412,30-Jul-2019,ZF India Pvt. Ltd.," 38,115.00 ",
Maharashtra,,202001418,30-Jul-2019,Covestro India Pvt. Ltd.," 8,450.40 ",
Maharashtra,33741,202001420,30-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 24,290.30 ",
Maharashtra,,202001421,30-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 23,954.00 ",
Maharashtra,,202001424,30-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,412.71 ",
Maharashtra,27060,202001426,30-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 7,154.34 ",
Maharashtra,26610,202001427,30-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 3,036.14 ",
Maharashtra,29931,202001428,30-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 14,209.56 ",
Maharashtra,27761,202001429,30-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,979.10 ",
Maharashtra,,202001431,31-Jul-2019,FABTECH TECHNOLOGIES INTERNATIONAL LTD," 18,593.40 ",
Maharashtra,,202001432,31-Jul-2019,FABTECH TECHNOLOGIES INTERNATIONAL LTD," 4,047.58 ",
Maharashtra,35921,202001433,31-Jul-2019,FABTECH TECHNOLOGIES INTERNATIONAL LTD," 31,977.47 ",
Maharashtra,33234,202001435,31-Jul-2019,Eaton India Innovation Center LLP," 19,200.00 ",
Maharashtra,,202001437,31-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,807.98 ",
Maharashtra,,202001438,31-Jul-2019,FABTECH TECHNOLOGIES INTERNATIONAL LTD," 47,381.72 ",
Maharashtra,,202001440,31-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 24,842.11 ",
Maharashtra,35748,202001441,31-Jul-2019,Applied Materials India Pvt. Ltd.," 70,593.41 ",
Maharashtra,35776,202001442,31-Jul-2019,IAC International Automotive India Pvt. Ltd.," 42,542.12 ",
Maharashtra,34779,202001443,31-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 68,737.74 ",
Maharashtra,36322,202001444,31-Jul-2019,GE Global Sourcing India Pvt Ltd," 10,500.00 ",
Maharashtra,36315,202001447,31-Jul-2019,Cummins Technologies India Pvt. Ltd.," 173,193.57 ",
Maharashtra,35682,202001448,31-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 140,000.00 ",
Maharashtra,,202001449,31-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd., 889.36 ,
Maharashtra,,202001450,31-Jul-2019,Cummins Technologies India Pvt. Ltd.," 17,612.21 ",
Maharashtra,,202001784,28-Aug-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 23,232.80 ",
Maharashtra,,202001811,30-Aug-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 23,600.00 ",
Maharashtra,,202001821,30-Aug-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 18,383.17 ",
Maharashtra,,202001830,30-Aug-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 17,009.32 ",
Maharashtra,36063,202001846,3-Sep-2019,Applied Materials India Pvt. Ltd.," 17,722.93 ",
Maharashtra,,202001848,3-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 43,480.64 ",
Maharashtra,,202001853,3-Sep-2019,L&T Infotech Ltd.," 106,613.00 ",
Maharashtra,,202001854,3-Sep-2019,Huntsman International India Pvt Ltd," 24,780.00 ",
Maharashtra,,202001855,3-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 94,400.00 ",
Maharashtra,,202001856,3-Sep-2019,Vestas Wind Technology India Pvt. Ltd.," 17,416.80 ",
Maharashtra,35475,202001858,4-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,537.76 ",
Maharashtra,,202001859,4-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,947.38 ",
Maharashtra,,202001869,4-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 6,903.00 ",
Maharashtra,,202001871,5-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 32,450.00 ",
Maharashtra,,202001873,5-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 64,753.92 ",
Maharashtra,,202001875,5-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 11,925.88 ",
Maharashtra,,202001879,5-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 57,395.52 ",
Maharashtra,,202001880,5-Sep-2019,Sigma Aldrich Chemicals Pvt Ltd," 29,712.40 ",
Maharashtra,,202001883,5-Sep-2019,GIA India Laboratory Pvt. Ltd.," 41,890.00 ",
Maharashtra,,202001884,5-Sep-2019,GE Diesel Locomotive Pvt. Ltd., 490.56 ,
Maharashtra,,202001885,5-Sep-2019,GlaxoSmithKline Pharmaceuticals Ltd.," 38,841.60 ",
Maharashtra,,202001888,6-Sep-2019,Applied Materials India Pvt. Ltd.," 35,474.88 ",
Maharashtra,36301,202001889,6-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,507.10 ",
Maharashtra,35613,202001890,6-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 25,334.24 ",
Maharashtra,,202001894,6-Sep-2019,Applied Materials India Pvt. Ltd.," 6,499.37 ",
Maharashtra,,202001896,6-Sep-2019,Applied Materials India Pvt. Ltd.," 14,531.78 ",
Maharashtra,36449,202001897,6-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 26,724.16 ",
Maharashtra,35297,202001898,6-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 51,243.86 ",
Maharashtra,35761,202001899,6-Sep-2019,Applied Materials India Pvt. Ltd.," 57,058.73 ",
Maharashtra,,202001903,6-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,763.25 ",
Maharashtra,,202001904,6-Sep-2019,Applied Materials India Pvt. Ltd.," 24,371.37 ",
Maharashtra,35154,202001915,9-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 36,809.52 ",
Maharashtra,32852,202001916,9-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 5,632.95 ",
Maharashtra,36301,202001917,9-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 4,253.54 ",
Maharashtra,,202001920,9-Sep-2019,Applied Materials India Pvt. Ltd.," 239,821.04 ",
Maharashtra,,202001922,9-Sep-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 11,056.60 ",
Maharashtra,35191,202001923,9-Sep-2019,Cargill India Pvt. Ltd.," 82,718.00 ",
Maharashtra,,202001925,9-Sep-2019,Aegis Gas (LPG) Private Limited," 585,596.93 ",
Maharashtra,32293,202001929,9-Sep-2019,DHL Supply Chain India Pvt. Ltd.," 1,534.00 ",
Maharashtra,,202001930,9-Sep-2019,HPCL Mittal Energy Ltd.," 38,763.00 ",
Maharashtra,35618,202001934,10-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 21,902.68 ",
Maharashtra,35441,202001935,10-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,424.20 ",
Maharashtra,26423,202001937,10-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 3,450.32 ",
Maharashtra,36301,202001939,10-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 12,760.64 ",
Maharashtra,32293,202001940,10-Sep-2019,DHL Supply Chain India Pvt. Ltd.," 7,670.00 ",
Maharashtra,,202001941,10-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 25,873.06 ",
Maharashtra,,202001944,10-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 30,637.76 ",
Maharashtra,,202001957,11-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 42,000.00 ",
Maharashtra,,202001958,11-Sep-2019,Colgate-Palmolive India Ltd.," 20,244.55 ",
Maharashtra,,202001959,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd.," 70,672.56 ",
Maharashtra,,202001960,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd.," 4,186.64 ",
Maharashtra,,202001961,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd.," 1,840.80 ",
Maharashtra,,202001962,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd.," 20,827.00 ",
Maharashtra,,202001963,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd., 769.36 ,
Maharashtra,,202001964,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd.," 3,719.36 ",
Maharashtra,,202001965,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd., 804.76 ,
Maharashtra,,202001967,11-Sep-2019,Xylem Water Solutions India Pvt. Ltd., 328.04 ,
Maharashtra,,202001970,11-Sep-2019,Colgate-Palmolive India Ltd.," 5,177.84 ",
Maharashtra,,202001986,12-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 39,530.00 ",
Maharashtra,,202001988,12-Sep-2019,Eaton India Innovation Center LLP," 45,324.00 ",
Maharashtra,33994,202001991,13-Sep-2019,Eaton India Innovation Center LLP, 210.00 ,
Maharashtra,,202001993,13-Sep-2019,Adino Telecom Ltd.," 6,195.00 ",
Maharashtra,35618,202001996,13-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 21,902.68 ",
Maharashtra,33741,202001997,13-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 48,580.60 ",
Maharashtra,33474,202001998,13-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 10,981.08 ",
Maharashtra,,202002000,13-Sep-2019,Applied Materials India Pvt. Ltd.," 3,935.63 ",
Maharashtra,,202002001,13-Sep-2019,Survival Systems India," 39,102.00 ",
Maharashtra,34154,202002004,13-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 10,984.62 ",
Maharashtra,34154,202002007,13-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 10,984.62 ",
Maharashtra,,202002009,13-Sep-2019,Reliance Industries Ltd.," 17,169.00 ",
Maharashtra,,202002014,14-Sep-2019,GE Diesel Locomotive Pvt. Ltd.," 3,414.14 ",
Maharashtra,,202002017,16-Sep-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 5,900.00 ",
