Branch,Project,Invoice No.,Date,Customer, Document Total ,POD
Maharashtra,35115,202000854,12-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd., 739.20 ,
Maharashtra,34196,202000855,12-Jun-2019,Eaton India Innovation Center LLP," 11,451.76 ",
Maharashtra,34047,202000857,12-Jun-2019,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.," 11,446.00 ",
Maharashtra,35178,202000858,12-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 11,813.71 ",
Maharashtra,35452,202000859,12-Jun-2019,Reliance Industries Ltd.," 18,850.50 ",
Maharashtra,32852,202000860,12-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 9,398.87 ",
Maharashtra,34396,202000861,12-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 20,609.18 ",
Maharashtra,34313,202000862,12-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 48,243.48 ",
Maharashtra,35084,202000863,12-Jun-2019,Applied Materials India Pvt. Ltd.," 3,650.00 ",
Maharashtra,34429,202000864,12-Jun-2019,Survival Systems India," 5,305.28 ",
Maharashtra,34758,202000865,12-Jun-2019,Applied Materials India Pvt. Ltd.," 34,009.96 ",
Maharashtra,32779,202000866,13-Jun-2019,GAIL India Ltd.," 70,964.78 ",
Maharashtra,34203,202000867,13-Jun-2019,Hindustan Zinc Ltd.," 4,112.30 ",
Maharashtra,33193,202000870,13-Jun-2019,ZF India Pvt. Ltd.," 6,431.00 ",
Maharashtra,35467,202000874,13-Jun-2019,Covestro India Pvt. Ltd.," 31,395.00 ",
Maharashtra,35282,202000876,13-Jun-2019,Simplex Infrastructures Ltd.," 46,020.00 ",
Maharashtra,25371,202000877,14-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 9,062.57 ",
Maharashtra,33112,202000878,14-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 19,718.40 ",
Maharashtra,34396,202000879,14-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 20,609.18 ",
Maharashtra,33993,202000880,14-Jun-2019,Flextronics Technologies India Pvt. Ltd.," 3,291.75 ",
Maharashtra,34390,202000881,14-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 13,717.89 ",
Maharashtra,35362,202000882,14-Jun-2019,Huntsman International India Pvt Ltd," 14,325.18 ",
Maharashtra,33147,202000883,14-Jun-2019,Beckman Coulter India Pvt. Ltd.," 47,790.00 ",
Maharashtra,35172,202000884,14-Jun-2019,Cummins Generator Technologies India Pvt. Ltd.," 40,931.84 ",
Maharashtra,32108,202000885,14-Jun-2019,Maschio Gaspardo India Pvt. Ltd.," 43,247.00 ",
Maharashtra,33233,202000886,14-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 10,448.92 ",
Maharashtra,34590,202000887,14-Jun-2019,Cummins Technologies India Pvt. Ltd.," 82,471.74 ",
Maharashtra,35361,202000888,14-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 14,792.86 ",
Maharashtra,35245,202000889,14-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,913.30 ",
Maharashtra,34853,202000890,14-Jun-2019,Schlumberger Asia Services Ltd.," 136,007.63 ",
Maharashtra,35347,202000892,14-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 25,759.40 ",
Maharashtra,34410,202000893,14-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,242.00 ",
Maharashtra,35037,202000894,15-Jun-2019,Cars24 Services Pvt. Ltd.," 76,445.95 ",
Maharashtra,34300,202000895,15-Jun-2019,Cummins Technologies India Pvt. Ltd.," 273,514.56 ",
Maharashtra,35041,202000899,15-Jun-2019,Applied Materials India Pvt. Ltd.," 472,320.65 ",
Maharashtra,34814,202000900,15-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 48,633.26 ",
Maharashtra,34514,202000901,15-Jun-2019,Piramal Enterprises Ltd.," 18,799.20 ",
Maharashtra,35179,202000903,15-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 10,057.42 ",
Maharashtra,35303,202000904,15-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,166.50 ",
Maharashtra,35258,202000905,15-Jun-2019,Flextronics Technologies India Pvt. Ltd.," 12,838.40 ",
Maharashtra,33539,202000906,17-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 33,672.14 ",
Maharashtra,33539,202000907,17-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 59,369.32 ",
Maharashtra,34718,202000908,17-Jun-2019,Reliance Industries Ltd.," 167,265.00 ",
Maharashtra,33661,202000909,17-Jun-2019,ZF India Pvt. Ltd.," 14,750.00 ",
Maharashtra,34703,202000911,17-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 9,315.80 ",
Maharashtra,32848,202000913,17-Jun-2019,Hyosung T and D India Pvt. Ltd.," 17,220.00 ",
Maharashtra,35313,202000914,17-Jun-2019,Beckman Coulter India Pvt. Ltd.," 4,105.22 ",
Maharashtra,33971,202000915,17-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 117,374.60 ",
Maharashtra,34580,202000916,17-Jun-2019,Beckman Coulter India Pvt. Ltd.," 2,065.00 ",
Maharashtra,30708,202000918,17-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 79,709.94 ",
Maharashtra,35413,202000919,17-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 10,509.60 ",
Maharashtra,35357,202000920,17-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,850.72 ",
Maharashtra,35508,202000922,17-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 5,610.24 ",
Maharashtra,33539,202000925,18-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 26,380.46 ",
Maharashtra,32298,202000926,18-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 17,722.18 ",
Maharashtra,33669,202000927,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 37,571.72 ",
Maharashtra,35268,202000928,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,553.61 ",
Maharashtra,35415,202000929,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd., 315.98 ,
Maharashtra,35487,202000930,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 6,360.87 ",
Maharashtra,34324,202000931,18-Jun-2019,Cummins Technologies India Pvt. Ltd.," 5,818.67 ",
Maharashtra,35399,202000932,18-Jun-2019,ZF India Pvt. Ltd.," 41,102.94 ",
Maharashtra,35394,202000933,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd., 805.85 ,
Maharashtra,33307,202000934,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,302.30 ",
Maharashtra,33307,202000935,18-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 14,058.65 ",
Maharashtra,32407,202000937,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 4,533.56 ",
Maharashtra,31173,202000938,19-Jun-2019,Cummins Technologies India Pvt. Ltd.," 5,402.30 ",
Maharashtra,35007,202000939,19-Jun-2019,Applied Materials India Pvt. Ltd.," 47,200.00 ",
Maharashtra,34482,202000940,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 29,741.66 ",
Maharashtra,35205,202000941,19-Jun-2019,Sigma Aldrich Chemicals Pvt Ltd," 116,447.18 ",
Maharashtra,33102,202000942,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 22,015.96 ",
Maharashtra,34313,202000943,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 21,441.54 ",
Maharashtra,34226,202000944,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 63,720.00 ",
Maharashtra,35308,202000945,19-Jun-2019,Applied Materials India Pvt. Ltd.," 1,112.74 ",
Maharashtra,35352,202000947,19-Jun-2019,Gillette India Ltd.," 7,534.25 ",
Maharashtra,35211,202000948,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 25,214.72 ",
Maharashtra,34428,202000949,19-Jun-2019,Survival Systems India," 4,130.00 ",
Maharashtra,35488,202000950,19-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 75,673.92 ",
Maharashtra,29226,202000951,19-Jun-2019,MRL Lubricants India Ltd.," 121,917.60 ",
Maharashtra,35298,202000952,20-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 89,790.92 ",
Maharashtra,34976,202000955,20-Jun-2019,GlaxoSmithKline Pharmaceuticals Ltd.," 280,250.00 ",
Maharashtra,32296,202000956,20-Jun-2019,Huntsman International India Pvt Ltd," 72,703.36 ",
Maharashtra,31452,202000957,20-Jun-2019,Cargill India Pvt. Ltd.," 51,330.00 ",
Maharashtra,34157,202000959,20-Jun-2019,Applied Materials India Pvt. Ltd.," 45,143.45 ",
Maharashtra,35172,202000961,20-Jun-2019,Cummins Generator Technologies India Pvt. Ltd.," 7,835.52 ",
Maharashtra,35407,202000962,20-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 6,453.57 ",
Maharashtra,35245,202000963,20-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 91,407.15 ",
Maharashtra,35434,202000965,20-Jun-2019,Piramal Enterprises Ltd.," 24,862.06 ",
Maharashtra,35684,202000966,20-Jun-2019,Piramal Enterprises Ltd.," 2,389.50 ",
Maharashtra,33759,202000967,20-Jun-2019,Piramal Enterprises Ltd.," 7,396.40 ",
Maharashtra,35691,202000968,20-Jun-2019,AGG Lifesciences and Safety Solutions LLP, 559.32 ,
Maharashtra,33630,202000969,20-Jun-2019,Flextronics Technologies India Pvt. Ltd.," 22,656.00 ",
Maharashtra,34159,202000970,20-Jun-2019,Flextronics Technologies India Pvt. Ltd.," 2,832.00 ",
Maharashtra,35258,202000971,20-Jun-2019,Flextronics Technologies India Pvt. Ltd.," 20,768.00 ",
Maharashtra,35386,202000973,21-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 14,602.50 ",
Maharashtra,35205,202000974,21-Jun-2019,Sigma Aldrich Chemicals Pvt Ltd," 7,094.16 ",
Maharashtra,30791,202000975,21-Jun-2019,Cummins India Ltd.," 296,960.00 ",
Maharashtra,35491,202000977,21-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 8,851.12 ",
Maharashtra,34918,202000978,21-Jun-2019,Cummins Technologies India Pvt. Ltd.," 139,240.00 ",
Maharashtra,35181,202000980,21-Jun-2019,Cars24 Services Pvt. Ltd.," 8,493.99 ",
Maharashtra,35530,202000981,21-Jun-2019,Applied Materials India Pvt. Ltd.," 5,705.89 ",
Maharashtra,33904,202000982,21-Jun-2019,Eaton India Innovation Center LLP," 9,860.00 ",
Maharashtra,33462,202000983,24-Jun-2019,Dolphin Offshore Shipping Limited, 693.84 ,
Maharashtra,33741,202000985,24-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 36,435.46 ",
Maharashtra,34396,202000986,24-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 41,218.34 ",
Maharashtra,34183,202000987,24-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 12,760.64 ",
Maharashtra,35785,202000988,24-Jun-2019,Duroshox Pvt. Ltd.," 28,438.00 ",
Maharashtra,35000,202000989,24-Jun-2019,Cars24 Services Pvt. Ltd.," 8,493.99 ",
Maharashtra,33557,202000990,24-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 67,968.00 ",
Maharashtra,35790,202000992,24-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 17,640.00 ",
Maharashtra,35177,202000993,24-Jun-2019,Procter & Gamble Home Products Pvt. Ltd., 443.49 ,
Maharashtra,35221,202000994,24-Jun-2019,Procter & Gamble Home Products Pvt. Ltd., 502.93 ,
Maharashtra,35222,202000995,24-Jun-2019,Procter & Gamble Home Products Pvt. Ltd., 339.75 ,
Maharashtra,35224,202000996,24-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 2,172.71 ",
Maharashtra,35394,202000997,24-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 40,758.14 ",
Maharashtra,35695,202000998,25-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 30,333.81 ",
Maharashtra,35413,202000999,25-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,609.52 ",
Maharashtra,35415,202001000,25-Jun-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,532.68 ",
Maharashtra,33741,202001003,25-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 48,580.60 ",
Maharashtra,34313,202001004,25-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 32,162.32 ",
Maharashtra,31273,202001005,25-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 13,088.56 ",
Maharashtra,34836,202001006,25-Jun-2019,Cummins Technologies India Pvt. Ltd.," 240,100.82 ",
Maharashtra,34589,202001011,25-Jun-2019,Cummins Generator Technologies India Pvt. Ltd.," 71,361.78 ",
Maharashtra,35078,202001012,25-Jun-2019,Cummins Generator Technologies India Pvt. Ltd.," 11,347.23 ",
Maharashtra,34874,202001013,25-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,850.00 ",
Maharashtra,34158,202001014,25-Jun-2019,Indeed India Operations Pvt. Ltd..," 43,276.50 ",
Maharashtra,33462,202001016,26-Jun-2019,Dolphin Offshore Enterprises india ltd," 25,971.80 ",
Maharashtra,35501,202001017,26-Jun-2019,Applied Materials India Pvt. Ltd.," 2,731.30 ",
Maharashtra,,202001019,26-Jun-2019,Tehmetall-2002," 23,332,864.08 ",
Maharashtra,31674,202001022,26-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,579.00 ",
Maharashtra,34850,202001023,26-Jun-2019,Cummins India Ltd.," 41,182.00 ",
Maharashtra,32891,202001024,26-Jun-2019,Eaton India Innovation Center LLP," 19,142.10 ",
Maharashtra,35824,202001025,26-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 36,021.06 ",
Maharashtra,34747,202001026,27-Jun-2019,Abbott Healthcare Pvt. Ltd.," 5,586.00 ",
Maharashtra,35216,202001027,27-Jun-2019,Applied Materials India Pvt. Ltd.," 3,079.80 ",
Maharashtra,32015,202001028,27-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 15,179.07 ",
Maharashtra,35472,202001032,28-Jun-2019,GE Diesel Locomotive Pvt. Ltd.," 94,400.00 ",
Maharashtra,34750,202001033,28-Jun-2019,Cummins Generator Technologies India Pvt. Ltd.," 113,421.60 ",
Maharashtra,34381,202001034,28-Jun-2019,GIA India Laboratory Pvt. Ltd.," 38,929.38 ",
Maharashtra,35189,202001036,28-Jun-2019,Cummins Technologies India Pvt. Ltd.," 25,267.20 ",
Maharashtra,34067,202001037,28-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 27,764.72 ",
Maharashtra,34779,202001038,28-Jun-2019,GE Diesel Locomotive Pvt. Ltd.," 38,844.44 ",
Maharashtra,35472,202001039,28-Jun-2019,GE Diesel Locomotive Pvt. Ltd.," 10,500.00 ",
Maharashtra,35472,202001040,28-Jun-2019,GE Diesel Locomotive Pvt. Ltd.," 74,635.98 ",
Maharashtra,34183,202001041,28-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 12,760.64 ",
Maharashtra,34313,202001042,28-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 32,162.32 ",
Maharashtra,34396,202001043,28-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 20,602.10 ",
Maharashtra,33102,202001044,28-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 22,015.96 ",
Maharashtra,27060,202001048,29-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 7,438.72 ",
Maharashtra,34113,202001049,29-Jun-2019,Cummins Technologies India Pvt. Ltd.," 289,545.86 ",
Maharashtra,33839,202001050,29-Jun-2019,Cummins Technologies India Pvt. Ltd.," 65,948.86 ",
Maharashtra,26581,202001051,29-Jun-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 192,956.77 ",
Maharashtra,35851,202001052,29-Jun-2019,GE Diesel Locomotive Pvt. Ltd.," 370,978.05 ",
Maharashtra,35127,202001053,29-Jun-2019,Applied Materials India Pvt. Ltd.," 280,977.12 ",
Maharashtra,33994,202001054,29-Jun-2019,Eaton India Innovation Center LLP," 18,527.10 ",
Maharashtra,35551,202001056,1-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 4,987.50 ",
Maharashtra,35502,202001057,1-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 104,709.44 ",
Maharashtra,34344,202001059,1-Jul-2019,Abbott Healthcare Pvt. Ltd.," 71,349.29 ",
Maharashtra,35551,202001061,3-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 39,766.00 ",
Maharashtra,32092,202001062,3-Jul-2019,Applied Materials India Pvt. Ltd.," 27,786.96 ",
Maharashtra,29669,202001064,3-Jul-2019,Applied Materials India Pvt. Ltd.," 46,446.38 ",
Maharashtra,34938,202001065,3-Jul-2019,Cummins Technologies India Pvt. Ltd.," 439,946.66 ",
Maharashtra,34609,202001067,3-Jul-2019,Applied Materials India Pvt. Ltd.," 15,132.03 ",
Maharashtra,35349,202001068,3-Jul-2019,Applied Materials India Pvt. Ltd.," 20,847.08 ",
Maharashtra,35622,202001069,3-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 12,761.70 ",
Maharashtra,35159,202001070,3-Jul-2019,ZF India Pvt. Ltd.," 6,593.84 ",
Maharashtra,35822,202001071,3-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 572,382.60 ",
Maharashtra,34396,202001072,3-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 51,522.94 ",
Maharashtra,33102,202001073,3-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 11,440.70 ",
Maharashtra,34183,202001074,3-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 8,507.10 ",
Maharashtra,30248,202001075,3-Jul-2019,Beckman Coulter India Pvt. Ltd.," 46,160.00 ",
Maharashtra,33603,202001076,3-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 300,762.04 ",
Maharashtra,35780,202001077,3-Jul-2019,Eaton India Innovation Center LLP," 5,971.00 ",
Maharashtra,34158,202001080,3-Jul-2019,Indeed India Operations Pvt. Ltd..," 1,758.20 ",
Maharashtra,34596,202001081,3-Jul-2019,HPCL Mittal Energy Ltd.," 7,465.86 ",
Maharashtra,35748,202001082,3-Jul-2019,Applied Materials India Pvt. Ltd.," 70,593.41 ",
Maharashtra,34823,202001084,4-Jul-2019,Applied Materials India Pvt. Ltd.," 99,904.40 ",
Maharashtra,35948,202001088,4-Jul-2019,Liugong India Pvt. Ltd.," 70,800.00 ",
Maharashtra,35803,202001090,4-Jul-2019,Piramal Enterprises Ltd.," 5,324.98 ",
Maharashtra,35302,202001091,4-Jul-2019,Applied Materials India Pvt. Ltd.," 5,081.99 ",
Maharashtra,35668,202001092,4-Jul-2019,Oerlikon Balzers Coating India Pvt. Ltd.," 10,726.20 ",
Maharashtra,35770,202001098,4-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 48,633.26 ",
Maharashtra,35103,202001099,4-Jul-2019,Applied Materials India Pvt. Ltd.," 5,711.75 ",
Maharashtra,35722,202001100,5-Jul-2019,FABTECH TECHNOLOGIES INTERNATIONAL LTD," 112,100.00 ",
Maharashtra,33615,202001101,5-Jul-2019,Cummins Generator Technologies India Pvt. Ltd.," 52,486.40 ",
Maharashtra,34975,202001102,5-Jul-2019,GlaxoSmithKline Pharmaceuticals Ltd.," 41,890.00 ",
Maharashtra,34346,202001103,5-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 51,281.37 ",
Maharashtra,32314,202001104,5-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 194,409.72 ",
Maharashtra,35943,202001106,5-Jul-2019,Piramal Enterprises Ltd.," 56,640.00 ",
Maharashtra,35191,202001107,5-Jul-2019,Cargill India Pvt. Ltd.," 30,267.00 ",
Maharashtra,35223,202001109,5-Jul-2019,GIA India Laboratory Pvt. Ltd.," 11,036.54 ",
Maharashtra,35569,202001110,5-Jul-2019,Sew-Eurodrive India Pvt. Ltd.," 2,589.52 ",
Maharashtra,35861,202001111,6-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,890.00 ",
Maharashtra,36012,202001113,6-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd., 725.70 ,
Maharashtra,36009,202001114,6-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 1,840.80 ",
Maharashtra,35747,202001115,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 6,220.75 ",
Maharashtra,35730,202001116,6-Jul-2019,Gillette India Ltd.," 3,209.74 ",
Maharashtra,34423,202001117,6-Jul-2019,Applied Materials India Pvt. Ltd.," 5,095.48 ",
Maharashtra,35991,202001118,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 2,230.67 ",
Maharashtra,35962,202001119,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,875.73 ",
Maharashtra,34997,202001121,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 2,485.17 ",
Maharashtra,35813,202001125,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 351.55 ,
Maharashtra,36020,202001126,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 468.63 ,
Maharashtra,35588,202001127,6-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 14,240.24 ",
Maharashtra,35822,202001128,6-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 55,421.06 ",
Maharashtra,34183,202001129,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 14,887.41 ",
Maharashtra,33102,202001130,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 44,031.94 ",
Maharashtra,34396,202001131,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 20,609.18 ",
Maharashtra,35551,202001133,8-Jul-2019,Flextronics Technologies India Pvt. Ltd.," 3,990.00 ",
Maharashtra,35116,202001134,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 5,539.68 ",
Maharashtra,26117,202001135,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 42,782.68 ",
Maharashtra,33354,202001136,8-Jul-2019,GIA India Laboratory Pvt. Ltd.," 6,136.00 ",
Maharashtra,35448,202001137,8-Jul-2019,Cummins Technologies India Pvt. Ltd.," 416,469.20 ",
Maharashtra,35587,202001138,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 3,540.00 ",
Maharashtra,36013,202001140,8-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,284.50 ",
Maharashtra,36010,202001141,8-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 98,943.00 ",
Maharashtra,34240,202001142,8-Jul-2019,Reliance Corporate IT Park Ltd.," 40,592.00 ",
Maharashtra,35122,202001143,8-Jul-2019,MNR Marketing LLP," 1,921,689.00 ",
Maharashtra,33994,202001144,8-Jul-2019,Eaton India Innovation Center LLP, 692.00 ,
Maharashtra,35586,202001145,8-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 3,105.18 ",
Maharashtra,34047,202001146,8-Jul-2019,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.," 2,088.60 ",
Maharashtra,35199,202001147,8-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 35,585.35 ",
Maharashtra,35797,202001148,8-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 1,485.58 ",
Maharashtra,35822,202001149,9-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 31,329.00 ",
Maharashtra,34299,202001150,9-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 58,378.97 ",
Maharashtra,35092,202001151,9-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 20,832.00 ",
Maharashtra,30707,202001152,9-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 25,086.72 ",
Maharashtra,33228,202001153,9-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 28,741.26 ",
Maharashtra,35940,202001154,9-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 19,409.55 ",
Maharashtra,35965,202001155,9-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 478.54 ,
Maharashtra,35884,202001156,9-Jul-2019,Piramal Enterprises Ltd.," 6,077.00 ",
Maharashtra,35800,202001157,9-Jul-2019,Gillette India Ltd.," 2,183.00 ",
Maharashtra,35991,202001158,9-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 28,282.24 ",
Maharashtra,35813,202001159,9-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 692.42 ,
Maharashtra,35815,202001160,9-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 327.12 ,
Maharashtra,36039,202001161,9-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 17,593.80 ",
Maharashtra,35742,202001162,10-Jul-2019,GE Diesel Locomotive Pvt. Ltd.," 161,484.18 ",
Maharashtra,35579,202001163,10-Jul-2019,GIA India Laboratory Pvt. Ltd.," 4,094.60 ",
Maharashtra,34396,202001164,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 41,218.34 ",
Maharashtra,34183,202001165,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 6,380.31 ",
Maharashtra,33102,202001166,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 19,748.60 ",
Maharashtra,30454,202001167,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 2,281.54 ",
Maharashtra,35805,202001168,10-Jul-2019,Videojet Technologies India Pvt. Ltd.," 2,359.98 ",
Maharashtra,35965,202001169,10-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 6,207.92 ",
Maharashtra,34459,202001170,10-Jul-2019,Applied Materials India Pvt. Ltd.," 3,784.98 ",
Maharashtra,35477,202001172,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 14,175.00 ",
Maharashtra,35783,202001173,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 21,945.00 ",
Maharashtra,35790,202001174,10-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 7,560.00 ",
Maharashtra,33305,202001175,11-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 42,900.79 ",
Maharashtra,35003,202001176,11-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 33,529.57 ",
Maharashtra,35477,202001178,11-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 18,009.86 ",
Maharashtra,36169,202001179,11-Jul-2019,Adino Telecom Ltd.," 8,260.00 ",
Maharashtra,34877,202001180,11-Jul-2019,POSCO-Maharashtra Steel Pvt. Ltd.," 358,248.00 ",
Maharashtra,35570,202001181,11-Jul-2019,Henkel Adhesive Technologies India Pvt. Ltd.," 53,409.16 ",
Maharashtra,36204,202001182,11-Jul-2019,Procter & Gamble Home Products Pvt. Ltd.," 4,671.78 ",
Maharashtra,35651,202001183,11-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 464.78 ,
Maharashtra,35698,202001184,11-Jul-2019,Gillette India Ltd., 981.41 ,
Maharashtra,35729,202001185,11-Jul-2019,Applied Materials India Pvt. Ltd.," 126,285.95 ",
Maharashtra,35822,202001186,11-Jul-2019,Procter & Gamble Home Products Pvt. Ltd., 654.90 ,
