LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage bc,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate bc,tax rate,tax amount,total
,10278,,2000160-2,BM9G4A7,Bostan Engineering.,8,07-Jul-2017,0.17,17.47,84.82,70,,,,0.28,28,189.9968,868.5568
,10278,,2000160-2,BM9G4A8,Bostan Engineering.,5,07-Jul-2017,0.17,17.47,193.88,160,,,,0.28,28,271.432,1240.832
,10278,,2000160-2,BM9G4A9,Bostan Engineering.,200,07-Jul-2017,0.15,14.99,14.54,12.36,,,,0.28,28,814.24,3722.24
,10278,,2000160-2,BM9G4B1,Bostan Engineering.,5,07-Jul-2017,0.17,17.48,218.12,180,,,,0.28,28,305.368,1395.968
,10278,,2000160-2,BM9G4B3,Bostan Engineering.,1,07-Jul-2017,0.17,17.47,84.82,70,,,,0.28,28,23.7496,108.5696
,10278,,2000160-2,BM9G4C2,Bostan Engineering.,5,07-Jul-2017,0.13,12.66,1122,980,,,,0.28,28,1570.8,7180.8
,10278,,2000160-2,BM9G4C3,Bostan Engineering.,5,07-Jul-2017,0.17,17.48,218.12,180,,,,0.28,28,305.368,1395.968
,10278,,2000160-2,BM9G4C4,Bostan Engineering.,5,07-Jul-2017,0.17,17.47,290.82,240,,,,0.28,28,407.148,1861.248
,10278,,2000160-2,BM9G4C5,Bostan Engineering.,5,07-Jul-2017,0.17,17.47,290.82,240,,,,0.28,28,407.148,1861.248
,10278,,2000160-2,BM9G4C6,Bostan Engineering.,50,07-Jul-2017,0.17,17.47,133.29,110,,,,0.28,28,1866.06,8530.56
,10278,,2000160-2,BM9G4C7,Bostan Engineering.,10,07-Jul-2017,0.17,17.47,181.76,150,,,,0.28,28,508.928,2326.528
,10278,,2000160-2,BM9G4C8,K.Aagarally and Co.,1,07-Jul-2017,0.29,29.03,1750,1242,,,,0.28,28,490,2240
,10301,,2000180,BM9F3X6,Bostan Engineering.,20,07-Jul-2017,0.13,13.02,22.42,18.5,,,,0.18,18,80.712,529.112
,10301,,2000180,BM9F3Y3,Bostan Engineering.,10,07-Jul-2017,0.13,12.98,678.59,560,,,,0.28,28,1900.052,8685.952
,10425,,2000271,BM9A6U8,Dhiren Traders,100,07-Jul-2017,0.06,6.21,28,25,,,,0.18,18,504,3304
,10425,,2000271,BM9G1L1,Vivek Trading Co.,12,07-Jul-2017,0.09,8.55,229.99,200,,,,0.28,28,772.7664,3532.6464
,9507,,2000246,BM9F5X7,Vijay Sales,1,10-Jul-2017,0.1,9.83,5463,4680,,,,0.28,28,1529.64,6992.64
,9906,,2000048,BM9G4K3,LIBRATHERM INSTRUMENTS PVT LTD,6,10-Jul-2017,0.11,11.21,6955,6175,,,,0.18,18,7511.4,49241.4
,9906,,2000048,BM9G4K3,LIBRATHERM INSTRUMENTS PVT LTD,6,10-Jul-2017,0.11,11.21,6955,6175,,,,0.18,18,7511.4,49241.4
,9906,,2000048,BM9G4K4,LIBRATHERM INSTRUMENTS PVT LTD,6,10-Jul-2017,0.11,11.21,8025,7125,,,,0.18,18,8667,56817
,9906,,2000048,BM9G4K5,LIBRATHERM INSTRUMENTS PVT LTD,1,10-Jul-2017,0.11,11.21,21935,19475,,,,0.18,18,3948.3,25883.3
,9906,,2000048,BM9G4K5,LIBRATHERM INSTRUMENTS PVT LTD,2,10-Jul-2017,0.11,11.21,21935,19475,,,,0.18,18,7896.6,51766.6
,9906,,2000048,BM9G4K6,LIBRATHERM INSTRUMENTS PVT LTD,3,10-Jul-2017,0.11,11.21,10165,9025,,,,0.18,18,5489.1,35984.1
,9906,,2000048,BM9G4K7,LIBRATHERM INSTRUMENTS PVT LTD,3,10-Jul-2017,0.07,6.54,90.95,85,,,,0.18,18,49.113,321.963
,9906,,2000048,BM9G4K8,LIBRATHERM INSTRUMENTS PVT LTD,1,10-Jul-2017,0.11,11.21,54035,47975,,,,0.18,18,9726.3,63761.3
,9906,,2000048,BM9G4K9,LIBRATHERM INSTRUMENTS PVT LTD,1,10-Jul-2017,0.11,11.21,10700,9500,,,,0.18,18,1926,12626
,9906,,2000048,BM9G4K9,LIBRATHERM INSTRUMENTS PVT LTD,2,10-Jul-2017,0.11,11.21,10700,9500,,,,0.18,18,3852,25252
,9906,,2000048,BM9G4L1,LIBRATHERM INSTRUMENTS PVT LTD,1,10-Jul-2017,0.07,6.54,42800,40000,,,,0.18,18,7704,50504
,9831,,2000426,BM9F9X3,Shakti Sales & Service,1,11-Jul-2017,0.14,14.1,74936,61000,,,,0.18,18,13488.48,88424.48
,9831,,2000426,BM9G4M8,Suny Engineering,8,11-Jul-2017,0.22,22.19,30797,22578.125,,,,0.28,28,68985.28,315361.28
,10004,,2000016,BM9G3T8,Rituraj Tapes Pvt. Ltd.,40,11-Jul-2017,0.54,53.87,216.2,90,,,,0.18,18,1556.64,10204.64
,10004,,2000016,BM9G3T9,Rituraj Tapes Pvt. Ltd.,10,11-Jul-2017,0.54,53.89,216.2,90,,,,0.18,18,389.16,2551.16
,10004,,2000016,BM9G3U1,Rituraj Tapes Pvt. Ltd.,40,11-Jul-2017,0.54,53.87,216.2,90,,,,0.18,18,1556.64,10204.64
,10004,,2000016,BM9G3U2,Rituraj Tapes Pvt. Ltd.,22,11-Jul-2017,0.54,53.87,216.2,90,,,,0.18,18,856.152,5612.552
,10004,,99999087,BM9G3U2,Rituraj Tapes Pvt. Ltd.,28,11-Jul-2017,0.55,54.84,216.2,90,,,,0.18,18,1089.648,7143.248
,10108,,2000097,BM9E1P9,Pooja Enterprises,5,11-Jul-2017,0.15,15.34,1185,950,,,,0.18,18,1066.5,6991.5
,10108,,2000097,BM9F4U2,Pooja Enterprises,2,11-Jul-2017,0.27,26.73,290.7,200,,,,0.18,18,104.652,686.052
,10061,,2000037,BM9F6H2,Shree Ganesh Trading Co.,15,12-Jul-2017,0.12,12.16,380.4,317,,,,0.18,18,1027.08,6733.08
,10061,,2000037,BM9F6J4,Smith Engineering Co.,1,12-Jul-2017,0,0.27,4030,3838,,,,0.18,18,725.4,4755.4
,10113,,2002944,BM1B0F3,Gandhi Automations Pvt. Ltd.,2,12-Jul-2017,0.06,6.27,8466,10000,,,,0.18,18,3047.76,19979.76
,10113,,2002944,BM9G4S3,Gandhi Automations Pvt. Ltd.,2,12-Jul-2017,0.25,25.02,131111,123900,,,,0.18,18,47199.96,309421.96
,10162,,2000101,BM0K8Y0,Shah Dharamchand Chhaganlal,200,13-Jul-2017,0.08,7.79,34.2,30,,,,0.05,5,342,7182
,8698,,2000179-1,BM9E5J6,R.K. Infosys,6,14-Jul-2017,0.1,9.97,2046,1750,,,,0.18,18,2209.68,14485.68
,8698,,2000179-1,BM9F2V6,R.K. Infosys,2,14-Jul-2017,0.24,24.13,1471,1050,,,,0.28,28,823.76,3765.76
,8968,,Not Booked,BM9E5J6,No Supplier Details,6,14-Jul-2017,0.14,14.47,2046,1750,,,,0.18,18,2209.68,14485.68
,8968,,Not Booked,BM9F2V6,No Supplier Details,2,14-Jul-2017,0.29,28.62,1471,1050,,,,0.28,28,823.76,3765.76
,5663,,2000136-1,BM9B4P1,Roof Guard Construction Services,2950,15-Jul-2017,0.01,1.06,59.73,56.4101694915254,,,,0.18,18,31716.63,207920.13
,9336,,2000134-1,BM9G2R5,Kemar Port Automation Pvt. Ltd.,1,17-Jul-2017,0.21,20.51,301907,226430,,,,0.18,18,54343.26,356250.26
,9336,,2000134-1,BM9G2R6,Kemar Port Automation Pvt. Ltd.,1,17-Jul-2017,0.21,20.5,22377,16783,,,,0.28,28,6265.56,28642.56
,9336,,2000134-1,BM9G2R7,Kemar Port Automation Pvt. Ltd.,1,17-Jul-2017,0.08,8.41,200361,174505,,,,0.18,18,36064.98,236425.98
,10038,,2000113,BM9G3K1,SHRUTI MECHATRONICS,5,17-Jul-2017,0.17,16.79,1588,1250,,,,0.18,18,1429.2,9369.2
,10177,,2001348,BM9G5X1,PerkinElmer Singapore Pte Limited,1,17-Jul-2017,0.34,34.16,2007527,1255321,,,,0.18,18,361354.86,2368881.86
,9607,,2000510,BM9G5B8,Real Ferro-Projects Pvt. Ltd.,20,18-Jul-2017,0.15,15.15,153.22,130,,,,0.18,18,551.592,3615.992
,9607,,2000510,BM9G5C1,Real Ferro-Projects Pvt. Ltd.,20,18-Jul-2017,0.15,15.48,68.62,58,,,,0.18,18,247.032,1619.432
,9607,,2000510,BM9G5C3,Pima Controls Pvt. Ltd.,1,18-Jul-2017,0.15,14.9,10814,9203,,,,0.28,28,3027.92,13841.92
,9682,,2000276,BM1A7N0,W. W. Grainger Inc.,10,18-Jul-2017,0.45,45.48,155,84.5,,,,0.18,18,279,1829
,10127,,2000132,BM9G4Q6,"SIVENARA ENGINEERS,",2,18-Jul-2017,0.29,28.5,3562,2387,,,,0.28,28,1994.72,9118.72
,10200,,2000150-2,BM9E1L9,Aristoplast Products Pvt. Ltd.,2,18-Jul-2017,0.01,1.33,13770,12968,,,,0.18,18,4957.2,32497.2
,9626,,2000153-1,BM9F9H3,Fms Manufacturing Equipment Dmcc,10,19-Jul-2017,0.48,48.4,10788,5296.7,,,,0.18,18,19418.4,127298.4
,10216,,2001798,BM0O3Y7,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,-0.01,-1.04,175.03,169,,,,0.12,12,420.072,3920.672
,10216,,2001798,BM0O4A1,Benir E Store Solution Pvt Ltd,5,19-Jul-2017,0.02,1.96,148.51,139,,,,0.18,18,133.659,876.209
,10216,,2001798,BM0O4E3,Benir E Store Solution Pvt Ltd,400,19-Jul-2017,0.01,1.17,5.14,4.85,,,,0.12,12,246.72,2302.72
,10216,,2001798,BM0O4E4,Benir E Store Solution Pvt Ltd,200,19-Jul-2017,0.01,1.28,4.67,4.4,,,,0.12,12,112.08,1046.08
,10216,,2001798,BM0O4F0,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,0.99,1.01,0.96,,,,0.18,18,9.09,59.59
,10216,,2001798,BM0O4F1,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,1.13,2.65,2.5,,,,0.12,12,15.9,148.4
,10216,,2001798,BM0O4F2,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.26,4.77,4.5,,,,0.28,28,133.56,610.56
,10216,,2001798,BM0O4F3,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,-0.1,-9.76,9.02,9.5,,,,0.18,18,48.708,319.308
,10216,,2001798,BM0O4G2,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,-0.01,-1.33,19.62,19,,,,0.18,18,353.16,2315.16
,10216,,2001798,BM0O4G3,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,-0.05,-5.07,23.87,24,,,,0.18,18,214.83,1408.33
,10216,,2001798,BM0O4G4,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0,-0.21,19.36,18.5,,,,0.12,12,23.232,216.832
,10216,,2001798,BM0O4G9,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.18,29.7,28,,,,0.28,28,166.32,760.32
,10216,,2001798,BM0O4H4,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.12,19.62,18.5,,,,0.12,12,47.088,439.488
,10216,,2001798,BM0O4I8,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.26,22.28,21,,,,0.18,18,80.208,525.808
,10216,,2001798,BM0O4I9,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.01,1.14,17.5,16.5,,,,0.28,28,49,224
,10216,,2001798,BM0O4J2,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.01,1.34,47.74,45,,,,0.28,28,133.672,611.072
,10216,,2001798,BM0O4J5,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,1.18,12.73,12,,,,0.18,18,114.57,751.07
,10216,,2001798,BM0O4J6,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.01,1.33,9.02,8.5,,,,0.18,18,16.236,106.436
,10216,,2001798,BM0O4J7,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.01,1.35,29.7,28,,,,0.18,18,53.46,350.46
,10216,,2001798,BM0O4J8,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,-0.12,-11.83,15.38,16.5,,,,0.18,18,27.684,181.484
,10216,,2001798,BM0O4J9,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,-0.1,-9.8,16.12,17,,,,0.18,18,29.016,190.216
,10216,,2001798,BM0O4K0,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,-0.05,-5.39,29.7,30,,,,0.18,18,53.46,350.46
,10216,,2001798,BM0O4K2,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.11,5.09,4.8,,,,0.18,18,27.486,180.186
,10216,,2001798,BM0O4L2,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,1.25,31.29,29.5,,,,0.28,28,438.06,2002.56
,10216,,2001798,BM0O4L4,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,1.25,31.29,29.5,,,,0.28,28,438.06,2002.56
,10216,,2001798,BM0O4M0,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.27,58.34,55,,,,0.18,18,210.024,1376.824
,10216,,2001798,BM0O4M1,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.27,40.31,38,,,,0.18,18,145.116,951.316
,10216,,2001798,BM0O4M7,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,-0.15,-14.97,5.41,5.98,,,,0.12,12,64.92,605.92
,10216,,2001798,BM0O4N2,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,1.29,5.41,5.1,,,,0.18,18,48.69,319.19
,10216,,2001798,BM0O4N3,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.3,8.49,8,,,,0.18,18,152.82,1001.82
,10216,,2001798,BM0O4O5,Benir E Store Solution Pvt Ltd,50,19-Jul-2017,0.01,1.21,29.7,28,,,,0.18,18,267.3,1752.3
,10216,,2001798,BM0O4O7,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.28,68.95,64.97,,,,0.18,18,1241.1,8136.1
,10216,,2001798,BM0O4O8,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.45,6.9,6.5,,,,0.18,18,24.84,162.84
,10216,,2001798,BM0O4P8,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,-0.06,-5.5,44.55,45,,,,0.18,18,80.19,525.69
,10216,,2001798,BM0O4Q1,Benir E Store Solution Pvt Ltd,1,19-Jul-2017,0.07,7.26,6.47,6,,,,0.18,18,1.1646,7.6346
,10216,,2001798,BM0O4Q3,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.17,15.38,14.5,,,,0.05,5,23.07,484.47
,10216,,2001798,BM0O4Q4,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.45,8.49,8,,,,0.05,5,12.735,267.435
,10216,,2001798,BM0O4Q5,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.02,2.21,8.59,8,,,,0.05,5,12.885,270.585
,10216,,2001798,BM0O4Q7,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.08,3.71,3.5,,,,0.05,5,18.55,389.55
,10216,,2001798,BM0O4R0,Benir E Store Solution Pvt Ltd,2,19-Jul-2017,0.01,1.27,302.33,285,,,,0.12,12,72.5592,677.2192
,10216,,2001798,BM0O4R3,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,-0.27,-27.05,12.2,15,,,,0.28,28,34.16,156.16
,10216,,2001798,BM0O4R4,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.31,68.95,64.95,,,,0.18,18,248.22,1627.22
,10216,,2001798,BM0O4S0,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.11,11.39,68.95,58,,,,0.18,18,124.11,813.61
,10216,,2001798,BM0O4S5,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,-0.17,-17.47,34.05,38.5,,,,0,0,0,340.5
,10216,,2001798,BM0O4T3,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.3,15.38,14.49,,,,0.28,28,430.64,1968.64
,10216,,2001798,BM0O4T6,Benir E Store Solution Pvt Ltd,5,19-Jul-2017,0.01,1.25,678.91,639.8,,,,0.28,28,950.474,4345.024
,10216,,2001798,BM0O4T7,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.17,7.96,7.5,,,,0.18,18,42.984,281.784
,10216,,2001798,BM0O4T9,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.28,16.44,15.49,,,,0.28,28,460.32,2104.32
,10216,,2001798,BM0O4U7,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.05,9.55,9,,,,0.18,18,34.38,225.38
,10216,,2001798,BM0O4U8,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.01,1,19.09,18,,,,0,0,0,190.9
,10216,,2001798,BM0O4W2,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,0.01,1.26,19.09,18,,,,0.28,28,106.904,488.704
,10216,,2001798,BM9A2Q3,Benir E Store Solution Pvt Ltd,20,19-Jul-2017,-0.02,-2.22,57.28,56,,,,0.28,28,320.768,1466.368
,10216,,2001798,BM9A2R1,Benir E Store Solution Pvt Ltd,100,19-Jul-2017,0.01,1.28,68.95,64.97,,,,0.18,18,1241.1,8136.1
,10216,,2001798,BM9A3R1,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.29,19.62,18.5,,,,0.12,12,70.632,659.232
,10216,,2001798,BM9A3R2,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.29,19.62,18.5,,,,0.12,12,70.632,659.232
,10216,,2001798,BM9A4Y2,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,0.01,1.29,19.62,18.5,,,,0.12,12,70.632,659.232
,10216,,2001798,BM9A5G4,Benir E Store Solution Pvt Ltd,30,19-Jul-2017,-0.04,-4,381.89,380,,,,0.28,28,3207.876,14664.576
,10216,,2001798,BM9A5G5,Benir E Store Solution Pvt Ltd,10,19-Jul-2017,0.01,1.28,38.19,36,,,,0.18,18,68.742,450.642
,10118,,2000163,BM1G0R0,Hardcastle Petrofer Pvt. Ltd.,240,20-Jul-2017,0.37,36.71,250,147,,,,0.18,18,10800,70800
,10163,,2000146,BM0K9Z5,Shivaji Raghunath Wankar,12,20-Jul-2017,0.07,7,836.56,778,,,,0.18,18,1806.9696,11845.6896
,10163,,2000146,BM9G5A4,Shivaji Raghunath Wankar,8,20-Jul-2017,0.07,6.98,2062,1918,,,,0.18,18,2969.28,19465.28
,10163,,2000146,BM9G5A5,Shivaji Raghunath Wankar,4,20-Jul-2017,0.07,7,974.19,906,,,,0.18,18,701.4168,4598.1768
,10163,,2000146,BM9G5A6,Shivaji Raghunath Wankar,2,20-Jul-2017,0.07,7,56.99,53,,,,0.18,18,20.5164,134.4964
,10163,,2000146,BM9G5A7,Shivaji Raghunath Wankar,2,20-Jul-2017,0.07,7,68.82,64,,,,0.18,18,24.7752,162.4152
,10163,,2000146,BM9G5A8,Shivaji Raghunath Wankar,1,20-Jul-2017,0.07,7,304.3,283,,,,0.18,18,54.774,359.074
,10163,,2000146,BM9G5A9,Shivaji Raghunath Wankar,3,20-Jul-2017,0.07,7,137.63,128,,,,0.18,18,74.3202,487.2102
,10163,,2000146,BM9G5B1,Shivaji Raghunath Wankar,1,20-Jul-2017,0.07,7,134.41,125,,,,0.18,18,24.1938,158.6038
,10163,,2000146,BM9G5B2,Shivaji Raghunath Wankar,1,20-Jul-2017,0.07,7,267.74,249,,,,0.18,18,48.1932,315.9332
,10163,,2000146,BM9G5B3,Shivaji Raghunath Wankar,1,20-Jul-2017,0.98,98.06,5104,99,,,,0.18,18,918.72,6022.72
,10163,,2000146,BM9G5B4,Shivaji Raghunath Wankar,1,20-Jul-2017,-0.03,-3.33,106.45,110,,,,0.18,18,19.161,125.611
,10163,,2000146,BM9G5B5,Shivaji Raghunath Wankar,1,20-Jul-2017,-39.13,-3913.36,118.28,4747,,,,0.18,18,21.2904,139.5704
,10240,,2000188,BM9G5S6,Bhagwati Steel and Furniture Mart,10,20-Jul-2017,0.28,27.71,237.5,161,,,,0.18,18,427.5,2802.5
,10240,,2000188,BM9G5S7,Bhagwati Steel and Furniture Mart,50,20-Jul-2017,0.28,27.71,118.75,80.5,,,,0.18,18,1068.75,7006.25
,10257,,2000155,BM9G5X6,Reinvent Technologies,1,21-Jul-2017,0.41,41.41,15000,8115,,,,0.28,28,4200,19200
,10811,,2000471,BM0C7I3,Stanley Black and Decker India Pvt. Ltd.,1,21-Jul-2017,0.36,36.1,237.27,220,,,,0.18,18,42.7086,279.9786
,9786,,2000162,BM9F9E5,R.K. Infosys,10,22-Jul-2017,0.36,35.52,250,150,,,,0.28,28,700,3200
,9874,,2001213,BM9G1U6,Vdm Metals International Gmbh,1206,24-Jul-2017,-0.03,-2.55,1074,1101.42951907131,,,,0,0,0,1295244
,10284,,2000172,BM9D5M8,Alba Sales Corporation,60,24-Jul-2017,0.52,51.71,641.98,310,,,,0.28,28,10785.264,49304.064
,10295,,2000175,BM9E3R7,Pearl Electronics,12,24-Jul-2017,0.09,8.88,21529,18650,,,,0.18,18,46502.64,304850.64
,10295,,2000175,BM9E3R8,Pearl Electronics,12,24-Jul-2017,0.09,8.88,21529,18650,,,,0.18,18,46502.64,304850.64
,10273,,2000406,BM9G6B9,J.K Industries,5,25-Jul-2017,0.07,7.05,1022,950,,,,0.18,18,919.8,6029.8
,10310,,2001044,BM9D6Y1,Micro-Flat Datums Pvt. Ltd.,1,25-Jul-2017,0.24,24.12,90607,64685,,,,0.18,18,16309.26,106916.26
,10976,,2000573,BM3X5A6,Anmol Safety Products Pvt. Ltd.,3,25-Jul-2017,-0.08,-7.63,800,825,,,,0.18,18,432,2832
,10976,,2000573,BM3X5A7,Anmol Safety Products Pvt. Ltd.,2,25-Jul-2017,-0.08,-7.63,800,825,,,,0.18,18,288,1888
,10976,,2000573,BM3X5A9,Anmol Safety Products Pvt. Ltd.,1,25-Jul-2017,-0.08,-7.63,800,825,,,,0.18,18,144,944
,10976,,2000573,BM4H8M3,Anmol Safety Products Pvt. Ltd.,15,25-Jul-2017,-0.14,-13.92,395,450,,,,0.18,18,1066.5,6991.5
,10976,,2000573,BM4H8M3,Anmol Safety Products Pvt. Ltd.,2,25-Jul-2017,-0.14,-13.92,395,450,,,,0.18,18,142.2,932.2
,10976,,2000573,BM4H8M3,Anmol Safety Products Pvt. Ltd.,3,25-Jul-2017,-0.14,-13.92,395,450,,,,0.18,18,213.3,1398.3
,10976,,2000573,BM4H8M4,Anmol Safety Products Pvt. Ltd.,1,25-Jul-2017,-0.08,-7.63,800,825,,,,0.18,18,144,944
,12268,,2001032,BM3X5A6,Anmol Safety Products Pvt. Ltd.,1,25-Jul-2017,-0.21,-21.38,800,935,,,,0.18,18,144,944
,12268,,2001032,BM3X5A6,Anmol Safety Products Pvt. Ltd.,1,25-Jul-2017,-0.21,-21.38,800,935,,,,0.18,18,144,944
,12268,,2001032,BM3X5A7,Anmol Safety Products Pvt. Ltd.,1,25-Jul-2017,-0.26,-25.88,800,935,,,,0.18,18,144,944
,12268,,2001032,BM3X5A7,Anmol Safety Products Pvt. Ltd.,2,25-Jul-2017,-0.21,-21.38,800,935,,,,0.18,18,288,1888
,12268,,2001032,BM3X5A8,Anmol Safety Products Pvt. Ltd.,2,25-Jul-2017,-0.21,-21.38,800,935,,,,0.18,18,288,1888
,14949,,2002158,BM3X4Z8,Bombay Fire Safety,40,25-Jul-2017,-0.05,-4.55,5.5,5.75,,,,0.18,18,39.6,259.6
,14949,,99999014,BM3X4Z8,Bombay Fire Safety,60,25-Jul-2017,-0.05,-4.55,5.5,5.75,,,,0.18,18,59.4,389.4
,14949,,2002158,BM3X4Z8,Bombay Fire Safety,900,25-Jul-2017,-0.05,-4.55,5.5,5.75,,,,0.18,18,891,5841
,14949,,2002158,BM4H8N6,Shreenathji Welding And Safety Pvt. Ltd.,50,25-Jul-2017,0.31,31.35,530,340,,,,0.05,5,1325,27825
,15104,,2002266,BM3X5A7,No Supplier Details,10,25-Jul-2017,-0.18,-18.45,800,925,,,,0.18,18,1440,9440
,15104,,2002266,BM3X5A8,No Supplier Details,1,25-Jul-2017,-0.19,-18.5,800,925,,,,0.18,18,144,944
,15104,,2002266,BM9J8D5,No Supplier Details,1,25-Jul-2017,-0.19,-18.5,800,925,,,,0.18,18,144,944
,15134,,2002257,BM3X4Y9,Shreenathji Welding And Safety Pvt. Ltd.,400,25-Jul-2017,0.75,74.98,38,7.8,,,,0.05,5,760,15960
,15134,,2002257,BM9G8E7,Shreenathji Welding And Safety Pvt. Ltd.,75,25-Jul-2017,0.63,62.6,395,130,,,,0.18,18,5332.5,34957.5
,15780,,2002593,BM3X4Y9,Evergreen Sales,100,25-Jul-2017,0.75,75.11,38,7.75,,,,0.05,5,190,3990
,15780,,2002593,BM4H8N6,No Supplier Details,20,25-Jul-2017,0.06,5.66,530,500,,,,0.05,5,530,11130
,15780,,2002593,BM4H8N6,No Supplier Details,4,25-Jul-2017,0.06,5.66,530,500,,,,0.05,5,106,2226
,9298,,2000225,BM9G4X5,Genematrix,9,26-Jul-2017,0.06,5.5,31746,30000,,,,0.28,28,79999.92,365713.92
,9298,,2000225,BM9G4X6,Genematrix,1,26-Jul-2017,0.06,5.5,31746,30000,,,,0.28,28,8888.88,40634.88
,9484,,2000212,BM0Y8Q4,Deluxe Industrial Gases,1,26-Jul-2017,0.11,10.51,9353,7950,,,,0.28,28,2618.84,11971.84
,9484,,2000212,BM9F4T3,Deluxe Industrial Gases,1,26-Jul-2017,0.11,10.51,38236,32500,,,,0.28,28,10706.08,48942.08
,9484,,2000212,BM9F4T4,Deluxe Industrial Gases,1,26-Jul-2017,0.11,10.51,9353,7950,,,,0.28,28,2618.84,11971.84
,9484,,2000212,BM9F4T5,Deluxe Industrial Gases,1,26-Jul-2017,0.11,10.51,9883,8400,,,,0.28,28,2767.24,12650.24
,10111,,2000203,BM3H8N2,Bombay Tools Supplying Agency,2,26-Jul-2017,0.11,10.51,8000,6800,,,,0.18,18,2880,18880
,10220,,2000193,BM9G5S5,Digi-Key Electronics,2,26-Jul-2017,0.3,30.49,7028,3948,,,,0.28,28,3935.68,17991.68
,10312,,2000201,BM9G6H4,Festo India Pvt. Ltd.,2,26-Jul-2017,0.14,13.77,204.68,167.5,,,,0.18,18,73.6848,483.0448
,10312,,2000201,BM9G6H5,Festo India Pvt. Ltd.,2,26-Jul-2017,0.04,3.97,776.28,710.5,,,,0.18,18,279.4608,1832.0208
,10181,,2000501,BM0C6F3,Valisons and Co.,30,27-Jul-2017,0.27,26.55,18.88,13.0333333333333,,,,0.28,28,158.592,724.992
,10181,,2000501,BM0C6F4,Valisons and Co.,30,27-Jul-2017,0.27,26.55,18.88,13.0333333333333,,,,0.28,28,158.592,724.992
,10181,,2000501,BM0O8L0,Valisons and Co.,3,27-Jul-2017,-4.02,-402.01,61.22,304.666666666667,,,,0.28,28,51.4248,235.0848
,10181,,2000501,BM0O8O5,Bostan Engineering.,10,27-Jul-2017,0.02,2.37,2026,1887,,,,0.28,28,5672.8,25932.8
,10181,,2000501,BM9G5P3,Valisons and Co.,100,27-Jul-2017,0.29,28.55,6.48,4.34,,,,0.28,28,181.44,829.44
,10181,,2000501,BM9G5P4,Valisons and Co.,100,27-Jul-2017,0.29,28.55,6.48,4.34,,,,0.28,28,181.44,829.44
,10181,,2000501,BM9G5P5,Valisons and Co.,100,27-Jul-2017,0.27,26.93,7.24,4.96,,,,0.28,28,202.72,926.72
