Inquiry,Order Number,Sales Quote,Product Sku,Duplicate SKU,No Of Count,Tax Different SO,Sales Quote Row Tax Rate,Sheet Tax Rate
4062,200242,99,BMZ0A2N,Yes,2,No,,
4062,200242,99,BMZ0A2O,Yes,2,No,,
4062,200242,99,BMZ0A2P,Yes,2,No,,
4062,200242,99,BMZ0A2Q,Yes,2,No,,
4062,200242,99,BMZ0A2R,Yes,2,No,,
4062,200242,99,BMZ0A2S,Yes,2,No,,
4062,200242,99,BMZ0A2T,Yes,2,No,,
4062,200242,99,BMZ0A2U,Yes,2,No,,
4062,200242,99,BMZ0A2V,Yes,2,No,,
4062,200242,99,BMZ0A2W,Yes,2,No,,
4062,200242,99,BMZ0A2X,Yes,2,No,,
4062,200242,99,BMZ0A2Y,Yes,2,No,,
4062,200242,99,BMZ0A2Z,Yes,2,No,,
4062,200242,99,BMZ0A3A,Yes,2,No,,
4062,200242,99,BMZ0A3B,Yes,2,No,,
4062,200242,99,BMZ0A3C,Yes,2,No,,
4062,200242,99,BMZ0A3D,Yes,2,No,,
4062,200242,99,BMZ0A3E,Yes,2,No,,
4153,200243,75,BM1B0V5,Yes,2,No,,
4153,200243,75,BM1B0V8,Yes,2,No,,
4184,200244,65,BM0O4H1,Yes,2,No,,
4184,200244,65,BM0O4H4,Yes,2,No,,
4184,200244,65,BM0O4H5,Yes,2,No,,
4184,200244,65,BM0O4J5,Yes,2,No,,
4184,200244,65,BM0O4K2,Yes,2,No,,
4184,200244,65,BM0O4R2,Yes,2,No,,
4405,200245,24,BM0O7E8,Yes,2,No,,
4509,200246,704,BM0O8P4,Yes,2,No,,
5924,200247,1400,BM0C7B2,Yes,2,No,,
5924,200247,1400,BM0C7Q5,Yes,2,No,,
5924,200247,1400,BM0C7U5,Yes,2,No,,
2119,200256,1397,BM0C8U4,Yes,2,No,,
2119,200256,1397,BM1A3O0,Yes,2,No,,
2119,200256,1397,BM1A3O1,Yes,2,No,,
2119,200256,1397,BM1A3O3,Yes,2,No,,
2119,200256,1397,BM1A3O7,Yes,2,No,,
2119,200256,1397,BM1A3O8,Yes,2,No,,
2119,200256,1397,BM1A3O9,Yes,2,No,,
2119,200256,1397,BM1A3P0,Yes,2,No,,
2119,200256,1397,BM1A3P1,Yes,2,No,,
2119,200256,1397,BM1A3P2,Yes,2,No,,
2119,200256,1397,BM1A3P4,Yes,2,No,,
2119,200256,1397,BM1A3P5,Yes,2,No,,
2119,200256,1397,BM1A3P6,Yes,2,No,,
2119,200256,1397,BM1A3P7,Yes,2,No,,
2119,200256,1397,BM1A3Q2,Yes,2,No,,
2119,200256,1397,BM1A3Q3,Yes,2,No,,
2119,200256,1397,BM1B0H5,Yes,2,No,,
5442,200258,1074,BM9B1D9,Yes,2,No,,
5938,200259,1398,BM9B6T5,Yes,2,No,,
4755,200262,583,BM0K8F8,Yes,2,No,,
4755,200262,583,BM0K8H6,Yes,2,No,,
4755,200262,583,BM0K8H8,Yes,2,No,,
4755,200262,583,BM0K8I0,Yes,2,No,,
4755,200262,583,BM0K8N0,Yes,2,No,,
4755,200262,583,BM0K8Q5,Yes,2,No,,
4755,200262,583,BM0K8R9,Yes,2,No,,
4755,200262,583,BM0K8Y0,Yes,2,No,,
4755,200262,583,BM0K9A3,Yes,2,No,,
4755,200262,583,BM0K9A7,Yes,2,No,,
4755,200262,583,BM0K9B0,Yes,2,No,,
4755,200262,583,BM0K9C1,Yes,2,No,,
4755,200262,583,BM0K9D1,Yes,2,No,,
4755,200262,583,BM0K9D4,Yes,2,No,,
4755,200262,583,BM0K9E2,Yes,2,No,,
4755,200262,583,BM0K9F8,Yes,2,No,,
4755,200262,583,BM0K9N3,Yes,2,No,,
4755,200262,583,BM0K9Q2,Yes,2,No,,
4755,200262,583,BM0K9T2,Yes,2,No,,
4755,200262,583,BM0K9V5,Yes,2,No,,
4755,200262,583,BM0K9W7,Yes,2,No,,
4755,200262,583,BM0K9Z0,Yes,2,No,,
4755,200262,583,BM0L0B3,Yes,2,No,,
4755,200262,583,BM0L0B8,Yes,2,No,,
4755,200262,583,BM0O9Q4,Yes,2,No,,
5959,200268,1410,BM9A2X9,Yes,2,No,,
5959,200268,1410,BM9A2Y1,Yes,2,No,,
5717,200270,1264,BM9B5C9,Yes,2,No,,
5393,200271,1084,BM9B1L6,Yes,2,No,,
5463,200273,1393,BM9B6S4,Yes,2,No,,
5822,200276,1319,BM9B6B4,Yes,2,No,,
5966,200278,1419,BM9B7D1,Yes,2,No,,
5950,200279,1425,BM0K8K7,Yes,2,No,,
5978,200281,1426,BM0O4G2,Yes,2,No,,
5791,200282,1299,BM9B5U2,Yes,2,No,,
5791,200282,1299,BM9B5U3,Yes,2,No,,
5791,200282,1299,BM9B5U4,Yes,2,No,,
5791,200282,1299,BM9B5U5,Yes,2,No,,
5791,200282,1299,BM9B5U6,Yes,2,No,,
5791,200282,1299,BM9B5U7,Yes,2,No,,
5791,200282,1299,BM9B5U8,Yes,2,No,,
5834,200285,1327,BM9B6E6,Yes,2,No,,
5817,200294,1316,BM0O4F0,Yes,2,No,,
5817,200294,1316,BM0O4G2,Yes,2,No,,
5817,200294,1316,BM0O4G9,Yes,2,No,,
5817,200294,1316,BM0O4H1,Yes,2,No,,
5817,200294,1316,BM0O4H4,Yes,2,No,,
5817,200294,1316,BM0O4H5,Yes,2,No,,
5817,200294,1316,BM0O4J9,Yes,2,No,,
5817,200294,1316,BM0O4K1,Yes,2,No,,
5817,200294,1316,BM0O4K2,Yes,2,No,,
5817,200294,1316,BM0O4L2,Yes,2,No,,
5817,200294,1316,BM0O4L4,Yes,2,No,,
5817,200294,1316,BM0O4L7,Yes,2,No,,
5817,200294,1316,BM0O4L8,Yes,2,No,,
5817,200294,1316,BM0O4N0,Yes,2,No,,
5817,200294,1316,BM0O4Q1,Yes,2,No,,
5817,200294,1316,BM0O4Q4,Yes,2,No,,
5817,200294,1316,BM0O4Q9,Yes,2,No,,
5817,200294,1316,BM0O4R5,Yes,2,No,,
5817,200294,1316,BM0O4S5,Yes,2,No,,
5817,200294,1316,BM0O4T4,Yes,2,No,,
5817,200294,1316,BM0O4T5,Yes,2,No,,
5817,200294,1316,BM0O4T6,Yes,2,No,,
5817,200294,1316,BM0O4T7,Yes,2,No,,
5817,200294,1316,BM0O4U7,Yes,2,No,,
5817,200294,1316,BM0O4U8,Yes,2,No,,
5817,200294,1316,BM9A2Q7,Yes,2,No,,
5817,200294,1316,BM9A3R2,Yes,2,No,,
5817,200294,1316,BM9A5G7,Yes,2,No,,
5817,200294,1316,BM9B6T6,Yes,2,No,,
5817,200294,1316,BM9B6T7,Yes,2,No,,
6094,200317,1486,BM9B8L6,Yes,2,No,,
6087,200318,1488,BM9A2Y4,Yes,2,No,,
6051,200319,1462,BM0K8F9,Yes,2,No,,
6051,200319,1462,BM0L0C1,Yes,2,No,,
6051,200319,1462,BM9B7T8,Yes,2,No,,
6051,200319,1462,BM9B7T9,Yes,2,No,,
6051,200319,1462,BM9B7U1,Yes,2,No,,
6051,200319,1462,BM9B7U2,Yes,2,No,,
6051,200319,1462,BM9B7U5,Yes,2,No,,
6119,200320,1492,BM9A1K1,Yes,2,No,,
5635,200322,1252,BM9A2X8,Yes,2,No,,
5635,200322,1252,BM9B4X7,Yes,2,No,,
5781,200323,1318,BM9B6B8,Yes,2,No,,
6129,200324,1497,BM9A9L5,Yes,2,No,,
6129,200324,1497,BM9A9U5,Yes,2,No,,
5557,200328,1154,BM9B3P4,Yes,2,No,,
5557,200328,1154,BM9B3P5,Yes,2,No,,
5160,200330,941,BM9A8A9,Yes,2,No,,
5957,200331,1434,BM9B7K7,Yes,2,No,,
6156,200334,1510,BM9B8S4,Yes,2,No,,
6176,200341,1527,BM9B8Z1,Yes,2,No,,
6196,200343,1538,BM9B7J7,Yes,2,No,,
5775,200344,1310,BM9B6M1,Yes,2,No,,
5775,200344,1310,BM9B6M2,Yes,2,No,,
5922,200346,1402,BM9B6U1,Yes,2,No,,
6138,200347,1513,BM9B8S7,Yes,2,No,,
6215,200352,1551,BM9B7J7,Yes,2,No,,
6143,200354,1506,BM9B7H8,Yes,2,No,,
6143,200354,1506,BM9B7J7,Yes,2,No,,
6118,200355,1491,BM9B7H8,Yes,2,No,,
6118,200355,1491,BM9B7J7,Yes,2,No,,
5618,200356,1226,BM9B4P2,Yes,2,No,,
5618,200356,1226,BM9B4P3,Yes,2,No,,
5618,200356,1226,BM9B4P4,Yes,2,No,,
5618,200356,1226,BM9B4P5,Yes,2,No,,
5618,200356,1226,BM9B4P6,Yes,2,No,,
5618,200356,1226,BM9B4P7,Yes,2,No,,
5618,200356,1226,BM9B4P8,Yes,2,No,,
5618,200356,1226,BM9B4P9,Yes,2,No,,
5618,200356,1226,BM9B4Q1,Yes,2,No,,
6158,200357,1557,BM9B9F3,Yes,2,No,,
5929,200360,1570,BM9B9L2,Yes,2,No,,
6109,200361,1503,BM9B8R2,Yes,2,No,,
6109,200361,1503,BM9B8R3,Yes,2,No,,
6222,200363,1556,BM9B7H8,Yes,2,No,,
6222,200363,1556,BM9B7J7,Yes,2,No,,
6273,200377,1588,BM9B4X4,Yes,2,No,,
5916,200378,1383,BM9B6P6,Yes,2,No,,
5916,200378,1383,BM9B6P7,Yes,2,No,,
5916,200378,1383,BM9B6P8,Yes,2,No,,
5916,200378,1383,BM9B6P9,Yes,2,No,,
6148,200380,1574,BM9B9N4,Yes,2,No,,
4850,200383,802,BM9A5E6,Yes,2,No,,
4850,200383,802,BM9A5E7,Yes,2,No,,
4850,200383,802,BM9A5E8,Yes,2,No,,
4850,200383,802,BM9A5E9,Yes,2,No,,
4850,200383,802,BM9A5F1,Yes,2,No,,
4850,200383,802,BM9A5F2,Yes,2,No,,
4850,200383,802,BM9A5F5,Yes,2,No,,
4850,200383,802,BM9A5F6,Yes,2,No,,
4850,200383,802,BM9A5F7,Yes,2,No,,
4850,200383,802,BM9A5F8,Yes,2,No,,
4850,200383,802,BM9A5F9,Yes,2,No,,
4850,200383,802,BM9A5G1,Yes,2,No,,
4850,200383,802,BM9A5G2,Yes,2,No,,
6212,200389,1548,BM9B4A4,Yes,2,No,,
6297,200391,1611,BM0O4V2,Yes,2,No,,
6297,200391,1611,BM0O4V3,Yes,2,No,,
6225,200400,1592,BM9B9U1,Yes,2,No,,
6296,200402,1612,BM9B7H8,Yes,2,No,,
6296,200402,1612,BM9B7J7,Yes,2,No,,
6314,200403,1620,BM9B7H8,Yes,2,No,,
6314,200403,1620,BM9B7J7,Yes,2,No,,
6315,200404,1621,BM9B7H8,Yes,2,No,,
6315,200404,1621,BM9B7J7,Yes,2,No,,
6283,200411,1609,BM9B9X6,Yes,2,No,,
6283,200411,1609,BM9B9X8,Yes,2,No,,
6330,200414,1643,BM0O4V2,Yes,2,No,,
6133,200415,1524,BM1G1U8,Yes,2,No,,
6045,200417,1476,BM9B9K2,Yes,2,No,,
6338,200418,1646,BM0K8Y0,Yes,2,No,,
6349,200424,1654,BM9B7J7,Yes,2,No,,
6354,200428,1658,BM9B7J7,Yes,2,No,,
6346,200429,1653,BM99994,Yes,2,No,,
6233,200432,1569,BM9B9L1,Yes,2,No,,
4370,200435,731,BM0P0I3,Yes,2,No,,
4370,200435,731,BM0P0I4,Yes,2,No,,
4370,200435,731,BM0P0I6,Yes,2,No,,
4370,200435,731,BM9A3K4,Yes,2,No,,
4201,200439,960,BM9A8F4,Yes,2,No,,
4201,200439,960,BM9A8F5,Yes,2,No,,
4201,200439,960,BM9A8F6,Yes,2,No,,
4201,200439,960,BM9A8F7,Yes,2,No,,
4201,200439,960,BM9A8F8,Yes,2,No,,
4201,200439,960,BM9A8F9,Yes,2,No,,
4201,200439,960,BM9A8G1,Yes,2,No,,
4201,200439,960,BM9A8G2,Yes,2,No,,
4201,200439,960,BM9A8G3,Yes,2,No,,
6055,200440,1487,BM9B8L7,Yes,2,No,,
6055,200440,1487,BM9B8M1,Yes,2,No,,
6055,200440,1487,BM9B8M4,Yes,2,No,,
6279,200441,1618,BM9B9Z8,Yes,2,No,,
6395,200448,1684,BM9C2C4,Yes,2,No,,
6195,200451,1541,BM9B9B9,Yes,2,No,,
6217,200454,1596,BM9B9U3,Yes,2,No,,
6477,200465,1722,BM9B6Q2,Yes,2,No,,
6418,200468,1697,BM0K8H9,Yes,2,No,,
6418,200468,1697,BM0K8K3,Yes,2,No,,
6418,200468,1697,BM0L0C1,Yes,2,No,,
6418,200468,1697,BM0L0C4,Yes,2,No,,
6293,200469,1661,BM9C1V7,Yes,2,No,,
6293,200469,1661,BM9C1V8,Yes,2,No,,
5988,200483,1629,BM9B7L9,Yes,2,No,,
6496,200486,1733,BM9C3K8,Yes,2,No,,
6253,200487,1579,BM9B9P3,Yes,2,No,,
6253,200487,1579,BM9B9P4,Yes,2,No,,
6269,200489,1586,BM9B9T2,Yes,2,No,,
6280,200490,1593,BM9B9U2,Yes,2,No,,
6327,200492,1633,BM9B7J7,Yes,2,No,,
6018,200493,1460,BM9B7S8,Yes,2,No,,
6292,200495,1695,BM0O4F1,Yes,2,No,,
6292,200495,1695,BM0O4H1,Yes,2,No,,
6292,200495,1695,BM0O4J3,Yes,2,No,,
6533,200502,1760,BM0K8L1,Yes,2,No,,
6533,200502,1760,BM0K9P1,Yes,2,No,,
6472,200518,1720,BM9C3C1,Yes,2,No,,
6027,200521,1639,BM9C1F5,Yes,2,No,,
6362,200522,1776,BM0Z1O1,Yes,2,No,,
6362,200522,1776,BM0Z1Q3,Yes,2,No,,
6362,200522,1776,BM0Z1R6,Yes,2,No,,
6362,200522,1776,BM0Z1R8,Yes,2,No,,
6362,200522,1776,BM0Z1V3,Yes,2,No,,
6362,200522,1776,BM0Z1W2,Yes,2,No,,
6362,200522,1776,BM0Z1W5,Yes,2,No,,
6362,200522,1776,BM0Z1W7,Yes,2,No,,
6362,200522,1776,BM1Z8X8,Yes,2,No,,
6362,200522,1776,BM1Z8X9,Yes,2,No,,
6362,200522,1776,BM1Z8Y4,Yes,2,No,,
6028,200523,1767,BM9C3R2,Yes,2,No,,
6581,200524,1779,BM9A6U8,Yes,2,No,,
6525,200533,1749,BM9C3P2,Yes,2,No,,
6077,200536,1473,BM9B8A4,Yes,2,No,,
6378,200538,1741,BM0O4G2,Yes,2,No,,
6378,200538,1741,BM0O4G3,Yes,2,No,,
6378,200538,1741,BM0O4S6,Yes,2,No,,
6378,200538,1741,BM0O4V1,Yes,2,No,,
6378,200538,1741,BM0O4V2,Yes,2,No,,
6386,200539,1678,BM0O3Y7,Yes,2,No,,
6386,200539,1678,BM0O4F7,Yes,2,No,,
6386,200539,1678,BM0O4K0,Yes,2,No,,
6328,200540,1634,BM0O4O5,Yes,2,No,,
6328,200540,1634,BM0O4O6,Yes,2,No,,
6328,200540,1634,BM0O4Q3,Yes,2,No,,
6328,200540,1634,BM9C1E3,Yes,2,No,,
6328,200540,1634,BM9C1E4,Yes,2,No,,
6213,200541,1626,BM0K8Y0,Yes,2,No,,
6213,200541,1626,BM9A9T4,Yes,2,No,,
6213,200541,1626,BM9A9T5,Yes,2,No,,
6213,200541,1626,BM9A9T9,Yes,2,No,,
6213,200541,1626,BM9A9U6,Yes,2,No,,
6213,200541,1626,BM9A9V2,Yes,2,No,,
6213,200541,1626,BM9A9X3,Yes,2,No,,
6213,200541,1626,BM9C1C4,Yes,2,No,,
6213,200541,1626,BM9C1C5,Yes,2,No,,
6213,200541,1626,BM9C1C7,Yes,2,No,,
6213,200541,1626,BM9C1C8,Yes,2,No,,
6307,200550,1666,BM1H0Y6,Yes,2,No,,
6307,200550,1666,BM9C1X7,Yes,2,No,,
6307,200550,1666,BM9C1Y1,Yes,2,No,,
6307,200550,1666,BM9C1Y2,Yes,2,No,,
6394,200560,1686,BM0K8J3,Yes,2,No,,
6653,200564,1821,BM0K8J3,Yes,2,No,,
6242,200570,1607,BM9B9X4,Yes,2,No,,
6523,200571,1818,BM0O3Y7,Yes,2,No,,
6523,200571,1818,BM0O4G9,Yes,2,No,,
6523,200571,1818,BM0O4O5,Yes,2,No,,
6523,200571,1818,BM0O4O7,Yes,2,No,,
6523,200571,1818,BM0O4Q5,Yes,2,No,,
6523,200571,1818,BM0O4T1,Yes,2,No,,
6523,200571,1818,BM0O4V2,Yes,2,No,,
6025,200572,1822,BM9B2H2,Yes,2,No,,
6591,200574,1834,BM0K8V4,Yes,2,No,,
4727,200582,641,BM0Z0L2,Yes,2,No,,
4727,200582,641,BM0Z0M7,Yes,2,No,,
6681,200583,1840,BM9B6B5,Yes,2,No,,
6681,200583,1840,BM9B6B6,Yes,2,No,,
6681,200583,1840,BM9B6B7,Yes,2,No,,
5730,200590,1846,BM9B6X2,Yes,2,No,,
6256,200597,1590,BM9B9T9,Yes,2,No,,
6700,200599,1852,BM9B6X2,Yes,2,No,,
6206,200600,1547,BM9B9D8,Yes,2,No,,
6705,200604,1853,BM9B6Q2,Yes,2,No,,
6677,200606,1837,BM9A8J9,Yes,2,No,,
6712,200608,1861,BM0O4V3,Yes,2,No,,
5670,200616,1230,BM9B4Q7,Yes,2,No,,
5670,200616,1230,BM9B4Q8,Yes,2,No,,
5670,200616,1230,BM9B4Q9,Yes,2,No,,
5670,200616,1230,BM9B4R1,Yes,2,No,,
5670,200616,1230,BM9B4R2,Yes,2,No,,
5670,200616,1230,BM9B4R3,Yes,2,No,,
5670,200616,1230,BM9B4R4,Yes,2,No,,
5670,200616,1230,BM9B4R5,Yes,2,No,,
5670,200616,1230,BM9B4R6,Yes,2,No,,
6650,200618,1820,BM9C4E1,Yes,2,No,,
6735,200620,1874,BM1G1Z6,Yes,2,No,,
5040,200634,718,BM9A4J3,Yes,2,No,,
6671,200635,1833,BM9C4J3,Yes,2,No,,
6052,200639,1458,BM1G0Q7,Yes,2,No,,
6052,200639,1458,BM1G0Q8,Yes,2,No,,
6767,200645,1893,BM9C5D7,Yes,2,No,,
6171,200649,1528,BM9B8Z2,Yes,2,No,,
6787,200651,1906,BM0K8H9,Yes,2,No,,
6787,200651,1906,BM0K8L8,Yes,2,No,,
6787,200651,1906,BM0L0C1,Yes,2,No,,
6787,200651,1906,BM0L0C4,Yes,2,No,,
6738,200652,1883,BM9C5C2,Yes,2,No,,
5604,200664,1924,BM9C5M4,Yes,2,No,,
6626,200667,1933,BM9C4J7,Yes,2,No,,
6450,200668,1823,BM9C4E3,Yes,2,No,,
6450,200668,1823,BM9C4E4,Yes,2,No,,
6450,200668,1823,BM9C4E5,Yes,2,No,,
6450,200668,1823,BM9C4E6,Yes,2,No,,
6450,200668,1823,BM9C4E7,Yes,2,No,,
6450,200668,1823,BM9C4F1,Yes,2,No,,
6450,200668,1823,BM9C4F2,Yes,2,No,,
6808,200673,1926,BM9C5M2,Yes,2,No,,
6824,200674,1927,BM9C5M1,Yes,2,No,,
6824,200674,1927,BM9C5M3,Yes,2,No,,
6852,200678,1944,BM0K8H6,Yes,2,No,,
6696,200679,1854,BM9C4N7,Yes,2,No,,
6825,200681,1939,BM9C5T4,Yes,2,No,,
6723,200684,1876,BM9C4X3,Yes,2,No,,
6723,200684,1876,BM9C4X5,Yes,2,No,,
6870,200689,1958,BM0K8V4,Yes,2,No,,
6885,200699,1972,BM9A2W7,Yes,2,No,,
6885,200699,1972,BM9A2W9,Yes,2,No,,
6885,200699,1972,BM9A2X1,Yes,2,No,,
5671,200708,1232,BM0C7C1,Yes,2,No,,
5671,200708,1232,BM0C7C8,Yes,2,No,,
5671,200708,1232,BM0C7F5,Yes,2,No,,
5671,200708,1232,BM0C7O7,Yes,2,No,,
5671,200708,1232,BM0C7Q9,Yes,2,No,,
5671,200708,1232,BM0C7S3,Yes,2,No,,
5671,200708,1232,BM0C7T2,Yes,2,No,,
5671,200708,1232,BM0C7V1,Yes,2,No,,
5671,200708,1232,BM0C7W9,Yes,2,No,,
5671,200708,1232,BM0C7X9,Yes,2,No,,
5671,200708,1232,BM0C7Y3,Yes,2,No,,
5671,200708,1232,BM0C7Y5,Yes,2,No,,
5671,200708,1232,BM0C7Y9,Yes,2,No,,
5671,200708,1232,BM0C7Z6,Yes,2,No,,
5671,200708,1232,BM0C7Z7,Yes,2,No,,
5671,200708,1232,BM0C7Z8,Yes,2,No,,
5671,200708,1232,BM0C8B8,Yes,2,No,,
5671,200708,1232,BM0C8F4,Yes,2,No,,
5671,200708,1232,BM0C8F6,Yes,2,No,,
5671,200708,1232,BM0C8F8,Yes,2,No,,
5671,200708,1232,BM0C8H6,Yes,2,No,,
5671,200708,1232,BM0C8S6,Yes,2,No,,
5671,200708,1232,BM0C8T7,Yes,2,No,,
5671,200708,1232,BM0C8U0,Yes,2,No,,
5671,200708,1232,BM0C8W9,Yes,2,No,,
5671,200708,1232,BM0C8X0,Yes,2,No,,
5671,200708,1232,BM0C8X2,Yes,2,No,,
5671,200708,1232,BM0C8X3,Yes,2,No,,
5671,200708,1232,BM0C8X5,Yes,2,No,,
5671,200708,1232,BM0C8X6,Yes,2,No,,
5671,200708,1232,BM0C8X7,Yes,2,No,,
5671,200708,1232,BM0C8X8,Yes,2,No,,
5671,200708,1232,BM0C8X9,Yes,2,No,,
5671,200708,1232,BM0C8Y0,Yes,2,No,,
5671,200708,1232,BM0C8Y2,Yes,2,No,,
5671,200708,1232,BM0C8Y3,Yes,2,No,,
5671,200708,1232,BM0C8Y5,Yes,2,No,,
5671,200708,1232,BM0C8Y6,Yes,2,No,,
5671,200708,1232,BM0C9C1,Yes,2,No,,
5671,200708,1232,BM0C9L2,Yes,2,No,,
5671,200708,1232,BM0C9L3,Yes,2,No,,
5671,200708,1232,BM0C9L5,Yes,2,No,,
5671,200708,1232,BM0C9L6,Yes,2,No,,
5671,200708,1232,BM0K3V8,Yes,2,No,,
5671,200708,1232,BM0K3X6,Yes,2,No,,
5671,200708,1232,BM0P0X8,Yes,2,No,,
5671,200708,1232,BM0Y7C5,Yes,2,No,,
5671,200708,1232,BM1A9E5,Yes,2,No,,
5671,200708,1232,BM1A9E6,Yes,2,No,,
5671,200708,1232,BM1A9F6,Yes,2,No,,
5671,200708,1232,BM1D2R2,Yes,2,No,,
5671,200708,1232,BM1Z9J1,Yes,2,No,,
5671,200708,1232,BM1Z9J4,Yes,2,No,,
5671,200708,1232,BM3H7K3,Yes,2,No,,
5671,200708,1232,BM9A2U2,Yes,2,No,,
5671,200708,1232,BM9A2U6,Yes,2,No,,
5671,200708,1232,BM9A5T1,Yes,2,No,,
5671,200708,1232,BM9A5T4,Yes,2,No,,
5671,200708,1232,BM9A6W2,Yes,2,No,,
5671,200708,1232,BM9A6W3,Yes,2,No,,
5671,200708,1232,BM9A6W6,Yes,2,No,,
5671,200708,1232,BM9A6W7,Yes,2,No,,
5671,200708,1232,BM9A6X3,Yes,2,No,,
5671,200708,1232,BM9A6X4,Yes,2,No,,
5671,200708,1232,BM9A6X5,Yes,2,No,,
5671,200708,1232,BM9A6X6,Yes,2,No,,
5671,200708,1232,BM9A6X8,Yes,2,No,,
5671,200708,1232,BM9A6X9,Yes,2,No,,
5671,200708,1232,BM9A6Y6,Yes,2,No,,
5671,200708,1232,BM9A6Y8,Yes,2,No,,
5671,200708,1232,BM9A6Y9,Yes,2,No,,
5671,200708,1232,BM9A6Z5,Yes,2,No,,
5671,200708,1232,BM9A6Z6,Yes,2,No,,
5671,200708,1232,BM9A6Z7,Yes,2,No,,
5671,200708,1232,BM9A7A5,Yes,2,No,,
5671,200708,1232,BM9A7A6,Yes,2,No,,
5671,200708,1232,BM9A7A7,Yes,2,No,,
5671,200708,1232,BM9A7A8,Yes,2,No,,
5671,200708,1232,BM9A7B4,Yes,2,No,,
5671,200708,1232,BM9A7C4,Yes,2,No,,
5671,200708,1232,BM9A7C7,Yes,2,No,,
5671,200708,1232,BM9A7C9,Yes,2,No,,
5671,200708,1232,BM9A7D1,Yes,2,No,,
5671,200708,1232,BM9A7D4,Yes,2,No,,
5671,200708,1232,BM9A7D5,Yes,2,No,,
5671,200708,1232,BM9A7D7,Yes,2,No,,
5671,200708,1232,BM9A7D9,Yes,2,No,,
5671,200708,1232,BM9A7E4,Yes,2,No,,
5671,200708,1232,BM9A7E9,Yes,2,No,,
5671,200708,1232,BM9A7F4,Yes,2,No,,
5671,200708,1232,BM9A7G7,Yes,2,No,,
5671,200708,1232,BM9A7H8,Yes,2,No,,
5671,200708,1232,BM9A7H9,Yes,2,No,,
5671,200708,1232,BM9A7J2,Yes,2,No,,
5671,200708,1232,BM9A7J4,Yes,2,No,,
5671,200708,1232,BM9A7J5,Yes,2,No,,
5671,200708,1232,BM9A7J8,Yes,2,No,,
5671,200708,1232,BM9A7J9,Yes,2,No,,
5671,200708,1232,BM9A7K1,Yes,2,No,,
5671,200708,1232,BM9A7K2,Yes,2,No,,
5671,200708,1232,BM9A7K4,Yes,2,No,,
5671,200708,1232,BM9A7K5,Yes,2,No,,
5671,200708,1232,BM9A7K6,Yes,2,No,,
5671,200708,1232,BM9A7K7,Yes,2,No,,
5671,200708,1232,BM9A7K8,Yes,2,No,,
5671,200708,1232,BM9A7K9,Yes,2,No,,
5671,200708,1232,BM9A7L1,Yes,2,No,,
5671,200708,1232,BM9A7L2,Yes,2,No,,
5671,200708,1232,BM9A7L4,Yes,2,No,,
5671,200708,1232,BM9A7L5,Yes,2,No,,
5671,200708,1232,BM9A7L6,Yes,2,No,,
5671,200708,1232,BM9A7L7,Yes,2,No,,
5671,200708,1232,BM9A7L9,Yes,2,No,,
5671,200708,1232,BM9B5A6,Yes,2,No,,
5671,200708,1232,BM9B5A7,Yes,2,No,,
5671,200708,1232,BM9B5A8,Yes,3,No,,
5671,200708,1232,BM9B5B1,Yes,2,No,,
5671,200708,1232,BM9B5B2,Yes,2,No,,
5671,200708,1232,BM9B5B3,Yes,2,No,,
5671,200708,1232,BM9B5B4,Yes,2,No,,
5671,200708,1232,BM9B5B5,Yes,2,No,,
5671,200708,1232,BM9B5B6,Yes,2,No,,
5671,200708,1232,BM9B5B7,Yes,2,No,,
5671,200708,1232,BM9B5B8,Yes,2,No,,
5671,200708,1232,BM9B5B9,Yes,2,No,,
5671,200708,1232,BM9B5C1,Yes,2,No,,
5671,200708,1232,BM9B5C2,Yes,2,No,,
5671,200708,1232,BM9B5C3,Yes,2,No,,
5671,200708,1232,BM9B5C4,Yes,2,No,,
5671,200708,1232,BM9B5G8,Yes,2,No,,
5671,200708,1232,BM9B5G9,Yes,2,No,,
5671,200708,1232,BM9B5H1,Yes,2,No,,
5671,200708,1232,BM9B5H2,Yes,2,No,,
5671,200708,1232,BM9B5H3,Yes,2,No,,
5671,200708,1232,BM9B5H4,Yes,2,No,,
5671,200708,1232,BM9B5H5,Yes,2,No,,
5671,200708,1232,BM9B5H6,Yes,2,No,,
5671,200708,1232,BM9B5H7,Yes,2,No,,
5671,200708,1232,BM9B5H8,Yes,2,No,,
5671,200708,1232,BM9B5J1,Yes,2,No,,
5671,200708,1232,BM9B5J2,Yes,2,No,,
5671,200708,1232,BM9B5M8,Yes,2,No,,
5671,200708,1232,BM9B5M9,Yes,2,No,,
6708,200709,1855,BM0C7B2,Yes,2,No,,
6708,200709,1855,BM0C7C8,Yes,2,No,,
6708,200709,1855,BM0C7E5,Yes,2,No,,
6708,200709,1855,BM0C7F5,Yes,2,No,,
6708,200709,1855,BM0C7F6,Yes,2,No,,
6708,200709,1855,BM0C7G1,Yes,2,No,,
6708,200709,1855,BM0C7R3,Yes,2,No,,
6708,200709,1855,BM0C7U4,Yes,2,No,,
6708,200709,1855,BM0C8H6,Yes,2,No,,
6708,200709,1855,BM0C8T7,Yes,2,No,,
6708,200709,1855,BM0C8U0,Yes,2,No,,
6708,200709,1855,BM0C8W9,Yes,2,No,,
6708,200709,1855,BM0C8X0,Yes,2,No,,
