Inquiry number,company id,company name
16849,227,MetaStar
16847,1315,Armacell India Pvt. Ltd.
13783,1234,Aarti Drugs Ltd.
18115,550,Intas Pharmaceuticals
18119,1258,Geolife Agritech India Pvt. Ltd.
13792,1233,Magus Customer Dialog Pvt. Ltd.
13795,1232,M3M India Pvt. Ltd.
13802,1229,Lenskart Solutions Pvt. Ltd.
13801,1104,Global Healthline
13800,1230,Freight Systems India Pvt. Ltd.
13808,590,Mohan Meakin Ltd.
13807,906,Rama Hospital and Research Center
13806,547,Apollo Hospitals
13812,604,Lokesh Machines Ltd.
13810,576,Columbia Asia Hospitals Pvt. Ltd.
13817,317,Taikisha Engineering India Pvt. Ltd.
13816,843,Mojj Engineering Systems Ltd.
13815,338,Vigel Manufacturing Technologies Pvt. Ltd.
13814,454,Evergreen Sales
13826,611,Demosha Chemicals Pvt. Ltd.
13823,973,Crompton Greaves
13822,237,National Institute of Technology Delhi
11364,271,Raymond Ltd.
18200,1454,L and T Electrical and Automation
13852,452,R.P. Polymers
4124,168,Ingersoll Rand Climate Solutions Pvt. Ltd.
18201,1214,Consortium For Educational Communication
13855,1006,Nimbus Harbor
13859,443,Max Machinery and Automation
13858,890,KEC International Ltd.
13857,611,Demosha Chemicals Pvt. Ltd.
13863,590,Mohan Meakin Ltd.
13862,1224,Minda SAI Ltd.
13860,1042,Mita India Pvt. Ltd..
13867,967,Narinder Mohan Hospital and Heart Centre
13873,1215,Alcomex Springs Pvt. Ltd.
13872,585,Fujifilm Sericol India Pvt. Ltd.
13871,1216,Huvepharma SEA (Pune) Pvt. Ltd.
13870,1217,Pranav Vikas India Ltd.
13876,1214,Consortium For Educational Communication
18233,267,Rail Coach Factory
4099,322,Tata Cummins Pvt. Ltd.
11869,7680,Amazon Online Sales
13930,834,Gujarat Alloys Cast Pvt. Ltd.
13928,837,Gujarat Precision Cast Pvt. Ltd.
13935,296,Shreeji Trading Co.
13933,890,KEC International Ltd.
13932,611,Demosha Chemicals Pvt. Ltd.
13939,625,Aircel Ltd.
13938,1211,Comio
13937,1170,Hyundai Construction Equipment India Pvt. Ltd.
18315,195,Larsen and Toubro Ltd.
13945,992,Kenway Infratech Pvt. Ltd.
13944,1208,Varindera Constructions Ltd.
13943,1209,Singer India Ltd.
13942,1044,Presto Infosolutions Pvt. Ltd.
13950,1205,Nalco Water India Ltd.
13949,1206,Korea Business Development Center
13948,977,MRL Tyres Ltd.
13947,1207,Carl Zeiss India
18322,1503,Danfoss Industries Pvt. Ltd.
13955,978,Apollo Pharmacy
13954,721,Indcon Projects and Equipment Ltd.
13953,1202,Technix Electronics Pvt. Ltd.
13952,1203,Gionee India Pvt. Ltd.
13958,910,Delhi Cantonment Board
18326,616,Oriental Rubber Industries Pvt. ltd.
13957,898,Veko Care Pvt. Ltd.
16872,611,Demosha Chemicals Pvt. Ltd.
18342,80,D. P. Jindal Group of Industries
18345,80,D. P. Jindal Group of Industries
18350,267,Rail Coach Factory
13975,582,Exotech Zanini Industries Pvt. Ltd.
13972,615,Boxcare Packaging Pvt. Ltd.
13977,1200,Ajanta Soap Works
18381,929,Saj Test Plant Pvt. Ltd.
16878,729,King Pipes and Fittings
16880,727,Banshi Cotton Pvt. Ltd.
16879,461,Atulya Polypack Pvt. Ltd.
16881,1237,Amtek Auto Ltd.
16883,57,Bridgestone India Pvt. Ltd.
14016,691,Motherson Sumi Systems Ltd.
14027,141,HAL Offshore Ltd.
14034,1197,Thomson Press India Ltd.
14039,421,ACC India Pvt. Ltd.
14038,998,Integral Enterprise LLP
14044,326,The Times of India Group
14042,470,Shivam Engineering
14041,909,Varun Metacraft Pvt. Ltd.
18440,1502,Nuberg Engineering Ltd.
14049,1194,Bharat Electricals
14047,1195,Prime Value Infrastructure Pvt. Ltd.
14054,1192,Stypack Polyfoams Pvt. Ltd.
14051,1193,Curo India Pvt. Ltd.
14057,1054,Siddharth Starch Pvt. Ltd.
14056,711,APPL Industries Ltd.
14062,832,Om Metals Infraprojects Ltd.
10307,271,Raymond Ltd.
11347,606,Shah Tools Centre
18487,1464,Oerlikon Friction Systems India Ltd.
14075,543,Pee Empro Exports Pvt. Ltd.
14074,825,RPS Infrastructure Ltd.
18499,1378,Triune Energy Services Private Limited
14090,715,Orbit Bearings India Pvt. Ltd.
14094,1189,Glulam Technologies Pvt. Ltd.
14092,1190,DSW Group Of Companies
11344,563,Seveillar Clinical Supplies Services Pvt. Ltd.
18529,466,DHR Holding India Pvt. Ltd.
14097,1188,Sun Pharmaceutical Industries Ltd.
14101,481,Myntra Jabong India Pvt. Ltd.
11342,603,Horse Power Feed and Supplements LLP
14109,1185,Sunpower India Ventures Pvt. Ltd.
14108,1158,Venkateshkrupa Sugar Mills Ltd.
14107,1165,Suraj Colour Roof
14106,1186,Kirloskar Electric India Pvt. Ltd.
14111,1184,Polybond India Pvt. Ltd.
16895,426,Indian Space Research Organization
14115,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
16896,80,D. P. Jindal Group of Industries
11928,7680,Amazon Online Sales
11339,600,Vasundhara Food And Beverages Pvt. Ltd.
14147,586,Amber Enterprises India Pvt. Ltd.
14146,1156,Teva API India Ltd.
14151,982,Yamaha
14150,1166,Spack Automotives
14149,1181,Techno Aircon Industries Pvt. Ltd.
14155,727,Banshi Cotton Pvt. Ltd.
14154,729,King Pipes and Fittings
14161,1111,Maharashtra Fasteners Pvt. Ltd.
14160,1168,Amcor Rigid Plastics India Pvt. Ltd.
14159,1167,Rieco Industries Ltd.
14166,1180,Emaar MGF Emerald Hills
14165,1077,Philip Morris International
11332,595,Gabriel India Ltd.
10325,421,ACC India Pvt. Ltd.
14184,1034,Shop Mate
18702,1464,Oerlikon Friction Systems India Ltd.
18732,1464,Oerlikon Friction Systems India Ltd.
14213,1061,Fine Thread Form Industries
14212,998,Integral Enterprise LLP
14211,414,Tirth Agro Technology Pvt. Ltd.
14216,1063,Amity University Noida
14222,1065,Starion India Pvt. Ltd.
14221,638,Kapsons Industries Pvt. Ltd.
14220,474,SKC Group
14226,267,Rail Coach Factory
14224,1179,UKB Electronics Pvt. Ltd.
5698,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
18767,477,Akzo Nobel India Ltd.
11325,594,Loreal India Ltd.
16916,470,Shivam Engineering
16917,214,Mahindra Gears and Transmissions Pvt. Ltd.
18811,611,Demosha Chemicals Pvt. Ltd.
16918,704,Nova Technocast Pvt. Ltd.
18813,256,PNP Maritime Services Pvt. Ltd.
14280,1001,Goldcoin Industries Pvt. Ltd.
14279,1050,Rajoo Engineers Ltd.
14285,978,Apollo Pharmacy
14284,1042,Mita India Pvt. Ltd..
14283,1175,Country Inn and Suites By Carlson
14282,893,Yashoda Super Speciality Hospital
14290,929,Saj Test Plant Pvt. Ltd.
14289,640,Eternis Fine Chemicals Ltd.
14288,338,Vigel Manufacturing Technologies Pvt. Ltd.
14287,616,Oriental Rubber Industries Pvt. ltd.
14298,267,Rail Coach Factory
14295,689,Weikfield Foods Pvt. Ltd.
14292,1073,Rama Krishi Rasayn
14305,1155,P. M. Diesels Pvt. Ltd.
16923,605,Rubber Make
10400,291,Sew-Eurodrive India Pvt. Ltd.
14371,697,Ganga Forging Pvt. Ltd.
14377,1070,Scandic Food India Pvt. Ltd.
14374,691,Motherson Sumi Systems Ltd.
14381,141,HAL Offshore Ltd.
14379,1149,Purandar Milk and Agro Products Ltd.
16930,1096,Master Fluid Solutions India Pvt. Ltd.
16931,641,AcuTech Solar Pvt. Ltd.
14394,1051,Mansons International Pvt. Ltd.
14393,914,Kansai Nerolac Paints Ltd.
14416,1051,Mansons International Pvt. Ltd.
14425,204,Lupin Ltd.
14424,204,Lupin Ltd.
11311,591,Privi Organics Ltd.
5307,235,Nagpur Boring Works
14432,1112,Galaxy Surfactants Ltd.
14441,1074,TVS Logistics Services Ltd.
14445,1060,PerfectPac Ltd.
14444,994,Sun Forge Pvt. Ltd.
14451,909,Varun Metacraft Pvt. Ltd.
14449,1061,Fine Thread Form Industries
14448,488,Technovative Engineers Pvt. Ltd.
14455,579,Kider India Pvt. Ltd.
14454,910,Delhi Cantonment Board
14453,1039,Packwell Gaskets Pvt. Ltd.
19244,102,Engineers India Ltd.
14459,680,Supreme Offshore Constructions And Tech Serv Ltd.
14466,1147,Ciron Drugs Pvt. Ltd.
14497,1102,Durga Forge Pvt. Ltd.
14498,729,King Pipes and Fittings
14494,461,Atulya Polypack Pvt. Ltd.
14493,1145,Automate Technologies
14492,1146,Hero Fasteners
14503,1087,Demi Speciality Chemicals and Co.
14502,1085,Durr India Pvt. Ltd.
14501,1143,Multi Dimensional Solutions
14508,1142,K. Plast Industries
14507,1086,Caparo Engineering India Ltd.
14506,641,AcuTech Solar Pvt. Ltd.
14514,213,Mahindra Comviva
14513,213,Mahindra Comviva
14517,1141,KPMG
14522,977,MRL Tyres Ltd.
11295,841,Dow Chemical Co.
17156,1051,Mansons International Pvt. Ltd.
14566,1139,Goyal Group
14565,1140,Rathi Steel And Power Ltd.
11292,587,Tryst Industries Pvt. Ltd.
14568,576,Columbia Asia Hospitals Pvt. Ltd.
14574,470,Shivam Engineering
16966,1061,Fine Thread Form Industries
14579,733,Kurpa Electronics
14578,1085,Durr India Pvt. Ltd.
14577,291,Sew-Eurodrive India Pvt. Ltd.
14576,453,Mavani Engineering and Die Maker
14582,1098,NXP India Pvt. Ltd.
14592,267,Rail Coach Factory
16967,1528,Paras Rings Pvt. Ltd.
16968,476,Bhavani Industries
19379,155,Indraprastha Gas Ltd.
19380,1392,GHCL Ltd.
14622,1129,Hero Agro Plast Pvt. Ltd.
17157,715,Orbit Bearings India Pvt. Ltd.
16976,1003,Repro India Ltd.
14636,1133,Pooja Forge Ltd.
14635,1134,Creative Dyeing and Printing Mills Pvt. Ltd.
14642,1126,Poshs Metal Industries Pvt.Ltd.
14641,1123,Okay Industries
14648,1107,Jivo Wellness Pvt. Ltd.
14647,237,National Institute of Technology Delhi
16979,1070,Scandic Food India Pvt. Ltd.
11288,586,Amber Enterprises India Pvt. Ltd.
14671,1171,Arkema Chemicals Pvt. Ltd.
26331,1392,GHCL Ltd.
14675,978,Apollo Pharmacy
14674,590,Mohan Meakin Ltd.
19419,466,DHR Holding India Pvt. Ltd.
14682,453,Mavani Engineering and Die Maker
14680,663,Haier Appliances India Pvt. Ltd.
14679,1124,Dia Aluminium India Pvt. Ltd.
14688,1169,Link Engineers Pvt. Ltd.
14687,977,MRL Tyres Ltd.
14684,268,Raj Dies and Engineering
14702,130,GlaxoSmithKline Pharmaceuticals Ltd.
14700,890,KEC International Ltd.
11284,583,Holm KK Extrusion Pvt. Ltd.
14721,507,ZCL Chemicals Ltd.
11282,580,Varad Plast Components India Pvt. Ltd.
28241,434,Cargill India Pvt. Ltd.
14722,326,The Times of India Group
14727,809,Mahadev Manufactures
14725,214,Mahindra Gears and Transmissions Pvt. Ltd.
14724,888,Vako Seals Pvt. Ltd.
14732,1070,Scandic Food India Pvt. Ltd.
14731,1204,HT Media Ltd.
14730,487,Bennett University
14729,1044,Presto Infosolutions Pvt. Ltd.
14738,1152,Kirloskar Pneumatic Co. Ltd.
14737,523,Tata Steel Ltd.
14747,882,Krishna Builder
14746,992,Kenway Infratech Pvt. Ltd.
14740,549,Black and Veatch
14749,464,Shivani Power Engineers
19466,267,Rail Coach Factory
17158,994,Sun Forge Pvt. Ltd.
17159,1130,Sumo Poly Plast Pvt. Ltd.
14975,1051,Mansons International Pvt. Ltd.
14765,1101,Danone India
14771,686,Lona Industries Ltd.
28248,1392,GHCL Ltd.
11279,559,Industrial Metal Powders India Pvt. Ltd.
14778,470,Shivam Engineering
14777,1250,Marshall Technocast Pvt. Ltd.
28256,920,Heurtey Petrochem India Pvt. Ltd.
14780,834,Gujarat Alloys Cast Pvt. Ltd.
14786,326,The Times of India Group
14785,618,Wings Automobile Products Pvt. Ltd.
14784,533,Victora Tool Engineers Pvt. Ltd.
14791,237,National Institute of Technology Delhi
14790,1235,Phoenix Textile Engineering Pvt. Ltd.
14789,338,Vigel Manufacturing Technologies Pvt. Ltd.
28258,1806,Apar Industries
28259,1711,GMR Group
28260,1711,GMR Group
28263,1045,Hyatt Regency
11278,558,SHV Energy Pvt. Ltd.
14818,887,Nishan chemical industries
19518,1572,GKN Driveline
14824,1123,Okay Industries
14823,639,Jagadamba Auto-Components Pvt. Ltd.
14822,858,Sandhar Technologies Ltd.
11268,420,Kulkarni Power Tools Ltd.
11271,420,Kulkarni Power Tools Ltd.
19529,1569,University Of Delhi
19530,51,Bharat Petroleum Corporation Ltd.
15196,1262,Bharat Matrimony Ltd.
14862,1254,Robin Precision Products Pvt. Ltd.
14860,1256,Crystal Cook-N-Serve Products Pvt. Ltd.
14859,914,Kansai Nerolac Paints Ltd.
14866,465,DB Corp Ltd.
14865,1189,Glulam Technologies Pvt. Ltd.
14871,682,Kalyani Thermal Processing Pvt. Ltd.
14870,686,Lona Industries Ltd.
14868,547,Apollo Hospitals
14875,1087,Demi Speciality Chemicals and Co.
14874,1149,Purandar Milk and Agro Products Ltd.
14873,1123,Okay Industries
14910,1269,Resins And Plastics Ltd.
14909,214,Mahindra Gears and Transmissions Pvt. Ltd.
14908,1002,MRK Steel Cast
14907,704,Nova Technocast Pvt. Ltd.
14915,682,Kalyani Thermal Processing Pvt. Ltd.
14913,663,Haier Appliances India Pvt. Ltd.
14912,148,Hindalco Industries Ltd.
14920,1044,Presto Infosolutions Pvt. Ltd.
14919,213,Mahindra Comviva
14918,1267,3A Composites India Pvt. Ltd.
14917,563,Seveillar Clinical Supplies Services Pvt. Ltd.
14932,1036,Turbo Bearings Pvt. Ltd.
14924,721,Indcon Projects and Equipment Ltd.
14923,718,IBS Hospital
14922,1211,Comio
14935,1061,Fine Thread Form Industries
14934,961,Avenue Engineers
14992,845,Poonam Equipment Pvt. Ltd.
19587,1662,Sagar Cements Ltd.
19588,1663,Natco Pharma Ltd
15195,721,Indcon Projects and Equipment Ltd.
11259,557,MAS Infrapower Projects
14998,1044,Presto Infosolutions Pvt. Ltd.
14997,1235,Phoenix Textile Engineering Pvt. Ltd.
15003,1049,Dyna Filters Pvt. Ltd.
15002,1267,3A Composites India Pvt. Ltd.
15001,291,Sew-Eurodrive India Pvt. Ltd.
15000,1087,Demi Speciality Chemicals and Co.
15006,922,Delhi Metro Rail Corporate Ltd.
15053,835,Pearl Furniture Pvt. Ltd.
10520,326,The Times of India Group
15036,982,Yamaha
15035,1291,Elentec India Technologies Pvt. Ltd.
15039,521,Moon Beverage Ltd.
15038,520,VMC Steel
15049,590,Mohan Meakin Ltd.
15047,487,Bennett University
15052,470,Shivam Engineering
15061,1236,Aarem Electronic Pvt. Ltd.
15060,1089,Dyna Biotech
15059,1258,Geolife Agritech India Pvt. Ltd.
15058,664,Silverline Electricals Pvt. Ltd.
15065,267,Rail Coach Factory
17037,80,D. P. Jindal Group of Industries
15113,839,UNI Klinger Ltd.
15112,536,Aim Filtertech Pvt. Ltd.
15111,1090,Monsoon Agro Bio Ltd.
19637,267,Rail Coach Factory
15143,1316,SJM Hospital and IVF Centre
15147,1116,Saikrupa Industries
15146,1118,Marvel Vinyls Ltd.
15145,809,Mahadev Manufactures
15144,998,Integral Enterprise LLP
15152,590,Mohan Meakin Ltd.
15151,1042,Mita India Pvt. Ltd..
15150,1078,VRS Food Ltd.
15149,676,Kiran Industries
15159,859,Polyplastics Industries India Pvt. Ltd.
15155,443,Max Machinery and Automation
15154,1079,Simbhaoli Sugars Ltd.
15164,616,Oriental Rubber Industries Pvt. ltd.
15163,586,Amber Enterprises India Pvt. Ltd.
15162,237,National Institute of Technology Delhi
15161,596,REHAU Polymers Pvt. Ltd.
15193,1222,Stellar Ventures Pvt. Ltd.
4882,170,"INS Garuda, Indian Navy"
15179,543,Pee Empro Exports Pvt. Ltd.
15178,1294,Swatantra Auto Industries Pvt. Ltd.
15185,735,Sinwoo Pack India Pvt. Ltd.
15189,982,Yamaha
15187,1291,Elentec India Technologies Pvt. Ltd.
15200,1044,Presto Infosolutions Pvt. Ltd.
15199,694,Manlift India Pvt. Ltd.
15198,691,Motherson Sumi Systems Ltd.
15236,470,Shivam Engineering
15235,1293,Vishal Bearings Ltd.
15234,1101,Danone India
15241,1074,TVS Logistics Services Ltd.
15248,642,PYN Autocomp Pvt. Ltd.
15239,453,Mavani Engineering and Die Maker
15238,1290,Captain Pipes Ltd.
15246,1073,Rama Krishi Rasayn
15245,975,Aroma Treasures Pvt. Ltd.
15244,858,Sandhar Technologies Ltd.
15243,721,Indcon Projects and Equipment Ltd.
15249,940,Span Associates
11246,553,Shivalik Prints Ltd.
17066,719,Unilever Industries Pvt. Ltd.
4530,296,Shreeji Trading Co.
15396,453,Mavani Engineering and Die Maker
15394,1061,Fine Thread Form Industries
15487,1314,KK Spun India Ltd.
15493,1269,Resins And Plastics Ltd.
15492,470,Shivam Engineering
15491,1135,EPP Composites Pvt. Ltd.
15490,715,Orbit Bearings India Pvt. Ltd.
19680,1495,Mangalore Refinery And Petrochemicals Ltd.
15498,944,RDC Concrete India Pvt. Ltd.
15497,1179,UKB Electronics Pvt. Ltd.
15496,664,Silverline Electricals Pvt. Ltd.
15495,563,Seveillar Clinical Supplies Services Pvt. Ltd.
17074,470,Shivam Engineering
17076,697,Ganga Forging Pvt. Ltd.
17075,834,Gujarat Alloys Cast Pvt. Ltd.
17077,1001,Goldcoin Industries Pvt. Ltd.
15533,1222,Stellar Ventures Pvt. Ltd.
15538,1313,K-Flex India Pvt. Ltd.
15537,1101,Danone India
15543,1124,Dia Aluminium India Pvt. Ltd.
15542,663,Haier Appliances India Pvt. Ltd.
15541,663,Haier Appliances India Pvt. Ltd.
15540,1216,Huvepharma SEA (Pune) Pvt. Ltd.
17080,1361,Ecolab Food Safety and Hygiene Solutions Pvt. Ltd.
6050,158,"INS Hansa, Indian Navy"
15583,421,ACC India Pvt. Ltd.
15580,996,Mercator Ltd.
15585,608,Dorf-Ketal Chemicals India Pvt. Ltd.
15592,1310,Leister Technologies India Pvt. Ltd.
15591,727,Banshi Cotton Pvt. Ltd.
15590,461,Atulya Polypack Pvt. Ltd.
15589,1102,Durga Forge Pvt. Ltd.
15598,1152,Kirloskar Pneumatic Co. Ltd.
15597,1306,Swastik Pipes Ltd.
15595,1307,PSV Infrastructures Ltd.
15594,1308,Indo Polygraph Machinery Pvt. Ltd.
19719,1582,Indian Institute Of Science Education & Research
15602,1081,S.S.Khardekar India Pvt. Ltd.
15601,683,Pepsico India Holdings Pvt. Ltd.
11238,551,Macleods Pharmaceuticals Ltd.
15647,1291,Elentec India Technologies Pvt. Ltd.
15645,1278,SM LPG Cylinder Pvt. Ltd.
15652,227,MetaStar
15651,1222,Stellar Ventures Pvt. Ltd.
15650,1291,Elentec India Technologies Pvt. Ltd.
15649,1198,Jyotech Engineering Co. Pvt. Ltd.
15657,928,Bhanu Concrete
15655,998,Integral Enterprise LLP
15654,1196,Rolex Rings Pvt. Ltd.
15664,842,I3PL India Pvt. Ltd.
4545,296,Shreeji Trading Co.
19743,1392,GHCL Ltd.
6084,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
15698,1303,Hi-Bond Bearing Pvt. Ltd.
15697,1299,Fieldman Engineers Pvt. Ltd.
15705,1302,Metaltech Motor Bodies Pvt. Ltd.
15704,1126,Poshs Metal Industries Pvt.Ltd.
15703,1081,S.S.Khardekar India Pvt. Ltd.
15702,1234,Aarti Drugs Ltd.
15721,728,Kich Industries
15718,843,Mojj Engineering Systems Ltd.
15717,1267,3A Composites India Pvt. Ltd.
15707,1124,Dia Aluminium India Pvt. Ltd.
15724,268,Raj Dies and Engineering
15723,961,Avenue Engineers
5051,296,Shreeji Trading Co.
15774,555,Escorts Railway Equipment Division
15773,533,Victora Tool Engineers Pvt. Ltd.
15782,476,Bhavani Industries
15786,929,Saj Test Plant Pvt. Ltd.
19796,1585,Husco Hydraulics Pvt. Ltd.
15787,596,REHAU Polymers Pvt. Ltd.
15785,929,Saj Test Plant Pvt. Ltd.
15784,453,Mavani Engineering and Die Maker
15790,1090,Monsoon Agro Bio Ltd.
15789,1315,Armacell India Pvt. Ltd.
17110,729,King Pipes and Fittings
17112,461,Atulya Polypack Pvt. Ltd.
17115,1315,Armacell India Pvt. Ltd.
15827,830,Greiner Engineering Products
15838,994,Sun Forge Pvt. Ltd.
15829,1134,Creative Dyeing and Printing Mills Pvt. Ltd.
17116,1526,India Forge and Drop Stamping Pvt. Ltd.
15836,715,Orbit Bearings India Pvt. Ltd.
15835,563,Seveillar Clinical Supplies Services Pvt. Ltd.
15834,471,Jyoti Cnc Automation Ltd.
15833,596,REHAU Polymers Pvt. Ltd.
15840,1312,STA-CO Nutra Products Pvt. Ltd.
15839,1302,Metaltech Motor Bodies Pvt. Ltd.
17120,1297,Avon Facility Management Services (A Division of Quess Corp Limited)
3648,24,Allison Transmission India Pvt. Ltd.
15880,970,Himanshu Projects Pvt. Ltd.
15873,528,RACL Gear tech
15878,1175,Country Inn and Suites By Carlson
15877,545,Gemco Controls Ltd.
15885,148,Hindalco Industries Ltd.
15884,1049,Dyna Filters Pvt. Ltd.
15883,489,Gufic Lifescience Pvt. Ltd.
15882,906,Rama Hospital and Research Center
15890,1258,Geolife Agritech India Pvt. Ltd.
15889,1302,Metaltech Motor Bodies Pvt. Ltd.
15887,664,Silverline Electricals Pvt. Ltd.
15919,466,DHR Holding India Pvt. Ltd.
19830,1596,Department of Zoology
15929,1316,SJM Hospital and IVF Centre
15927,685,Jakson and Co.
15926,994,Sun Forge Pvt. Ltd.
15934,1079,Simbhaoli Sugars Ltd.
15932,1209,Singer India Ltd.
15931,1242,Kailash Hospital and Heart Institute
15936,552,Orient Electric
15944,929,Saj Test Plant Pvt. Ltd.
15949,596,REHAU Polymers Pvt. Ltd.
15948,911,Jini Polymech Engineering Pvt. Ltd.
15947,1332,Hora Art Centre Pvt. Ltd.
15946,1049,Dyna Filters Pvt. Ltd.
15952,1061,Fine Thread Form Industries
15951,1299,Fieldman Engineers Pvt. Ltd.
5360,163,Indian Rayon
12131,7680,Amazon Online Sales
12132,7680,Amazon Online Sales
5368,24,Allison Transmission India Pvt. Ltd.
16001,1129,Hero Agro Plast Pvt. Ltd.
16003,1155,P. M. Diesels Pvt. Ltd.
17196,809,Mahadev Manufactures
12133,7680,Amazon Online Sales
16023,470,Shivam Engineering
16022,214,Mahindra Gears and Transmissions Pvt. Ltd.
16027,1258,Geolife Agritech India Pvt. Ltd.
16026,1073,Rama Krishi Rasayn
16025,664,Silverline Electricals Pvt. Ltd.
4584,296,Shreeji Trading Co.
5488,214,Mahindra Gears and Transmissions Pvt. Ltd.
17197,811,Shree Dies
5502,60,ExxonMobil Service and Technology Pvt. Ltd.
17212,80,D. P. Jindal Group of Industries
17219,1003,Repro India Ltd.
17226,1524,NSK ABC Bearings Ltd.
6209,386,National Bureau of Plant Genetic Resources
17244,122,GE India Industrial Pvt. Ltd. (Division: JFWTC)
12274,7680,Amazon Online Sales
5598,256,PNP Maritime Services Pvt. Ltd.
17285,1659,BHEL Corporate Research and Development
17308,719,Unilever Industries Pvt. Ltd.
17320,910,Delhi Cantonment Board
17315,209,Magal Engineering Tech Pvt. Ltd.
17314,1392,GHCL Ltd.
17366,443,Max Machinery and Automation
17369,470,Shivam Engineering
5672,263,Process Construction and Technical Services Pvt. Ltd.
17393,1522,Greenfuel Energy Solutions Pvt. Ltd.
17411,645,L and T Construction
17421,1520,Volvo India Pvt. Ltd.
17423,1518,Bharat Electronics Ltd.
17429,1423,Mahindra Reva Electric Vehicles Ltd.
17428,1424,TVS Motor Co. Ltd.
17438,56,Bosch Ltd.
17443,1421,TATA Advanced Materials Ltd.
17460,705,Carlton Industrial Engineers
17461,1418,Satrac Engineering Pvt. Ltd.
17472,1415,Dynamatic Aerospace
17467,267,Rail Coach Factory
17466,443,Max Machinery and Automation
4618,9,Survival Systems India
12394,7680,Amazon Online Sales
17510,155,Indraprastha Gas Ltd.
17509,155,Indraprastha Gas Ltd.
17523,338,Vigel Manufacturing Technologies Pvt. Ltd.
11827,45,BEL Optronic Devices Ltd.
17565,155,Indraprastha Gas Ltd.
17583,45,BEL Optronic Devices Ltd.
20044,1664,Bharat Biotech
17616,682,Kalyani Thermal Processing Pvt. Ltd.
17614,326,The Times of India Group
12404,7680,Amazon Online Sales
17709,1515,Galaxy Tools and Hardwares
4665,132,Global Marketing
17737,267,Rail Coach Factory
20091,267,Rail Coach Factory
11221,550,Intas Pharmaceuticals
17780,1513,Natural Office Mart
26329,1392,GHCL Ltd.
4675,296,Shreeji Trading Co.
6374,97,Dr B.R. Ambedkar National Institute of Technology
5940,9,Survival Systems India
17858,155,Indraprastha Gas Ltd.
17868,910,Delhi Cantonment Board
17866,1049,Dyna Filters Pvt. Ltd.
5981,263,Process Construction and Technical Services Pvt. Ltd.
25357,267,Rail Coach Factory
17892,80,D. P. Jindal Group of Industries
17901,1512,Adani Mining
11212,547,Apollo Hospitals
11211,450,Godrej Agrovet Ltd.
11208,546,Hindustan Dorr-Oliver Ltd.
11202,443,Max Machinery and Automation
17969,1029,GAIL Gas Ltd.
17970,105,Emerson Innovation Center
17975,1297,Avon Facility Management Services (A Division of Quess Corp Limited)
11189,545,Gemco Controls Ltd.
18010,1216,Huvepharma SEA (Pune) Pvt. Ltd.
18031,1350,FPI Industries Pvt. Ltd.
18032,1511,MECON Ltd.
11188,544,E. C. Packtech Machines Pvt. Ltd.
11182,204,Lupin Ltd.
18030,45,BEL Optronic Devices Ltd.
18035,1511,MECON Ltd.
11163,529,United Rubber Industries
11162,528,RACL Gear tech
11155,526,Continental Milkose India Ltd.
18069,265,Quippo Oil and Gas Infrastructure Ltd.
11151,525,Air Services India
11141,522,River Engineering Pvt. Ltd.
11138,520,VMC Steel
18096,45,BEL Optronic Devices Ltd.
18097,45,BEL Optronic Devices Ltd.
11136,519,Chemco Plastic Industries Pvt. Ltd.
6503,99,Dura-Line India Pvt. Ltd.
11130,213,Mahindra Comviva
18116,1039,Packwell Gaskets Pvt. Ltd.
18117,237,National Institute of Technology Delhi
11126,516,Tata Power DDL
4771,15,Accuramech Industrial Engineering Pvt. Ltd.
11119,513,Satyam Autocomponents Ltd.
6515,378,Centre for Railway Information Systems
11115,508,Bayer CropScience Ltd.
18133,155,Indraprastha Gas Ltd.
11114,95,Donatekart
11110,507,ZCL Chemicals Ltd.
18144,664,Silverline Electricals Pvt. Ltd.
18145,585,Fujifilm Sericol India Pvt. Ltd.
11100,506,Neutrik India Pvt. Ltd.
11098,505,Croda India Company Pvt. Ltd.
11093,504,Trichem Lifesciences Ltd.
26347,1392,GHCL Ltd.
18178,1297,Avon Facility Management Services (A Division of Quess Corp Limited)
18181,45,BEL Optronic Devices Ltd.
18182,265,Quippo Oil and Gas Infrastructure Ltd.
18183,910,Delhi Cantonment Board
13854,474,SKC Group
13851,728,Kich Industries
13850,845,Poonam Equipment Pvt. Ltd.
18202,1214,Consortium For Educational Communication
13842,1225,Astral India Pvt. Ltd.
13821,1180,Emaar MGF Emerald Hills
13813,921,Jabil Circuit India Pvt. Ltd.
18231,1152,Kirloskar Pneumatic Co. Ltd.
13809,815,Greiner Packaging India Pvt. Ltd.
13804,1227,Wool Spuns Ltd.
13799,1106,Alexis Global Pvt. Ltd.
13797,1231,Nutech Print Services India
13794,1105,Zebronics India Pvt. Ltd.
18301,1312,STA-CO Nutra Products Pvt. Ltd.
4827,129,GL and V India Pvt. Ltd.
18314,888,Vako Seals Pvt. Ltd.
18299,105,Emerson Innovation Center
18300,237,National Institute of Technology Delhi
18302,237,National Institute of Technology Delhi
18303,1018,PP Foods
13766,888,Vako Seals Pvt. Ltd.
18317,664,Silverline Electricals Pvt. Ltd.
