Inquiry number,company id,company name
15667,80,D. P. Jindal Group of Industries
11061,496,Philips India Ltd.
10430,193,Kubota Agricultural Machinery India Pvt. Ltd.
10345,7680,Amazon Online Sales
10444,271,Raymond Ltd.
9639,493,Scientific Corporation
11067,497,Aarti Industries Ltd.
10068,326,The Times of India Group
10484,1570,Linde Engineering
11949,845,Poonam Equipment Pvt. Ltd.
10500,347,Mohan Clothing Co. Pvt. Ltd.
17224,864,Multitone Polypack Pvt.Ltd.
11945,237,National Institute of Technology Delhi
11933,834,Gujarat Alloys Cast Pvt. Ltd.
11091,503,IG Petrochemicals Ltd.
16350,729,King Pipes and Fittings
16349,1102,Durga Forge Pvt. Ltd.
16351,727,Banshi Cotton Pvt. Ltd.
11900,831,JSS Medical Research India Pvt. Ltd.
11118,512,Rico Auto Industries Ltd.
11121,510,Omya India
11125,515,Central UP Gas
16353,1565,Kyowa Castec India Pvt. Ltd.
5366,194,L. K. Machinery India Pvt. Ltd.
11889,829,Smart Techno System India Pvt. Ltd.
11139,521,Moon Beverage Ltd.
27433,1796,Hilton Hotel
3609,322,Tata Cummins Pvt. Ltd.
11886,827,L.M. Wind Power Blades India Pvt. Ltd.
11871,810,A.K. Engineering
10524,7680,Amazon Online Sales
2846,346,Acme Pharmaceuticals Pvt. Ltd.
11161,443,Max Machinery and Automation
10607,7680,Amazon Online Sales
11174,219,Maxxis Rubber India Pvt. Ltd.
10609,7680,Amazon Online Sales
11178,294,Shelf Drilling Offshore Services India Pvt. Ltd.
11187,543,Pee Empro Exports Pvt. Ltd.
11186,542,Talbros Automotive Components Ltd.
11201,479,Abbott Healthcare Pvt. Ltd.
11215,548,IOCL Panipat Refinery
11219,549,Black and Veatch
11245,552,Orient Electric
11249,555,Escorts Railway Equipment Division
11247,554,Unipart Services India Pvt. Ltd.
11257,102,Engineers India Ltd.
11258,556,Astik Dyestuff Pvt. Ltd.
11261,443,Max Machinery and Automation
11285,582,Exotech Zanini Industries Pvt. Ltd.
16387,998,Integral Enterprise LLP
16389,994,Sun Forge Pvt. Ltd.
16388,1130,Sumo Poly Plast Pvt. Ltd.
11283,581,Sun Polymers Pvt. Ltd.
11281,579,Kider India Pvt. Ltd.
11280,578,Sanden Vikas India Ltd.
11287,585,Fujifilm Sericol India Pvt. Ltd.
11286,584,Vedzen Enterprises
16394,563,Seveillar Clinical Supplies Services Pvt. Ltd.
16397,1563,India Metal One Steel Plate Processing Pvt. Ltd.
11302,516,Tata Power DDL
11301,516,Tata Power DDL
18223,45,BEL Optronic Devices Ltd.
11322,592,Prasol Chemicals Ltd.
11333,596,REHAU Polymers Pvt. Ltd.
27473,1829,Renaissance Mumbai Convention Centre Hotel
11338,599,Pune Air Products
11337,598,Gearspect India Pvt. Ltd.
11343,604,Lokesh Machines Ltd.
11341,602,The Varma Pharmacy Pvt. Ltd.
11340,601,Kasco Industries Pvt. Ltd.
11345,605,Rubber Make
11786,800,Harman Finochem Ltd.
11784,733,Kurpa Electronics
11781,729,King Pipes and Fittings
11777,726,Innovative Tech Pack Ltd.
16426,476,Bhavani Industries
11373,607,TechNova Imaging Systems Pvt. Ltd.
11372,595,Gabriel India Ltd.
11763,721,Indcon Projects and Equipment Ltd.
11388,613,Kiran Fasteners
11387,612,Gauri Polymers
11386,609,Ashapura Aluminium Ltd.
11385,608,Dorf-Ketal Chemicals India Pvt. Ltd.
11760,720,Indraprastha Apollo Hospitals
11391,946,GSH Utilities Services Pvt. Ltd.
11395,617,Gannon dunkerley and Co. Ltd.
11394,616,Oriental Rubber Industries Pvt. ltd.
11399,227,MetaStar
11398,619,Gujarat Gas Ltd.
11403,621,Reet Industries
16417,1196,Rolex Rings Pvt. Ltd.
16418,998,Integral Enterprise LLP
16420,1179,UKB Electronics Pvt. Ltd.
16419,563,Seveillar Clinical Supplies Services Pvt. Ltd.
27482,1392,GHCL Ltd.
11413,624,Chemprojects Consulting Pvt. Ltd.
16422,910,Delhi Cantonment Board
16421,1179,UKB Electronics Pvt. Ltd.
27483,1392,GHCL Ltd.
11419,626,Air Liquide India
16428,1245,Jay Mangal Cad Cam
11423,148,Hindalco Industries Ltd.
11426,627,K. R. Rubberite Ltd.
11429,629,Malhotra Construction
11435,630,LSR Speciality Oils Pvt. Ltd.
11745,714,Kadvani Forge Ltd.
11453,633,Shree Ganesh Stamping
11452,632,Unique Precision Works
11455,490,Max MRO Services Pvt. Ltd.
11744,713,G M Engineering Pvt. Ltd.
11466,641,AcuTech Solar Pvt. Ltd.
11464,639,Jagadamba Auto-Components Pvt. Ltd.
11463,638,Kapsons Industries Pvt. Ltd.
11737,712,Muvtons Castors Pvt. Ltd.
11468,643,B.D. Industries Pvt. Ltd.
11474,644,Projects and Development India Ltd.
11471,427,Genpact
11484,576,Columbia Asia Hospitals Pvt. Ltd.
11493,576,Columbia Asia Hospitals Pvt. Ltd.
11704,709,Noble Plastic Industries
11703,708,Rajashree International
11496,647,Pidilite Industries Ltd.
11702,291,Sew-Eurodrive India Pvt. Ltd.
11514,649,Shriram Pistons and Rings Ltd.
11512,648,Natural Ice Cream
10911,7680,Amazon Online Sales
11700,706,Food Hygiene and Helth Loborotry
11521,651,Edelweiss Securities Pvt. Ltd.
10912,7680,Amazon Online Sales
11527,654,Akshar Plastic Corporation
11526,653,Rajendra Gears
11524,652,Parishudh Machines Pvt. Ltd.
11531,660,Uma Polymers
11530,658,Om irritech Ltd.
11529,657,Riddhi Polymers
11533,661,Best Packaging
9855,450,Godrej Agrovet Ltd.
11538,666,Sapa Heat Transfer Tubes India Pvt. Ltd.
11537,665,Neosym Industry Ltd.
11542,237,National Institute of Technology Delhi
11541,237,National Institute of Technology Delhi
11699,1016,Bhartia Chemicals
11549,668,Dalmia Cements
11559,670,Bhilosa Industries Pvt. Ltd.
11565,1113,Globe Broadcasting Pvt. Ltd.
11696,704,Nova Technocast Pvt. Ltd.
11695,699,Technofinish Industries
11591,677,Ghanshyam Engineering Co.
11590,676,Kiran Industries
11589,266,Radhe Shyam Industries
11588,675,Mangalam Organics Ltd.
11692,696,Magotteaux Industries Pvt. Ltd.
11593,679,Raptakos Brett and Co. Ltd.
11599,682,Kalyani Thermal Processing Pvt. Ltd.
11598,681,Sanjay Technoplast Pvt Ltd.
11597,663,Haier Appliances India Pvt. Ltd.
11596,680,Supreme Offshore Constructions And Tech Serv Ltd.
11688,695,Haitian Huayuan Machinery India Pvt. Ltd.
11603,267,Rail Coach Factory
11602,267,Rail Coach Factory
11601,683,Pepsico India Holdings Pvt. Ltd.
9880,347,Mohan Clothing Co. Pvt. Ltd.
11609,684,Bombay Dyeing and Manufacturing Co. Ltd.
11616,433,Defence Research and Development Organization
11625,59,Cairn India Ltd.
11642,685,Jakson and Co.
11646,686,Lona Industries Ltd.
11650,689,Weikfield Foods Pvt. Ltd.
11649,688,ABS Electroplaters India Pvt. Ltd.
11648,687,Monarch Self Adhesive Tapes and Foam Pvt. Ltd.
11647,663,Haier Appliances India Pvt. Ltd.
11659,691,Motherson Sumi Systems Ltd.
11657,690,DDS-TPM Flavours Pvt. Ltd.
11661,692,Shirish Engineering Pvt. Ltd.
11667,443,Max Machinery and Automation
11665,141,HAL Offshore Ltd.
11669,694,Manlift India Pvt. Ltd.
11687,695,Haitian Huayuan Machinery India Pvt. Ltd.
11694,698,Rollwell Forge Pvt. Ltd.
11693,697,Ganga Forging Pvt. Ltd.
11691,102,Engineers India Ltd.
11705,711,APPL Industries Ltd.
11142,7680,Amazon Online Sales
11600,682,Kalyani Thermal Processing Pvt. Ltd.
11164,7680,Amazon Online Sales
16536,1258,Geolife Agritech India Pvt. Ltd.
11743,475,Sanmarg Projects Pvt. Ltd.
11742,443,Max Machinery and Automation
11740,694,Manlift India Pvt. Ltd.
11739,1014,Autonix Auto Industries Pvt. Ltd.
11748,717,Awate Engineering Pvt. Ltd.
11747,716,Ashruly Engineering Pvt. Ltd.
11746,715,Orbit Bearings India Pvt. Ltd.
11752,718,IBS Hospital
11592,678,Hindusthan M-I Swaco Pvt. Ltd.
11207,7680,Amazon Online Sales
11762,590,Mohan Meakin Ltd.
11767,722,Brahmaputra Infrastructure Ltd.
25394,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
11769,723,Rashtriya Chemicals and Fertilizers Ltd.
11780,727,Banshi Cotton Pvt. Ltd.
11775,509,Nirman Enconprojects Pvt. Ltd.
11774,512,Rico Auto Industries Ltd.
11773,513,Satyam Autocomponents Ltd.
11785,799,AAA Roller Flour Mills Pvt. Ltd.
11783,732,Plastech Solutions
11782,731,Indian Immunologicals Ltd.
11788,804,Adico Forge Pvt. Ltd.
11787,801,GMI Zarhak Moulders Pvt. Ltd.
11795,267,Rail Coach Factory
11794,267,Rail Coach Factory
11793,468,Kolhapur Zilla Sahakari Dudh Utpadak Sangh Ltd.
11806,595,Gabriel India Ltd.
11582,54,Tata Steel BSL Ltd.
11825,805,ATC Tires Pvt. Ltd.
11840,806,Fortis Memorial Research Institute
11882,822,Mutual Industries Ltd.
11865,808,Tulsi Engineering
11566,674,Johnson Controls India Pvt. Ltd.
11866,809,Mahadev Manufactures
11874,811,Shree Dies
11876,812,Welspun Enterprises Ltd.
11881,821,Swarovski India Pvt. Ltd.
11880,820,VRC Plastomould India Pvt. Ltd.
11879,819,World Laparoscopy Hospital
11884,824,Transfix India Pvt. Ltd.
11883,823,Subh Thermal
11887,291,Sew-Eurodrive India Pvt. Ltd.
11893,830,Greiner Engineering Products
11550,669,Studds Accessories Ltd.
11908,832,Om Metals Infraprojects Ltd.
11916,833,Prime Meiden Ltd.
27561,1392,GHCL Ltd.
11543,667,Gates India Pvt. Ltd.
11540,237,National Institute of Technology Delhi
11932,951,Om Hardware
11931,554,Unipart Services India Pvt. Ltd.
11536,664,Silverline Electricals Pvt. Ltd.
11937,838,United Breweries Ltd.
11936,837,Gujarat Precision Cast Pvt. Ltd.
11935,836,Servewell Household Appliances
11934,835,Pearl Furniture Pvt. Ltd.
11534,662,Supreme Petrochem Pvt. Ltd.
11942,842,I3PL India Pvt. Ltd.
11941,839,UNI Klinger Ltd.
11940,734,ASV Engineering Pvt. Ltd.
11939,952,Chandramukhi Sales Sand Co.
11376,7680,Amazon Online Sales
11944,844,Kelloggs India Pvt. Ltd.
11943,843,Mojj Engineering Systems Ltd.
11950,846,Prashant Castings Pvt. Ltd.
11528,656,Godavari Pipes Pvt. Ltd.
11954,730,International Print-O-Pac Ltd.
11523,13,Aastral Industries
16565,729,King Pipes and Fittings
12017,852,KEC Bearings Pvt.Ltd.
11965,735,Sinwoo Pack India Pvt. Ltd.
11519,574,Rk Infra India Pvt. Ltd.
17195,268,Raj Dies and Engineering
11970,847,Schreiber Dynamix Dairies Pvt. Ltd.
16568,1559,MOOG Controls India Pvt. Ltd.
16567,1560,FlowServe India Controls Pvt. Ltd.
11994,848,Solo Manufacturing Pvt. Ltd.
11997,850,NSW India Ltd.
16570,1558,Snecma HAL
16571,1657,Wipro Aerospace
27588,1022,Mr. Abdon M Valladares
12012,529,United Rubber Industries
16574,1554,Cataler India Auto Parts Pvt. Ltd.
12020,855,India Crank Manufacturing Co.
12018,854,Shilpan Steelcast Pvt. Ltd.
11515,650,Cello Electricals Pvt. Ltd.
12023,529,United Rubber Industries
16579,1658,Toshiba Mitsubhishi
16578,56,Bosch Ltd.
12032,858,Sandhar Technologies Ltd.
12031,857,Compack Extrusions Pvt. Ltd.
12030,585,Fujifilm Sericol India Pvt. Ltd.
12029,856,Jharkhand Grind Chem Pvt. Ltd.
12035,213,Mahindra Comviva
12034,859,Polyplastics Industries India Pvt. Ltd.
16581,1552,Maini Materials Movement
16584,1084,Hyva India Pvt. Ltd.
12067,611,Demosha Chemicals Pvt. Ltd.
12064,813,Monginis Foods Pvt. Ltd.
16585,1551,SKF
16587,1550,Shetron Ltd.
16586,1405,Innovation Electronics Pvt. Ltd.
12086,861,Dhoot Infrastructure Project Ltd.
12085,806,Fortis Memorial Research Institute
16589,1520,Volvo India Pvt. Ltd.
12104,863,Ravi Metal Treatment
12103,862,Gujarat Forgings Pvt. Ltd.
27593,1711,GMR Group
12110,948,Jiangyin Uni-Pol Vacuum Casting India Pvt. Ltd.
12108,866,Renata Precision Components Pvt. Ltd.
12107,865,Indian Transformers and Electrical
12115,1020,Anwar Al Ganat Al Aalamiya FZCo
12112,869,SKH Sheet Metals Component Pvt. Ltd.
27594,1711,GMR Group
12120,871,Super Seals India Pvt. Ltd.
12145,879,Seiki Auto India Ltd.
12148,875,Xtruline
11556,7680,Amazon Online Sales
12160,80,D. P. Jindal Group of Industries
12170,874,Linde India Pvt. Ltd.
12167,513,Satyam Autocomponents Ltd.
12174,887,Nishan chemical industries
12173,886,Shaz Packaging LLP
12178,889,Target Hydrautech Pvt. Ltd.
12182,896,Rail Vikas Nigam Ltd.
12180,195,Larsen and Toubro Ltd.
12179,894,Amrish Fluid Controls Pvt. Ltd.
12189,828,Sigma Air Filters
11479,646,Suncity Projects Pvt. Ltd.
25389,1689,Adani Hazira Port Pvt. Ltd.
11475,645,L and T Construction
12202,825,RPS Infrastructure Ltd.
12222,897,Rasandik Engineering Industries India Pvt. Ltd.
11467,642,PYN Autocomp Pvt. Ltd.
11465,640,Eternis Fine Chemicals Ltd.
12218,882,Krishna Builder
12217,326,The Times of India Group
12216,876,The Supreme Industries Ltd.
12225,900,STAUFF India Pvt. Ltd.
12224,899,Essar Steel India Ltd.
12223,898,Veko Care Pvt. Ltd.
11462,637,Offshore Infrastructures Ltd.
11458,636,Bombay Fire Safety
10104,121,Wipro GE Healthcare Pvt. Ltd.
12252,908,Elixir India and Co.
12259,911,Jini Polymech Engineering Pvt. Ltd.
12258,910,Delhi Cantonment Board
12256,453,Mavani Engineering and Die Maker
12261,913,Shree Samarth Enterprises
11456,635,Novateur Electrical and Digital Systems Pvt. Ltd.
11454,634,I-Tech Tools
11450,631,Vijay Techno
12296,918,Prakash Engitech Pvt. Ltd.
12295,917,KTC Pump Pvt. Ltd.
12294,916,Kawa Machine Tools
12293,611,Demosha Chemicals Pvt. Ltd.
12298,920,Heurtey Petrochem India Pvt. Ltd.
12307,665,Neosym Industry Ltd.
12311,925,Miba Drivetec India Pvt. Ltd.
12310,342,Wika Instruments India Pvt. Ltd.
12309,924,Shellpack Industries Pvt. Ltd.
16622,704,Nova Technocast Pvt. Ltd.
12314,102,Engineers India Ltd.
16620,470,Shivam Engineering
16621,214,Mahindra Gears and Transmissions Pvt. Ltd.
11613,7680,Amazon Online Sales
16623,834,Gujarat Alloys Cast Pvt. Ltd.
16626,910,Delhi Cantonment Board
12337,443,Max Machinery and Automation
16628,1548,Mamata Machinery Pvt. Ltd.
16627,1205,Nalco Water India Ltd.
12339,926,Divine Engineering
12347,849,Pricol Ltd.
12346,927,Yazaki India Pvt. Ltd.
12344,928,Bhanu Concrete
12352,237,National Institute of Technology Delhi
12351,931,Clean Science and Technology Pvt. Ltd.
12350,237,National Institute of Technology Delhi
12349,930,Pacoline Industries Pvt. Ltd.
12354,936,Ball Beverage Packing India Pvt. Ltd.
16631,664,Silverline Electricals Pvt. Ltd.
16630,1361,Ecolab Food Safety and Hygiene Solutions Pvt. Ltd.
27698,1828,Daulat Ram Engineering Services Pvt. Ltd.
12364,938,USK Exports Pvt. Ltd.
27726,1711,GMR Group
12371,883,Modern Transformers Pvt. Ltd.
11433,618,Wings Automobile Products Pvt. Ltd.
11427,628,Jayem Auto Industries Pvt. Ltd.
12412,213,Mahindra Comviva
12439,955,Parmar Engineering Works
12438,954,Kishor Industries
12437,943,Shree Ganesh Engineers
27771,1828,Daulat Ram Engineering Services Pvt. Ltd.
27772,1807,GRP Ltd.
12446,664,Silverline Electricals Pvt. Ltd.
12451,267,Rail Coach Factory
12450,34,ATA Enterprises
12449,604,Lokesh Machines Ltd.
12448,963,Avadhoot Paper Products
12454,966,Owens Corning India Pvt. Ltd.
12453,964,Givaudan India Pvt. Ltd.
12474,443,Max Machinery and Automation
12505,1078,VRS Food Ltd.
12559,1114,Sterling Chemicals and Alcohols Pvt. Ltd.
12558,1100,DH Printpack Pvt. Ltd.
12557,1099,SAP Parts Pvt. Ltd.
12556,317,Taikisha Engineering India Pvt. Ltd.
11418,625,Aircel Ltd.
12608,266,Radhe Shyam Industries
12607,453,Mavani Engineering and Die Maker
12612,453,Mavani Engineering and Die Maker
12610,1116,Saikrupa Industries
12625,1101,Danone India
12643,331,Unison Engineering and Construction Pvt. Ltd.
12675,836,Servewell Household Appliances
12674,1118,Marvel Vinyls Ltd.
12672,470,Shivam Engineering
12678,1119,G S Medical College and Hospital
12677,697,Ganga Forging Pvt. Ltd.
12682,1079,Simbhaoli Sugars Ltd.
12681,1103,Monad University
12688,338,Vigel Manufacturing Technologies Pvt. Ltd.
12687,1124,Dia Aluminium India Pvt. Ltd.
12686,1706,YFC Builder
12693,237,National Institute of Technology Delhi
12692,237,National Institute of Technology Delhi
12691,237,National Institute of Technology Delhi
11017,489,Gufic Lifescience Pvt. Ltd.
16670,811,Shree Dies
16671,928,Bhanu Concrete
12710,1127,Langley Apparel India Pvt. Ltd.
12712,1128,Leo Earthmovers Pvt. Ltd.
16673,664,Silverline Electricals Pvt. Ltd.
10141,80,D. P. Jindal Group of Industries
16674,1179,UKB Electronics Pvt. Ltd.
12743,1129,Hero Agro Plast Pvt. Ltd.
16676,1392,GHCL Ltd.
12746,852,KEC Bearings Pvt.Ltd.
12751,1151,Puratos Food Ingredients India Pvt. Ltd.
12750,1131,Trident Group
12755,1084,Hyva India Pvt. Ltd.
12754,1083,Ferreterro India Pvt. Ltd.
12753,1081,S.S.Khardekar India Pvt. Ltd.
12752,1080,Cheminova India Ltd.
12760,267,Rail Coach Factory
12992,529,United Rubber Industries
27861,1829,Renaissance Mumbai Convention Centre Hotel
11412,623,AETHER Engineering Solutions Pvt. Ltd.
11410,433,Defence Research and Development Organization
12800,1160,Nidhi Auto Pvt. Ltd.
12799,1247,Advance Metering Technology Ltd.
12798,1283,PKR Group
12807,611,Demosha Chemicals Pvt. Ltd.
12815,1281,Dong Jin Electronics Ltd.
12814,1162,Ambit Switchgear Pvt. Ltd.
12813,1161,XJS Electronics Pvt. Ltd.
12819,1164,Arkema Peroxides India Pvt. Ltd.
12818,219,Maxxis Rubber India Pvt. Ltd.
12832,719,Unilever Industries Pvt. Ltd.
12973,470,Shivam Engineering
12844,611,Demosha Chemicals Pvt. Ltd.
12847,1033,Vinati Organics Ltd.
12854,1030,International Institute of Hotel Management
12860,472,Intricast Pvt. Ltd.
12859,470,Shivam Engineering
12858,1279,L and T Heavy Civil Structure Ltd.
12863,227,MetaStar
12871,958,Remsons Industries Ltd.
12870,732,Plastech Solutions
12869,1023,Pioneer Enterprises India Pvt. Ltd.
12868,1024,Pl Industries Ltd.
12874,56,Bosch Ltd.
12873,973,Crompton Greaves
11681,7680,Amazon Online Sales
12881,967,Narinder Mohan Hospital and Heart Centre
16704,1061,Fine Thread Form Industries
12884,968,Rallis India
16705,862,Gujarat Forgings Pvt. Ltd.
16707,663,Haier Appliances India Pvt. Ltd.
16706,1036,Turbo Bearings Pvt. Ltd.
12901,266,Radhe Shyam Industries
12907,1126,Poshs Metal Industries Pvt.Ltd.
12906,1288,AMS Chasys Automotive India Pvt. Ltd.
12905,974,Asiatech Coatings Pvt. Ltd.
12904,975,Aroma Treasures Pvt. Ltd.
12911,982,Yamaha
12915,991,Halliburton Technology India Pvt. Ltd.
12914,977,MRL Tyres Ltd.
2462,247,Oerlikon Balzers Coating India Pvt. Ltd.
11405,268,Raj Dies and Engineering
12923,1278,SM LPG Cylinder Pvt. Ltd.
12935,1248,H-Energy Pvt. Ltd.
12940,988,Tag Polymers Industries Pvt. Ltd.
12939,682,Kalyani Thermal Processing Pvt. Ltd.
12938,990,Barry-Callebaut India Pvt. Ltd.
12945,1277,Various Engineering
12944,998,Integral Enterprise LLP
12943,572,Yogi Products
11404,622,G.N Altech
959,410,Wolex Lighting
12971,470,Shivam Engineering
12968,1001,Goldcoin Industries Pvt. Ltd.
12970,470,Shivam Engineering
12993,529,United Rubber Industries
12978,470,Shivam Engineering
12976,470,Shivam Engineering
12975,470,Shivam Engineering
27940,51,Bharat Petroleum Corporation Ltd.
12980,1002,MRK Steel Cast
12995,529,United Rubber Industries
13009,815,Greiner Packaging India Pvt. Ltd.
13007,590,Mohan Meakin Ltd.
13018,1286,Apex Life Sciences
13017,1008,Tredegar Film Products India Pvt. Ltd.
13026,850,NSW India Ltd.
13025,1006,Nimbus Harbor
13048,539,Beam Global Spirits and Wine India Pvt. Ltd.
13051,993,Pulcra Chemicals India Pvt. Ltd.
13050,994,Sun Forge Pvt. Ltd.
13049,995,Cast and Alloys
13056,487,Bennett University
13054,986,Rise n' Shine Biotech Pvt. Ltd.
13053,987,Union Steel Industries
13060,487,Bennett University
13058,487,Bennett University
11718,7680,Amazon Online Sales
13281,985,3M India Ltd.
13342,981,Gulf Oil Lubricants India Ltd.
13341,983,J.B. Chemicals and Pharmaceuticals Ltd.
13347,326,The Times of India Group
11397,618,Wings Automobile Products Pvt. Ltd.
11393,615,Boxcare Packaging Pvt. Ltd.
13372,978,Apollo Pharmacy
16768,715,Orbit Bearings India Pvt. Ltd.
16767,994,Sun Forge Pvt. Ltd.
16770,1129,Hero Agro Plast Pvt. Ltd.
16769,1351,Supack Industries Pvt. Ltd.
16772,1313,K-Flex India Pvt. Ltd.
16771,550,Intas Pharmaceuticals
16776,1547,Toshiba JSW Power Systems Pvt. Ltd.
16774,711,APPL Industries Ltd.
16773,585,Fujifilm Sericol India Pvt. Ltd.
16784,1546,Wipro Infrastructure Engineering
28021,267,Rail Coach Factory
28023,267,Rail Coach Factory
13401,572,Yogi Products
13399,576,Columbia Asia Hospitals Pvt. Ltd.
13398,576,Columbia Asia Hospitals Pvt. Ltd.
13409,595,Gabriel India Ltd.
13407,267,Rail Coach Factory
13414,267,Rail Coach Factory
13412,595,Gabriel India Ltd.
13411,267,Rail Coach Factory
13419,1019,Paramount Cables
13418,454,Evergreen Sales
13416,1021,Sterling And Wilson Pvt. Ltd.
13424,1017,Progression Industries Pvt. Ltd.
13423,1018,PP Foods
13422,899,Essar Steel India Ltd.
13421,990,Barry-Callebaut India Pvt. Ltd.
13427,576,Columbia Asia Hospitals Pvt. Ltd.
13426,721,Indcon Projects and Equipment Ltd.
13443,1012,Super Polymers
13442,1013,Disuku Auto Clutch
11389,614,Pragati Enterprises
13455,1010,Mahindra Stiller Auto Trucks Ltd.
13461,481,Myntra Jabong India Pvt. Ltd.
13469,611,Demosha Chemicals Pvt. Ltd.
13467,961,Avenue Engineers
13471,890,KEC International Ltd.
13480,682,Kalyani Thermal Processing Pvt. Ltd.
13477,975,Aroma Treasures Pvt. Ltd.
13476,638,Kapsons Industries Pvt. Ltd.
13475,638,Kapsons Industries Pvt. Ltd.
13474,550,Intas Pharmaceuticals
13482,474,SKC Group
13481,1006,Nimbus Harbor
13479,1065,Starion India Pvt. Ltd.
13485,1153,Onkar Infotech
16802,1544,RINGSPANN Power Transmission India Pvt. Ltd.
16800,1545,Bosch Chassis Systems India Pvt. Ltd.
13653,1034,Shop Mate
13505,1273,Dainik Bhaskar Group
13508,487,Bennett University
13514,1290,Captain Pipes Ltd.
16806,1543,Dongsung Precision Co. Pvt. Ltd.
13524,326,The Times of India Group
13529,1154,Sherni Locks Manufacturers Pvt. Ltd.
13528,1271,Kirloskar Chillers Pvt. Ltd.
13527,646,Suncity Projects Pvt. Ltd.
13526,1152,Kirloskar Pneumatic Co. Ltd.
13534,1285,Supreme Infrastructure India Ltd.
13533,1049,Dyna Filters Pvt. Ltd.
13532,850,NSW India Ltd.
13531,1705,Pearl Metaplast
13541,1270,SGS India Pvt. Ltd.
13536,695,Haitian Huayuan Machinery India Pvt. Ltd.
16808,1542,Stanadyne Amalgamations Pvt. Ltd.
16809,1541,Gestamp Sungwoo Automotive Pvt. Ltd.
16810,1540,The KCP Ltd.
16812,1538,Greaves Cotton Ltd.
16811,1539,Rane TRW Steering Systems Ltd.
16814,1536,Montanhydraulik India Pvt. Ltd.
16813,1537,Michelin India Tamilnadu Tyres Pvt. Ltd.
16816,1532,Unipres India Pvt. Ltd.
16815,1534,Dietech India Pvt. Ltd.
16817,1531,Komatsu India Pvt. Ltd.
13570,1014,Autonix Auto Industries Pvt. Ltd.
13569,694,Manlift India Pvt. Ltd.
13573,520,VMC Steel
2161,265,Quippo Oil and Gas Infrastructure Ltd.
13572,59,Cairn India Ltd.
13577,674,Johnson Controls India Pvt. Ltd.
13585,983,J.B. Chemicals and Pharmaceuticals Ltd.
13584,695,Haitian Huayuan Machinery India Pvt. Ltd.
13587,983,J.B. Chemicals and Pharmaceuticals Ltd.
13590,1265,Honeywell (Industrial and Commercial thermal)
13596,909,Varun Metacraft Pvt. Ltd.
13594,998,Integral Enterprise LLP
13601,890,KEC International Ltd.
13599,888,Vako Seals Pvt. Ltd.
13598,852,KEC Bearings Pvt.Ltd.
13606,1091,Suddpram Auto Engineering Co. Pvt. Ltd.
13605,1032,Brihans Laboratories Pvt. Ltd.
13604,1090,Monsoon Agro Bio Ltd.
13609,1092,Tulip Lab Pvt. Ltd.
13608,1093,Ampacet
13625,554,Unipart Services India Pvt. Ltd.
13623,888,Vako Seals Pvt. Ltd.
13630,1245,Jay Mangal Cad Cam
13628,1061,Fine Thread Form Industries
13627,1252,Goma Engineering Pvt. Ltd.
13634,1094,Miracle Enterprises
13632,1263,Zelos Food Products Pvt. Ltd.
13650,611,Demosha Chemicals Pvt. Ltd.
985,118,Galiakotwala Engineering Co. Pvt. Ltd.
17906,267,Rail Coach Factory
17929,45,BEL Optronic Devices Ltd.
13673,1189,Glulam Technologies Pvt. Ltd.
13672,721,Indcon Projects and Equipment Ltd.
13671,825,RPS Infrastructure Ltd.
13676,1074,TVS Logistics Services Ltd.
13675,1262,Bharat Matrimony Ltd.
13682,928,Bhanu Concrete
13680,830,Greiner Engineering Products
13679,453,Mavani Engineering and Die Maker
13687,888,Vako Seals Pvt. Ltd.
13684,978,Apollo Pharmacy
13692,1226,Galaxy Industrial Equipment Pvt. Ltd.
13691,338,Vigel Manufacturing Technologies Pvt. Ltd.
13690,1260,Umang Realtech Pvt. Ltd.
13689,992,Kenway Infratech Pvt. Ltd.
13697,1223,Takwale Dairy
13696,1259,Shimco Steel Enterprises
13695,1287,Yashmun Engineers Pvt. Ltd.
13702,51,Bharat Petroleum Corporation Ltd.
13701,895,Jindal Saw Ltd.
13700,802,Forza Medi India Pvt. Ltd.
4330,15,Accuramech Industrial Engineering Pvt. Ltd.
18036,265,Quippo Oil and Gas Infrastructure Ltd.
13721,1243,Alembic Pharmaceuticals Pvt. Ltd.
13727,473,Dalmia Bharat Ltd.
13726,1242,Kailash Hospital and Heart Institute
13730,1220,Centaur Pharmaceuticals Ltd.
13729,674,Johnson Controls India Pvt. Ltd.
16844,1529,Nijanand Pipes and Fittings Pvt. Ltd.
16842,1530,Falcon Pumps Pvt. Ltd.
13743,1241,Mahindra Defence Land Systems India Ltd.
13741,730,International Print-O-Pac Ltd.
16845,268,Raj Dies and Engineering
13747,1107,Jivo Wellness Pvt. Ltd.
13746,470,Shivam Engineering
16846,105,Emerson Innovation Center
18066,1361,Ecolab Food Safety and Hygiene Solutions Pvt. Ltd.
18071,910,Delhi Cantonment Board
13752,1239,PKS Developers
13751,472,Intricast Pvt. Ltd.
13749,704,Nova Technocast Pvt. Ltd.
13757,1237,Amtek Auto Ltd.
13754,1037,Cool Rays
13763,1049,Dyna Filters Pvt. Ltd.
13761,1235,Phoenix Textile Engineering Pvt. Ltd.
13760,1236,Aarem Electronic Pvt. Ltd.
13759,1258,Geolife Agritech India Pvt. Ltd.
13769,489,Gufic Lifescience Pvt. Ltd.
