Make,Client Description,Quantity,UOM,Unit Price,HSN Code,GST%,BM,BULK MRO Description,MFR,Lead Time,IMG_JPG,img_links,Category
ZKL,ZKL-Bearing-22212EW33J C3 NF,1,EACH,2728.55,8482,18%,,"ZKL Double Row Spherical Roller Bearing, Inner Dia 60 Mm, Outer Dia 110 Mm - 22212EW33J C3 NF",22212EW33J C3 NF,2-3 Weeks,ZKL-Double-Row-Spherical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Spherical-Roller-Bearing.jpg,Spherical Bearings
ZKL,ZKL-Bearing-22213EW33J C3 NF,1,EACH,2879.8,8482,18%,,"ZKL Double Row Spherical Roller Bearing, Inner Dia 65 Mm, Outer Dia 120 Mm - 22213EW33J C3 NF",22213EW33J C3 NF,2-3 Weeks,ZKL-Double-Row-Spherical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Spherical-Roller-Bearing.jpg,Spherical Bearings
ZKL,ZKL-Bearing-31308,1,EACH,701.8,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Inner Dia 40 Mm, Outer Dia 90 Mm - 31308",31308,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-6326,1,EACH,19958.95,8482,18%,,ZKL Single Row Deep Groove Ball Bearing - 6326,6326,2-3 Weeks,ZKL-Deep-Groove-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Deep-Groove-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-32217,1,EACH,1718.2,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Outer Dia 150 mm - 32217",32217,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-NJ310 C3,1,EACH,1747.845,8482,18%,,"ZKl Single Row Cylindrical Roller Bearing, Inner Dia 50 Mm, Outer Dia 110 Mm - NJ310 C3",NJ310 C3,2-3 Weeks,ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
ZKL,ZKL-Bearing-NJ-311,1,EACH,2094.51,8482,18%,,ZKL Single Row Cylindrical Roller Bearing - NJ 311,NJ 311,2-3 Weeks,ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
ZKL,ZKL-Bearing-NJ-309,1,EACH,1439.9,8482,18%,,ZKL Single Row Cylindrical Roller Bearing - NJ 309,NJ 309,2-3 Weeks,ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
ZKL,ZKL-Bearing-1209K,1,EACH,486.42,8482,18%,,"ZKL Double Row Self-Aligning Ball Bearing, Inside Dia 45 mm, Outside Dia 85 mm - 1209K",1209K,2-3 Weeks,ZKL-Double-Row-Self-Aligning-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Self-Aligning-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-51109,1,EACH,338.8,8482,18%,,"ZKL Single Direction Thrust Ball Bearing, Inner Dia 45 Mm, Outer Dia 65 Mm - 51109",51109,2-3 Weeks,ZKL-Single-Direction-Thurst-Ball-Bearing,https://bulkmro.com/media/chandan-steel/ZKL-Single-Direction-Thurst-Ball-Bearing,Other Bearings
ZKL,ZKL-Bearing-32218,1,EACH,2104.19,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Outer Dia 160 mm - 32218",32218,2-3 Weeks,ZKL-Single-Direction-Thurst-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Direction-Thurst-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-22312EW33J NF,1,EACH,3448.5,8482,18%,,"ZKL Double Row Spherical Roller Bearing, Inner Dia 60 Mm, Outer Dia 130 Mm - 22312EW33J NF",22312EW33J NF,2-3 Weeks,ZKL-Double-Row-Spherical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Spherical-Roller-Bearing.jpg,Spherical Bearings
ZKL,ZKL-Bearing-22224 EW33J,1,EACH,9450.1,8482,18%,,ZKL Spherical Roller Bearing - 22224 EW33J,22224 EW33J,2-3 Weeks,ZKL-Spherical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Spherical-Roller-Bearing.jpg,Spherical Bearings
ZKL,ZKL-Bearing-51210,1,EACH,497.31,8482,18%,,"ZKL Single Direction Thrust Ball Bearing, Inner Dia 50 Mm, Outer Dia 78 Mm - 51210",51210,2-3 Weeks,ZKL-Single-Direction-Thurst-Ball-Bearing,https://bulkmro.com/media/chandan-steel/ZKL-Single-Direction-Thurst-Ball-Bearing,Other Bearings
ZKL,ZKL-Bearing-51330,1,EACH,36505.7,8482,18%,,"ZKL Single Direction Thurst Ball Bearing, Outer Dia 250 mm - 51330",51330,2-3 Weeks,ZKL-Single-Direction-Thurst-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Direction-Thurst-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-32215,1,EACH,1392.71,8482,18%,,"ZKL Tapered Roller Bearing, Outer Dia 130 mm - 32215",32215,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-32224,1,EACH,8530.5,8482,18%,,"ZKL Tapered Roller Bearing, Inside Dia -120 mm, Outside Dia 135 mm - 32224",32224,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-32226,1,EACH,11011,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Inner Dia 130, Outer Dia 230 Mm - 32226",32226,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-32236,1,EACH,27430.7,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Inner Dia 180, Outer Dia 320 Mm - 32236",32236,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-32040AX,1,EACH,19904.5,8482,18%,,ZKL Taper Roller Bearing - 32040 AX,32040 AX,2-3 Weeks,ZKL-Taper-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Taper-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-6230,1,EACH,9438,8482,18%,,"ZKL Single Row Deep Groove Ball Bearing, Inner Dia 150 Mm, Outer Dia 270 Mm - 6230",6230,2-3 Weeks,ZKL-Deep-Groove-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Deep-Groove-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-3212 NF,1,EACH,1755.71,8482,18%,,ZKL Double Row Angular Contact Ball Bearing - 3212 NF,3212 NF,2-3 Weeks,ZKL-Double-Row-Angular-Contact-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Angular-Contact-Ball-Bearing.jpg,Angular Contact Bearings
ZKL,"ZKL-Bearing-22210EKW33J C3, 22210EKW33J",1,EACH,2170.74,8482,18%,,ZKL Self Aligning Ball Bearing - 22210EKW33J C3,22210EKW33J C3,2-3 Weeks,ZKL-Self-Aligning-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Self-Aligning-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-6308-2Z,1,EACH,435.6,8482,18%,,"ZKL Deep Groove Ball Bearing, Bore Dia 40 mm - 6308-2Z",6308-2Z,2-3 Weeks,ZKL-Deep-Groove-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Deep-Groove-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-6212-2Z,1,EACH,681.23,8482,18%,,"ZKL Deep Groove Ball Bearing, Bore Dia 60 mm - 6212-2Z",6212-2Z,2-3 Weeks,ZKL-Deep-Groove-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Deep-Groove-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-6010-2Z,1,EACH,278.3,8482,18%,,"ZKL Deep Groove Ball Bearing, Bore Dia 50 mm - 6010-2Z",6010-2Z,2-3 Weeks,ZKL-Deep-Groove-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Deep-Groove-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-51216,1,EACH,1131.35,8482,18%,,"ZKL Single Direction Thurst Ball Bearing, Outer Dia 115 mm - 51216",51216,2-3 Weeks,ZKL-Single-Direction-Thurst-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Direction-Thurst-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-23238CW33J,1,EACH,44367.07,8482,18%,,"ZKL Double Row Spherical Roller Bearing, Inner Dia 190 Mm, Outer Dia 340 Mm - 23238CW33J",23238CW33J,2-3 Weeks,ZKL-Double-Row-Spherical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Spherical-Roller-Bearing.jpg,Spherical Bearings
ZKL,ZKL-Bearing-32304A,1,EACH,338.8,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Inner Dia 20 Mm, Outer Dia 52 Mm - 32304A",32304A,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-16022,1,EACH,2559.15,8482,18%,,"ZKL Single Row Deep Groove Ball Bearing, Inner Dia 110 Mm, Outer Dia 170 Mm - 16022",16022,2-3 Weeks,ZKL-Deep-Groove-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Deep-Groove-Ball-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-7210AA,1,EACH,738.1,8482,18%,,ZKL Single Row Angular Contact Ball Bearing - 7210 AA,7210 AA,2-3 Weeks,ZKL-Single-Row-Angular-Contact-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Angular-Contact-Ball-Bearing.jpg,Angular Contact Bearings
ZKL,ZKL-Bearing-23220CW33J,1,EACH,7770.62,8482,18%,,"ZKL Double Row Spherical Roller Bearing, Inner Dia 100 Mm, Outer Dia 180 Mm - 23220CW33J",23220CW33J,2-3 Weeks,ZKL-Double-Row-Spherical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Double-Row-Spherical-Roller-Bearing.jpg,Spherical Bearings
ZKL,ZKL-Bearing-NJ2212,1,EACH,1923.9,8482,18%,,"ZKL Single Row Cylindrical Roller Bearing, Inner Dia 60 Mm, Outer Dia 100 Mm - NJ2212",NJ2212,2-3 Weeks,ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKl-Single-Row-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
ZKL,ZKL-Bearing- 32220A,1,EACH,3859.9,8482,18%,,"ZKL Single Row Tapered Roller Bearing, Inner Dia 100 Mm, Outer Dia 180 Mm - 32220A", 32220A,2-3 Weeks,ZKL-Single-Row-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Single-Row-Tapered-Roller-Bearing.jpg,Other Bearings
ZKL,ZKL-Bearing-1213K C3 NF,1,EACH,1040.6,8482,18%,,ZKL Self Aligning Ball Bearing - 1213 K C3 NF,1213 K C3 NF,2-3 Weeks,ZKL-Self-Aligning-Ball-Bearing.jpg,https://bulkmro.com/media/chandan-steel/ZKL-Self-Aligning-Ball-Bearing.jpg,Other Bearings
NTN,NTN-Bearing-NN3022KC1NAP4,1,EACH,22975.788,8482,18%,,"NTN Double Row Cylindrical Roller Bearing, Bore 110 mm - NN3022KC1NAP4",NN3022KC1NAP4,2-3 Weeks,NTN-Double-Row-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Double-Row-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-NN3020HSKC1NAP4,1,EACH,18450.102,8482,18%,,NTN Precision Cylindrical Roller Bearing - NN3020HSKC1NAP4,NN3020HSKC1NAP4,2-3 Weeks,NTN-Precision-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Precision-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-NU 2222,1,EACH,17125.878,8482,18%,,"NTN Cylindrical Roller Bearing, Outer Dia 200 mm - NU2222",NU2222,2-3 Weeks,NTN-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-NJ 2222,1,EACH,17002.359,8482,18%,,"NTN Cylindrical Roller Bearing, Inside Dia 110 mm, Outside Dia 200 mm - NJ2222",NJ2222,2-3 Weeks,NTN-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-NU 2218,1,EACH,6117.639,8482,18%,,"NTN Cylindrical Roller Bearing, Outer Dia 160 mm - NU2218",NU2218,2-3 Weeks,NTN-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-NU 2220,1,EACH,12816.507,8482,18%,,"NTN Cylindrical Roller Bearing, Outer Dia 180 mm - NU2220",NU2220,2-3 Weeks,NTN-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-NU 2234,1,EACH,60274.137,8482,18%,,"NTN Cylindrical Roller Bearing, Outer Dia 310 mm - NU2234",NU2234,2-3 Weeks,NTN-Cylindrical-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Cylindrical-Roller-Bearing.jpg,Cylindrical Roller Bearings
NTN,NTN-Bearing-33112,1,EACH,1475.958,8482,18%,,"NTN Tapered Roller Bearing, Bore 60 mm, Outer Dia 100 mm - 33112",33112,2-3 Weeks,NTN-Tapered-Roller-Bearing.jpg,https://bulkmro.com/media/chandan-steel/NTN-Tapered-Roller-Bearing.jpg,Other Bearings
FENNER,V BELT B-74,1,Nos,260.865,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1920 mm - B74",B74,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-72,1,Nos,253.011,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1870 mm - B72",B72,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-72,1,Nos,379.797,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1880 mm - C72",C72,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-116,1,Nos,723.129,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 3000 mm - C116",C116,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-114,1,Nos,716.397,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2950 mm - C114",C114,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-75,1,Nos,262.548,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1950 mm - B75",B75,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-175,1,Nos,955.383,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 4500 mm - C175",C175,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-87,1,Nos,329.868,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2250 mm - B87",B87,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-44,1,Nos,153.153,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1160 mm - B44",B44,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-54,1,Nos,181.764,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1410 mm - B54",B54,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-76,1,Nos,263.109,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1970 mm - B76",B76,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-82,1,Nos,289.476,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2130 mm - B82",B82,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-95,1,Nos,382.602,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2460 mm - B95",B95,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-102,1,Nos,621.588,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2650 mm - C102",C102,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-112,1,Nos,454.41,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2890 mm - B112",B112,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-32,1,Nos,134.64,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 860 mm - B32",B32,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-46,1,Nos,162.129,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1210 mm - B46",B46,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT A-39,1,Nos,116.127,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1020 mm - A39",A39,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT A-40,1,Nos,118.371,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1050 mm - A40",A40,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-98,1,Nos,586.245,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2550 mm - C98",C98,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-100,1,Nos,602.514,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2600 mm - C100",C100,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-150,1,Nos,881.892,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 3870 mm - C150",C150,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B 101,1,Nos,404.481,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2610 mm - B101",B101,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-105,1,Nos,646.833,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2720 mm - C105",C105,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-85,1,Nos,451.044,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2220 mm - C85",C85,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-79,1,Nos,414.018,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2060 mm - C79",C79,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-67,1,Nos,241.23,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1740 mm - B67",B67,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-63,1,Nos,203.082,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1640 mm - B63",B63,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-66,1,Nos,358.479,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1730 mm - C66",C66,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-98,1,Nos,393.822,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2530 mm - B98",B98,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C- 67,1,Nos,361.284,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1760 mm - C67",C67,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-86,1,Nos,457.776,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2240 mm - C86",C86,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-59,1,Nos,195.228,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1540 mm - B59",B59,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-97,1,Nos,390.456,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2510 mm - B97",B97,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-51,1,Nos,175.593,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1340 mm - B51",B51,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-58,1,Nos,297.891,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1530 mm - C58",C58,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-132,1,Nos,798.303,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 3410 mm - C132",C132,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-122,1,Nos,734.349,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 3150 mm - C122",C122,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
