increment_id,quotation_item_id,quotation_id,order,product_id,qty,qty_requested,qty_ordered,discount_purcent,discount_amount,display_in_front,price_ht,caption,eco_tax,weight,exclude,name,cost,sku,options,description,original_price,mpn,uom,leadtime,source,currency,supplier_id,tax_class_id,tax_code,product_brand,hsncode,bpcat,line_num,is_locked,is_kit
27298,65268,27298,2,765078,1,0,0,0.00,0.00,1,8046.00,"Master - Taie Pid Controllers FY/PFY Series",0.00,0.00,0,0,7000.00,BM9Q1L2,a%3A0%3A%7B%7D,NULL,0.00," FY-900-301-003",ea,"1-2 weeks",0,0,5967,16,"CGST + SGST 18%",0,9032,NULL,1,0,0
27295,65439,27295,1,765192,1,0,0,0.00,0.00,1,5823.53,"Nikon Coolpix A10 Camera",0.00,0.00,0,0,4950.00,BM9Q6E3,a%3A0%3A%7B%7D,NULL,0.00,,ea,"1 week",0,0,4825,17,"CGST + SGST 28%",0,8525,NULL,NULL,0,0
27295,65440,27295,2,765193,1,0,0,0.00,0.00,1,1000.00,"SanDisk Extreme Pro 32GB UHS-I SDHC Memory Card (SDSDXXG-032G-GN4IN)",0.00,0.00,0,0,850.00,BM9T5E1,a%3A0%3A%7B%7D,NULL,0.00,,ea,"1 week",0,0,4825,16,"CGST + SGST 18%",0,8523,NULL,NULL,0,0
27295,65441,27295,3,765191,1,0,0,0.00,0.00,1,3764.71,"Bosch GLM 40 Laser Distance Meter, Measuring Range: 40m",0.00,0.00,0,0,3200.00,BM9R6L2,a%3A0%3A%7B%7D,NULL,0.00,,ea,"1 week",0,0,4825,16,"CGST + SGST 18%",0,8443,NULL,NULL,0,0
27291,65248,27291,1,765024,1,0,0,0.00,0.00,1,16306.82,"EPSON Ink-tank All-In-One Printer",0.00,0.00,0,0,14350.00,BM9T5T5,a%3A0%3A%7B%7D,NULL,0.00,"L 565",ea,"1-2 weeks",0,0,5778,16,"CGST + SGST 18%",0,8443,NULL,NULL,0,0
27291,65249,27291,2,765023,1,0,0,0.00,0.00,1,22329.55," EPSON Ink-tank All-In-One Printer",0.00,0.00,0,0,19650.00,BM9Q4D3,a%3A0%3A%7B%7D,NULL,0.00," L 6190",ea,"1-2 weeks",0,0,5778,16,"CGST + SGST 18%",0,8443,NULL,NULL,0,0
27288,65205,27288,1,736830,50,0,100,0.00,0.00,1,775.00,"3M 6200 Respirator Small",0.00,0.00,0,0,720.00,BM9G8H3,a%3A0%3A%7B%7D,NULL,1001.40,,ea,"2-3 days",0,0,23,15,"CGST + SGST 12%",0,6307,"line Item # 240",0,1,0
14834,65204,27287,1,736830,50,0,0,0.00,0.00,1,775.00,"3M Respirator Small",0.00,0.00,0,0,727.65,BM9G8H3,a%3A0%3A%7B%7D,NULL,0.00,,ea,"2-3 days",0,0,3441,16,"CGST + SGST 18%",0,63079090,NULL,NULL,0,0
27286,65206,27286,1,764077,2,0,0,0.00,0.00,1,19578.95,"Office Area 13.75m x 10m x 4m False Ceiling, Solatube 290DS (350mm dia.) model",0.00,0.00,0,0,18200.00,BM9Y8B4,a%3A0%3A%7B%7D,NULL,0.00,,ea,"10-12 weeks",0,0,6082,18,"CGST + SGST 5%",0,9405,NULL,NULL,0,0
27286,65207,27286,3,764076,3,0,0,0.00,0.00,1,3765.18,"FRP Curb Cap flashings for installation of above units",0.00,0.00,0,0,3500.00,BM9U2G1,a%3A0%3A%7B%7D,NULL,0.00,,ea,"10-12 weeks",0,0,6082,16,"CGST + SGST 18%",0,8414,NULL,NULL,0,0
27286,65208,27286,4,742415,3,0,0,0.00,0.00,1,5378.83,"Installation Charges",0.00,0.00,0,0,5000.00,BM9K6M4,a%3A0%3A%7B%7D,NULL,3260.87,,ea,"10-12 weeks",0,0,6082,16,"CGST + SGST 18%",0,9954,NULL,NULL,0,0
27286,65246,27286,2,765061,1,0,0,0.00,0.00,1,13769.81,"Solatube 160DS (250mm dia.) area corridor outside office",0.00,0.00,0,0,12800.00,BM9Q1K8,a%3A0%3A%7B%7D,NULL,0.00,,ea,"10-12 weeks",0,0,6082,18,"CGST + SGST 5%",0,9405,NULL,NULL,0,0
27285,65297,27285,1,736876,6,0,0,0.00,0.00,1,62.74,"Dotted Cotton Gloves",0.00,0.00,0,0,53.33,BM9G8N4,a%3A0%3A%7B%7D,NULL,22.00,,pair,"1-2 weeks",0,0,293,16,"CGST + SGST 18%",0,6402,NULL,0,0,0
27285,65298,27285,2,760651,24,0,0,0.00,0.00,1,56.86,"Cut Resistant Hand Glove, Colour White",0.00,0.00,0,0,48.33,BM9Q2L5,a%3A0%3A%7B%7D,NULL,100.00,,pair,"1-2 weeks",0,0,293,16,"CGST + SGST 18%",0,6402,NULL,1,0,0
27285,65299,27285,3,740544,2,0,0,0.00,0.00,1,235.29,"Flexible. Soft gloves that absorb perspiration",0.00,0.00,0,0,200.00,BM9J6V5,a%3A0%3A%7B%7D,NULL,1664.71,,pair,"1-2 weeks",0,0,293,16,"CGST + SGST 18%",0,4015,NULL,2,0,0
27285,65300,27285,4,733026,12,0,0,0.00,0.00,1,31.38,"3M Ear Plug , Corded Foam",0.00,0.00,0,0,26.67,BM9F1R8,a%3A0%3A%7B%7D,NULL,8.50,"3M 1110 ",ea,"1-2 weeks",0,0,293,16,"CGST + SGST 18%",0,8536,NULL,3,0,0
27285,65301,27285,5,645422,4,0,0,0.00,0.00,1,264.71,"Chemical Apron - PVC",0.00,0.10,0,0,225.00,BM0O4S0,a%3A0%3A%7B%7D,NULL,145.03,,ea,"1-2 weeks",0,0,1514,16,"CGST + SGST 18%",0,6307,NULL,4,0,0
27282,65348,27282,1,765136,200,0,0,0.00,0.00,1,368.62,"MCB 16 AMP (AC) -DP",0.00,0.00,0,0,294.90,BM9V7H9,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8536,NULL,NULL,0,0
27282,65349,27282,2,765134,800,0,0,0.00,0.00,1,366.99,"MCB 25  AMP (AC) -DP",0.00,0.00,0,0,293.59,BM9R6W6,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8536,NULL,NULL,0,0
27282,65350,27282,3,765135,200,0,0,0.00,0.00,1,368.62,"MCB 32 AMP (AC) -DP",0.00,0.00,0,0,294.90,BM9R2N3,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8536,NULL,NULL,0,0
27282,65351,27282,4,765137,1000,0,0,0.00,0.00,1,563.10,"MCB 16 AMP (DC)",0.00,0.00,0,0,450.48,BM9T8U9,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8536,NULL,NULL,0,0
27282,65352,27282,5,765138,1000,0,0,0.00,0.00,1,1026.25,"Enclosure -JB for ACDB (130x180x77mm)",0.00,0.00,0,0,821.00,BM9Y2R7,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8518,NULL,NULL,0,0
27282,65353,27282,6,765139,1000,0,0,0.00,0.00,1,1472.50,"Enclosure -JB for DCDB ( 155x205x92mm)",0.00,0.00,0,0,1178.00,BM9V4S8,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8518,NULL,NULL,0,0
27282,65354,27282,7,765133,6000,0,0,0.00,0.00,1,25.63,"Terminal Connector FT16",0.00,0.00,0,0,20.50,BM9Y9W5,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65355,27282,8,765131,6000,0,0,0.00,0.00,1,8.29,"Terminal Connector end plate",0.00,0.00,0,0,6.63,BM9U5U2,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65356,27282,9,765129,30000,0,0,0.00,0.00,1,22.35,"CONDUIT PIPE 25mm UPVC",0.00,0.00,0,0,17.88,BM9S4L4,a%3A0%3A%7B%7D,NULL,0.00,Null,mtr,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65357,27282,10,765132,10000,0,0,0.00,0.00,1,6.30,"ELBOW 25mm UPCC",0.00,0.00,0,0,5.04,BM9U1A2,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65358,27282,11,765130,5000,0,0,0.00,0.00,1,9.31,"TEE 25mm UPVC",0.00,0.00,0,0,7.45,BM9Q1S4,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65359,27282,12,765128,10000,0,0,0.00,0.00,1,4.32,COUPLER,0.00,0.00,0,0,3.46,BM9R8K1,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65360,27282,13,765127,2000,0,0,0.00,0.00,1,10.06,"CABLE GLAND PG16",0.00,0.00,0,0,8.05,BM9T9P8,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27282,65361,27282,14,765126,2000,0,0,0.00,0.00,1,11.69,"CABLE GLAND PG19",0.00,0.00,0,0,9.35,BM9U8Q1,a%3A0%3A%7B%7D,NULL,0.00,Null,ea,"1 week",0,0,6106,16,"IGST 18%",0,8547,NULL,NULL,0,0
27280,65189,27280,1,765013,1,0,0,0.00,0.00,1,18235.00,"SINTEX TANK CAPACITY 3000 LTR",0.00,0.00,0,0,15500.00,BM9Q1K2,a%3A0%3A%7B%7D,NULL,0.00,.,ea,"2-3 week",0,0,1369,16,"CGST + SGST 18%",0,3926,NULL,NULL,0,0
27270,65514,27270,1,765261,2,0,0,0.00,0.00,1,16190.00,"Ingersoll RandImpact Wrench (2135QXPA)",0.00,0.00,0,0,14570.00,BM9R5B1,a%3A0%3A%7B%7D,NULL,0.00,2135QXPA-2,ea,"1-2 weeks",0,0,459,16,"CGST + SGST 18%",0,8467,NULL,0,0,0
27270,65515,27270,2,765262,1,0,0,0.00,0.00,1,54515.00,"BOSCH pneumatic impactscrewdriver 0607450615",0.00,0.00,0,0,50701.00,BM9Z2K9,a%3A0%3A%7B%7D,NULL,0.00,607450615,ea,"3-4 weeks",0,0,1506,16,"CGST + SGST 18%",0,8467,NULL,1,0,0
27267,65423,27267,1,765178,5,0,0,0.00,0.00,1,3144.58,"TOTEM MAKE  Drill bit set from 1mm to 13 mm dia",0.00,0.00,0,0,2610.00,BM9Q1N8,a%3A0%3A%7B%7D,NULL,0.00,.,set,"2 weeks",0,0,4401,16,"IGST 18%",0,8207,NULL,NULL,0,0
27265,65419,27265,1,765175,1,0,0,0.00,0.00,1,72800.00,"Gear Part no. 1614-9331-00Gear Thickness. 30 mm    Gear  Part no. 1614-9330-00 Thickness. 40 mm",0.00,0.00,0,0,69300.00,BM9Y8R6,a%3A0%3A%7B%7D,NULL,0.00,1614-9331-00,set,"2-3 week",0,0,1369,16,"CGST + SGST 18%",0,8483,NULL,NULL,0,0
27264,65156,27264,1,738305,900,0,1800,0.00,0.00,1,42.11,"Carbon Dioxide, Per Cylinder 30 kg",0.00,0.00,0,0,39.00,BM9H5Q1,a%3A0%3A%7B%7D,NULL,42.11,,kg,"2-3 days",0,0,4141,16,"CGST + SGST 18%",0,2811,NULL,0,1,0
27259,65428,27259,1,765181,1,0,0,0.00,0.00,1,182692.68,"TONG, CHAIN 3215 4-18"" SE",0.00,0.00,0,0,149808.00,BM9Q1P5,a%3A0%3A%7B%7D,NULL,0.00,-,ea,"3-4 weeks",0,0,5498,16,"CGST + SGST 18%",0,8204,NULL,NULL,0,0
27255,65201,27255,1,765024,1,0,0,0.00,0.00,1,16306.82,"EPSON Ink-tank All-In-One Printer",0.00,0.00,0,0,14350.00,BM9T5T5,a%3A0%3A%7B%7D,NULL,0.00,"L 565",ea,"1-2 weeks",0,0,5778,16,"CGST + SGST 18%",0,8443,NULL,0,0,0
27255,65202,27255,2,765023,1,0,0,0.00,0.00,1,22329.55," EPSON Ink-tank All-In-One Printer",0.00,0.00,0,0,19650.00,BM9Q4D3,a%3A0%3A%7B%7D,NULL,0.00," L 6190",ea,"1-2 weeks",0,0,5778,16,"CGST + SGST 18%",0,8443,NULL,1,0,0
27249,65305,27249,1,757803,12,0,0,0.00,0.00,1,196.81,"DIP Tea Masala - CCD",0.00,0.00,0,0,185.00,BM9P3R1,a%3A0%3A%7B%7D,NULL,194.74,,pkt,"2-3 days",0,0,5322,18,"CGST + SGST 5%",0,0902,NULL,0,0,0
27249,65306,27249,4,756566,15000,0,0,0.00,0.00,1,0.80,"PAPER CUPS B2C 150ML",0.00,0.00,0,0,0.75,BM9P2N3,a%3A0%3A%7B%7D,NULL,0.89,,ea,"2-3 days",0,0,5322,16,"CGST + SGST 18%",0,4823,NULL,3,0,0
27249,65307,27249,2,756563,60,0,0,0.00,0.00,1,191.49,"DIP TEA ASSAM",0.00,0.00,0,0,180.00,BM9P2D7,a%3A0%3A%7B%7D,NULL,194.74,,pkt,"2-3 days",0,0,5322,18,"CGST + SGST 5%",0,902,NULL,1,0,0
27249,65308,27249,3,756562,48,0,0,0.00,0.00,1,191.49,"DIP TEA CARDAMOM",0.00,0.00,0,0,180.00,BM9P2F8,a%3A0%3A%7B%7D,NULL,194.74,,pkt,"2-3 days",0,0,5322,18,"CGST + SGST 5%",0,902,NULL,2,0,0
27248,65151,27248,1,764832,6,0,0,0.00,0.00,1,800.00,"304 Stainless Steel Wire 0.25mm dia.",0.00,0.00,0,0,555.00,BM9Q1D6,a%3A0%3A%7B%7D,NULL,0.00,,kg,"3-4 weeks",0,0,4103,16,"IGST 18%",0,7223,"SUPPLIES-EXP-SC- MFG",0,0,0
27247,65510,27247,1,765260,200,0,0,0.00,0.00,1,614.29,"PMX 561 Transformer Liquid",0.00,0.00,0,0,559.00,BM9Q1S3,a%3A0%3A%7B%7D,NULL,0.00,-,kg,"3 weeks",0,0,1369,16,"CGST + SGST 18%",0,3910,NULL,0,0,0
27245,65389,27245,1,765165,2,0,0,0.00,0.00,1,709.46,"Total Hardness Test Kit (5-500 PPM) (250 Tests)5-100, 25-500 mg/l as CaCO3 (250 Tests)",0.00,0.00,0,0,525.00,BM9Q1N7,a%3A0%3A%7B%7D,NULL,0.00,"AE 221 ",ea,"1-2 weeks",0,0,722,16,"CGST + SGST 18%",0,9027,NULL,NULL,0,0
27242,65149,27242,1,765006,150,0,0,0.00,0.00,1,290.00,"LOCTITE -401, 50 ml",0.00,0.00,0,0,240.00,BM9Q1J2,a%3A0%3A%7B%7D,NULL,0.00,.,ea,"1-2 weeks",0,0,326,16,"CGST + SGST 18%",0,3920,NULL,NULL,0,0
27240,65326,27240,1,765117,4,0,0,0.00,0.00,1,35693.30,"Four legged alloy steel chain sling with master link on top andClevis self locking hook at bottom (with chain shortener),made from alloy steel gr80 short link chain as per IS:6215with our works test certificate..Capacity: 10 Ton x 5mtr Length",0.00,0.00,0,0,26770.00,BM9W7Z7,a%3A0%3A%7B%7D,NULL,0.00,-,ea,"2-3 week",0,0,800,16,"IGST 18%",0,7315,NULL,0,0,0
27240,65327,27240,2,765115,10,0,0,0.00,0.00,1,586.70,"50mm x 25mm x 6mm 120 Grit Emery Cloth Grinding Flap Wheel ,Color : Rosybrown",0.00,0.00,0,0,440.00,BM9R8B9,a%3A0%3A%7B%7D,NULL,0.00,"TRTAXCEEGF8458
",ea,"2-3 week",0,0,800,16,"IGST 18%",0,8460,NULL,1,0,0
27240,65328,27240,3,765111,1,0,0,0.00,0.00,1,17333.30,"Double speed flexible shaft die grinder , 6mm collet 370 watts, 235, 50hz, single phase electrical input voltage.Inclduing accessories 18x19-2 nos spanner, wheel arbor,gridning wheel",0.00,0.00,0,0,13000.00,BM9Y8D8,a%3A0%3A%7B%7D,NULL,0.00,"FF2,",ea,"2-3 week",0,0,800,16,"IGST 18%",0,8607,NULL,2,0,0
27240,65329,27240,4,765112,2,0,0,0.00,0.00,1,14228.00,"1/2"" sq dr ( working torque 70-330Nm/ 51-242 lbft) classic torque wrench with 1/2"" drive input and 5/8"" across flat deep chrome socket",0.00,0.00,0,0,10671.00,BM9V7J7,a%3A0%3A%7B%7D,NULL,0.00,-,ea,"4-6 weeks",0,0,135,16,"IGST 18%",0,8205,NULL,3,0,0
27240,65330,27240,5,765114,2,0,0,0.00,0.00,1,27229.23,"drive size 1/2"" , 90 Deg pneumatic ratchet wrench, air inlet 1/4"", working torque 13-68 Nm,@160 rpm, with suitable 10mm air hoe and 7 kg/cm2 pressure",0.00,0.00,0,0,17699.00,BM9Q5Z3,a%3A0%3A%7B%7D,NULL,0.00,CP7732,ea,"4-6 weeks",0,0,458,16,"IGST 18%",0,8204,NULL,4,0,0
27240,65331,27240,6,765119,2,0,0,0.00,0.00,1,50700.00,"CLE Adjustable Click Type Torque Wrench, (model no CLE400Fx27D torque range 100-400 lbft , accuracy 3%, overall length 1148mm ,",0.00,0.00,0,0,29000.00,BM9R4J5,a%3A0%3A%7B%7D,NULL,0.00,CLE400Fx27D,ea,"4-6 weeks",0,0,85,16,"IGST 18%",0,8204,NULL,5,0,0
27240,65333,27240,7,765116,2,0,0,0.00,0.00,1,123998.00,"Gedore 1211005 (Series 7571-01) Torque wrench DREMOMETER DX A+S 3/4"" 520-1000 Nm only torque wrench,",0.00,0.00,0,0,96718.44,BM9Z8H7,a%3A0%3A%7B%7D,NULL,0.00,1211005,ea,"4-6 weeks",0,0,1314,16,"IGST 18%",0,8204,NULL,6,0,0
27240,65334,27240,8,765110,2,0,0,0.00,0.00,1,6610.00,"Gedore 6177170 (Series D21 2.1/16AF) Socket 1"" drive and A/F 2-1/16"" chrome socket",0.00,0.00,0,0,5155.80,BM9W9N2,a%3A0%3A%7B%7D,NULL,0.00,6177170,ea,"4-6 weeks",0,0,1314,16,"IGST 18%",0,8204,NULL,7,0,0
27240,65335,27240,9,765118,4,0,0,0.00,0.00,1,33180.00,"1"" impact wrench, working torque 260-950 ftlbs,pistol type,6300 rpm refer model no 6773, (for socket model no 16 33DH, make torque master)",0.00,0.00,0,0,31652.00,BM9T6R3,a%3A0%3A%7B%7D,NULL,0.00,"16 33DH",ea,"4-6 weeks",0,0,458,16,"IGST 18%",0,8204,NULL,8,0,0
27239,65167,27239,1,760177,280,0,1120,0.00,0.00,1,16.00," Soap Oil",0.00,0.00,0,0,19.00,BM9X4W5,a%3A0%3A%7B%7D,NULL,16.00,,ltr,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3402,NULL,0,1,0
27239,65168,27239,2,760178,30,0,120,0.00,0.00,1,25.00," Soap Liquid Perfumed",0.00,0.00,0,0,22.00,BM9Y9Q9,a%3A0%3A%7B%7D,NULL,25.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3402,NULL,1,1,0
27239,65169,27239,3,760179,145,0,580,0.00,0.00,1,40.00,Mop,0.00,0.00,0,0,35.00,BM9S5N1,a%3A0%3A%7B%7D,NULL,40.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,9603,NULL,2,1,0
27239,65170,27239,4,760180,5,0,20,0.00,0.00,1,15.00," Hand Towel",0.00,0.00,0,0,13.00,BM9Q4B1,a%3A0%3A%7B%7D,NULL,15.00,,ea,"2-3 days",0,0,5591,18,"CGST + SGST 5%",0,6307,NULL,3,1,0
27239,65171,27239,5,760181,55,0,220,0.00,0.00,1,27.00," Broom, Material Coconut",0.00,0.00,0,0,23.00,BM9W3M7,a%3A0%3A%7B%7D,NULL,27.00,,ea,"2-3 days",0,0,5591,14,"CGST + SGST 0%",0,9603,NULL,4,1,0
27239,65172,27239,6,760120,50,0,200,0.00,0.00,1,35.00," Broom Bombay",0.00,0.00,0,0,49.00,BM9T8W1,a%3A0%3A%7B%7D,NULL,35.00,,ea,"2-3 days",0,0,5591,14,"CGST + SGST 0%",0,9603,NULL,5,1,0
27239,65173,27239,7,760121,68,0,272,0.00,0.00,1,61.00,"LYSOL Liquid",0.00,0.00,0,0,53.00,BM9U2N2,a%3A0%3A%7B%7D,NULL,61.00,,bottle,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3808,NULL,6,1,0
27239,65174,27239,8,760118,56,0,224,0.00,0.00,1,70.00,"DETTOL Hand Wash Liquid, Capacity 250 ml",0.00,0.00,0,0,61.00,BM9X3B1,a%3A0%3A%7B%7D,NULL,70.00,,bottle,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3401,NULL,7,1,0
27239,65175,27239,9,760123,50,0,200,0.00,0.00,1,23.00,"ODONIL Gel Air Freshener",0.00,0.00,0,0,28.00,BM9X3N6,a%3A0%3A%7B%7D,NULL,23.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3307,NULL,8,1,0
27239,65176,27239,10,760126,55,0,220,0.00,0.00,1,229.00,"DETTOL Antiseptic",0.00,0.00,0,0,201.00,BM9Z1S3,a%3A0%3A%7B%7D,NULL,229.00,,can,"2-3 days",0,0,5591,15,"CGST + SGST 12%",0,3004,NULL,9,1,0
27239,65177,27239,11,760128,40,0,160,0.00,0.00,1,26.00," Tissue Roll",0.00,0.00,0,0,22.00,BM9W2B8,a%3A0%3A%7B%7D,NULL,26.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,4818,NULL,10,1,0
27239,65178,27239,12,760122,10,0,40,0.00,0.00,1,72.00,"Pheynol Liquid, Colour Black",0.00,0.00,0,0,63.00,BM9X8U7,a%3A0%3A%7B%7D,NULL,72.00,,ltr,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3402,NULL,11,1,0
27239,65179,27239,13,760119,22,0,88,0.00,0.00,1,52.00,"Air Sure Room Freshener Spray 300 gm",0.00,0.00,0,0,55.00,BM9Q2G4,a%3A0%3A%7B%7D,NULL,52.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3307,NULL,12,1,0
27239,65180,27239,14,760127,24,0,96,0.00,0.00,1,62.00,"COLIN Liquid",0.00,0.00,0,0,54.00,BM9Z3S2,a%3A0%3A%7B%7D,NULL,62.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3402,NULL,13,1,0
27239,65181,27239,15,760125,15,0,60,0.00,0.00,1,58.00,"HARPIC Liquid",0.00,0.00,0,0,51.00,BM9X7J2,a%3A0%3A%7B%7D,NULL,58.00,,bottle,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3808,NULL,14,1,0
27239,65182,27239,16,760115,30,0,120,0.00,0.00,1,10.00,"SCOTCH BRITE Anti- Bacterial Scrub Pad",0.00,0.00,0,0,8.00,BM9R9F5,a%3A0%3A%7B%7D,NULL,10.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,7323,NULL,15,1,0
27239,65183,27239,17,760124,30,0,120,0.00,0.00,1,45.00," Mop Stick",0.00,0.00,0,0,45.00,BM9W7W1,a%3A0%3A%7B%7D,NULL,40.00,,ea,"2-3 days",0,0,5591,15,"CGST + SGST 12%",0,4421,NULL,16,1,0
27239,65184,27239,18,760152,30,0,120,0.00,0.00,1,90.00," Floor Cleaning Wiper",0.00,0.00,0,0,79.00,BM9P9L8,a%3A0%3A%7B%7D,NULL,90.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3603,NULL,17,1,0
27239,65185,27239,19,760133,10,0,40,0.00,0.00,1,38.00," Spring Brush",0.00,0.00,0,0,35.00,BM9S6A4,a%3A0%3A%7B%7D,NULL,35.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,9603,NULL,18,1,0
27239,65186,27239,20,760134,5,0,20,0.00,0.00,1,27.00,"DETTOL Soap",0.00,0.00,0,0,23.00,BM9R5A9,a%3A0%3A%7B%7D,NULL,27.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,3401,NULL,19,1,0
27239,65187,27239,21,760144,20,0,80,0.00,0.00,1,38.00," Spring Brush",0.00,0.00,0,0,35.00,BM9Z8A2,a%3A0%3A%7B%7D,NULL,30.00,,ea,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,9603,NULL,20,1,0
27239,65188,27239,22,760173,5,0,20,0.00,0.00,1,22.00," Bleaching Powder",0.00,0.00,0,0,19.00,BM9S4G8,a%3A0%3A%7B%7D,NULL,16.00,,pkt,"2-3 days",0,0,5591,16,"CGST + SGST 18%",0,2828,NULL,21,1,0
27238,65382,27238,1,765159,1,0,2,0.00,0.00,1,25068.91,"Olympus TG-5 Waterproof Camera with 3-inch LCD, Black",0.00,0.00,0,0,23219.00,BM9Q1N5,a%3A0%3A%7B%7D,NULL,0.00,V104190BU000,ea,"8-10 days",0,0,1318,17,"CGST + SGST 28%",0,8525,NULL,0,1,0
27236,65200,27236,1,765022,1,0,0,0.00,0.00,1,33043.48,"“HORIBA” MAKE Conductivity WATER QUALITY ANALYZER Model: EC33 Compact Conductivity/TDS/Temperature Meter",0.00,0.00,0,0,30400.00,BM9Q1K5,a%3A0%3A%7B%7D,NULL,0.00,EC33,ea,"4-6 weeks",0,0,2487,16,"CGST + SGST 18%",0,9027,NULL,NULL,0,0
27235,65085,27235,1,759454,1,0,2,0.00,0.00,1,141.18," A4 Size Thick protector sheet Aarpee Brand - ASP 240",0.00,0.00,0,0,137.50,BM9P4V6,a%3A0%3A%7B%7D,NULL,141.18,,ea,"2-3 days",0,0,5518,16,"CGST + SGST 18%",0,3926,NULL,0,1,0
27231,65479,27231,1,765232,1,0,0,0.00,0.00,1,40000.00,"Stick-On Surface Thermocouple- J, 30 AWG, TEF, 36FL, BA (packs of 10 Tcs)",0.00,0.00,0,0,35500.00,BM9U8X4,a%3A0%3A%7B%7D,NULL,0.00,A4A-J-1-1-PK,ea,"4-6 weeks",0,0,991,16,"CGST + SGST 18%",0,9025,NULL,0,0,0
27231,65480,27231,2,765231,1,0,0,0.00,0.00,1,8000.00,"8GB DDR4 KINGSTONE 2400MHz  DESKTOP RAM",0.00,0.00,0,0,6850.00,BM9R1V7,a%3A0%3A%7B%7D,NULL,0.00,,ea,"2-3 week",0,0,1057,16,"CGST + SGST 18%",0,8471,NULL,1,0,0
27231,65539,27231,3,765277,8,0,0,0.00,0.00,1,26650.00,"SICK FORK SENSOR ,WF30- 40B41CA00-PART NO-6058597",0.00,0.00,0,0,25047.68,BM9R6S1,a%3A0%3A%7B%7D,NULL,0.00,6058597,ea,"4-6 weeks",0,0,5837,16,"CGST + SGST 18%",0,9025,NULL,2,0,0
27231,65540,27231,4,765276,10,0,0,0.00,0.00,1,505.00,"IMV Connector Solid Male - 2.5mm, 0460-204-12141 Brand -TE connectors",0.00,0.00,0,0,461.35,BM9W3M8,a%3A0%3A%7B%7D,NULL,0.00,0460-204-12141,ea,"2-3 week",0,0,378,16,"CGST + SGST 18%",0,8536,NULL,3,0,0
27231,65541,27231,5,765275,20,0,0,0.00,0.00,1,500.00,"IMV Connector Solid FeMale - 2.5mm, 0462-203-12141 Brand - TE connectors",0.00,0.00,0,0,443.64,BM9V5A8,a%3A0%3A%7B%7D,NULL,0.00,0462-203-12141,ea,"2-3 week",0,0,378,16,"CGST + SGST 18%",0,8536,NULL,4,0,0
27229,65089,27229,1,764659,1,1,0,0.00,0.00,1,83.64,"FLAT CHISEL-NO:1046 SIZE:20MMx150MM LONG -Taparia",0.00,0.00,0,0,74.00,BM9T7T6,a%3A0%3A%7B%7D,NULL,0.00,1046,ea,"2-3 days",0,0,4401,16,"IGST 18%",0,8203,NULL,0,0,0
