legacy_id,invoice_number,order_number,original_file_name,original_file_path,duplicate_file_name,duplicate_file_path,triplicate_file_name,triplicate_file_path
848791,21910012,11410016,invoice_Original_21910012.pdf,https://bulkmro.com/media/poattachment/invoice_Original_21910012.pdf,invoice_Duplicate_21910012.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_21910012.pdf,invoice_Triplicate_21910012.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_21910012.pdf
848789,20910083,10910103,invoice_Original_20910083.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20910083.pdf,invoice_Duplicate_20910083.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20910083.pdf,invoice_Triplicate_20910083.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20910083.pdf
848787,20210955,10210850,invoice_Original_20210955.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210955.pdf,invoice_Duplicate_20210955.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210955.pdf,invoice_Triplicate_20210955.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210955.pdf
848785,20910082,10910092,invoice_Original_20910082.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20910082.pdf,invoice_Duplicate_20910082.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20910082.pdf,invoice_Triplicate_20910082.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20910082.pdf
848783,20610463,10610386,invoice_Original_20610463.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610463.pdf,invoice_Duplicate_20610463.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610463.pdf,invoice_Triplicate_20610463.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610463.pdf
848781,20610462,10610187,invoice_Original_20610462.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610462.pdf,invoice_Duplicate_20610462.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610462.pdf,invoice_Triplicate_20610462.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610462.pdf
848779,20610461,10610382,invoice_Original_20610461.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610461.pdf,invoice_Duplicate_20610461.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610461.pdf,invoice_Triplicate_20610461.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610461.pdf
848777,20210954,10210758,invoice_Original_20210954.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210954.pdf,invoice_Duplicate_20210954.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210954.pdf,invoice_Triplicate_20210954.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210954.pdf
848775,20210953,10210853,invoice_Original_20210953.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210953.pdf,invoice_Duplicate_20210953.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210953.pdf,invoice_Triplicate_20210953.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210953.pdf
848773,20210952,10210688,invoice_Original_20210952.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210952.pdf,invoice_Duplicate_20210952.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210952.pdf,invoice_Triplicate_20210952.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210952.pdf
848771,20210951,10210703,invoice_Original_20210951.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210951.pdf,invoice_Duplicate_20210951.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210951.pdf,invoice_Triplicate_20210951.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210951.pdf
