#,Date,Customer,Document Was Closed Manually,Due Date,Document Status,Branch,Document Total,Project Code,Total Tax,Canceled,Bill to,BPL ID Assigned to Invoice,Document Type,Rejection Reason,Related Type,Tax Amount (SC)
20210053,17 Apr 18,UKB Electronics Pvt. Ltd.,No,17 Apr 18,Open,Maharashtra,7595.4,16541-Fwd: requirement of drum trolley,1158.62,No,Plot No. E-15/2 MIDC Ranjangaon Taluka ShirurPune Maharashtra 412209 India,0,Item,,,1158.62
20210054,17 Apr 18,Godrej and Boyce Manufacturing Co. Ltd.,No,17 Apr 18,Closed,Maharashtra,25724,19325-Fwd: RFQ : MPR/MAT/00047,3924,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,3924
20210055,17 Apr 18,Godrej and Boyce Manufacturing Co. Ltd.,No,17 Apr 18,Closed,Maharashtra,7570.78,19343-CAP000061: RFQ,1154.86,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,1154.86
20210056,17 Apr 18,Piramal Enterprises Ltd.,No,17 Apr 18,Closed,Maharashtra,5380.8,19198-Quotation,820.8,No,K-1 Additional MIDC Mahad District RaigadNavi Mumbai Maharashtra 402302 India,0,Item,,,820.8
20210057,17 Apr 18,Applied Materials India Pvt. Ltd.,No,17 Apr 18,Closed,Maharashtra,6635.75,18802-Carboy requirement,1012.23,No,Level 2 Explorer Building International Tech Park White Field RoadBangalore Karnataka 560066 India,0,Item,,,1012.23
20210058,17 Apr 18,Piramal Enterprises Ltd.,No,17 Apr 18,Closed,Maharashtra,8920.8,17721 - Open PO,1360.8,No,Digwal VillageKohir MandalSangareddy Telangana 502321 India,0,Item,,,1360.8
20210059,17 Apr 18,Godrej and Boyce Manufacturing Co. Ltd.,No,17 Apr 18,Closed,Maharashtra,3068,18751-Fwd: RE: Requirement of dustbin,468,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,468
20210060,17 Apr 18,Bharat Mumbai Container Terminals Pvt. Ltd.,No,17 Apr 18,Closed,Maharashtra,126527.23,17799-Quote required for safety items,19052.08,No,Admin Building 4th Container Terminal   Nhava ShevaNavi Mumbai Maharashtra 400707 India,0,Item,,,19052.08
20210061,18 Apr 18,Cummins Generator Technologies India Pvt. Ltd.,No,18 Apr 18,Closed,Maharashtra,22970.67,17940-Fwd: Quotation required for Hydraulic cylinder.,3504,No,India Office Campus Tower A 6th Floor Survey No. 21 BalewadiPune Maharashtra 411045 India,0,Item,,,3504
20210062,18 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,18 Apr 18,Closed,Maharashtra,195988.56,17624-Quotation for Industrial Locker,29896.56,No,D3/D4 MIDC Industrial AreaTal Purandar  JejuriPune Maharashtra 412303 India,0,Item,,,29896.56
20210063,18 Apr 18,Cummins Generator Technologies India Pvt. Ltd.,No,18 Apr 18,Closed,Maharashtra,35400,17000-Fwd: Required quotation for vibration meter & cord,5400,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-SataraPhaltan Maharashtra 415522 India,0,Item,,,5400
20210064,18 Apr 18,GE Power Conversion India Pvt. Ltd.,No,18 Apr 18,Open,Maharashtra,91291.88,19357-Fwd: Urgent! Insulated tools RFQ,13925.88,No,Ramnath Tower Plot No.29 (SP) 7th Floor Thiru Vi Ka Industrial Estate Ekkantuthangal GuindyChennai Tamil Nadu 600032 India,0,Item,,,13925.88
20210065,18 Apr 18,Oil and Natural Gas Corporation Ltd.,No,18 Apr 18,Closed,Maharashtra,33877800.00,10872-Accelerated Amines,5167800.00,No,Complex Bandra (E) ONGC Uran Code - 23775 I/C Rcpt New Stores Complex UranMumbai Maharashtra 400702 India,0,Item,,,5167800.00
20210066,18 Apr 18,Applied Materials India Pvt. Ltd.,No,18 Apr 18,Closed,Maharashtra,69634.5,18515-Fwd: Requirements for Applied N/Office,8684.5,No,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield RoadBangalore Karnataka 560066 India,0,Item,,,8684.5
20210067,19 Apr 18,GAIL Gas Ltd.,No,19 Apr 18,Open,Maharashtra,1770000.00,15992-Procurement of Laser based Portable Gas Detection Instrument for GAIL Gas,270000.00,No,In-charge -Finance  B-35 & 36 Jubilee Towers  13th FloorNoida Uttar Pradesh 201301 India,0,Item,,,270000.00
20210068,19 Apr 18,C and E Ltd.,No,19 Apr 18,Closed,Maharashtra,4130,18918-Spring Balancer,630,No,Adj. Plot No. 69B Industrial Area Dist SolanBaddi Himachal Pradesh 173025 India,0,Item,,,630
20210069,19 Apr 18,Cummins India Ltd.,No,19 Apr 18,Closed,Maharashtra,43226.58,18290-Fwd: Request For Quotation - Firing Card Of SSR,6593.88,No,No. 21 Nr.Bharti VidyaPeeth Indirect_085:Im1-Loc-Ep1 KothrudPune Maharashtra 411038 India,0,Item,,,6593.88
20210070,19 Apr 18,Godrej and Boyce Manufacturing Co. Ltd.,No,19 Apr 18,Closed,Maharashtra,4745.96,19326-Fwd: RFQ - Drill Machine,723.96,No,Sai Dhara Shed H Sai Dhara Complex Kukse Village Mumbai Nasik High WayThane Maharashtra 421302 India,0,Item,,,723.96
20210071,19 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,19 Apr 18,Open,Maharashtra,10555.53,18471-ISO/IEC 17025 : 2017,0,No,Survey No 234 235 And 245Phase-1 HinjewadiPune Maharashtra 411057 India,0,Item,,,0
20210072,19 Apr 18,Applied Materials India Pvt. Ltd.,No,19 Apr 18,Closed,Maharashtra,369018.64,18370-Requirement of SIS3153 USB,56290.98,No,Level 2 Explorer Building International Tech Park White Field RoadBangalore Karnataka 560066 India,0,Item,,,56290.98
20210073,19 Apr 18,Jindal Pipes Ltd.,No,19 Apr 18,Closed,Maharashtra,10035.9,19359-Fwd: RFQ for the Heart Start defibrillator MR#RV1/BO/1718/00473,1530.9,No,002 Ground Floor Balarama Building Bandra-Kurla Complex Bandra EastMumbai Maharashtra 400051 India,0,Item,,,1530.9
20210074,19 Apr 18,Cummins Technologies India Pvt. Ltd.,No,19 Apr 18,Closed,Maharashtra,9478.65,17507-Fwd: Quotation required,2073.46,No,IndiaTechnical Centre Division: Dahanukar Colony KothrudPune Maharashtra 411038 India,0,Item,,,2073.46
20210076,19 Apr 18,Trident Computer Resources Inc.,No,19 Apr 18,Closed,Maharashtra,240636.41,18503-Trident Break fix & Warehousing Charges for February 2018,36707.26,No,151 Industrial Way East  Eatontown NJ  7724 USA,0,Item,,,36707.26
20210077,19 Apr 18,Trident Computer Resources Inc.,No,19 Apr 18,Closed,Maharashtra,228992.71,19547-Trident Break fix & Warehousing Charges for March 2018,34931.1,No,151 Industrial Way East  Eatontown NJ  7724 USA,0,Item,,,34931.1
20210078,20 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,8850,18746-Offer Required for Lub oil Filtration,1350,No,Manufacturing Unit D3/D4 M.I.D.C Industrial Estate Tal Purundahar JejuriPune Maharashtra 412303 India,0,Item,,,1350
20210079,20 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,74413.16,18193-Fwd: Requirement of MISC items for start-up,11351.16,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,11351.16
20210080,20 Apr 18,Applied Materials India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,25463.16,19323-Requirement for Clarithromycin,3884.21,No,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield RoadBangalore Karnataka 560066 India,0,Item,,,3884.21
20210081,20 Apr 18,Applied Materials India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,27508.44,16885-RE: Action Required: New Request 2315 submitted -- Third Party Buy,4196.2,No,Level 2 Explorer Building International Tech Park White Field RoadBangalore Karnataka 560066 India,0,Item,,,4196.2
20210082,20 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,9936.84,18026-Fwd: FW: Offer required for Flame proof Clock,1515.79,No,No.14 and 16 Raman Street North Boag Road T.NagarChennai Tamil Nadu 600017 India,0,Item,,,1515.79
20210083,20 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,4257.44,18193-Fwd: Requirement of MISC items for start-up,649.44,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,649.44
20210084,20 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,20 Apr 18,Closed,Maharashtra,21120,17883-Fwd: RFQ for Grease Gun,4620,No,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura Post Bangalore 560066 Karnataka,0,Item,,,4620
20210085,20 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,20 Apr 18,Closed,Maharashtra,48907.46,18634-Require offer,7460.46,No,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura PostBangalore Karnataka 560066 India,0,Item,,,7460.46
20210086,20 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,20 Apr 18,Closed,Maharashtra,146722.38,19527-Quotation for Grease Gun,22381.38,No,Road Land Mark : Near D Mart City: MalakapurTaluka Karad 73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura PostBangalore Karnataka 560066 India,0,Item,,,22381.38
20210087,20 Apr 18,C and E Ltd.,No,20 Apr 18,Closed,Maharashtra,708,18848-Req. Regulator,108,No,Adj. Plot No. 69B Industrial Area Dist SolanBaddi Himachal Pradesh 173025 India,0,Item,,,108
20210088,20 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,84000,17321-Esd certified shoes and reflectice jackets : Generated from opportunity,4000,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,4000
20210089,20 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Apr 18,Closed,Maharashtra,8329.43,19340-Inquiry of 3M Tapes,1270.58,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,1270.58
20210090,21 Apr 18,GL and V India Pvt. Ltd.,No,21 Apr 18,Open,Maharashtra,84843.42,18711-Re: FW: RFQ & Delivery -Lead # 088/Mar/West,12942.22,No,Plot No. 19 20 Gat No. 1232/1 1232/2 Village Markal Taluka KhedPune Maharashtra 412105 India,0,Item,,,12942.22
20210091,21 Apr 18,Godrej and Boyce Manufacturing Co. Ltd.,No,21 Apr 18,Closed,Maharashtra,4484,19401-RFQ : IC1000321,684,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,684
20210092,21 Apr 18,BEL Optronic Devices Ltd.,No,21 Apr 18,Open,Maharashtra,14288.24,16837-Re: FW: Request for Quote for Supply of Emery Papers (03 Types).,2179.56,No,El-30 'J' Block Bhosari Industrial AreaPune Maharashtra 411026 India,0,Item,,,2179.56
20210093,21 Apr 18,Cummins Technologies India Pvt. Ltd.,No,21 Apr 18,Closed,Maharashtra,90501.28,18246-RSG valve offer required for Dewas Plant,13805.28,No,Industrial Area No. 2 A B RoadDewas Madhya Pradesh 455001 India,0,Item,,,13805.28
20210094,21 Apr 18,Jindal Drilling and Industries Ltd.,No,21 Apr 18,Open,Maharashtra,18101.46,8231-RFQ : MR : DDD/BO/1617/00472 // DIRECTIONAL DRILLING,2761.24,No,3rd Floor Keshav Building Near Family Court BKC BandraMumbai Maharashtra 400051 India,0,Item,,,2761.24
20210095,21 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,21 Apr 18,Closed,Maharashtra,16903.5,18896-RFQ. Kurkumbh PPE,2578.5,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,2578.5
20210096,21 Apr 18,Cummins Technologies India Pvt. Ltd.,No,21 Apr 18,Closed,Maharashtra,51631.46,18154-Fwd: Re: Quotation for vacuum cleaner,11294.38,No,IndiaTechnical Centre Division: Dahanukar Colony KothrudPune Maharashtra 411038 India,0,Item,,,11294.38
20210097,21 Apr 18,Sukan Engineering Pvt. Ltd.,No,21 Apr 18,Open,Maharashtra,22003.2,18698-Fwd: Requirement of Vbelt,3356.42,No,Andheri (E) 503 Satellite Gazebo B Wing Guru Hargovindji Road  Next To Solitare Corporate Park ChakalaMumbai Maharashtra 400093 India,0,Item,,,3356.42
20210098,23 Apr 18,Shri Mata Vaishno Devi Narayana Superspeciality Hospital,No,23 Apr 18,Open,Maharashtra,18750.2,18884 - Open PO,2860.2,No,Kakryal (Village & Post) Katra Tehsil Reasi District KatraReasi Jammu and Kashmir 182320 India,0,Item,,,2860.2
20210099,23 Apr 18,Cummins Generator Technologies India Pvt. Ltd.,No,23 Apr 18,Closed,Maharashtra,21044.6,18600-Fwd: Quotation required for CP 9285,3210.2,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-SataraPhaltan Maharashtra 415522 India,0,Item,,,3210.2
20210100,23 Apr 18,Applied Materials India Pvt. Ltd.,No,23 Apr 18,Open,Maharashtra,18704.25,19374-quote for servicing of Pump,2853.19,No,Level 2 Explorer Building International Tech Park White Field RoadBangalore Karnataka 560066 India,0,Item,,,2853.19
20210101,23 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,23 Apr 18,Closed,Maharashtra,70800,19276-P9374871-1:DRUCK: NB 4591062901 => Bulk Mro Indust,10800,No,D3/D4 MIDC Industrial AreaTal Purandar  JejuriPune Maharashtra 412303 India,0,Item,,,10800
20210102,23 Apr 18,J S Equipments,No,23 Apr 18,Closed,Maharashtra,2402583.36,19602-PhotoFast IFD07A8GB  I-FlashDrive - A 8GB,366495.76,No,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road WestMumbai Maharashtra 400007 India,0,Item,,,366495.76
20210103,23 Apr 18,J S Equipments,No,23 Apr 18,Closed,Maharashtra,1486431.81,19595-Universal Cling Vesa-Wall Moun,226743.86,No,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road WestMumbai Maharashtra 400007 India,0,Item,,,226743.86
20210104,23 Apr 18,Fernas Construction Co. Inc.,No,23 Apr 18,Open,Maharashtra,1328089.99,11011-Repair kit for SSV,0,No,Flat no. 6b level 06 Asha nibash 73 east raja bazar  1207 AGARGAON BANGLADESH,0,Item,,,0
20210105,23 Apr 18,Fernas Construction Co. Inc.,No,23 Apr 18,Open,Maharashtra,111250.14,11637-Quotation for Pilot -Diaphragm for Gorter Valve,0,No,Flat no. 6b level 06 Asha nibash 73 east raja bazar  1207 AGARGAON BANGLADESH,0,Item,,,0
20210106,23 Apr 18,J S Equipments,No,23 Apr 18,Closed,Maharashtra,491785.54,19610-mStand Tablet Plus,75018.1,No,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road WestMumbai Maharashtra 400007 India,0,Item,,,75018.1
20210107,23 Apr 18,J S Equipments,No,23 Apr 18,Closed,Maharashtra,666090.11,19609-mStand Tablet & Laptop,101606.94,No,G-11 Matru Mandir Next to I.T. Office Entrance278 Tardeo Road Grant Road WestMumbai Maharashtra 400007 India,0,Item,,,101606.94
20210108,23 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,23 Apr 18,Closed,Maharashtra,2950,19434-Fwd: Cable crossing guard.,450,No,D3/D4 MIDC Industrial AreaTal Purandar  JejuriPune Maharashtra 412303 India,0,Item,,,450
20210109,24 Apr 18,Cummins Technologies India Pvt. Ltd.,No,24 Apr 18,Closed,Maharashtra,23049.59,15637-FW: RFQ for Fab shop equipments,3516.04,Yes,Plant I Dahanukar Colony Off Karve Road Near Gandhi Bhavan  KothrudPune Maharashtra 411038 India,0,Item,,,3516.04
20210110,24 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,24 Apr 18,Closed,Maharashtra,24986.08,17057-QUOTE NEEDED,2677.08,No,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura PostBangalore Karnataka 560066 India,0,Item,,,2677.08
20210111,24 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,24 Apr 18,Closed,Maharashtra,10100.16,14204-Fwd: Quote needed container 8,1082.16,No,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura PostBangalore Karnataka 560066 India,0,Item,,,1082.16
20210112,24 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,24 Apr 18,Closed,Maharashtra,23739.52,18443-PO NO 55011444,2543.52,No,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura PostBangalore Karnataka 560066 India,0,Item,,,2543.52
20210113,24 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,24 Apr 18,Open,Maharashtra,59248.4,19193-Offer For Thermography & vibration Analysis,9037.88,No,D3/D4 MIDC Industrial AreaTal Purandar  JejuriPune Maharashtra 412303 India,0,Item,,,9037.88
20210115,25 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,25 Apr 18,Closed,Maharashtra,87332.37,9189-Refrigerator Requirement for Project Ganesha_Pune,19103.96,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,19103.96
20210116,26 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,26 Apr 18,Open,Maharashtra,26953.71,19241-Fwd: Need Quote AC piping work,4111.58,No,D3/D4 MIDC Industrial AreaTal Purandar  JejuriPune Maharashtra 412303 India,0,Item,,,4111.58
20210117,26 Apr 18,Kubota Agricultural Machinery India Pvt. Ltd.,No,26 Apr 18,Open,Maharashtra,28280.37,19592-Purchase Order:[For Thread Locker-High StrenthLoctite 271 & Rubber Adhesive-Fevicol SR998],4313.96,No,Chakan Gat No. 338/1 Mahalunge chakan MIDC Taluka-KhedPune Maharashtra 410501 India,0,Item,,,4313.96
20210118,26 Apr 18,C and E Ltd.,No,26 Apr 18,Open,Maharashtra,13658.5,18828-FLP electrical fitting,2083.5,No,Adj. Plot No. 69B Industrial Area Dist SolanBaddi Himachal Pradesh 173025 India,0,Item,,,2083.5
20210119,26 Apr 18,Nhava Sheva International Container Terminal Pvt. Ltd.,No,26 Apr 18,Closed,Maharashtra,50728.2,18583-Request for quote,7738.2,No,DP World Nhavasheva Operation Centre ShevaNavi Mumbai Maharashtra 400707 India,0,Item,,,7738.2
20210120,26 Apr 18,Galiakotwala Engineering Co. Pvt. Ltd.,No,26 Apr 18,Open,Maharashtra,8551028.36,15029-10 nos. 32615 from Industeel,1304394.16,No,7308 GIDC Industrial EstateAnkleshwar Gujarat 393002 India,0,Item,,,1304394.16
20210121,27 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,27 Apr 18,Closed,Maharashtra,20586.28,18287 - Open PO,3140.28,No,No.14 and 16 Raman Street North Boag Road T.NagarChennai Tamil Nadu 600017 India,0,Item,,,3140.28
20210122,27 Apr 18,Godrej and Boyce Manufacturing Co. Ltd.,No,27 Apr 18,Closed,Maharashtra,6206.8,17034-RFQ: Wheels for gas welding trolley,946.8,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,946.8
20210123,27 Apr 18,VVF India Ltd.,No,27 Apr 18,Closed,Maharashtra,1877.13,19253-RFQ for Grease Gun required at Taloja.,286.34,No,Plot No. V-41 Taloja MIDC Industrial Area Taloja PanvelNavi Mumbai Maharashtra 410208 India,0,Item,,,286.34
20210124,27 Apr 18,Deep Industries Ltd.,No,27 Apr 18,Open,Maharashtra,13979.6,19510-Purchase Inquiry for MCB switch PVC cover and distribution box,2132.48,No,Bareja Char Rasta Nr.laligam MahijAhmedabad Gujarat 382425 India,0,Item,,,2132.48
20210125,27 Apr 18,Cummins Generator Technologies India Pvt. Ltd.,No,27 Apr 18,Closed,Maharashtra,78028.55,17058-Fwd: Quotation required for Graco make feed pump spare.,11902.64,No,India Office Campus Tower A 6th Floor Survey No. 21 BalewadiPune Maharashtra 411045 India,0,Item,,,11902.64
20210126,27 Apr 18,Applied Materials India Pvt. Ltd.,No,27 Apr 18,Closed,Maharashtra,4956,18545-Oriental Motors requirements-2,756,No,Level 2 Explorer Building International Tech Park White Field RoadBangalore Karnataka 560066 India,0,Item,,,756
20210127,30 Apr 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,30 Apr 18,Closed,Maharashtra,271400.00,19601-Ratchet Belt,41400,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,41400
20210128,30 Apr 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,30 Apr 18,Closed,Maharashtra,95816,18305-Fwd: RFQ_ Chemical Spillage pallets,14616,No,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura PostBangalore Karnataka 560066 India,0,Item,,,14616
20210129,30 Apr 18,Cummins India Ltd.,No,30 Apr 18,Closed,Maharashtra,23010,19545-Dog repellent requirement,3510,Yes,No. 21 Nr.Bharti VidyaPeeth Power Generation Business Unit Gat No- 311/1B At Post Kasar Amboli Pirangut Tal - MulshiPune Maharashtra 412111 India,0,Item,,,3510
20210130,30 Apr 18,JSC OGCC KazstroyService,No,30 Apr 18,Closed,Maharashtra,332483.00,19585-Freight bill_KSS/ODCC-ARP/PRO/PIC2/00-01-01/2017/12020,0,No,28V Timiryazev St Business Center  50040 ALMATY KAZAKHSTAN,0,Item,,,0
20210131,2 May 18,Voltas Ltd.,No,2 May 18,Closed,Maharashtra,2723.14,8480-Electrical material required at ETP MCC,415.4,No,WMBD Bangalore  7th Floor 701-pride Hulkul  116 Lalbhag RoadBangalore Karnataka 560027 India,0,Item,,,415.4
20210132,2 May 18,Godrej and Boyce Manufacturing Co. Ltd.,No,2 May 18,Closed,Maharashtra,13841.4,19402-IC1000384: RFQ,2111.4,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,2111.4
20210133,2 May 18,Voltas Ltd.,No,2 May 18,Open,Maharashtra,2224.54,8480-Electrical material required at ETP MCC,339.34,No,WMBD Bangalore  7th Floor 701-pride Hulkul  116 Lalbhag RoadBangalore Karnataka 560027 India,0,Item,,,339.34
20210134,2 May 18,Cummins Technologies India Pvt. Ltd.,No,2 May 18,Closed,Maharashtra,59059.2,19444-Quotation needed for Hilti foam,12919.2,No,IndiaTechnical Centre Division: Dahanukar Colony KothrudPune Maharashtra 411038 India,0,Item,,,12919.2
20210135,2 May 18,Cummins Technologies India Pvt. Ltd.,No,2 May 18,Closed,Maharashtra,5251.68,18589-Quote for below items for CTIPL Pithampur SEZ Plant PR 67092,0,No,Plot No. M-5 Phase IISpecial Economic ZonePithampur Madhya Pradesh 454775 India,0,Item,,,0
20210136,2 May 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,2 May 18,Closed,Maharashtra,3872.18,19597-Inquiry for cable tie,590.68,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,590.68
20210137,2 May 18,Cummins Technologies India Pvt. Ltd.,No,2 May 18,Closed,Maharashtra,27376.66,18670-Dust procurement.,1303.66,No,IndiaTechnical Centre Division: Dahanukar Colony KothrudPune Maharashtra 411038 India,0,Item,,,1303.66
20210138,2 May 18,Godrej and Boyce Manufacturing Co. Ltd.,No,2 May 18,Closed,Maharashtra,25404.71,19405-Fwd: RE: Requirement of Ladder,3875.3,No,MHE Plant 16 LBS Marg Pirojshanagar VikhroliMumbai Maharashtra 400079 India,0,Item,,,3875.3
20210139,2 May 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,2 May 18,Closed,Maharashtra,35400,18896-RFQ. Kurkumbh PPE,5400,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,5400
20210140,2 May 18,Bharat Mumbai Container Terminals Pvt. Ltd.,No,2 May 18,Open,Maharashtra,37103.19,18244-Quote required for list of Engg items - Gentle remainder,5659.8,No,Admin Building 4th Container Terminal   Nhava ShevaNavi Mumbai Maharashtra 400707 India,0,Item,,,5659.8
20210141,2 May 18,Trident Computer Resources Inc.,No,2 May 18,Closed,Maharashtra,234758.65,19769-Trident Break fix & Warehousing Charges for April 2018,35810.65,No,151 Industrial Way East  Eatontown NJ  7724 USA,0,Item,,,35810.65
20210142,3 May 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,3 May 18,Closed,Maharashtra,37343.54,19242-Fwd: Enquiry for pneumatic barrel pump,5696.48,No,D-4/1 Kurkumbh MIDC  DaundPune Maharashtra 413802 India,0,Item,,,5696.48
20210143,3 May 18,Applied Materials India Pvt. Ltd.,No,3 May 18,Open,Maharashtra,16240.86,19446-Quartz beaker,2477.42,No,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield RoadBangalore Karnataka 560066 India,0,Item,,,2477.42
20210144,3 May 18,Cummins India Ltd.,No,3 May 18,Closed,Maharashtra,43500,18602-Fwd: FW: Requirement of OTC make belt tension gauge at CPGI SEZ plant,0,No,B2 Phaltan Sez Industrial Area Village-Surwadi and Nandal Dist. SataraPhaltan Maharashtra 415523 India,0,Item,,,0
20210145,3 May 18,Applied Materials India Pvt. Ltd.,No,3 May 18,Closed,Maharashtra,326077.28,18590-QUOTATION FOR STAINLESS STEEL SYRINGES AND O-RING,34936.85,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Item,,,34936.85
20210146,3 May 18,Applied Materials India Pvt. Ltd.,No,3 May 18,Closed,Maharashtra,16147.38,16822 - Open PO,2463.16,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Item,,,2463.16
20210147,3 May 18,Applied Materials India Pvt. Ltd.,No,3 May 18,Closed,Maharashtra,31382.97,19360-Fwd: Requirement - PRIORITY,4787.23,No,Level 2 Explorer Building International Tech Park White Field RoadBangalore Karnataka 560066 India,0,Item,,,4787.23
20210148,3 May 18,Cummins Technologies India Pvt. Ltd.,No,3 May 18,Closed,Maharashtra,7767.49,19328-Request For Quote (Oracle - PR95090),1184.87,Yes,Industrial Area No. 2 A B RoadDewas Madhya Pradesh 455001 India,0,Item,,,1184.87
20210149,3 May 18,Cummins Technologies India Pvt. Ltd.,No,3 May 18,Closed,Maharashtra,7767.49,19328-Request For Quote (Oracle - PR95090),1184.87,No,Industrial Area No. 2 A B RoadDewas Madhya Pradesh 455001 India,0,Item,,,1184.87
20210150,4 May 18,Cummins Technologies India Pvt. Ltd.,No,4 May 18,Closed,Maharashtra,15235.06,18446-Quotation required,2323.98,No,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,Item,,,2323.98
20210151,4 May 18,Henkel Adhesive Technologies India Pvt. Ltd.,No,4 May 18,Closed,Maharashtra,4428.54,19722-4591396110 Order from henkel it is from hubwoo,675.54,No,No.14 and 16 Raman Street North Boag Road T.NagarChennai Tamil Nadu 600017 India,0,Item,,,675.54
20210152,4 May 18,Voltas Ltd.,No,4 May 18,Open,Maharashtra,13230.43,8480-Electrical material required at ETP MCC,2018.2,No,WMBD Bangalore  7th Floor 701-pride Hulkul  116 Lalbhag RoadBangalore Karnataka 560027 India,0,Item,,,2018.2
20210153,4 May 18,Demosha Chemicals Pvt. Ltd.,No,4 May 18,Closed,Maharashtra,11264.28,19524-Fwd: P.O for Temp Indicator,1718.28,No,Plant: 82 GIDC Industrial Area GundlavValsad Gujarat 396035 India,0,Item,,,1718.28
