#,Date,Customer,Document Was Closed Manually,Due Date,Document Status,Branch,Document Total,Project Code,Total Tax,Canceled,Bill to,BPL ID Assigned to Invoice,Document Type,Rejection Reason,Related Type,Tax Amount (SC)
9990001,14 Aug 15,Cummins Generator Technologies India Pvt. Ltd.,No,14 Aug 15,Open,Maharashtra,772,OB Debtors,0,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-Satara Phaltan 415522 Maharashtra,0,Service,,,0
9990002,8 Sep 15,Cairn India Ltd.,No,8 Oct 15,Open,Maharashtra,65075.89,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990003,26 Sep 15,Cairn India Ltd.,No,26 Oct 15,Open,Maharashtra,2770,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990004,28 Oct 15,Cairn India Ltd.,No,27 Nov 15,Open,Maharashtra,1167.7,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990005,28 Oct 15,Cairn India Ltd.,No,27 Nov 15,Open,Maharashtra,526.4,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990006,24 Nov 15,Cairn India Ltd.,No,24 Dec 15,Open,Maharashtra,6157.83,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990007,4 Jan 16,Cummins Technologies India Pvt. Ltd.,No,4 Jan 16,Open,Maharashtra,6959.82,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990008,6 Jan 16,Ingersoll Rand (India) Ltd.,No,5 Feb 16,Open,Maharashtra,7937,OB Debtors,0,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Service,,,0
9990009,17 Mar 16,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,16 Apr 16,Open,Maharashtra,7841,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990010,2 Apr 16,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,2 May 16,Open,Maharashtra,1218,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990011,19 Apr 16,Alstom Bharat Forge Power Pvt. Ltd.,No,19 May 16,Open,Maharashtra,21619.5,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990012,12 May 16,APM Terminals India Pvt. Ltd.,No,11 Jun 16,Open,Maharashtra,25777,OB Debtors,0,No,Gateway Terminals India Pvt. Ltd. Gti House JNPT Nava Sheva Taluka - Uran District Raigad Mumbai 400707 Maharashtra,0,Service,,,0
9990013,16 May 16,APM Terminals India Pvt. Ltd.,No,15 Jun 16,Open,Maharashtra,21681,OB Debtors,0,No,Gateway Terminals India Pvt. Ltd. Gti House JNPT Nava Sheva Taluka - Uran District Raigad Mumbai 400707 Maharashtra,0,Service,,,0
9990014,9 Jun 16,Alstom Bharat Forge Power Pvt. Ltd.,No,9 Jul 16,Open,Maharashtra,28225.81,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990015,15 Jun 16,Cairn India Ltd.,No,15 Jul 16,Open,Maharashtra,526.4,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990016,20 Jul 16,Alstom Bharat Forge Power Pvt. Ltd.,No,19 Aug 16,Open,Maharashtra,6961.5,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990017,28 Jul 16,Cairn India Ltd.,No,27 Aug 16,Open,Maharashtra,1021.05,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990018,28 Jul 16,Cummins Generator Technologies India Pvt. Ltd.,No,28 Jul 16,Open,Maharashtra,10487.1,OB Debtors,0,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-Satara Phaltan 415522 Maharashtra,0,Service,,,0
9990019,30 Jul 16,Alstom Bharat Forge Power Pvt. Ltd.,No,29 Aug 16,Open,Maharashtra,6732.46,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990020,1 Aug 16,Accuramech Industrial Engineering Pvt. Ltd.,No,31 Aug 16,Open,Maharashtra,5970.94,OB Debtors,0,No,2347/B Wagholi Warehousing Nagar Road Wagholi Pune 412207 Maharashtra,0,Service,,,0
9990021,1 Aug 16,Alstom Bharat Forge Power Pvt. Ltd.,No,31 Aug 16,Open,Maharashtra,77418,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990022,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,2933,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990023,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,65.63,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990024,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,4770.47,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990025,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,831.81,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990026,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,2200,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990027,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,80587.13,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990028,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,2624.63,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990029,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,107510.00,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990030,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,2451.56,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990031,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,1385.16,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990032,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,81248,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990033,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,341220.00,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990034,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,638,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990035,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,178166.26,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990036,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,155466.00,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990037,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,20531.25,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990038,1 Aug 16,Applied Materials India Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,1464.49,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990039,1 Aug 16,Cummins Technologies India Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,11272.03,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990040,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,3675,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990041,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,20250,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990042,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,29841,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990043,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,180486.00,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990044,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,790895.01,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990045,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Closed,Maharashtra,45000,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990046,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,3544,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990047,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,2735,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990048,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,1108,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990049,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,4444,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990050,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,21831,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990051,1 Aug 16,GE India Industrial Pvt. Ltd.,No,1 Aug 16,Open,Maharashtra,28350,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990052,1 Aug 16,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,1 Aug 16,Open,Maharashtra,770,OB Debtors,0,No,Land Mark : Near D Mart City: Malakapur Taluka Karad Ratnagiri Wind Power Project Pvt Ltd Survey No 140/4 & 140/5 Shivdarshan Colony Pune Bangalore Road Satara 415110 Maharashtra,0,Service,,,0
9990053,1 Aug 16,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,31 Aug 16,Open,Maharashtra,131248.00,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990054,1 Aug 16,Quippo Oil and Gas Infrastructure Ltd.,No,31 Aug 16,Open,Maharashtra,9807,OB Debtors,0,No,6Th Floor Srei Signature Tower(B)  Plot No 14A Sector-18 Gurugram 122015 Haryana,0,Service,,,0
9990055,1 Aug 16,Quippo Oil and Gas Infrastructure Ltd.,No,31 Aug 16,Open,Maharashtra,34193,OB Debtors,0,No,6Th Floor Srei Signature Tower(B)  Plot No 14A Sector-18 Gurugram 122015 Haryana,0,Service,,,0
9990056,1 Aug 16,Reliance Gas Pipelines Ltd.,No,31 Aug 16,Open,Maharashtra,7025,OB Debtors,0,No,C/O Reliance Compressor Station-10 Bhadbhut Kaswa Road V&PO Bhadbhut Taluka Bharuch 392012 Gujarat,0,Service,,,0
9990057,1 Aug 16,Reliance Gas Pipelines Ltd.,No,31 Aug 16,Open,Maharashtra,326.73,OB Debtors,0,No,C/O Reliance Compressor Station-10 Bhadbhut Kaswa Road V&PO Bhadbhut Taluka Bharuch 392012 Gujarat,0,Service,,,0
9990058,1 Aug 16,Survival Systems India,No,31 Aug 16,Open,Maharashtra,23208.56,OB Debtors,0,No,C483rd Floor Niti Bagh New Delhi 110049 Delhi,0,Service,,,0
9990059,3 Aug 16,Henkel Adhesive Technologies India Pvt. Ltd.,No,2 Sep 16,Open,Maharashtra,51328.53,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990060,4 Aug 16,GE India Industrial Pvt. Ltd.,No,4 Aug 16,Closed,Maharashtra,17549.99,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990061,5 Aug 16,Applied Materials India Pvt. Ltd.,No,5 Aug 16,Closed,Maharashtra,41246.08,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990062,6 Aug 16,Applied Materials India Pvt. Ltd.,No,6 Aug 16,Closed,Maharashtra,67527.5,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990063,6 Aug 16,Applied Materials India Pvt. Ltd.,No,6 Aug 16,Closed,Maharashtra,135054.99,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990064,10 Aug 16,Applied Materials India Pvt. Ltd.,No,10 Aug 16,Closed,Maharashtra,630,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990065,10 Aug 16,Alstom Bharat Forge Power Pvt. Ltd.,No,9 Sep 16,Open,Maharashtra,25311.5,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990066,11 Aug 16,Cummins Technologies India Pvt. Ltd.,No,11 Aug 16,Open,Maharashtra,1455.75,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990067,11 Aug 16,Alstom Bharat Forge Power Pvt. Ltd.,No,10 Sep 16,Open,Maharashtra,1660.32,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990068,20 Aug 16,Applied Materials India Pvt. Ltd.,No,20 Aug 16,Closed,Maharashtra,1135.66,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990069,20 Aug 16,PNP Maritime Services Pvt. Ltd.,No,19 Sep 16,Open,Maharashtra,2320,OB Debtors,0,No,2nd FloorLansdowne House Mahakavi Bhushan Road Colaba Mumbai 400001 Maharashtra,0,Service,,,0
9990070,23 Aug 16,Henkel Adhesive Technologies India Pvt. Ltd.,No,22 Sep 16,Open,Maharashtra,3542.19,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990071,24 Aug 16,Applied Materials India Pvt. Ltd.,No,24 Aug 16,Closed,Maharashtra,325,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990072,25 Aug 16,Applied Materials India Pvt. Ltd.,No,25 Aug 16,Closed,Maharashtra,85.68,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990073,1 Sep 16,Applied Materials India Pvt. Ltd.,No,1 Sep 16,Closed,Maharashtra,14062.56,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990074,1 Sep 16,Applied Materials India Pvt. Ltd.,No,1 Sep 16,Closed,Maharashtra,19127.52,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990075,1 Sep 16,Cummins Technologies India Pvt. Ltd.,No,1 Sep 16,Open,Maharashtra,2159.09,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990076,8 Sep 16,Cummins Technologies India Pvt. Ltd.,No,8 Sep 16,Open,Maharashtra,7718.29,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990077,9 Sep 16,Dr B.R. Ambedkar National Institute of Technology,No,9 Oct 16,Open,Maharashtra,21336.75,OB Debtors,0,No,Store DepartmentN.I.T. Post Office G T Road Jalandhar 144011 Punjab,0,Service,,,0
9990078,10 Sep 16,Dr B.R. Ambedkar National Institute of Technology,No,10 Oct 16,Open,Maharashtra,640.25,OB Debtors,0,No,Store DepartmentN.I.T. Post Office G T Road Jalandhar 144011 Punjab,0,Service,,,0
9990079,13 Sep 16,GE India Industrial Pvt. Ltd.,No,13 Sep 16,Open,Maharashtra,167580.00,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990080,16 Sep 16,Cairn India Ltd.,No,16 Oct 16,Open,Maharashtra,17558.55,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990081,20 Sep 16,Henkel Adhesive Technologies India Pvt. Ltd.,No,20 Oct 16,Open,Maharashtra,1178.95,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990082,20 Sep 16,Alstom Bharat Forge Power Pvt. Ltd.,No,20 Oct 16,Open,Maharashtra,7543,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990083,22 Sep 16,Cummins Technologies India Pvt. Ltd.,No,22 Sep 16,Open,Maharashtra,532,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990084,26 Sep 16,GE India Industrial Pvt. Ltd.,No,26 Sep 16,Closed,Maharashtra,366954.18,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990085,27 Sep 16,Alstom Bharat Forge Power Pvt. Ltd.,No,27 Oct 16,Open,Maharashtra,1507,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990086,30 Sep 16,Henkel Adhesive Technologies India Pvt. Ltd.,No,30 Oct 16,Open,Maharashtra,136.5,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990087,1 Oct 16,GE India Industrial Pvt. Ltd.,No,1 Oct 16,Closed,Maharashtra,102640.56,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990088,1 Oct 16,Henkel Anand India Pvt. Ltd.,No,31 Oct 16,Open,Maharashtra,2555.45,OB Debtors,0,No,C-22 Sipcot Industrial Park Irrugattukottai  Sriperumbudur Kancheepuram Tk Chennai 602117 Tamil Nadu,0,Service,,,0
9990089,6 Oct 16,Henkel Adhesive Technologies India Pvt. Ltd.,No,5 Nov 16,Closed,Maharashtra,11867,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990090,10 Oct 16,Cairn India Ltd.,No,9 Nov 16,Open,Maharashtra,43091.18,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990091,10 Oct 16,Cummins India Ltd.,No,10 Oct 16,Open,Maharashtra,287715.69,OB Debtors,0,No,Division of Cummins Technologies India ltd Plot No. M5 Sector 3  SEZ Phase II Pithampur Dhar 454775 Madhya Pradesh,0,Service,,,0
9990092,13 Oct 16,Henkel Adhesive Technologies India Pvt. Ltd.,No,12 Nov 16,Open,Maharashtra,893.79,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990093,14 Oct 16,Applied Materials India Pvt. Ltd.,No,14 Oct 16,Closed,Maharashtra,494,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990094,14 Oct 16,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,13 Nov 16,Open,Maharashtra,47670,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990095,17 Oct 16,GE India Industrial Pvt. Ltd.,No,17 Oct 16,Open,Maharashtra,592.4,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990096,18 Oct 16,GE India Industrial Pvt. Ltd.,No,18 Oct 16,Open,Maharashtra,477462.72,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990097,18 Oct 16,GE India Industrial Pvt. Ltd.,No,18 Oct 16,Closed,Maharashtra,203952.53,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990098,18 Oct 16,GE India Industrial Pvt. Ltd.,No,18 Oct 16,Closed,Maharashtra,224936.69,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990099,18 Oct 16,GE India Industrial Pvt. Ltd.,No,18 Oct 16,Closed,Maharashtra,453885.84,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990100,19 Oct 16,Ingersoll Rand (India) Ltd.,No,18 Nov 16,Open,Maharashtra,8820,OB Debtors,0,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Service,,,0
9990101,25 Oct 16,Applied Materials India Pvt. Ltd.,No,25 Oct 16,Closed,Maharashtra,735.08,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990102,27 Oct 16,GE India Industrial Pvt. Ltd.,No,27 Oct 16,Closed,Maharashtra,101766.42,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990103,3 Nov 16,Cummins Technologies India Pvt. Ltd.,No,3 Nov 16,Open,Maharashtra,3020.11,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990104,4 Nov 16,Applied Materials India Pvt. Ltd.,No,4 Nov 16,Closed,Maharashtra,75.79,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990105,4 Nov 16,Reliance Gas Pipelines Ltd.,No,4 Dec 16,Open,Maharashtra,359,OB Debtors,0,No,C/O Reliance Compressor Station-10 Bhadbhut Kaswa Road V&PO Bhadbhut Taluka Bharuch 392012 Gujarat,0,Service,,,0
9990106,7 Nov 16,Cummins Technologies India Pvt. Ltd.,No,7 Nov 16,Closed,Maharashtra,97269.5,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990107,7 Nov 16,Cummins Technologies India Pvt. Ltd.,No,7 Nov 16,Open,Maharashtra,473.16,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990108,10 Nov 16,Cairn India Ltd.,No,10 Dec 16,Open,Maharashtra,358.58,OB Debtors,0,No,Central Control Building / Mangala Processing Terminal Near Village Kawas Barmer 344001 Rajasthan,0,Service,,,0
9990109,10 Nov 16,GE India Industrial Pvt. Ltd.,No,10 Nov 16,Open,Maharashtra,322.22,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
