Order Number,Sales Order Row ID,SKU,Old Margin,New Margin,Unit Cost Price with Freight,Unit Selling Price
2000748,37748,BM99999,11.0,11.03,95.0,106.78
2000754,37749,BM0C7I3,7.0,7.28,220.0,237.28
2000754,37750,BM99999,11.0,11.03,95.0,106.78
2000755,37752,BM99999,11.0,11.03,95.0,106.78
2000756,37754,BM99999,11.0,11.03,95.0,106.78
2000757,37756,BM99999,11.0,11.03,95.0,106.78
2000759,37757,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000759,37758,BM99999,11.0,11.03,95.0,106.78
2000761,37759,BM0C7U5,16.0,15.84,194.0,230.5
2000761,37760,BM99999,11.0,11.03,95.0,106.78
2000762,37761,BM0C7U5,16.0,15.84,194.0,230.51
2000762,37762,BM0C7U8,15.0,15.08,475.0,559.32
2000762,37763,BM99999,11.0,11.03,95.0,106.78
2000766,37765,BM99999,11.0,11.03,95.0,106.78
2000769,37768,BM99999,11.0,11.03,95.0,106.78
2000770,37770,BM99999,11.0,11.03,95.0,106.78
2000772,37772,BM99999,11.0,11.03,95.0,106.78
2000773,37773,BM0C7U5,16.0,15.84,194.0,230.51
2000773,37774,BM99999,11.0,11.03,95.0,106.78
2000774,37776,BM99999,11.0,11.03,95.0,106.78
2000775,37778,BM0C7H1,10.0,10.03,183.0,203.39
2000775,37781,BM99999,11.0,11.03,95.0,106.78
2000776,37783,BM99999,11.0,11.03,95.0,106.78
2000777,37784,BM0C7U5,16.0,15.84,194.0,230.51
2000777,37785,BM99999,11.0,11.03,95.0,106.78
2000778,37786,BM1F9Z5,16.0,15.99,178.0,211.87
2000778,37787,BM99999,11.0,11.03,95.0,106.78
2000780,37788,BM0C7U8,15.0,15.08,475.0,559.32
2000780,37789,BM99999,11.0,11.03,95.0,106.78
2000782,37790,BM0C7U8,15.0,15.08,475.0,559.32
2000782,37791,BM0C7V1,-4.0,-4.08,172.0,165.25
2000782,37792,BM99999,11.0,11.03,95.0,106.78
2000783,37794,BM99999,11.0,11.03,95.0,106.78
2000784,37796,BM99999,11.0,11.03,95.0,106.78
2000788,37798,BM99999,11.0,11.03,95.0,106.78
2000792,37800,BM99999,11.0,11.03,95.0,106.78
2000793,37801,BM0C7V1,-4.0,-4.08,172.0,165.26
2000793,37802,BM99999,11.0,11.03,95.0,106.78
2000794,37804,BM99999,11.0,11.03,95.0,106.78
2000802,37806,BM99999,11.0,11.03,95.0,106.78
2000803,37808,BM99999,11.0,11.03,95.0,106.78
2000804,37810,BM99999,11.0,11.03,95.0,106.78
2000806,37812,BM99999,11.0,11.03,95.0,106.78
2000807,37813,BM0C7U5,16.0,15.84,194.0,230.51
2000807,37814,BM99999,11.0,11.03,95.0,106.78
2000809,37815,BM0C7I3,7.0,7.29,220.0,237.29
2000809,37816,BM99999,11.0,11.03,95.0,106.78
2000810,37818,BM99999,11.0,11.03,95.0,106.78
2000811,37820,BM99999,11.0,11.03,95.0,106.78
2000812,37822,BM99999,11.0,11.03,95.0,106.78
2000813,37824,BM99999,11.0,11.03,95.0,106.78
2000825,37826,BM99999,11.0,11.03,95.0,106.78
2000826,37828,BM99999,11.0,11.03,95.0,106.78
2000832,37830,BM99999,11.0,11.03,95.0,106.78
2000833,37832,BM99999,11.0,11.03,95.0,106.78
2000835,37834,BM99999,11.0,11.03,95.0,106.78
2000846,37835,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000846,37836,BM99999,11.0,11.03,95.0,106.78
2000847,37837,BM0C7V1,-4.0,-4.08,172.0,165.25
2000847,37838,BM99999,11.0,11.03,95.0,106.78
2000848,37839,BM1G0B8,14.0,14.07,201.0,233.9
2000848,37840,BM99999,11.0,11.03,95.0,106.78
2000849,37841,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000849,37842,BM99999,11.0,11.03,95.0,106.78
2000851,37844,BM99999,11.0,11.03,95.0,106.78
2000852,37846,BM99999,11.0,11.03,95.0,106.78
2000854,37848,BM99999,11.0,11.03,95.0,106.78
2000855,37850,BM99999,11.0,11.03,95.0,106.78
2000856,37852,BM99999,11.0,11.03,95.0,106.78
2000859,37854,BM99999,11.0,11.03,95.0,106.78
2000860,37856,BM99999,11.0,11.03,95.0,106.78
2000861,37858,BM99999,11.0,11.03,95.0,106.78
2000862,37860,BM99999,11.0,11.03,95.0,106.78
2000863,37862,BM99999,11.0,11.03,95.0,106.78
2000864,37864,BM99999,11.0,11.03,95.0,106.78
2000865,37866,BM99999,11.0,11.03,95.0,106.78
2000866,37868,BM99999,11.0,11.03,95.0,106.78
2000867,37869,BM0C7V1,-4.0,-4.08,172.0,165.26
2000867,37870,BM99999,11.0,11.03,95.0,106.78
2000868,37872,BM99999,11.0,11.03,95.0,106.78
2000870,37873,BM0C7U8,15.0,15.08,475.0,559.32
2000870,37874,BM99999,11.0,11.03,95.0,106.78
2000871,37876,BM99999,11.0,11.03,95.0,106.78
2000872,37878,BM99999,11.0,11.03,95.0,106.78
2000873,37879,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000873,37880,BM99999,11.0,11.03,95.0,106.78
2000874,37882,BM99999,11.0,11.03,95.0,106.78
2000875,37884,BM99999,11.0,11.03,95.0,106.78
2000887,37886,BM99999,11.0,11.03,95.0,106.78
2000889,37888,BM99999,11.0,11.03,95.0,106.78
2000891,37890,BM99999,11.0,11.03,95.0,106.78
2000892,37892,BM99999,11.0,11.03,95.0,106.78
2000895,37893,BM0Q8X8,-35.0,-34.62,170.0,126.28
2000895,37894,BM99999,11.0,11.03,95.0,106.78
2000900,37896,BM99999,11.0,11.03,95.0,106.78
2000901,37898,BM99999,11.0,11.03,95.0,106.78
2000903,37899,BM0C7I3,7.0,7.29,220.0,237.29
2000903,37900,BM99999,11.0,11.03,95.0,106.78
2000904,37901,BM0C7U8,15.0,15.08,475.0,559.32
2000904,37902,BM99999,11.0,11.03,95.0,106.78
2000906,37904,BM99999,11.0,11.03,95.0,106.78
2000907,37906,BM99999,11.0,11.03,95.0,106.78
2000908,37907,BM0C7H1,10.0,10.03,183.0,203.4
2000908,37908,BM99999,11.0,11.03,95.0,106.78
2000910,37909,BM0C7V1,-4.0,-4.08,172.0,165.25
2000910,37910,BM99999,11.0,11.03,95.0,106.78
2000911,37911,BM0C7F5,17.0,17.4,105.0,127.12
2000911,37913,BM99999,11.0,11.03,95.0,106.78
2000913,37914,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000913,37915,BM99999,11.0,11.03,95.0,106.78
2000925,37917,BM99999,11.0,11.03,95.0,106.78
2000915,37918,BM0C7U5,16.0,15.84,194.0,230.51
2000915,37919,BM99999,11.0,11.03,95.0,106.78
2000916,37920,BM0C7U5,16.0,15.84,194.0,230.5
2000916,37921,BM99999,11.0,11.03,95.0,106.78
2000917,37923,BM99999,11.0,11.03,95.0,106.78
2000919,37925,BM99999,11.0,11.03,95.0,106.78
2000920,37927,BM99999,11.0,11.03,95.0,106.78
2000921,37928,BM0C7F7,-21.0,-21.27,150.0,123.69
2000921,37929,BM99999,11.0,11.03,95.0,106.78
2000922,37931,BM99999,11.0,11.03,95.0,106.78
2000923,37933,BM99999,11.0,11.03,95.0,106.78
2000924,37934,BM0C7H1,10.0,10.03,183.0,203.4
2000924,37935,BM99999,11.0,11.03,95.0,106.78
2000926,37936,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000926,37937,BM99999,11.0,11.03,95.0,106.78
2000927,37939,BM99999,11.0,11.03,95.0,106.78
2000928,37940,BM0C7F7,-21.0,-21.27,150.0,123.69
2000928,37941,BM99999,11.0,11.03,95.0,106.78
2000929,37943,BM99999,11.0,11.03,95.0,106.78
2000930,37945,BM99999,11.0,11.03,95.0,106.78
2000933,37947,BM99999,11.0,11.03,95.0,106.78
2000934,37948,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000934,37949,BM99999,11.0,11.03,95.0,106.78
2000936,37951,BM99999,11.0,11.03,95.0,106.78
2000937,37953,BM99999,11.0,11.03,95.0,106.78
2000938,37954,BM0Q8X8,-35.0,-34.62,170.0,126.28
2000938,37955,BM99999,11.0,11.03,95.0,106.78
2000939,37957,BM99999,11.0,11.03,95.0,106.78
2000940,37959,BM99999,11.0,11.03,95.0,106.78
2000943,37961,BM99999,11.0,11.03,95.0,106.78
2000944,37962,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000944,37963,BM99999,11.0,11.03,95.0,106.78
2000945,37964,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000945,37965,BM99999,11.0,11.03,95.0,106.78
2000947,37966,BM0C7U5,16.0,15.84,194.0,230.51
2000947,37967,BM99999,11.0,11.03,95.0,106.78
2000948,37968,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000948,37969,BM99999,11.0,11.03,95.0,106.78
2000949,37971,BM99999,11.0,11.03,95.0,106.78
2000951,37973,BM99999,11.0,11.03,95.0,106.78
2000952,37975,BM99999,11.0,11.03,95.0,106.78
2000955,37977,BM99999,11.0,11.03,95.0,106.78
2000957,37979,BM99999,11.0,11.03,95.0,106.78
2000958,37981,BM99999,11.0,11.03,95.0,106.78
2000959,37983,BM99999,11.0,11.03,95.0,106.78
2000960,37985,BM99999,11.0,11.03,95.0,106.78
2000961,37987,BM99999,11.0,11.03,95.0,106.78
2000962,37989,BM99999,11.0,11.03,95.0,106.78
2000963,37991,BM99999,11.0,11.03,95.0,106.78
2000964,37993,BM99999,11.0,11.03,95.0,106.78
2000965,37995,BM99999,11.0,11.03,95.0,106.78
2000966,37997,BM99999,11.0,11.03,95.0,106.78
2000967,37999,BM99999,11.0,11.03,95.0,106.78
2000968,38001,BM99999,11.0,11.03,95.0,106.78
2000969,38002,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000969,38003,BM99999,11.0,11.03,95.0,106.78
2000970,38005,BM99999,11.0,11.03,95.0,106.78
2000971,38006,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000971,38007,BM99999,11.0,11.03,95.0,106.78
2000972,38009,BM99999,11.0,11.03,95.0,106.78
2000973,38011,BM99999,11.0,11.03,95.0,106.78
2000974,38013,BM99999,11.0,11.03,95.0,106.78
2000978,38014,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000978,38015,BM99999,11.0,11.03,95.0,106.78
2000979,38016,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000979,38017,BM99999,11.0,11.03,95.0,106.78
2000980,38019,BM99999,11.0,11.03,95.0,106.78
2000981,38020,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000981,38021,BM99999,11.0,11.03,95.0,106.78
2000982,38023,BM99999,11.0,11.03,95.0,106.78
2000983,38025,BM99999,11.0,11.03,95.0,106.78
2000985,38027,BM99999,11.0,11.03,95.0,106.78
2000986,38028,BM0C7V1,-4.0,-4.08,172.0,165.25
2000986,38029,BM99999,11.0,11.03,95.0,106.78
2000987,38031,BM99999,11.0,11.03,95.0,106.78
2000988,38032,BM0C7U5,16.0,15.84,194.0,230.51
2000988,38033,BM99999,11.0,11.03,95.0,106.78
2000989,38035,BM99999,11.0,11.03,95.0,106.78
2001020,38036,BM0C7U8,8.0,7.96,475.0,516.1
2001020,38037,BM99999,11.0,11.03,95.0,106.78
2001021,38039,BM99999,11.0,10.83,133.0,149.15
2001098,38041,BM99999,11.0,11.03,95.0,106.78
2001058,38043,BM0C7F7,-21.0,-21.27,150.0,123.69
2001058,38044,BM1F9Z5,-20.0,-20.02,178.0,148.31
2001058,38045,BM99999,11.0,11.03,95.0,106.78
2001059,38046,BM99999,11.0,11.03,95.0,106.78
2001061,38048,BM99999,11.0,11.03,95.0,106.78
2001063,38051,BM99999,11.0,11.03,95.0,106.78
2001064,38053,BM99999,11.0,11.03,95.0,106.78
2001065,38055,BM99999,11.0,11.03,95.0,106.78
2001066,38057,BM99999,11.0,11.03,95.0,106.78
2001068,38059,BM99999,11.0,11.03,95.0,106.78
2001069,38061,BM99999,11.0,11.03,95.0,106.78
2001070,38063,BM99999,11.0,11.03,95.0,106.78
2001071,38065,BM99999,11.0,11.03,95.0,106.78
2001073,38067,BM99999,11.0,11.03,95.0,106.78
2001074,38069,BM99999,11.0,11.03,95.0,106.78
2001075,38070,BM0Q8X8,-35.0,-34.63,170.0,126.27
2001075,38071,BM99999,11.0,11.03,95.0,106.78
2001076,38073,BM99999,11.0,11.03,95.0,106.78
2001078,38075,BM99999,11.0,11.03,95.0,106.78
2001079,38077,BM99999,11.0,11.03,95.0,106.78
2001080,38079,BM99999,11.0,11.03,95.0,106.78
2001081,38080,BM0C7Q4,-290.0,-290.08,162.0,41.53
2001081,38081,BM99999,11.0,10.83,133.0,149.15
2001083,38082,BM0Q8Y3,7.0,6.85,135.0,144.92
2001083,38083,BM99999,11.0,11.03,95.0,106.78
2001084,38085,BM99999,11.0,11.03,95.0,106.78
2001096,38087,BM99999,11.0,11.03,95.0,106.78
2001085,38089,BM99999,11.0,11.03,95.0,106.78
2001087,38091,BM99999,11.0,11.03,95.0,106.78
2001086,38092,BM0C7U2,-39.0,-38.67,322.0,232.2
2001086,38093,BM99999,11.0,11.03,95.0,106.78
2001094,38094,BM0C7B2,-14.0,-13.93,168.0,147.46
2001094,38095,BM99999,11.0,11.03,95.0,106.78
2001089,38097,BM99999,11.0,11.03,95.0,106.78
2001090,38098,BM0C7V0,-7.0,-6.98,165.0,154.24
2001090,38099,BM99999,11.0,11.03,95.0,106.78
2001091,38101,BM99999,11.0,11.03,95.0,106.78
2001092,38102,BM0C7U8,8.0,7.96,475.0,516.1
2001092,38103,BM99999,11.0,11.03,95.0,106.78
2001093,38105,BM99999,11.0,11.03,95.0,106.78
2001095,38107,BM99999,11.0,11.03,95.0,106.78
2001097,38109,BM99999,11.0,11.03,95.0,106.78
2001099,38111,BM99999,11.0,11.03,95.0,106.78
2001100,38113,BM99999,11.0,11.03,95.0,106.78
2001101,38115,BM99999,11.0,11.03,95.0,106.78
2001102,38116,BM0Q8X8,-49.0,-48.6,170.0,114.4
2001102,38117,BM99999,11.0,11.03,95.0,106.78
2001103,38119,BM99999,11.0,11.03,95.0,106.78
2001104,38121,BM99999,11.0,11.03,95.0,106.78
2001106,38122,BM0C7F7,-21.0,-21.27,150.0,123.69
2001106,38123,BM99999,11.0,11.03,95.0,106.78
2001108,38125,BM99999,11.0,11.03,95.0,106.78
2001110,38127,BM99999,11.0,11.03,95.0,106.78
2001109,38128,BM0C7V1,-3.0,-3.02,172.0,166.95
2001109,38129,BM99999,11.0,11.03,95.0,106.78
2001111,38131,BM99999,11.0,11.03,95.0,106.78
2001112,38133,BM99999,11.0,11.03,95.0,106.78
2001115,38134,BM0C7V1,-3.0,-3.02,172.0,166.95
2001115,38135,BM99999,11.0,11.03,95.0,106.78
2001114,38136,BM99999,11.0,11.03,95.0,106.78
2001116,38139,BM99999,11.0,11.03,95.0,106.78
2001117,38141,BM99999,11.0,11.03,95.0,106.78
2001118,38143,BM99999,11.0,11.03,95.0,106.78
2001119,38144,BM0C7V1,-3.0,-3.02,172.0,166.95
2001119,38145,BM99999,11.0,11.03,95.0,106.78
2001120,38147,BM99999,11.0,11.03,95.0,106.78
2001121,38148,BM0Q8Y3,7.0,6.85,135.0,144.92
2001121,38149,BM99999,11.0,11.03,95.0,106.78
2001122,38150,BM0C7B2,-8.0,-7.74,168.0,155.93
2001122,38151,BM99999,11.0,11.03,95.0,106.78
2001124,38152,BM0Q8X8,26.0,25.98,170.0,229.66
2001124,38153,BM99999,11.0,11.03,95.0,106.78
2001125,38155,BM99999,11.0,11.03,95.0,106.78
2001126,38157,BM99999,11.0,11.03,95.0,106.78
2001127,38159,BM99999,11.0,11.03,95.0,106.78
2001128,38161,BM99999,11.0,11.03,95.0,106.78
2001137,38163,BM99999,11.0,11.03,95.0,106.78
2001138,38165,BM99999,11.0,11.03,95.0,106.78
2001139,38167,BM99999,11.0,11.03,95.0,106.78
2001140,38169,BM99999,11.0,11.03,95.0,106.78
2001141,38171,BM99999,11.0,11.03,95.0,106.78
2001143,38173,BM99999,11.0,11.03,95.0,106.78
2001144,38175,BM99999,11.0,11.03,95.0,106.78
2001149,38177,BM99999,11.0,11.03,95.0,106.78
2001151,38179,BM99999,11.0,11.03,95.0,106.78
2001152,38181,BM99999,11.0,11.03,95.0,106.78
2001168,38182,BM0Q8Y3,7.0,6.85,135.0,144.92
2001168,38183,BM99999,11.0,11.03,95.0,106.78
2001170,38184,BM0C7B2,-8.0,-7.73,168.0,155.94
2001170,38185,BM99999,11.0,11.03,95.0,106.78
2001474,38186,BM99999,10.0,10.31,38.0,42.37
2001663,38190,BM99999,11.0,11.03,95.0,106.78
2001665,38193,BM99999,11.0,11.03,95.0,106.78
2002996,38195,BM99999,11.0,11.03,95.0,106.78
2001466,38198,BM99999,11.0,11.03,95.0,106.78
2001469,38202,BM99999,11.0,11.03,95.0,106.78
2001470,38203,BM0O6H8,18.0,18.02,569.0,694.07
2001471,38205,BM99999,11.0,11.03,285.0,320.34
2001480,38213,BM99999,11.0,11.03,95.0,106.78
2001483,38217,BM99999,11.0,11.03,95.0,106.78
2001484,38219,BM99999,11.0,11.03,95.0,106.78
2001485,38221,BM99999,10.0,10.34,38.0,42.38
2001490,38225,BM0Q8X7,46.0,45.94,115.0,212.72
2001492,38227,BM0Q8X7,46.0,45.94,115.0,212.71
2001493,38228,BM0Q8X7,46.0,45.94,115.0,212.72
2001495,38230,BM0Q8X7,46.0,45.94,115.0,212.71
2001496,38231,BM0Q8X7,46.0,45.94,115.0,212.71
2001498,38233,BM0Q8X7,46.0,45.94,115.0,212.71
2001511,38246,BM0O6H8,18.0,18.02,569.0,694.07
2001515,38249,BM99999,10.0,10.31,38.0,42.37
2001518,38252,BM0C7B2,36.0,36.05,168.0,262.72
2001522,38256,BM0C7V0,-7.0,-6.98,165.0,154.24
2001522,38257,BM99999,11.0,11.03,95.0,106.78
2001527,38263,BM99999,10.0,10.31,38.0,42.37
2001528,38265,BM99999,11.0,11.03,95.0,106.78
2001529,38266,BM99999,10.0,10.31,38.0,42.37
2001535,38274,BM99999,11.0,11.03,95.0,106.78
2001662,38279,BM99999,11.0,11.03,95.0,106.78
2001539,38281,BM99999,10.0,10.31,38.0,42.37
2001543,38287,BM99999,10.0,10.31,38.0,42.37
2001548,38293,BM99999,11.0,11.03,95.0,106.78
2001549,38295,BM99999,10.0,10.31,38.0,42.37
2001552,38299,BM99999,11.0,11.03,95.0,106.78
2001555,38302,BM0O6H8,18.0,18.02,569.0,694.07
2001556,38304,BM99999,10.0,10.34,38.0,42.38
2001567,38316,BM99999,10.0,10.31,38.0,42.37
2001575,38324,BM99999,10.0,10.31,38.0,42.37
2001579,38328,BM0C7B2,36.0,36.05,168.0,262.71
2001582,38331,BM0C7V0,-7.0,-6.98,165.0,154.24
2001582,38332,BM99999,11.0,11.03,95.0,106.78
2001588,38339,BM99999,10.0,10.31,38.0,42.37
2001589,38340,BM0O6H8,18.0,18.02,569.0,694.06
2001591,38343,BM99999,11.0,11.03,95.0,106.78
2001594,38346,BM99999,10.0,10.31,38.0,42.37
2001596,38349,BM0C7B2,36.0,36.05,168.0,262.71
2001600,38353,BM0C7B2,36.0,36.05,168.0,262.71
2001605,38358,BM0O6H8,18.0,18.02,569.0,694.07
2001613,38362,BM99999,11.0,11.03,95.0,106.78
2001614,38364,BM99999,11.0,11.03,95.0,106.78
2001664,38371,BM99999,11.0,11.03,95.0,106.78
2001666,38373,BM99999,11.0,11.03,95.0,106.78
2001678,38375,BM99999,11.0,11.03,95.0,106.78
2001621,38377,BM0C7B2,36.0,36.05,168.0,262.71
2001625,38381,BM0C7B2,36.0,36.05,168.0,262.71
2001625,38382,BM99999,10.0,10.31,38.0,42.37
2001628,38385,BM0C7B2,36.0,36.05,168.0,262.71
2001628,38386,BM99999,10.0,10.31,38.0,42.37
2001632,38390,BM0C7B2,36.0,36.05,168.0,262.71
2001633,38391,BM0C7B2,36.0,36.05,168.0,262.71
2001640,38398,BM0O6H8,18.0,18.02,569.0,694.07
2001641,38399,BM0O6H8,18.0,18.02,569.0,694.07
2001642,38401,BM99999,10.0,10.31,38.0,42.37
2001645,38403,BM0O6H8,18.0,18.02,569.0,694.07
2001651,38408,BM0C7H0,40.0,39.93,167.0,278.0
2001651,38409,BM99999,10.0,10.31,38.0,42.37
2001667,38412,BM99999,11.0,11.03,95.0,106.78
2001668,38414,BM99999,11.0,11.03,95.0,106.78
2001688,38420,BM0C7V0,-7.0,-6.98,165.0,154.24
2001688,38421,BM99999,11.0,11.03,95.0,106.78
2001679,38422,BM0O6H8,18.0,18.02,569.0,694.07
2001685,38428,BM0O6H8,18.0,18.02,569.0,694.07
2001689,38430,BM99999,11.0,11.03,95.0,106.78
2001698,38433,BM0O6H8,18.0,18.02,569.0,694.07
2001699,38435,BM99999,10.0,10.34,38.0,42.38
2001700,38437,BM99999,10.0,10.34,38.0,42.38
2001728,38444,BM99999,10.0,10.31,38.0,42.37
2001729,38446,BM99999,10.0,10.31,38.0,42.37
2001734,38448,BM99999,10.0,10.34,38.0,42.38
2001740,38455,BM99999,12.0,11.5,75.0,84.75
2001745,38460,BM0O6H8,18.0,18.02,569.0,694.07
2001753,38463,BM99999,10.0,10.31,38.0,42.37
2001761,38467,BM0Q8X8,13.0,12.78,170.0,194.92
2001761,38468,BM99999,11.0,11.03,475.0,533.9
2001762,38470,BM99999,11.0,11.03,95.0,106.78
2001763,38471,BM0O6H8,18.0,18.02,569.0,694.07
2001767,38474,BM99999,10.0,10.34,38.0,42.38
2001778,38477,BM99999,10.0,10.31,38.0,42.37
2001781,38480,BM0O6H8,18.0,18.02,569.0,694.07
2001788,38482,BM99999,11.0,11.03,95.0,106.78
2001789,38484,BM99999,11.0,11.03,95.0,106.78
2002833,38485,BM99999,11.0,11.03,95.0,106.78
2002872,38490,BM0O6H8,18.0,18.02,569.0,694.07
2001787,38492,BM0C9A8,6.0,5.6,144.0,152.54
2001787,38493,BM99999,11.0,11.03,95.0,106.78
2001790,38494,BM0O6H8,18.0,18.02,569.0,694.06
2001791,38496,BM99999,11.0,11.03,95.0,106.78
2001801,38497,BM0C7B2,36.0,36.05,168.0,262.71
2001812,38501,BM99999,11.0,11.03,95.0,106.78
2001814,38503,BM0O6H8,18.0,18.02,569.0,694.07
2001833,38511,BM0C7B2,36.0,36.05,168.0,262.71
2001834,38512,BM0C7H0,43.0,43.05,167.0,293.22
2001925,38514,BM99999,11.0,11.03,95.0,106.78
2001980,38516,BM99999,11.0,11.03,95.0,106.78
2001983,38517,BM0H7Z1,33.0,33.03,420.0,627.12
2001983,38518,BM99999,11.0,11.03,95.0,106.78
2001870,38533,BM0O6H8,18.0,18.02,569.0,694.07
2001871,38534,BM0O6H8,18.0,18.02,569.0,694.07
2001881,38537,BM99999,11.0,11.03,95.0,106.78
2001900,38539,BM99999,11.0,11.03,95.0,106.78
2001888,38542,BM99999,10.0,10.34,38.0,42.38
2001901,38543,BM0Q8U1,45.0,45.02,447.0,813.0
2001901,38544,BM99999,11.0,11.03,95.0,106.78
2001902,38546,BM99999,11.0,11.03,95.0,106.78
2001903,38547,BM99999,11.0,11.03,95.0,106.78
2001904,38550,BM99999,11.0,11.03,95.0,106.78
2001905,38552,BM99999,11.0,11.03,95.0,106.78
2001935,38561,BM0O6H8,18.0,18.02,569.0,694.07
2001939,38565,BM0O6H8,18.0,18.02,569.0,694.07
2001981,38567,BM99999,11.0,11.03,95.0,106.78
2001942,38569,BM0O6H8,18.0,18.02,569.0,694.07
2001966,38571,BM99999,11.0,11.03,95.0,106.78
2001945,38574,BM0C7B3,31.0,30.93,319.0,461.87
2001945,38575,BM99999,10.0,10.31,38.0,42.37
2001949,38580,BM99999,10.0,10.34,19.0,21.19
2001951,38583,BM99999,10.0,10.34,38.0,42.38
2001967,38585,BM99999,11.0,11.03,95.0,106.78
2001968,38587,BM0O6H8,18.0,18.02,569.0,694.06
2001969,38589,BM99999,11.0,11.03,95.0,106.78
2001970,38590,BM0O6H8,18.0,18.02,569.0,694.07
2001975,38594,BM0O6H8,18.0,18.02,569.0,694.06
2001984,38595,BM0C8Y9,10.0,9.89,126.0,139.83
2001984,38596,BM99999,11.0,11.03,95.0,106.78
2001985,38597,BM0C7V0,-7.0,-6.98,165.0,154.24
2001985,38598,BM99999,11.0,11.03,95.0,106.78
2001986,38600,BM99999,11.0,11.03,95.0,106.78
2002025,38610,BM99999,11.0,11.03,95.0,106.78
2002014,38611,BM0O6H8,18.0,18.02,569.0,694.07
2002015,38613,BM99999,10.0,10.34,38.0,42.38
2002029,38619,BM99999,10.0,10.31,38.0,42.37
2002040,38627,BM99999,10.0,10.34,38.0,42.38
2002051,38632,BM99999,11.0,11.03,95.0,106.78
2002059,38637,BM99999,10.0,10.31,38.0,42.37
2002065,38640,BM0C8Y9,10.0,9.89,126.0,139.83
2002065,38641,BM99999,11.0,11.03,95.0,106.78
2002066,38643,BM99999,11.0,11.03,95.0,106.78
2002067,38644,BM0Q8Y6,44.0,43.97,358.5,639.83
2002070,38650,BM0O6H8,18.0,18.02,569.0,694.07
2002072,38652,BM99999,11.0,11.03,95.0,106.78
2002073,38654,BM99999,11.0,11.03,95.0,106.78
2002074,38656,BM99999,11.0,11.03,95.0,106.78
2002075,38658,BM99999,11.0,11.03,95.0,106.78
2002079,38659,BM0O6H8,18.0,18.02,569.0,694.07
2002081,38662,BM99999,10.0,10.31,38.0,42.37
2002086,38668,BM99999,10.0,10.34,19.0,21.19
2002094,38670,BM99999,11.0,11.03,95.0,106.78
2002098,38671,BM0C7H0,43.0,43.05,167.0,293.22
2002100,38673,BM0O6H8,18.0,18.02,569.0,694.07
2002115,38679,BM0C7H0,43.0,43.05,167.0,293.22
2002117,38682,BM99999,11.0,11.03,95.0,106.78
2002124,38684,BM99999,11.0,11.03,95.0,106.78
2002126,38687,BM99999,11.0,11.03,95.0,106.78
2002127,38689,BM99999,11.0,11.03,95.0,106.78
2002133,38695,BM0O6H8,18.0,18.02,569.0,694.07
2002252,38698,BM99999,11.0,11.03,95.0,106.78
2002141,38701,BM99999,10.0,10.31,38.0,42.37
2002167,38705,BM99999,11.0,11.03,95.0,106.78
2002151,38711,BM99999,10.0,10.31,38.0,42.37
2002168,38713,BM99999,11.0,11.03,95.0,106.78
2002154,38716,BM0C7H0,43.0,43.05,167.0,293.22
2002170,38718,BM0C7V0,-7.0,-6.98,165.0,154.24
2002170,38719,BM99999,11.0,11.03,95.0,106.78
2002184,38723,BM0O6H8,18.0,18.02,569.0,694.07
2002186,38726,BM99999,10.0,10.34,19.0,21.19
2002189,38729,BM1G0M4,26.0,25.96,320.0,432.2
2002194,38735,BM99999,10.0,10.31,38.0,42.37
2002197,38738,BM0O6H8,18.0,18.02,569.0,694.07
2002207,38740,BM99999,11.0,11.03,95.0,106.78
2002208,38741,BM0Q8Y0,26.0,25.96,704.0,950.85
2002208,38742,BM99999,11.0,11.03,95.0,106.78
2002209,38743,BM0Q8Y0,26.0,25.96,704.0,950.85
2002209,38744,BM99999,11.0,11.03,95.0,106.78
2002210,38746,BM99999,11.0,11.03,95.0,106.78
2002211,38748,BM99999,11.0,11.03,95.0,106.78
2002213,38750,BM99999,10.0,10.31,38.0,42.37
2002231,38752,BM99999,11.0,11.03,95.0,106.78
2002232,38754,BM99999,11.0,11.03,95.0,106.78
2002233,38755,BM1G0M4,26.0,25.96,320.0,432.2
2002236,38758,BM99999,11.0,11.03,95.0,106.78
2002237,38760,BM0O6H8,18.0,18.02,569.0,694.07
2002242,38763,BM99999,10.0,10.34,38.0,42.38
2002245,38766,BM0O6H8,18.0,18.02,569.0,694.07
2002253,38768,BM99999,11.0,11.03,95.0,106.78
2002254,38770,BM99999,11.0,11.03,95.0,106.78
2002255,38772,BM99999,11.0,11.03,95.0,106.78
2002264,38778,BM99999,10.0,10.31,38.0,42.37
