Order Number,Sales Order Row ID,SKU,Old Margin,New Margin,Unit Cost Price with Freight,Unit Selling Price
10610701,28480,BM9U7T3,4.77,4.75,17.784,18.67
10610701,28481,BM9Q3X6,4.77,4.76,20.552,21.58
10610701,28482,BM9U6B9,4.7,4.73,11.356,11.92
10610701,28483,BM9H8M5,4.79,4.78,14.112,14.82
10610701,28484,BM9Q1U7,4.77,4.75,21.384,22.45
10610701,28486,BM9Q3B2,4.97,4.9,2.872,3.02
10610701,28489,BM9X3B5,4.79,4.75,8.544,8.97
10610701,28490,BM9Q6Y8,5.19,4.89,1.284,1.35
10610701,28491,BM9T1N5,4.77,4.76,59.484,62.46
10610701,28494,BM9Q6L9,4.77,4.76,43.964,46.16
10610701,28495,BM9Y9Z3,4.76,4.77,27.188,28.55
10610701,28499,BM9O5G5,4.77,4.78,23.168,24.33
10610701,28502,BM9Z9K4,4.8,4.78,9.712,10.2
10610701,28503,BM9F0S7,4.76,4.73,8.212,8.62
10610701,28504,BM9C0J2,4.72,4.75,10.496,11.02
10610701,28505,BM9S5M4,5.15,4.95,1.844,1.94
11210114,28946,BM9W9E4,15.0,15.01,32.0,37.65
10211786,29042,BM9U2A3,14.5,14.52,12.3,14.39
10211786,29043,BM00008,100.0,0.0,3000.0,3000.0
10211795,29229,BM9H8H1,10.0,9.98,8.84,9.82
10211833,29575,BM9P8E2,99.0,-10000000,0.0,0.0
10610744,29600,BM9G3O2,100.0,4.77,269.72,283.22
11410092,29922,BM9A3Q7,100.0,7.75,345.0,374.0
10610757,29933,BM9U7T3,4.71,4.74,16.776,17.61
10610757,29934,BM9Q3B2,4.69,4.63,2.7085,2.84
10610757,29935,BM9Z9K4,4.8,4.76,9.164,9.6222
10610759,29938,BM9W4C7,4.77,4.76,82.664,86.7972
10610759,29939,BM9R9R3,5.0,4.75,1.524,1.6
10610759,29940,BM9Q3D0,4.77,4.76,115.584,121.3632
10211924,30346,BM9U2A3,14.5,14.52,12.3,14.39
10211924,30349,BM9Y5U6,14.5,14.52,19.67,23.01
2000039,30645,BM9D3V6,24.4,28.89,1.6,2.25
2000169,30676,BM9G5K1,11.93,16.41,9.32,11.15
2001798,30744,BM0O4E3,1.17,5.64,4.85,5.14
2001798,30746,BM0O4F0,0.99,4.95,0.96,1.01
2001798,30747,BM0O4F1,1.13,5.66,2.5,2.65
2001798,30748,BM0O4F2,1.26,5.66,4.5,4.77
2001798,30749,BM0O4F3,-9.76,-5.32,9.5,9.02
2001798,30759,BM0O4J6,1.33,5.76,8.5,9.02
2001798,30761,BM0O4J8,-11.83,-7.28,16.5,15.38
2001798,30764,BM0O4K2,1.11,5.7,4.8,5.09
2001798,30769,BM0O4M7,-14.97,-10.54,5.98,5.41
2001798,30770,BM0O4N2,1.29,5.73,5.1,5.41
2001798,30771,BM0O4N3,1.3,5.77,8.0,8.49
2001798,30774,BM0O4O8,1.45,5.8,6.5,6.9
2001798,30777,BM0O4Q3,1.17,5.72,14.5,15.38
2001798,30778,BM0O4Q4,1.45,5.77,8.0,8.49
2001798,30780,BM0O4Q7,1.08,5.66,3.5,3.71
2001798,30782,BM0O4R3,-27.05,-22.95,15.0,12.2
2001798,30786,BM0O4T3,1.3,5.79,14.49,15.38
2001798,30788,BM0O4T7,1.17,5.78,7.5,7.96
2001798,30789,BM0O4T9,1.28,5.78,15.49,16.44
2000501,30853,BM0O8L0,-402.01,-397.66,304.6667,61.22
2000501,30855,BM9G5P3,28.55,33.02,4.34,6.48
2000501,30856,BM9G5P4,28.55,33.02,4.34,6.48
2000501,30857,BM9G5P5,26.93,31.49,4.96,7.24
2000501,30858,BM9G5P6,-20.34,-15.81,11.5,9.93
2000501,30859,BM9G5P7,6.74,11.21,14.5,16.33
2000501,30875,BM9G5S1,7.15,11.63,9.27,10.49
2000501,30877,BM9G5S3,10.56,15.04,5.31,6.25
2000245,30891,BM9G4Y1,15.54,20.03,4.75,5.94
2000245,30892,BM9G4Y2,15.69,20.21,1.5,1.88
2000245,30893,BM9G4Y3,15.69,20.21,1.5,1.88
2000126,31225,BM9F5W8,8.0,12.5,1.4,1.6
2002215,31251,BM9G3J8,3.76,3.75,281.44,292.42
2000282,31264,BM9G5H1,7.75,12.02,9.0,10.23
2000515,31299,BM9G9X5,10.59,15.02,3.45,4.06
2000303,31317,BM9D3V6,27.77,28.89,1.6,2.25
2000325,31333,BM9G6N9,17.13,21.63,5.0,6.38
2000420,31478,BM9D3V6,24.39,28.89,1.6,2.25
2000439,31483,BM9G7Y8,25.51,29.96,1.73,2.47
2000439,31484,BM9G7Y9,25.62,30.04,1.98,2.83
2000439,31485,BM9G7Z1,25.4,29.9,2.18,3.11
2000439,31488,BM9G7Z4,25.43,29.9,2.04,2.91
2000439,31489,BM9G7Z5,25.54,30.03,2.26,3.23
2000439,31491,BM9G7Z7,25.51,29.95,2.76,3.94
2000439,31495,BM9G8A2,25.51,30.0,2.73,3.9
2000439,31496,BM9G8A3,25.63,30.07,3.07,4.39
2000439,31497,BM9G8A4,25.46,29.98,3.41,4.87
2000439,31498,BM9G8A5,25.5,29.98,3.83,5.47
2000439,31499,BM9G8A6,25.56,30.03,4.38,6.26
2000439,31501,BM9G8A8,25.55,30.03,7.27,10.39
2000439,31502,BM9G8A9,25.5,29.96,3.53,5.04
2000439,31504,BM9G8B2,25.51,29.98,4.46,6.37
2000439,31505,BM9G8B3,25.56,30.03,5.01,7.16
2000439,31506,BM9G8B4,25.5,30.0,5.6,8.0
2000439,31508,BM9G8B6,25.47,29.97,7.85,11.21
2000439,31509,BM9G8B7,25.32,29.79,0.66,0.94
2000439,31510,BM9G8B8,25.35,29.92,0.89,1.27
2000439,31513,BM9G8C2,26.09,30.43,0.32,0.46
2000439,31514,BM9G8C3,25.0,29.63,0.38,0.54
2000439,31515,BM9G8C4,25.44,29.82,0.4,0.57
2000439,31516,BM9G8C5,25.58,30.23,0.6,0.86
2000439,31517,BM9G8C6,25.56,30.0,0.63,0.9
2000439,31518,BM9G8C7,25.44,29.82,0.8,1.14
2000439,31519,BM9G8C8,25.44,29.82,0.8,1.14
2000439,31520,BM9G8C9,25.44,29.82,1.2,1.71
2000428,31556,BM9H2Y7,-12.5,-8.33,6.5,6.0
2000462,31594,BM0O7L4,13.69,19.64,1.125,1.4
2000470,31630,BM9G8G5,12.48,13.33,6.9337,8.0
210200086,31631,BM9G8G5,12.48,13.33,6.9337,8.0
2003622,31632,BM9G8G5,12.48,13.33,6.9337,8.0
99999038,31633,BM9G8G5,12.48,13.33,6.9337,8.0
2000463,31642,BM9H3M2,53.48,57.97,0.58,1.38
2000569,31707,BM9F5N7,2.88,7.37,4.9,5.29
2000657,31784,BM9H8M4,10.33,14.67,5.12,6.0
2000657,31786,BM9H8M6,10.33,15.01,8.72,10.26
2000657,31787,BM9H8M7,10.0,15.0,0.34,0.4
2000657,31788,BM9H8M8,10.2,14.29,0.42,0.49
2000657,31789,BM9H8M9,7.89,13.16,0.66,0.76
2000657,31790,BM9H8N1,11.56,14.97,1.25,1.47
2000657,31791,BM9H8N2,8.7,13.04,1.0,1.15
2000657,31792,BM9H8N3,9.8,13.73,0.88,1.02
2000657,31793,BM9H8N4,16.16,20.71,3.14,3.96
2000657,31794,BM9H8N5,10.38,15.09,1.8,2.12
2000657,31795,BM9H8N6,10.23,14.77,1.5,1.76
2000657,31796,BM9H8N7,11.11,15.56,0.38,0.45
2000657,31798,BM9H8N9,10.57,14.91,3.14,3.69
2000653,31943,BM0O4O2,22.33,26.67,2.2,3.0
2000653,31947,BM9E9A7,9.8,14.29,2.1,2.45
2000706,32080,BM9F4X4,21.91,22.97,5.5,7.14
2000706,32086,BM9G9X5,-9.2,-4.76,4.2533,4.06
2000713,32100,BM9C9Q2,63.55,68.05,1.0,3.13
2000719,32101,BM9F5U2,-38.3,-35.4,14.0,10.34
2000976,32246,BM9J1G1,25.37,29.87,2.16,3.08
2001019,32273,BM9J3U7,35.6,40.0,3.0,5.0
2001077,32366,BM9E9A7,6.25,10.71,2.5,2.8
2001053,32369,BM9J5R3,34.36,38.85,3.18,5.2
2001133,32373,BM9J6W7,5.5,10.0,9.0,10.0
2001133,32374,BM9J6W8,-0.24,4.29,0.67,0.7
2001133,32375,BM9J6W9,-2.89,1.58,1.87,1.9
2001336,32427,BM9F4E9,65.87,70.37,1.6,5.4
2001336,32429,BM9F4F2,10.75,15.25,1.0,1.18
2001336,32430,BM9F4F3,10.4,14.89,1.2,1.41
2001336,32431,BM9F4F4,10.46,14.96,2.9507,3.47
2001336,32432,BM9F4F5,33.65,38.14,1.2,1.94
2001336,32433,BM9F4F6,10.4,14.89,0.8,0.94
2001336,32434,BM9F4F7,10.41,14.89,0.8,0.94
2001320,32437,BM9F4X4,0.98,5.46,6.75,7.14
2001350,32446,BM9G5K1,11.91,16.41,9.32,11.15
2001707,32580,BM9F4X4,0.98,5.46,6.75,7.14
2001731,32598,BM9D3V6,24.39,28.89,1.6,2.25
2001795,32709,BM9J5N3,15.95,20.45,0.35,0.44
2002630,32901,BM9F9E3,-4.29,0.0,0.14,0.14
2002009,32962,BM9J9E2,12.18,16.67,0.95,1.14
2002091,33083,BM9D3V6,24.39,28.89,1.6,2.25
99999013,33227,BM9G8N6,14.1,15.0,34.0,40.0
2002161,33233,BM9G8G5,1.93,4.76,7.0,7.35
2002571,33281,BM9J8H5,2.53,2.52,305.17,313.06
2002663,33291,BM9G8N6,14.1,15.0,34.0,40.0
2002459,33311,BM9A9U4,26.43,30.97,7.0,10.14
2002538,33371,BM9L2Y7,17.38,21.88,2.5,3.2
2002601,33396,BM9C9Q2,71.53,76.04,0.75,3.13
2002801,33538,BM3X4Y9,6.64,10.01,8.0,8.89
2002770,33542,BM9G8G5,1.93,4.76,7.0,7.35
2002846,33775,BM0K9W7,5.53,10.0,9.0,10.0
2002846,33776,BM0Z0R1,20.5,25.0,1.2,1.6
2002846,33777,BM1B2N9,-0.29,4.21,1.82,1.9
2003426,33805,BM4H8M5,44.95,45.0,44.0,80.0
99999057,33806,BM4H8M5,44.95,45.0,44.0,80.0
210200100,33975,BM0C8Z8,-960.33,-955.85,707.0,66.96
2003226,34118,BM9M1D8,-37.78,-33.33,20.0,15.0
2003714,34206,BM9G5K1,9.81,14.31,11.44,13.35
2003326,34207,BM9G5K1,9.81,14.31,11.44,13.35
2003216,34208,BM9D3V6,24.39,28.89,1.6,2.25
2003333,34210,BM9G8G5,1.93,4.76,7.0,7.35
2003287,34250,BM9E9A7,17.96,22.45,1.9,2.45
2003308,34295,BM9M5E1,16.64,20.97,5.84,7.39
2003308,34302,BM9M5F3,16.3,20.73,12.16,15.34
2003388,34392,BM9M5Y3,10.6,15.0,8.5,10.0
2003388,34394,BM9M5Y5,10.5,15.0,6.8,8.0
2003411,34418,BM9M5E7,16.32,20.81,13.0499,16.48
2003411,34419,BM9M5E9,16.32,20.81,13.0504,16.48
2003484,34441,BM9D3V6,24.4,28.89,1.6,2.25
2003564,34559,BM9M8J9,-200.79,-195.86,10.0,3.38
99999043,34581,BM9E9F8,9.38,9.39,193.0,213.0
10211658,34774,BM9P9Y2,58.33,62.5,0.9,2.4
10210875,34775,BM9P9Y2,58.33,62.5,0.9,2.4
10211178,34830,BM9Q2P5,9.49,9.5,133.33,147.32
10610650,35068,BM3X4Z2,10.6,10.59,40.0,44.74
10610650,35069,BM9K9A5,10.6,10.61,8.0,8.95
10211968,35213,BM9V7R0,10.0,9.95,7.15,7.94
10211968,35215,BM9Y9Y3,10.0,10.01,24.9,27.67
10610791,35284,BM9W0B1,100.0,13.11,281359.26,323809.0
10610796,35427,BM9U0A1,4.93,4.76,2.264,2.3772
10212000,35524,BM0A4K1,100.0,14.48,189.0,221.0
10212015,35718,BM9Q6E9,6.0,6.01,18.0,19.15
10212058,36003,BM9O6B3,10.1,10.12,21.4375,23.85
10212075,36209,BM9J7F1,10.0,10.07,2.5,2.78
10212075,36214,BM9J4I3,10.0,10.07,2.5,2.78
10610825,36396,BM9U6L3,9.53,9.52,20.261,22.394
10610828,36409,BM0Z5L0,9.5,9.57,1.219,1.348
10212104,36461,BM9B5I9,-2019900.0,-2029900.0,203.0,0.01
10910300,36539,BM9Y0F5,10.62,10.63,143.0,160.0
10212111,36544,BM9D3V6,28.8,28.89,1.6,2.25
10910302,36563,BM9R2Y9,5.0,5.01,29.0,30.53
10212176,36851,BM9O9C7,8.0,7.99,78.83,85.68
10212177,36854,BM9M8U2,5.0,4.99,55.0,57.89
10212195,36925,BM9P3V7,5.0,5.01,44.0,46.32
10212195,36929,BM9P2N3,5.0,5.06,0.75,0.79
10212195,36930,BM9P2P5,5.0,6.25,0.3,0.32
10610863,36976,BM9G8R3,4.71,4.76,7.476,7.85
10610867,37017,BM9D5O7,4.74,4.76,10.828,11.369
100001394,37110,BM0C9I8,14.0,14.08,177.0,206.01
200149,37168,BM3C6Q8,-7.0,-0.39,5.12,5.1
200149,37170,BM3C6Q9,-7.0,-0.39,5.12,5.1
201531,37219,BM0L6N9,1.0,1.37,0.72,0.73
201531,37221,BM0L7Q3,-43.0,-43.42,1.09,0.76
201531,37222,BM0L7Q5,-31.0,-31.33,1.09,0.83
201531,37223,BM0L7Q6,-26.0,-25.88,1.07,0.85
201531,37225,BM0M6T2,29.0,29.33,0.53,0.75
201531,37226,BM0M6T3,29.0,29.33,0.53,0.75
2001129,37257,BM99999,11.0,11.03,95.0,106.78
2001130,37259,BM99999,11.0,11.03,95.0,106.78
2001131,37261,BM99999,11.0,11.03,95.0,106.78
2001132,37263,BM99999,11.0,11.03,95.0,106.78
2001134,37265,BM99999,11.0,11.03,95.0,106.78
2001135,37267,BM99999,11.0,11.03,95.0,106.78
2001136,37269,BM99999,11.0,11.03,95.0,106.78
2001146,37271,BM99999,11.0,11.03,95.0,106.78
2001147,37273,BM99999,11.0,11.03,95.0,106.78
2001148,37275,BM99999,11.0,11.03,95.0,106.78
2001150,37277,BM99999,11.0,11.03,95.0,106.78
2001153,37279,BM99999,11.0,11.03,95.0,106.78
2001154,37281,BM99999,11.0,11.03,95.0,106.78
2001155,37283,BM99999,11.0,11.03,95.0,106.78
2001156,37285,BM99999,11.0,11.03,95.0,106.78
2001158,37287,BM99999,11.0,11.03,95.0,106.78
2001159,37289,BM99999,11.0,11.03,95.0,106.78
2001161,37291,BM99999,11.0,11.03,95.0,106.78
2001163,37292,BM0Q8X8,26.0,25.98,170.0,229.66
2001163,37293,BM99999,11.0,11.03,95.0,106.78
2001164,37295,BM99999,11.0,11.03,95.0,106.78
2001165,37297,BM99999,11.0,11.03,95.0,106.78
2001166,37299,BM99999,11.0,10.83,133.0,149.15
2001167,37301,BM99999,11.0,11.03,95.0,106.78
2001169,37303,BM99999,11.0,11.03,95.0,106.78
2001171,37305,BM99999,11.0,11.03,95.0,106.78
2001172,37307,BM99999,11.0,11.03,95.0,106.78
2001173,37308,BM0C7B2,-8.0,-7.73,168.0,155.94
2001173,37309,BM99999,11.0,11.03,95.0,106.78
2001174,37312,BM99999,11.0,11.03,95.0,106.78
2001175,37314,BM99999,11.0,11.03,95.0,106.78
2001176,37315,BM0Q8X8,26.0,25.98,170.0,229.66
2001176,37316,BM99999,11.0,10.83,133.0,149.15
2001177,37318,BM99999,11.0,10.83,133.0,149.15
2001178,37319,BM0Q8X8,26.0,25.98,170.0,229.66
2001178,37320,BM99999,11.0,11.03,95.0,106.78
2001179,37321,BM0C7V1,-3.0,-3.02,172.0,166.95
2001179,37322,BM99999,11.0,10.83,133.0,149.15
2001180,37324,BM99999,11.0,11.03,95.0,106.78
2001181,37326,BM99999,11.0,11.03,95.0,106.78
2001182,37327,BM0Q8X8,26.0,25.98,170.0,229.66
2001182,37328,BM99999,11.0,11.03,95.0,106.78
2001183,37330,BM99999,11.0,11.03,95.0,106.78
2001184,37331,BM0Q8Y3,7.0,6.85,135.0,144.92
2001184,37332,BM99999,11.0,11.03,95.0,106.78
2001185,37334,BM99999,11.0,11.03,95.0,106.78
2001186,37336,BM99999,11.0,11.03,95.0,106.78
2001187,37338,BM99999,11.0,11.03,95.0,106.78
2001190,37340,BM99999,11.0,11.03,95.0,106.78
2001188,37342,BM99999,11.0,10.83,133.0,149.15
2001191,37344,BM99999,11.0,11.03,95.0,106.78
2001194,37346,BM99999,11.0,11.03,95.0,106.78
2001195,37348,BM99999,11.0,11.03,95.0,106.78
2001196,37350,BM99999,11.0,11.03,95.0,106.78
2001197,37352,BM99999,11.0,11.03,95.0,106.78
2001198,37354,BM99999,11.0,10.83,133.0,149.15
2001199,37356,BM99999,11.0,11.03,95.0,106.78
2001200,37358,BM99999,11.0,11.03,95.0,106.78
2001201,37359,BM0Q8X8,26.0,25.98,170.0,229.66
2001201,37360,BM99999,11.0,11.03,95.0,106.78
2001202,37362,BM99999,11.0,11.03,95.0,106.78
2001203,37364,BM99999,11.0,11.03,95.0,106.78
2001204,37366,BM99999,11.0,11.03,95.0,106.78
2001205,37368,BM99999,11.0,10.83,133.0,149.15
2001209,37370,BM99999,11.0,11.03,95.0,106.78
2001211,37374,BM99999,11.0,11.03,95.0,106.78
2001212,37375,BM99999,11.0,11.03,95.0,106.78
2001212,37376,BM9J5K5,35.0,34.96,113.0,173.73
2001214,37378,BM99999,11.0,10.83,133.0,149.15
2001215,37380,BM99999,11.0,11.03,95.0,106.78
2001216,37381,BM0Q8X8,-46.0,-46.43,170.0,116.1
2001216,37382,BM99999,11.0,11.03,95.0,106.78
2001217,37384,BM99999,11.0,11.03,95.0,106.78
2001218,37385,BM0Q8X8,-46.0,-46.43,170.0,116.1
2001218,37386,BM99999,11.0,10.83,133.0,149.15
2001219,37388,BM99999,11.0,11.03,95.0,106.78
2001221,37389,BM0Q8X8,-46.0,-46.43,170.0,116.1
2001221,37390,BM99999,11.0,10.83,133.0,149.15
2001222,37392,BM99999,11.0,10.83,133.0,149.15
2001226,37396,BM99999,11.0,10.83,133.0,149.15
2001239,37398,BM99999,11.0,11.03,95.0,106.78
2001228,37400,BM99999,11.0,11.03,95.0,106.78
2001229,37402,BM99999,11.0,11.03,95.0,106.78
2001230,37403,BM0C9A8,6.0,5.6,144.0,152.54
2001230,37404,BM99999,11.0,11.03,95.0,106.78
2001231,37406,BM99999,11.0,11.03,95.0,106.78
2001233,37408,BM99999,11.0,11.03,95.0,106.78
2001234,37410,BM99999,11.0,11.03,95.0,106.78
2001235,37412,BM99999,11.0,11.03,95.0,106.78
2001236,37414,BM99999,11.0,11.03,95.0,106.78
2001238,37416,BM99999,11.0,11.03,95.0,106.78
2001246,37418,BM99999,11.0,11.03,95.0,106.78
2001247,37420,BM99999,11.0,11.03,95.0,106.78
2001249,37422,BM99999,11.0,11.03,95.0,106.78
2001260,37424,BM99999,11.0,11.03,95.0,106.78
2001254,37425,BM0C7B2,-8.0,-7.74,168.0,155.93
2001254,37426,BM99999,11.0,11.03,95.0,106.78
2001255,37427,BM0O6H8,3.0,3.11,569.0,587.28
2001255,37428,BM99999,11.0,11.03,95.0,106.78
2001256,37429,BM0C7V1,-3.0,-3.02,172.0,166.95
2001256,37430,BM99999,11.0,11.03,95.0,106.78
2001257,37432,BM99999,11.0,11.03,95.0,106.78
2001258,37433,BM0Q8X8,26.0,25.98,170.0,229.66
2001258,37434,BM99999,11.0,11.03,95.0,106.78
2001268,37437,BM99999,11.0,11.03,95.0,106.78
2001269,37438,BM0C7V1,-3.0,-3.02,172.0,166.96
2001269,37439,BM99999,11.0,11.03,95.0,106.78
2001270,37441,BM99999,10.0,10.31,38.0,42.37
2001271,37443,BM99999,11.0,11.03,95.0,106.78
2001272,37445,BM99999,11.0,11.03,95.0,106.78
2001273,37447,BM99999,11.0,11.03,95.0,106.78
2001275,37450,BM99999,11.0,11.03,95.0,106.78
2001276,37452,BM99999,11.0,11.03,95.0,106.78
2001277,37453,BM0C7V1,-3.0,-3.02,172.0,166.95
2001277,37454,BM99999,11.0,11.03,95.0,106.78
2001278,37456,BM99999,11.0,11.03,95.0,106.78
2001280,37457,BM0Q8X8,-48.0,-47.51,170.0,115.25
2001280,37458,BM99999,11.0,11.03,95.0,106.78
2001281,37459,BM0C7V1,-3.0,-3.02,172.0,166.96
2001281,37460,BM99999,11.0,11.03,95.0,106.78
2001282,37462,BM99999,11.0,11.03,95.0,106.78
2001283,37464,BM99999,11.0,11.03,95.0,106.78
2001284,37466,BM99999,11.0,11.03,95.0,106.78
2001285,37467,BM0O6H8,3.0,3.11,569.0,587.29
2001285,37468,BM99999,11.0,11.03,95.0,106.78
2001286,37470,BM99999,11.0,11.03,95.0,106.78
2001287,37472,BM99999,11.0,11.03,95.0,106.78
2001288,37473,BM0C7B2,36.0,36.05,168.0,262.71
2001288,37474,BM99999,12.0,11.5,60.0,67.8
2001295,37476,BM99999,11.0,11.03,95.0,106.78
2001296,37478,BM99999,11.0,11.03,95.0,106.78
2001297,37480,BM99999,11.0,11.03,95.0,106.78
2001298,37481,BM0O6H8,3.0,3.11,569.0,587.29
2001298,37482,BM99999,11.0,11.03,95.0,106.78
2001299,37484,BM99999,11.0,11.03,95.0,106.78
2001300,37486,BM99999,11.0,11.03,95.0,106.78
2001301,37488,BM99999,11.0,11.03,95.0,106.78
2001302,37490,BM99999,11.0,11.03,95.0,106.78
2001303,37492,BM99999,11.0,11.03,95.0,106.78
2001326,37494,BM99999,11.0,11.03,95.0,106.78
2001327,37495,BM0Q8Y3,7.0,6.85,135.0,144.92
2001327,37496,BM99999,11.0,11.03,95.0,106.78
2001329,37498,BM99999,11.0,11.03,95.0,106.78
2001335,37500,BM99999,11.0,11.03,95.0,106.78
2001339,37502,BM99999,11.0,11.03,95.0,106.78
2001340,37504,BM99999,11.0,11.03,95.0,106.78
2001341,37505,BM0Q8X8,-49.0,-48.6,170.0,114.4
2001341,37506,BM99999,11.0,11.03,95.0,106.78
2001343,37508,BM99999,11.0,11.03,95.0,106.78
2001346,37510,BM99999,11.0,10.83,133.0,149.15
2001351,37512,BM99999,11.0,10.83,133.0,149.15
2001353,37514,BM99999,11.0,10.83,133.0,149.15
2001355,37516,BM99999,11.0,10.82,96.0,107.65
2001356,37517,BM99999,11.0,11.03,95.0,106.78
2001357,37520,BM99999,11.0,10.83,133.0,149.15
2001359,37522,BM99999,11.0,11.03,95.0,106.78
2001360,37524,BM99999,11.0,10.83,133.0,149.15
2001364,37525,BM0Q8Y3,7.0,6.85,135.0,144.92
2001364,37526,BM99999,11.0,11.03,95.0,106.78
2001365,37527,BM0C7V1,-3.0,-3.02,172.0,166.95
2001365,37528,BM99999,11.0,11.03,95.0,106.78
2001366,37530,BM99999,11.0,11.03,95.0,106.78
2001367,37532,BM99999,11.0,11.03,95.0,106.78
2001368,37533,BM0Q8X8,-51.0,-50.83,170.0,112.71
2001368,37534,BM99999,11.0,11.03,95.0,106.78
2001370,37535,BM99999,11.0,11.03,95.0,106.78
2001394,37539,BM0Q8X7,45.0,44.98,115.0,209.0
2001396,37541,BM0O6H8,18.0,18.02,569.0,694.07
2001399,37544,BM0O6H8,18.0,18.02,569.0,694.07
2001400,37545,BM0C7B2,36.0,36.05,168.0,262.71
2001401,37546,BM99999,11.0,11.03,95.0,106.78
2001401,37547,BM9J5K5,35.0,34.96,113.0,173.74
2001404,37550,BM0O6H8,18.0,18.02,569.0,694.07
2001405,37552,BM99999,10.0,10.34,38.0,42.38
2001406,37554,BM99999,11.0,11.03,95.0,106.78
2001407,37556,BM99999,11.0,11.03,95.0,106.78
2001409,37559,BM0O6H8,18.0,18.02,569.0,694.07
2001414,37565,BM99999,10.0,10.34,38.0,42.38
2001415,37567,BM99999,12.0,11.5,60.0,67.8
2001417,37569,BM0O6H8,18.0,18.02,569.0,694.06
2001418,37570,BM0O6H8,18.0,18.02,569.0,694.07
2001422,37573,BM0Q8X8,45.0,44.98,170.0,309.0
2001428,37580,BM99999,11.0,11.03,95.0,106.78
2001432,37584,BM0C7B2,36.0,36.05,168.0,262.72
2001435,37587,BM0C7B2,36.0,36.05,168.0,262.71
2001436,37589,BM99999,10.0,10.31,38.0,42.37
2001437,37590,BM99999,11.0,11.03,95.0,106.78
2001439,37594,BM99999,10.0,10.29,38.0,42.36
2001440,37595,BM99999,11.0,11.03,95.0,106.78
2001445,37602,BM0O6H8,18.0,18.02,569.0,694.07
2001446,37603,BM0C8Y9,10.0,9.89,126.0,139.83
2001446,37604,BM99999,11.0,11.03,95.0,106.78
2001448,37606,BM0C7B2,36.0,36.05,168.0,262.71
2001451,37609,BM0Q8X7,46.0,45.94,115.0,212.71
2001452,37610,BM0O6H8,18.0,18.02,569.0,694.07
2001455,37613,BM99999,11.0,11.03,95.0,106.78
2001457,37616,BM99999,10.0,10.31,38.0,42.37
2001460,37620,BM99999,11.0,11.03,95.0,106.78
2001461,37622,BM99999,11.0,11.03,95.0,106.78
2001462,37623,BM0C8Y9,10.0,9.89,126.0,139.83
2001462,37624,BM99999,11.0,11.03,95.0,106.78
2001463,37626,BM99999,11.0,11.03,95.0,106.78
2001464,37627,BM0C7B2,36.0,36.05,168.0,262.71
2001464,37628,BM99999,10.0,10.31,38.0,42.37
2001465,37630,BM99999,11.0,11.03,95.0,106.78
2001514,37633,BM99999,11.0,11.03,95.0,106.78
2001572,37634,BM1G0A6,-31.0,-31.1,1081.0,824.58
2001572,37635,BM99999,11.0,11.03,95.0,106.78
2000845,37663,BM99999,11.0,11.03,95.0,106.78
2000850,37664,BM0Q8X8,-35.0,-34.62,170.0,126.28
2000850,37665,BM99999,11.0,11.03,95.0,106.78
2000853,37667,BM99999,11.0,11.03,95.0,106.78
2000858,37668,BM0C7I3,7.0,7.28,220.0,237.28
2000858,37669,BM99999,11.0,11.03,95.0,106.78
2000878,37670,BM0C7I3,7.0,7.28,220.0,237.28
2000878,37671,BM99999,11.0,11.03,95.0,106.78
2000880,37673,BM99999,11.0,11.03,95.0,106.78
2000881,37674,BM0C7V0,2.0,1.67,165.0,167.8
2000881,37675,BM99999,11.0,11.03,95.0,106.78
2000883,37676,BM0C7B2,-15.0,-15.26,168.0,145.76
2000883,37677,BM99999,11.0,11.03,95.0,106.78
2000886,37679,BM99999,11.0,11.03,95.0,106.78
2000888,37681,BM99999,11.0,11.03,95.0,106.78
2000905,37683,BM99999,11.0,11.03,95.0,106.78
2000918,37685,BM99999,11.0,11.03,95.0,106.78
2000996,37687,BM99999,11.0,11.03,95.0,106.78
2000998,37689,BM99999,11.0,11.03,95.0,106.78
2000622,37691,BM99999,11.0,11.03,95.0,106.78
2001000,37692,BM0C7V0,-7.0,-6.98,165.0,154.24
2001000,37693,BM99999,11.0,11.03,95.0,106.78
2001002,37695,BM99999,11.0,11.03,95.0,106.78
2001489,37706,BM99999,10.0,10.31,38.0,42.37
2000899,37708,BM99999,11.0,11.03,95.0,106.78
2000909,37710,BM99999,11.0,11.03,95.0,106.78
2000912,37712,BM99999,11.0,11.03,95.0,106.78
2000914,37714,BM99999,11.0,11.03,95.0,106.78
2000710,37722,BM0Q8X8,-35.0,-34.63,170.0,126.27
2000710,37723,BM99999,11.0,11.03,95.0,106.78
2000711,37724,BM0C7V1,-4.0,-4.08,172.0,165.25
2000711,37725,BM99999,11.0,11.03,95.0,106.78
2000717,37727,BM99999,11.0,11.03,95.0,106.78
2000730,37729,BM99999,11.0,11.03,95.0,106.78
2000735,37731,BM99999,11.0,11.03,95.0,106.78
2000736,37732,BM0C7U5,16.0,15.84,194.0,230.51
2000736,37734,BM99999,11.0,11.03,95.0,106.78
2000740,37736,BM99999,11.0,11.03,95.0,106.78
2000741,37738,BM99999,11.0,11.03,95.0,106.78
2000744,37740,BM99999,11.0,11.03,95.0,106.78
2000742,37742,BM99999,11.0,11.03,95.0,106.78
2000743,37744,BM99999,11.0,11.03,95.0,106.78
2000745,37746,BM99999,11.0,11.03,95.0,106.78
