LookUp,quote number,order number,inquiry number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total,%,minus,divide,selling price is not consistent with margin,ORDER NUMBER is a NUMBER
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,22,706.19,602,,,,18.00%,139,833.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,22,706.19,602,,,,18.00%,139,833.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,22,706.19,602,,,,18.00%,139,833.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,22,706.19,602,,,,18.00%,139,833.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,22,706.19,602,,,,18.00%,139,833.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,22,706.19,602,,,,18.00%,139,833.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,20,709.24,602,,,,18.00%,136,836.9,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,20,709.24,602,,,,18.00%,136,836.9,,,,FALSE,FALSE
,,100000991-2,2018,BM1A8J4,Indo Engineering Corporation,5,06-Oct-15,28,932,620,,,,5.00%,233,4893,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-11,498.56,623,,,,18.00%,101,588.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-9,506.19,623,,,,18.00%,103,597.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-9,506.19,623,,,,18.00%,103,597.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-6,523.98,623,,,,18.00%,106,618.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-6,523.98,623,,,,18.00%,106,618.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-6,523.98,623,,,,18.00%,106,618.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,0,557.03,623,,,,18.00%,112,657.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,570.59,623,,,,18.00%,114,673.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,570.59,623,,,,18.00%,114,673.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,570.59,623,,,,18.00%,114,673.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,570.59,623,,,,18.00%,114,673.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,570.59,623,,,,18.00%,114,673.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,570.59,623,,,,18.00%,114,673.3,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8D0,Devang Electrotech,100,08-Sep-15,-18,508.25,625,,,,2.00%,1134,51841.5,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,609.92,632,,,,18.00%,116,719.71,,,,FALSE,FALSE
,,100000774-2,4009,BM1A9C3,C.Parekh and Co.,1,31-Mar-16,-21,524,633,,,,13.00%,68,592.12,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,670.34,637,,,,18.00%,121,791,,,,FALSE,FALSE
,,200643-1,6103,BM9C1A6,International Tools Syndicate,1,11-Nov-16,31,1037.69,644,,,,14.00%,145,1182.97,,,,FALSE,FALSE
,,201729-2,8541,BM9E3S4,Kiran Diamond Tools,2,09-May-17,36,1013,644.5,,,,14.00%,284,2309.64,,,,FALSE,FALSE
,,200338-1,5970,BM1G1I4,Al Technologies,76,19-Sep-16,5,678.77,646.45,,,,6.00%,3095,54681.71,,,,FALSE,FALSE
,,100000685-1,3613,BM1B1P5,Safelink Agencies LLP,50,21-Apr-16,1,710,649.8,,,,6.00%,2130,37630,,,,FALSE,FALSE
,,201148-1,6448,BM9C2M1,Shakti Inc,50,31-Jan-16,-3,676.29,650,,,,6.00%,2029,35843.37,,,,FALSE,FALSE
,,201148-1,6448,BM9C2M2,Shakti Inc,75,31-Jan-16,-3,676.29,650,,,,6.00%,3043,53765.06,,,,FALSE,FALSE
,,201148-1,6448,BM9C2M3,Shakti Inc,75,31-Jan-16,-3,676.29,650,,,,6.00%,3043,53765.06,,,,FALSE,FALSE
,,201148-1,6448,BM9C2M4,Shakti Inc,75,31-Jan-16,-3,676.29,650,,,,6.00%,3043,53765.06,,,,FALSE,FALSE
,,201275-1,7821,BM9D5Z7,Shree Mahavir Stationery Mart,2,25-Feb-17,13,813,650,,,,5.00%,81,1707.3,,,,FALSE,FALSE
,,100000530-1,66,BM1A7A5,W. W. Grainger Inc.,2,27-Feb-15,31,1020,650,,,,13.00%,265,2305.2,,,,FALSE,FALSE
,,201729-2,8541,BM0C9A0,Stanley Black and Decker India Pvt. Ltd.,1,09-May-17,29,930.78,661,,,,14.00%,130,1061.09,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A1,Just Mobile Ltd.,20,31-Jul-16,17,1117.16,666.65,,,,6.00%,1341,23683.79,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A2,Just Mobile Ltd.,20,31-Jul-16,17,1117.16,666.65,,,,6.00%,1341,23683.79,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A3,Just Mobile Ltd.,20,31-Jul-16,17,1117.16,666.65,,,,6.00%,1341,23683.79,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B3,Just Mobile Ltd.,20,31-Jul-16,17,1117.16,666.65,,,,6.00%,1341,23683.79,,,,FALSE,FALSE
,,201729-2,8541,BM0C8Z8,Stanley Black and Decker India Pvt. Ltd.,2,09-May-17,29,947.05,672,,,,14.00%,265,2159.27,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z9,Just Mobile Ltd- Taiwan,20,31-Jul-16,16,1117.16,676.6,,,,6.00%,1341,23683.79,,,,FALSE,FALSE
,,200307-1,6048,BM9B7R7,Shore Auto Rubber Exports Pvt. Ltd.,10,11-Sep-16,52,1660.36,677,,,,14.00%,2325,18928.1,,,,FALSE,FALSE
,,200609-1,6673,BM9C4K2,Cameron,9,01-Dec-16,24,1004,678.89,,,,2.00%,182,9216.72,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q7,Shree Hari Paints,20,13-Jun-17,1,715.79,680,,,,15.00%,2147,16463.17,,,,FALSE,FALSE
,,100000903-1,4216,BM1B1C2,Evergreen Sales,14,25-Apr-16,5,778,680,,,,15.00%,1634,12525.8,,,,FALSE,FALSE
,,200837-1,6405,BM9C3C8,Infibeam.Com,10,15-Jan-17,22,980,693,,,,14.00%,1372,11172,,,,FALSE,FALSE
,,200837-1,6405,BM9C3D4,Valisons and Co.,1,15-Jan-17,-39,535.82,707,,,,14.00%,75,610.83,,,,FALSE,FALSE
,,Order3,O-0003,BM0Q8U1,No Supplier Details,1,30-Apr-18,2,657.2,718,,,,18.00%,132,775.5,,,,FALSE,FALSE
,,200906-2,7037,BM9C8N4,E-Square Alliance Pvt. Ltd.,5,14-Dec-16,-23,625,725,,,,14.00%,438,3562.5,,,,FALSE,FALSE
,,Order4,O-0004,BM0Q8U1,No Supplier Details,1,30-Apr-18,2,616.53,727,,,,18.00%,133,727.51,,,,FALSE,FALSE
,,Order4,O-0004,BM0Q8U1,No Supplier Details,1,30-Apr-18,4,653.39,727,,,,18.00%,136,771,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-22,552.46,731,,,,18.00%,108,651.9,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-22,552.46,731,,,,18.00%,108,651.9,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-24,553.98,731,,,,18.00%,106,653.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-24,553.98,731,,,,18.00%,106,653.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-24,553.98,731,,,,18.00%,106,653.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,1,663.14,731,,,,18.00%,133,782.51,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,3,709.24,731,,,,18.00%,136,836.9,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,3,709.24,731,,,,18.00%,136,836.9,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,3,709.24,731,,,,18.00%,136,836.9,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,710.76,731,,,,18.00%,134,838.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,710.76,731,,,,18.00%,134,838.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,710.76,731,,,,18.00%,134,838.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,710.76,731,,,,18.00%,134,838.7,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,710.76,731,,,,18.00%,134,838.7,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B2,Just Mobile Ltd.,10,31-Jul-16,17,1228.88,733.3,,,,6.00%,737,13026.13,,,,FALSE,FALSE
,,201592-1,8757,BM9E5Q4,Krishnakant Dahyalal Thakkar and Sons,150,14-Apr-17,5,816,736.96,,,,15.00%,18360,140760,,,,FALSE,FALSE
,,201592-1,8757,BM9E5Q3,Krishnakant Dahyalal Thakkar and Sons,40,14-Apr-17,5,816,737,,,,15.00%,4896,37536,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B1,Just Mobile Ltd- Taiwan,10,31-Jul-16,16,1228.88,744.2,,,,6.00%,737,13026.13,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B3,Bagadia Industrial Fasteners,1,12-May-16,-95,400,750,,,,2.00%,8,408,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B6,Bagadia Industrial Fasteners,4,12-May-16,-57,500,750,,,,2.00%,40,2040,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1A7,Bagadia Industrial Fasteners,2,12-May-16,-7,750,750,,,,2.00%,30,1530,,,,FALSE,FALSE
,,100000912-1,4311,BM1B2Q7,Deluxe Electrical Corporation,5,20-May-16,33,1250,750,,,,13.00%,813,7062.5,,,,FALSE,FALSE
,,201790-1,9186,BM9F1J7,Mapple Panels Pvt. Ltd.,341,20-May-17,21,1018,753.87,,,,15.00%,52071,399208.7,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8M5,No Supplier Details,1,08-Sep-15,10,903,759,,,,2.00%,18,921.06,,,,FALSE,FALSE
,,200307-1,6048,BM9B7R5,Shore Auto Rubber Exports Pvt. Ltd.,10,11-Sep-16,33,1267.64,761,,,,14.00%,1775,14451.1,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A5,Just Mobile Ltd.,20,31-Jul-16,17,1284.73,766.65,,,,6.00%,1542,27236.28,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A6,Just Mobile Ltd.,20,31-Jul-16,17,1284.73,766.65,,,,6.00%,1542,27236.28,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A7,Just Mobile Ltd.,20,31-Jul-16,17,1284.73,766.65,,,,6.00%,1542,27236.28,,,,FALSE,FALSE
,,200643-1,6103,BM9C1A2,International Tools Syndicate,1,11-Nov-16,11,942.06,769,,,,14.00%,132,1073.95,,,,FALSE,FALSE
,,200643-1,6103,BM9C1A3,International Tools Syndicate,1,11-Nov-16,11,942.06,769,,,,14.00%,132,1073.95,,,,FALSE,FALSE
,,200643-1,6103,BM9C1A4,International Tools Syndicate,1,11-Nov-16,11,942.06,769,,,,14.00%,132,1073.95,,,,FALSE,FALSE
,,200643-1,6103,BM9C1A5,International Tools Syndicate,1,11-Nov-16,11,942.06,769,,,,14.00%,132,1073.95,,,,FALSE,FALSE
,,200771-1,6842,BM1B1L1,Aim Safety,15,01-Dec-16,0,830,770,,,,14.00%,1743,14193,,,,FALSE,FALSE
,,200771-1,6842,BM1B2C5,Aim Safety,20,01-Dec-16,0,830,770,,,,14.00%,2324,18924,,,,FALSE,FALSE
,,200771-1,6842,BM1B2C6,Aim Safety,15,01-Dec-16,0,830,770,,,,14.00%,1743,14193,,,,FALSE,FALSE
,,200771-1,6842,BM1B2C7,Aim Safety,10,01-Dec-16,0,830,770,,,,14.00%,1162,9462,,,,FALSE,FALSE
,,200947-1,7347,BM9C7W7,"SHREE DURGA PRINT SOLUTION
",20,26-Dec-16,14,854,775,,,,15.00%,2937,19642,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A4,Just Mobile Ltd- Taiwan,20,31-Jul-16,16,1284.73,778.05,,,,6.00%,1542,27236.28,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-2,649.58,789,,,,18.00%,139,766.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-5,653.39,789,,,,18.00%,136,771,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-1,654.66,789,,,,18.00%,140,772.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-1,654.66,789,,,,18.00%,140,772.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-1,654.66,789,,,,18.00%,140,772.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,5,701.27,789,,,,18.00%,149,827.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,5,701.27,789,,,,18.00%,149,827.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,705.08,789,,,,18.00%,145,831.99,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,12,768.22,789,,,,18.00%,161,906.5,,,,FALSE,FALSE
,,200906-2,7037,BM9C8N6,E-Square Alliance Pvt. Ltd.,5,14-Dec-16,-24,675,790,,,,14.00%,473,3847.5,,,,FALSE,FALSE
,,200906-2,7037,BM9C8N5,E-Square Alliance Pvt. Ltd.,5,14-Dec-16,-24,680,795,,,,14.00%,476,3876,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9N6,Al Technologies,500,04-Aug-17,5,837.89,796,,,,28.00%,117305,536249.6,,,,FALSE,FALSE
,,201638-1,8867,BM9E6L9,Remi Sales and Engineering Ltd.,1,08-May-17,5,838.95,797,,,,14.00%,117,956.4,,,,FALSE,FALSE
,,2000387-1,10486,BM9C4L6,Active Power,1,04-Aug-17,0,800,800,,,,28.00%,224,1024,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A8,Just Mobile Ltd.,20,31-Jul-16,17,1340.59,800,,,,6.00%,1609,28420.51,,,,FALSE,FALSE
,,200189-1,5064,BM9A5A9,Just Mobile Ltd.,20,31-Jul-16,17,1340.59,800,,,,6.00%,1609,28420.51,,,,FALSE,FALSE
,,200739-2,5678,BM0O6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-56,541.33,805,,,,15.00%,81,622.53,,,,FALSE,FALSE
,,200739-2,5678,BM0O6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-56,541.33,805,,,,15.00%,81,622.53,,,,FALSE,FALSE
,,200739-2,5678,BM0O6Q3,Stanley Black and Decker India Pvt. Ltd.,2,01-Dec-16,-52,541.33,805,,,,15.00%,162,1245.06,,,,FALSE,FALSE
,,200739-2,5678,BM0O6Q3,Stanley Black and Decker India Pvt. Ltd.,2,01-Dec-16,-52,541.33,805,,,,15.00%,162,1245.06,,,,FALSE,FALSE
,,200739-2,5678,BM0O6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-56,541.33,805,,,,15.00%,81,622.53,,,,FALSE,FALSE
,,200739-2,5678,BM0O6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-56,541.33,805,,,,15.00%,81,622.53,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,848.03,806,,,,18.00%,153,1000.68,,,,FALSE,FALSE
,,100001050-1,5127,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,-69,515,809,,,,6.00%,31,545.9,,,,FALSE,FALSE
,,100001047-1,5120,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,-69,515.03,809,,,,6.00%,31,545.93,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,853.38,811,,,,18.00%,154,1006.99,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z2,Just Mobile Ltd- Taiwan,10,31-Jul-16,16,1340.59,811.9,,,,6.00%,804,14210.25,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7V5,ITEC Measures Pvt Ltd,20,03-Sep-15,22,1102.7,812.5,,,,2.00%,450,22495.08,,,,FALSE,FALSE
,,100000685-1,3613,BM1B1P0,Safelink Agencies LLP,50,21-Apr-16,1,910,834.1,,,,6.00%,2730,48230,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P6,Shreenathji Welding And Safety Pvt. Ltd.,2,01-Dec-16,5,965.91,850,,,,15.00%,290,2221.59,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P6,Shreenathji Welding And Safety Pvt. Ltd.,2,01-Dec-16,5,965.91,850,,,,15.00%,290,2221.59,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P6,Shreenathji Welding And Safety Pvt. Ltd.,4,01-Dec-16,8,965.91,850,,,,15.00%,580,4443.19,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P6,Shreenathji Welding And Safety Pvt. Ltd.,4,01-Dec-16,8,965.91,850,,,,15.00%,580,4443.19,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P6,Shreenathji Welding And Safety Pvt. Ltd.,2,01-Dec-16,5,965.91,850,,,,15.00%,290,2221.59,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P6,Shreenathji Welding And Safety Pvt. Ltd.,2,01-Dec-16,5,965.91,850,,,,15.00%,290,2221.59,,,,FALSE,FALSE
,,100000752-2,3635,BM0O8K7,Gaurav Tools and Traders,1,19-Apr-16,34,1453,850,,,,15.00%,218,1670.95,,,,FALSE,FALSE
,,Order1,O-0001,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-13,653.38,855,,,,18.00%,136,770.99,,,,FALSE,FALSE
,,Order1,O-0001,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-17,657.2,855,,,,18.00%,132,775.5,,,,FALSE,FALSE
,,Order1,O-0001,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,772.04,855,,,,18.00%,157,911.01,,,,FALSE,FALSE
,,200643-1,6103,BM9B9Z9,International Tools Syndicate,1,11-Nov-16,29,1342.62,860,,,,13.00%,175,1517.16,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7V0,ITEC Measures Pvt Ltd,20,03-Sep-15,22,1170.55,862.5,,,,2.00%,478,23879.22,,,,FALSE,FALSE
,,100000992-1,1986,BM1A8I8,Apco Agencies,5,18-Sep-15,26,1253,865,,,,0.00%,-,6265,,,,FALSE,FALSE
,,201512-1,8510,BM9E3U2,Bombay Tools Supplying Agency,1,03-Apr-17,25,1263,884,,,,5.00%,63,1326.15,,,,FALSE,FALSE
,,201497-1,8452,BM9E2M9,Shree Marutinandan Enterprise,1,28-Feb-17,38,1462,900,,,,2.00%,29,1491.24,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7U6,ITEC Measures Pvt Ltd,20,03-Sep-15,22,1238.35,912.5,,,,0.00%,-,24767,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7U8,ITEC Measures Pvt Ltd,20,03-Sep-15,22,1238.4,912.5,,,,2.00%,505,25263.36,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7V1,Itec Measures Pvt. Ltd.,20,03-Sep-15,22,1238.4,912.5,,,,2.00%,505,25263.36,,,,FALSE,FALSE
,,100001046-1,5067,BM0C7O7,Stanley Black and Decker India Pvt. Ltd.,1,18-Jun-16,-8,915,917,,,,6.00%,55,969.9,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A8,Volga Agency,4,05-Oct-16,14,1176.47,925,,,,14.00%,659,5364.7,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B6,Just Mobile Ltd- Taiwan,30,31-Jul-16,16,1564.02,947.23,,,,13.00%,6100,53020.28,,,,FALSE,FALSE
,,2001035-1,11270,BM9H9X4,Alps Trading Co.,1,03-Oct-17,21,1267,950,,,,18.00%,228,1495.06,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C6,NS Transmission Pvt Ltd,10,08-Sep-15,-2,902.5,955,,,,2.00%,201,9205.5,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B5,Just Mobile Ltd.,20,31-Jul-16,17,1619.88,966.65,,,,13.00%,4212,36609.29,,,,FALSE,FALSE
,,201932-3,9630,BM9F3G5,No Supplier Details,12,13-Jun-17,0,1018,970,,,,5.00%,611,12826.8,,,,FALSE,FALSE
,,201774-1,9212,BM9E9Y9,Metro Trading,10,16-May-17,0,1021,970,,,,14.00%,1429,11639.4,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7U7,ITEC Measures Pvt Ltd,20,03-Sep-15,22,1323.2,975,,,,2.00%,540,26993.28,,,,FALSE,FALSE
,,100000527-1,48,BM1A7J7,W. W. Grainger Inc.,4,27-Feb-15,58,2500,975,,,,13.00%,1300,11300,,,,FALSE,FALSE
,,200953-1,7343,BM9A5G9,Bharathi Mro Industrial Products and Solutions Co.,2,21-Sep-16,-1,1039.58,979.5,,,,14.00%,291,2370.24,,,,FALSE,FALSE
,,201840-1,9406,BM9F3J1,Shree Hari Paints,32,30-May-17,0,1031,980,,,,15.00%,4949,37940.8,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4C2,Bostan Engineering.,5,07-Jul-17,13,1122,980,,,,28.00%,1571,7180.8,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z8,Just Mobile Ltd- Taiwan,10,31-Jul-16,16,1619.88,981,,,,6.00%,972,17170.73,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y1,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,1121.25,986.5,,,,15.00%,336,2578.88,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y1,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,1121.25,986.5,,,,15.00%,336,2578.88,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y1,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,1121.25,987,,,,15.00%,168,1289.44,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y1,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,1121.25,987,,,,15.00%,168,1289.44,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y1,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,1121.25,987,,,,15.00%,168,1289.44,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y1,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,1121.25,987,,,,15.00%,168,1289.44,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B4,Bagadia Industrial Fasteners,1,12-May-16,-40,750,1000,,,,2.00%,15,765,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1A9,Bagadia Industrial Fasteners,1,12-May-16,-7,1000,1000,,,,2.00%,20,1020,,,,FALSE,FALSE
,,Not Booked,3120,BM1A3Z1,Gauges Bourdon (I) Pvt. Ltd.,6,19-Jan-16,24,1444,1000,,,,13.00%,1126,9790.32,,,,FALSE,FALSE
,,100000975-1,3485,BM1A5R5,A. Key Corporation,5,12-Mar-16,53,2500,1000,,,,13.00%,1625,14125,,,,FALSE,FALSE
,,200457-1,6456,BM9C2Y9,A. Key Corporation,5,10-Oct-16,53,2500,1000,,,,14.00%,1750,14250,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9R8,Twelve South,12,23-Mar-16,25,1777.12,1000.58,,,,6.00%,1280,22604.97,,,,FALSE,FALSE
