aliasname,"Magento Id","Sap Id",cmp_id,cmp_name,cmp_email,cmp_image,cmp_phone,cmp_country,cmp_state,cmp_city,cmp_website,cmp_code,cmp_address,cmp_zipcode,cmp_tan,cmp_pan,cmp_data,cmp_logo,cmp_alias,cmp_gst,cmp_gst_file,cmp_pan_file,cmp_tin,cmp_tin_file,cmp_vat,cmp_vat_file,cmp_cst,cmp_cst_file,cmp_st,cmp_st_file,cmp_edr,cmp_edr_file,company_mailstatus,company_mailinternalstatus,created_by,created_at,updated_by,updated_at,cardtype,groupcode,groupnum,creditline,currency,cmp_manager,shiptype,msme,urd,sales_manager,sap_created,default_billing,default_shipping,default_contact,default_payment_term,cmp_mobile_no,territory,company_type,sales_person,outside_sales_person,nature_of_business,attachment_entry,price_list_num,creditlimit,is_strategic,cmp_industry,email,payment_term,inside_sales_email,outside_sales_email,manager_email
"Amazon Online Sales",650,,371,"Amazon Online Sales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMP-371,,NULL,NULL,PANNO12345,,NULL,650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-07-17 12:42:06",NULL,"2018-04-01 05:53:39",C,100,0,0,INR,NULL,0,N,N,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
