role_name,model,action,permission
Inside Sales Executive,account,payment_collections,No
Inside Sales Executive,account,ageing_report,No
Inside Sales Executive,account,show,Yes
Inside Sales Executive,account,destroy,No
Inside Sales Executive,account,update,No
Inside Sales Executive,account,create,No
Inside Sales Executive,account,edit,No
Inside Sales Executive,account,new,No
Inside Sales Executive,account,index,Yes
Inside Sales Executive,account,autocomplete_supplier,Yes
Inside Sales Executive,acl_resource,index,No
Inside Sales Executive,acl_resource,new,No
Inside Sales Executive,acl_resource,edit,No
Inside Sales Executive,acl_resource,create,No
Inside Sales Executive,acl_resource,update,No
Inside Sales Executive,acl_resource,destroy,No
Inside Sales Executive,acl_resource,show,No
Inside Sales Executive,acl_role,destroy,No
Inside Sales Executive,acl_role,show,No
Inside Sales Executive,acl_role,get_resources,No
Inside Sales Executive,acl_role,save_acl_resources,No
Inside Sales Executive,acl_role,edit_acl,No
Inside Sales Executive,acl_role,get_acl,No
Inside Sales Executive,acl_role,update_acl,No
Inside Sales Executive,acl_role,index,No
Inside Sales Executive,acl_role,new,No
Inside Sales Executive,acl_role,edit,No
Inside Sales Executive,acl_role,create,No
Inside Sales Executive,acl_role,update,No
Inside Sales Executive,activity,reject_selected,No
Inside Sales Executive,activity,pending,No
Inside Sales Executive,activity,show,Yes
Inside Sales Executive,activity,destroy,No
Inside Sales Executive,activity,export_all,No
Inside Sales Executive,activity,perform_actions,No
Inside Sales Executive,activity,index,Yes
Inside Sales Executive,activity,update,No
Inside Sales Executive,activity,create,No
Inside Sales Executive,activity,edit,No
Inside Sales Executive,activity,new,No
Inside Sales Executive,activity,add_to_inquiry,No
Inside Sales Executive,activity,reject,No
Inside Sales Executive,activity,approve,No
Inside Sales Executive,activity,approve_selected,No
Inside Sales Executive,activity_approval,create,No
Inside Sales Executive,activity_approval,edit,No
Inside Sales Executive,activity_approval,new,No
Inside Sales Executive,activity_approval,index,No
Inside Sales Executive,activity_approval,show,No
Inside Sales Executive,activity_approval,destroy,No
Inside Sales Executive,activity_approval,update,No
Inside Sales Executive,activity_overseer,show,No
Inside Sales Executive,activity_overseer,destroy,No
Inside Sales Executive,activity_overseer,update,No
Inside Sales Executive,activity_overseer,create,No
Inside Sales Executive,activity_overseer,edit,No
Inside Sales Executive,activity_overseer,new,No
Inside Sales Executive,activity_overseer,index,No
Inside Sales Executive,activity_rejection,edit,No
Inside Sales Executive,activity_rejection,show,No
Inside Sales Executive,activity_rejection,destroy,No
Inside Sales Executive,activity_rejection,update,No
Inside Sales Executive,activity_rejection,create,No
Inside Sales Executive,activity_rejection,new,No
Inside Sales Executive,activity_rejection,index,No
Inside Sales Executive,address,create,No
Inside Sales Executive,address,edit_remote_uid,No
Inside Sales Executive,address,index,Yes
Inside Sales Executive,address,new,No
Inside Sales Executive,address,show,Yes
Inside Sales Executive,address,destroy,No
Inside Sales Executive,address,update,No
Inside Sales Executive,address,edit,No
Inside Sales Executive,address,warehouse_addresses,Yes
Inside Sales Executive,address_state,new,No
Inside Sales Executive,address_state,edit,No
Inside Sales Executive,address_state,create,No
Inside Sales Executive,address_state,update,No
Inside Sales Executive,address_state,index,No
Inside Sales Executive,address_state,destroy,No
Inside Sales Executive,address_state,show,No
Inside Sales Executive,application,hr,No
Inside Sales Executive,application,resolve,No
Inside Sales Executive,application,export_for_logistics,No
Inside Sales Executive,application,is_active,No
Inside Sales Executive,application,export_rows,No
Inside Sales Executive,application,allow_product_export,No
Inside Sales Executive,application,allow_activity_export,No
Inside Sales Executive,application,allow_customer_portal,No
Inside Sales Executive,application,allow_logistics_format_export,No
Inside Sales Executive,application,export_filtered_records,No
Inside Sales Executive,application,allow_export,No
Inside Sales Executive,application,scope,No
Inside Sales Executive,application,dev,No
Inside Sales Executive,application,destroy,No
Inside Sales Executive,application,autocomplete,No
Inside Sales Executive,application,accounts,No
Inside Sales Executive,application,logistics,No
Inside Sales Executive,application,cataloging,No
Inside Sales Executive,application,others,No
Inside Sales Executive,application,inside,No
Inside Sales Executive,application,sales,No
Inside Sales Executive,application,manager,No
Inside Sales Executive,application,admin,No
Inside Sales Executive,application,developer,No
Inside Sales Executive,application,manager_or_sales,No
Inside Sales Executive,application,manager_or_cataloging,No
Inside Sales Executive,application,admin_or_cataloging,No
Inside Sales Executive,application,not_logistics,No
Inside Sales Executive,application,not_sales,No
Inside Sales Executive,application,admin_or_manager,No
Inside Sales Executive,application,all_roles,No
Inside Sales Executive,application,"initialize(overseer, record)",No
Inside Sales Executive,application,show,No
Inside Sales Executive,application,update,No
Inside Sales Executive,application,edit,No
Inside Sales Executive,application,create,No
Inside Sales Executive,application,new,No
Inside Sales Executive,application,index,No
Inside Sales Executive,application_record,show,No
Inside Sales Executive,application_record,destroy,No
Inside Sales Executive,application_record,update,No
Inside Sales Executive,application_record,create,No
Inside Sales Executive,application_record,edit,No
Inside Sales Executive,application_record,new,No
Inside Sales Executive,application_record,index,No
Inside Sales Executive,attachment,destroy,No
Inside Sales Executive,attachment,index,No
Inside Sales Executive,attachment,new,No
Inside Sales Executive,attachment,create,No
Inside Sales Executive,attachment,edit,No
Inside Sales Executive,attachment,update,No
Inside Sales Executive,attachment,show,No
Inside Sales Executive,average_cache,create,No
Inside Sales Executive,average_cache,edit,No
Inside Sales Executive,average_cache,new,No
Inside Sales Executive,average_cache,index,No
Inside Sales Executive,average_cache,destroy,No
Inside Sales Executive,average_cache,show,No
Inside Sales Executive,average_cache,update,No
Inside Sales Executive,bank,show,Yes
Inside Sales Executive,bank,index,Yes
Inside Sales Executive,bank,new,No
Inside Sales Executive,bank,edit,No
Inside Sales Executive,bank,create,No
Inside Sales Executive,bank,update,No
Inside Sales Executive,bank,destroy,No
Inside Sales Executive,bible_sales_order,update,No
Inside Sales Executive,bible_sales_order,destroy,No
Inside Sales Executive,bible_sales_order,show,No
Inside Sales Executive,bible_sales_order,index,No
Inside Sales Executive,bible_sales_order,new,No
Inside Sales Executive,bible_sales_order,edit,No
Inside Sales Executive,bible_sales_order,create,No
Inside Sales Executive,brand,destroy,No
Inside Sales Executive,brand,update,No
Inside Sales Executive,brand,new,No
Inside Sales Executive,brand,index,Yes
Inside Sales Executive,brand,create,No
Inside Sales Executive,brand,edit,No
Inside Sales Executive,brand,show,Yes
Inside Sales Executive,brand_supplier,create,No
Inside Sales Executive,brand_supplier,update,No
Inside Sales Executive,brand_supplier,destroy,No
Inside Sales Executive,brand_supplier,show,No
Inside Sales Executive,brand_supplier,index,No
Inside Sales Executive,brand_supplier,new,No
Inside Sales Executive,brand_supplier,edit,No
Inside Sales Executive,callback_request,update,No
Inside Sales Executive,callback_request,new,No
Inside Sales Executive,callback_request,edit,No
Inside Sales Executive,callback_request,create,No
Inside Sales Executive,callback_request,destroy,No
Inside Sales Executive,callback_request,show,No
Inside Sales Executive,callback_request,index,No
Inside Sales Executive,cart,index,No
Inside Sales Executive,cart,show,No
Inside Sales Executive,cart,destroy,No
Inside Sales Executive,cart,update,No
Inside Sales Executive,cart,create,No
Inside Sales Executive,cart,edit,No
Inside Sales Executive,cart,new,No
Inside Sales Executive,cart_item,destroy,No
Inside Sales Executive,cart_item,create,No
Inside Sales Executive,cart_item,edit,No
Inside Sales Executive,cart_item,new,No
Inside Sales Executive,cart_item,index,No
Inside Sales Executive,cart_item,show,No
Inside Sales Executive,cart_item,update,No
Inside Sales Executive,category,new,No
Inside Sales Executive,category,index,Yes
Inside Sales Executive,category,edit,No
Inside Sales Executive,category,create,No
Inside Sales Executive,category,update,No
Inside Sales Executive,category,show,Yes
Inside Sales Executive,category,destroy,No
Inside Sales Executive,category,autocomplete_closure_tree,Yes
Inside Sales Executive,category_supplier,new,No
Inside Sales Executive,category_supplier,show,No
Inside Sales Executive,category_supplier,destroy,No
Inside Sales Executive,category_supplier,update,No
Inside Sales Executive,category_supplier,create,No
Inside Sales Executive,category_supplier,edit,No
Inside Sales Executive,category_supplier,index,No
Inside Sales Executive,chat_message,index,No
Inside Sales Executive,chat_message,edit,No
Inside Sales Executive,chat_message,create,No
Inside Sales Executive,chat_message,update,No
Inside Sales Executive,chat_message,destroy,No
Inside Sales Executive,chat_message,show,No
Inside Sales Executive,chat_message,new,No
Inside Sales Executive,company,new,No
Inside Sales Executive,company,create,No
Inside Sales Executive,company,update,No
Inside Sales Executive,company,destroy,No
Inside Sales Executive,company,show,Yes
Inside Sales Executive,company,new_inquiry,Yes
Inside Sales Executive,company,new_contact,No
Inside Sales Executive,company,new_address,No
Inside Sales Executive,company,ageing_report,No
Inside Sales Executive,company,create_customer_products,No
Inside Sales Executive,company,render_rating_form,Yes
Inside Sales Executive,company,update_rating,Yes
Inside Sales Executive,company,edit_remote_uid,No
Inside Sales Executive,company,export_all,No
Inside Sales Executive,company,download_customer_product_template,Yes
Inside Sales Executive,company,new_excel_customer_product_import,Yes
Inside Sales Executive,company,new_rating,Yes
Inside Sales Executive,company,company_report,No
Inside Sales Executive,company,payment_collections,No
Inside Sales Executive,company,edit,No
Inside Sales Executive,company,export_company_report,No
Inside Sales Executive,company,index,Yes
Inside Sales Executive,company_bank,create,No
Inside Sales Executive,company_bank,index,Yes
Inside Sales Executive,company_bank,new,No
Inside Sales Executive,company_bank,edit,No
Inside Sales Executive,company_bank,update,No
Inside Sales Executive,company_bank,destroy,No
Inside Sales Executive,company_bank,show,Yes
Inside Sales Executive,company_contact,create,No
Inside Sales Executive,company_contact,index,Yes
Inside Sales Executive,company_contact,new,No
Inside Sales Executive,company_contact,edit,No
Inside Sales Executive,company_contact,show,Yes
Inside Sales Executive,company_contact,destroy,No
Inside Sales Executive,company_contact,update,No
Inside Sales Executive,company_creation_request,created,Yes
Inside Sales Executive,company_creation_request,index,Yes
Inside Sales Executive,company_creation_request,new,No
Inside Sales Executive,company_creation_request,requested,Yes
Inside Sales Executive,company_creation_request,destroy,No
Inside Sales Executive,company_creation_request,update,Yes
Inside Sales Executive,company_creation_request,create,Yes
Inside Sales Executive,company_creation_request,show,Yes
Inside Sales Executive,company_creation_request,exchange_with_existing_company,No
Inside Sales Executive,company_creation_request,edit,No
Inside Sales Executive,company_rating,new,No
Inside Sales Executive,company_rating,show,Yes
Inside Sales Executive,company_rating,edit,No
Inside Sales Executive,company_rating,destroy,Yes
Inside Sales Executive,company_rating,update,Yes
Inside Sales Executive,company_rating,create,Yes
Inside Sales Executive,company_rating,index,Yes
Inside Sales Executive,company_review,export_filtered_records,No
Inside Sales Executive,company_review,show,Yes
Inside Sales Executive,company_review,destroy,No
Inside Sales Executive,company_review,update,Yes
Inside Sales Executive,company_review,create,Yes
Inside Sales Executive,company_review,edit,No
Inside Sales Executive,company_review,new,No
Inside Sales Executive,company_review,index,Yes
Inside Sales Executive,company_review,export_all,No
Inside Sales Executive,company_review,render_form,No
Inside Sales Executive,contact,create,No
Inside Sales Executive,contact,update,No
Inside Sales Executive,contact,destroy,No
Inside Sales Executive,contact,show,Yes
Inside Sales Executive,contact,become,No
Inside Sales Executive,contact,index,Yes
Inside Sales Executive,contact,new,No
Inside Sales Executive,contact,edit,No
Inside Sales Executive,contact_creation_request,destroy,No
Inside Sales Executive,contact_creation_request,index,Yes
Inside Sales Executive,contact_creation_request,new,No
Inside Sales Executive,contact_creation_request,edit,No
Inside Sales Executive,contact_creation_request,create,Yes
Inside Sales Executive,contact_creation_request,show,Yes
Inside Sales Executive,contact_creation_request,update,Yes
Inside Sales Executive,currency,show,No
Inside Sales Executive,currency,destroy,No
Inside Sales Executive,currency,update,No
Inside Sales Executive,currency,create,No
Inside Sales Executive,currency,index,No
Inside Sales Executive,currency,new,No
Inside Sales Executive,currency,edit,No
Inside Sales Executive,currency_rate,new,No
Inside Sales Executive,currency_rate,show,No
Inside Sales Executive,currency_rate,destroy,No
Inside Sales Executive,currency_rate,update,No
Inside Sales Executive,currency_rate,create,No
Inside Sales Executive,currency_rate,edit,No
Inside Sales Executive,currency_rate,index,No
Inside Sales Executive,customer_order,refresh_payment,Yes
Inside Sales Executive,customer_order,index,Yes
Inside Sales Executive,customer_order,new,No
Inside Sales Executive,customer_order,edit,No
Inside Sales Executive,customer_order,create,Yes
Inside Sales Executive,customer_order,update,Yes
Inside Sales Executive,customer_order,destroy,No
Inside Sales Executive,customer_order,show,Yes
Inside Sales Executive,customer_order,can_create_inquiry,Yes
Inside Sales Executive,customer_order,company_customer_orders,Yes
Inside Sales Executive,customer_order,convert,Yes
Inside Sales Executive,customer_order,approve,No
Inside Sales Executive,customer_order,reject,No
Inside Sales Executive,customer_order,payments,Yes
Inside Sales Executive,customer_order_approval,create,Yes
Inside Sales Executive,customer_order_approval,update,Yes
Inside Sales Executive,customer_order_approval,destroy,Yes
Inside Sales Executive,customer_order_approval,show,Yes
Inside Sales Executive,customer_order_approval,new,No
Inside Sales Executive,customer_order_approval,index,Yes
Inside Sales Executive,customer_order_approval,edit,No
Inside Sales Executive,customer_order_comment,create,No
Inside Sales Executive,customer_order_comment,update,No
Inside Sales Executive,customer_order_comment,destroy,No
Inside Sales Executive,customer_order_comment,index,No
Inside Sales Executive,customer_order_comment,show,No
Inside Sales Executive,customer_order_comment,new,No
Inside Sales Executive,customer_order_comment,edit,No
Inside Sales Executive,customer_order_rejection,update,Yes
Inside Sales Executive,customer_order_rejection,destroy,Yes
Inside Sales Executive,customer_order_rejection,show,Yes
Inside Sales Executive,customer_order_rejection,edit,No
Inside Sales Executive,customer_order_rejection,new,No
Inside Sales Executive,customer_order_rejection,index,Yes
Inside Sales Executive,customer_order_rejection,create,Yes
Inside Sales Executive,customer_order_row,show,No
Inside Sales Executive,customer_order_row,update,No
Inside Sales Executive,customer_order_row,create,No
Inside Sales Executive,customer_order_row,edit,No
Inside Sales Executive,customer_order_row,index,No
Inside Sales Executive,customer_order_row,new,No
Inside Sales Executive,customer_order_row,destroy,No
Inside Sales Executive,customer_product,create,No
Inside Sales Executive,customer_product,update,No
Inside Sales Executive,customer_product,destroy,No
Inside Sales Executive,customer_product,show,No
Inside Sales Executive,customer_product,destroy_all,No
Inside Sales Executive,customer_product,generate_catalog,No
Inside Sales Executive,customer_product,index,No
Inside Sales Executive,customer_product,new,No
Inside Sales Executive,customer_product,edit,No
Inside Sales Executive,customer_product_import,create,Yes
Inside Sales Executive,customer_product_import,show,Yes
Inside Sales Executive,customer_product_import,new,No
Inside Sales Executive,customer_product_import,index,Yes
Inside Sales Executive,customer_product_import,destroy,Yes
Inside Sales Executive,customer_product_import,update,Yes
Inside Sales Executive,customer_product_import,edit,No
Inside Sales Executive,customer_product_import_row,update,Yes
Inside Sales Executive,customer_product_import_row,show,Yes
Inside Sales Executive,customer_product_import_row,index,Yes
Inside Sales Executive,customer_product_import_row,new,No
Inside Sales Executive,customer_product_import_row,edit,No
Inside Sales Executive,customer_product_import_row,create,Yes
Inside Sales Executive,customer_product_import_row,destroy,Yes
Inside Sales Executive,customer_product_tag,destroy,No
Inside Sales Executive,customer_product_tag,index,No
Inside Sales Executive,customer_product_tag,new,No
Inside Sales Executive,customer_product_tag,edit,No
Inside Sales Executive,customer_product_tag,create,No
Inside Sales Executive,customer_product_tag,update,No
Inside Sales Executive,customer_product_tag,show,No
Inside Sales Executive,dashboard,new,No
Inside Sales Executive,dashboard,create,No
Inside Sales Executive,dashboard,edit,No
Inside Sales Executive,dashboard,update,No
Inside Sales Executive,dashboard,show,No
Inside Sales Executive,dashboard,chewy,No
Inside Sales Executive,dashboard,console,No
Inside Sales Executive,dashboard,index,No
Inside Sales Executive,dashboard,reset_index,No
Inside Sales Executive,dashboard,migrations,No
Inside Sales Executive,doc,index,No
Inside Sales Executive,doc,create,No
Inside Sales Executive,doc,edit,No
Inside Sales Executive,doc,update,No
Inside Sales Executive,doc,show,No
Inside Sales Executive,doc,new,No
Inside Sales Executive,document_creation,show,No
Inside Sales Executive,document_creation,index,No
Inside Sales Executive,document_creation,new,No
Inside Sales Executive,document_creation,create,No
Inside Sales Executive,document_creation,edit,No
Inside Sales Executive,document_creation,update,No
Inside Sales Executive,email_message,new,No
Inside Sales Executive,email_message,create,Yes
Inside Sales Executive,email_message,destroy,Yes
Inside Sales Executive,email_message,show,Yes
Inside Sales Executive,email_message,update,Yes
Inside Sales Executive,email_message,index,Yes
Inside Sales Executive,email_message,edit,No
Inside Sales Executive,export,destroy,No
Inside Sales Executive,export,update,No
Inside Sales Executive,export,new,No
Inside Sales Executive,export,edit,No
Inside Sales Executive,export,create,No
Inside Sales Executive,export,index,No
Inside Sales Executive,export,show,No
Inside Sales Executive,extensions,index,No
Inside Sales Executive,extensions,new,No
Inside Sales Executive,extensions,edit,No
Inside Sales Executive,extensions,create,No
Inside Sales Executive,extensions,update,No
Inside Sales Executive,extensions,destroy,No
Inside Sales Executive,extensions,show,No
Inside Sales Executive,freight_quote,index,Yes
Inside Sales Executive,freight_quote,new,No
Inside Sales Executive,freight_quote,update,Yes
Inside Sales Executive,freight_quote,destroy,Yes
Inside Sales Executive,freight_quote,show,Yes
Inside Sales Executive,freight_quote,edit,No
Inside Sales Executive,freight_quote,create,Yes
Inside Sales Executive,freight_quote_comment,update,Yes
Inside Sales Executive,freight_quote_comment,create,Yes
Inside Sales Executive,freight_quote_comment,edit,No
Inside Sales Executive,freight_quote_comment,new,No
Inside Sales Executive,freight_quote_comment,index,Yes
Inside Sales Executive,freight_quote_comment,show,Yes
Inside Sales Executive,freight_quote_comment,destroy,Yes
Inside Sales Executive,freight_request,index,No
Inside Sales Executive,freight_request,completed,Yes
Inside Sales Executive,freight_request,edit_request,Yes
Inside Sales Executive,freight_request,new_freight_quote,Yes
Inside Sales Executive,freight_request,edit_freight_quote,Yes
Inside Sales Executive,freight_request,create,Yes
Inside Sales Executive,freight_request,update,Yes
Inside Sales Executive,freight_request,destroy,Yes
Inside Sales Executive,freight_request,show,Yes
Inside Sales Executive,freight_request,show_freight_quote,Yes
Inside Sales Executive,freight_request,edit,No
Inside Sales Executive,freight_request,new,No
Inside Sales Executive,freight_request_comment,update,No
Inside Sales Executive,freight_request_comment,index,No
Inside Sales Executive,freight_request_comment,new,No
Inside Sales Executive,freight_request_comment,edit,No
Inside Sales Executive,freight_request_comment,create,No
Inside Sales Executive,freight_request_comment,destroy,No
Inside Sales Executive,freight_request_comment,show,No
Inside Sales Executive,ifsc_code,show,No
Inside Sales Executive,ifsc_code,destroy,No
Inside Sales Executive,ifsc_code,update,No
Inside Sales Executive,ifsc_code,index,No
Inside Sales Executive,ifsc_code,new,No
Inside Sales Executive,ifsc_code,edit,No
Inside Sales Executive,ifsc_code,create,No
Inside Sales Executive,ifsc_code,suggestion,No
Inside Sales Executive,image_reader,show,No
Inside Sales Executive,image_reader,destroy,No
Inside Sales Executive,image_reader,update,No
Inside Sales Executive,image_reader,create,No
Inside Sales Executive,image_reader,edit,No
Inside Sales Executive,image_reader,new,No
Inside Sales Executive,image_reader,index,No
Inside Sales Executive,industry,index,Yes
Inside Sales Executive,industry,show,Yes
Inside Sales Executive,industry,destroy,Yes
Inside Sales Executive,industry,create,Yes
Inside Sales Executive,industry,edit,No
Inside Sales Executive,industry,update,Yes
Inside Sales Executive,industry,new,No
Inside Sales Executive,inquiry,new_from_customer_order,Yes
Inside Sales Executive,inquiry,resolve,No
Inside Sales Executive,inquiry,suggestion,Yes
Inside Sales Executive,inquiry,bulk_update,No
Inside Sales Executive,inquiry,export_kra_report,No
Inside Sales Executive,inquiry,kra_report_per_sales_owner,No
Inside Sales Executive,inquiry,kra_report,No
Inside Sales Executive,inquiry,create_purchase_orders_requests,Yes
Inside Sales Executive,inquiry,preview_stock_po_request,Yes
Inside Sales Executive,inquiry,new_freight_request,Yes
Inside Sales Executive,inquiry,restrict_fields_on_completed_orders,No
Inside Sales Executive,inquiry,pipeline_report,No
Inside Sales Executive,inquiry,resync_unsync_inquiry_products,Yes
Inside Sales Executive,inquiry,resync_inquiry_products,Yes
Inside Sales Executive,inquiry,get_relationship_map_json,No
Inside Sales Executive,inquiry,relationship_map,Yes
Inside Sales Executive,inquiry,stages,Yes
Inside Sales Executive,inquiry,sales_invoices,No
Inside Sales Executive,inquiry,sales_shipments,Yes
Inside Sales Executive,inquiry,purchase_orders,No
Inside Sales Executive,inquiry,comments,Yes
Inside Sales Executive,inquiry,calculation_sheet,Yes
Inside Sales Executive,inquiry,has_no_approved_sales_orders,Yes
Inside Sales Executive,inquiry,has_approved_sales_orders,Yes
Inside Sales Executive,inquiry,sales_orders,Yes
Inside Sales Executive,inquiry,new_sales_quote,Yes
Inside Sales Executive,inquiry,sales_quotes,Yes
Inside Sales Executive,inquiry,update_suppliers,Yes
Inside Sales Executive,inquiry,sales_owner_status_avg,Yes
Inside Sales Executive,inquiry,edit_suppliers,Yes
Inside Sales Executive,inquiry,imports,Yes
Inside Sales Executive,inquiry,create_excel_import,Yes
Inside Sales Executive,inquiry,export_inquiries_tat,No
Inside Sales Executive,inquiry,tat_report,No
Inside Sales Executive,inquiry,export,No
Inside Sales Executive,inquiry,export_all,No
Inside Sales Executive,inquiry,edit,Yes
Inside Sales Executive,inquiry,new_excel_import,Yes
Inside Sales Executive,inquiry,excel_template,Yes
Inside Sales Executive,inquiry,create_list_import,Yes
Inside Sales Executive,inquiry,new_list_import,Yes
Inside Sales Executive,inquiry,can_manage_inquiry,Yes
Inside Sales Executive,inquiry,create_email_message,Yes
Inside Sales Executive,inquiry,new_email_message,Yes
Inside Sales Executive,inquiry,smart_queue,No
Inside Sales Executive,inquiry,show,Yes
Inside Sales Executive,inquiry,destroy,Yes
Inside Sales Executive,inquiry,update,Yes
Inside Sales Executive,inquiry,create,Yes
Inside Sales Executive,inquiry,edit,No
Inside Sales Executive,inquiry,new,No
Inside Sales Executive,inquiry,index,Yes
Inside Sales Executive,inquiry,disable_billing_shipping_details,No
Inside Sales Executive,inquiry,index_pg,Yes
Inside Sales Executive,inquiry_comment,index,No
Inside Sales Executive,inquiry_comment,show,No
Inside Sales Executive,inquiry_comment,destroy,No
Inside Sales Executive,inquiry_comment,update,No
Inside Sales Executive,inquiry_comment,create,No
Inside Sales Executive,inquiry_comment,edit,No
Inside Sales Executive,inquiry_comment,new,No
Inside Sales Executive,inquiry_currency,show,No
Inside Sales Executive,inquiry_currency,index,No
Inside Sales Executive,inquiry_currency,edit,No
Inside Sales Executive,inquiry_currency,create,No
Inside Sales Executive,inquiry_currency,update,No
Inside Sales Executive,inquiry_currency,destroy,No
Inside Sales Executive,inquiry_currency,new,No
Inside Sales Executive,inquiry_import,index,No
Inside Sales Executive,inquiry_import,create_failed_skus,No
Inside Sales Executive,inquiry_import,manage_failed_skus,No
Inside Sales Executive,inquiry_import,show,No
Inside Sales Executive,inquiry_import,destroy,No
Inside Sales Executive,inquiry_import,update,No
Inside Sales Executive,inquiry_import,create,No
Inside Sales Executive,inquiry_import,edit,No
Inside Sales Executive,inquiry_import,new,No
Inside Sales Executive,inquiry_import_row,create,No
Inside Sales Executive,inquiry_import_row,show,No
Inside Sales Executive,inquiry_import_row,update,No
Inside Sales Executive,inquiry_import_row,destroy,No
Inside Sales Executive,inquiry_import_row,index,No
Inside Sales Executive,inquiry_import_row,edit,No
Inside Sales Executive,inquiry_import_row,new,No
Inside Sales Executive,inquiry_mapping_tat,show,No
Inside Sales Executive,inquiry_mapping_tat,index,No
Inside Sales Executive,inquiry_mapping_tat,new,No
Inside Sales Executive,inquiry_mapping_tat,edit,No
Inside Sales Executive,inquiry_mapping_tat,create,No
Inside Sales Executive,inquiry_mapping_tat,update,No
Inside Sales Executive,inquiry_mapping_tat,destroy,No
Inside Sales Executive,inquiry_product,new,No
Inside Sales Executive,inquiry_product,index,No
Inside Sales Executive,inquiry_product,edit,No
Inside Sales Executive,inquiry_product,create,No
Inside Sales Executive,inquiry_product,update,No
Inside Sales Executive,inquiry_product,destroy,No
Inside Sales Executive,inquiry_product,show,No
Inside Sales Executive,inquiry_product_supplier,show,No
Inside Sales Executive,inquiry_product_supplier,index,No
Inside Sales Executive,inquiry_product_supplier,new,No
Inside Sales Executive,inquiry_product_supplier,edit,No
Inside Sales Executive,inquiry_product_supplier,create,No
Inside Sales Executive,inquiry_product_supplier,update,No
Inside Sales Executive,inquiry_product_supplier,destroy,No
Inside Sales Executive,inquiry_status_record,create,No
Inside Sales Executive,inquiry_status_record,update,No
Inside Sales Executive,inquiry_status_record,show,No
Inside Sales Executive,inquiry_status_record,destroy,No
Inside Sales Executive,inquiry_status_record,index,No
Inside Sales Executive,inquiry_status_record,new,No
Inside Sales Executive,inquiry_status_record,edit,No
Inside Sales Executive,invoice_request,render_cancellation_form,Yes
Inside Sales Executive,invoice_request,pending,Yes
Inside Sales Executive,invoice_request,completed,Yes
Inside Sales Executive,invoice_request,can_cancel_or_reject,No
Inside Sales Executive,invoice_request,cancelled,No
Inside Sales Executive,invoice_request,edit,No
Inside Sales Executive,invoice_request,cancel_invoice_request,No
Inside Sales Executive,invoice_request,new,No
Inside Sales Executive,invoice_request,create,No
Inside Sales Executive,invoice_request,update,No
Inside Sales Executive,invoice_request,destroy,No
Inside Sales Executive,invoice_request,show,Yes
Inside Sales Executive,invoice_request,index,No
Inside Sales Executive,invoice_request_comment,edit,No
Inside Sales Executive,invoice_request_comment,index,No
Inside Sales Executive,invoice_request_comment,new,No
Inside Sales Executive,invoice_request_comment,create,No
Inside Sales Executive,invoice_request_comment,update,No
Inside Sales Executive,invoice_request_comment,destroy,No
Inside Sales Executive,invoice_request_comment,show,No
Inside Sales Executive,inward_dispatch,delivered,No
Inside Sales Executive,inward_dispatch,remove_products,No
Inside Sales Executive,inward_dispatch,update_logistics_owner_for_inward_dispatches,No
Inside Sales Executive,inward_dispatch,add_products,No
Inside Sales Executive,inward_dispatch,confirm_delivery,No
Inside Sales Executive,inward_dispatch,can_request_invoice,No
Inside Sales Executive,inward_dispatch,delivered_material,No
Inside Sales Executive,inward_dispatch,inward_dispatch_delivered_queue,Yes
Inside Sales Executive,inward_dispatch,inward_dispatch_pickup_queue,Yes
Inside Sales Executive,inward_dispatch,show,Yes
Inside Sales Executive,inward_dispatch,edit,No
Inside Sales Executive,inward_dispatch,new,No
Inside Sales Executive,inward_dispatch,index,Yes
Inside Sales Executive,inward_dispatch,create,No
Inside Sales Executive,inward_dispatch,update,No
Inside Sales Executive,inward_dispatch,destroy,No
Inside Sales Executive,inward_dispatch_comment,create,No
Inside Sales Executive,inward_dispatch_comment,index,No
Inside Sales Executive,inward_dispatch_comment,new,No
Inside Sales Executive,inward_dispatch_comment,edit,No
Inside Sales Executive,inward_dispatch_comment,update,No
Inside Sales Executive,inward_dispatch_comment,destroy,No
Inside Sales Executive,inward_dispatch_comment,show,No
Inside Sales Executive,inward_dispatch_row,show,No
Inside Sales Executive,inward_dispatch_row,edit,No
Inside Sales Executive,inward_dispatch_row,index,No
Inside Sales Executive,inward_dispatch_row,new,No
Inside Sales Executive,inward_dispatch_row,create,No
Inside Sales Executive,inward_dispatch_row,update,No
Inside Sales Executive,inward_dispatch_row,destroy,No
Inside Sales Executive,kit,best_prices_and_supplier_bp_catalog,Yes
Inside Sales Executive,kit,show,Yes
Inside Sales Executive,kit,sku_purchase_history,Yes
Inside Sales Executive,kit,comments,Yes
Inside Sales Executive,kit,customer_bp_catalog,Yes
Inside Sales Executive,kit,destroy,Yes
Inside Sales Executive,kit,update,Yes
Inside Sales Executive,kit,create,Yes
Inside Sales Executive,kit,edit,No
Inside Sales Executive,kit,new,No
Inside Sales Executive,kit,index,Yes
Inside Sales Executive,kit_product_row,create,No
Inside Sales Executive,kit_product_row,destroy,No
Inside Sales Executive,kit_product_row,show,No
Inside Sales Executive,kit_product_row,index,No
Inside Sales Executive,kit_product_row,new,No
Inside Sales Executive,kit_product_row,edit,No
Inside Sales Executive,kit_product_row,update,No
Inside Sales Executive,lead_time_option,destroy,No
