role_name,model,action,permission
Outside Sales Team Leader,customer_product_tag,index,
Outside Sales Team Leader,customer_product_tag,new,
Outside Sales Team Leader,customer_product_tag,edit,
Outside Sales Team Leader,customer_product_tag,create,
Outside Sales Team Leader,customer_product_tag,update,
Outside Sales Team Leader,customer_product_tag,show,
Outside Sales Team Leader,dashboard,new,
Outside Sales Team Leader,dashboard,create,
Outside Sales Team Leader,dashboard,edit,
Outside Sales Team Leader,dashboard,update,
Outside Sales Team Leader,dashboard,show,
Outside Sales Team Leader,dashboard,chewy,
Outside Sales Team Leader,dashboard,console,
Outside Sales Team Leader,dashboard,index,
Outside Sales Team Leader,dashboard,reset_index,
Outside Sales Team Leader,dashboard,migrations,
Outside Sales Team Leader,doc,index,
Outside Sales Team Leader,doc,create,
Outside Sales Team Leader,doc,edit,
Outside Sales Team Leader,doc,update,
Outside Sales Team Leader,doc,show,
Outside Sales Team Leader,doc,new,
Outside Sales Team Leader,document_creation,show,
Outside Sales Team Leader,document_creation,index,
Outside Sales Team Leader,document_creation,new,
Outside Sales Team Leader,document_creation,create,
Outside Sales Team Leader,document_creation,edit,
Outside Sales Team Leader,document_creation,update,
Outside Sales Team Leader,email_message,new,
Outside Sales Team Leader,email_message,create,Yes
Outside Sales Team Leader,email_message,destroy,Yes
Outside Sales Team Leader,email_message,show,Yes
Outside Sales Team Leader,email_message,update,Yes
Outside Sales Team Leader,email_message,index,Yes
Outside Sales Team Leader,email_message,edit,
Outside Sales Team Leader,export,destroy,
Outside Sales Team Leader,export,update,
Outside Sales Team Leader,export,new,
Outside Sales Team Leader,export,edit,
Outside Sales Team Leader,export,create,
Outside Sales Team Leader,export,index,
Outside Sales Team Leader,export,show,
Outside Sales Team Leader,extensions,index,
Outside Sales Team Leader,extensions,new,
Outside Sales Team Leader,extensions,edit,
Outside Sales Team Leader,extensions,create,
Outside Sales Team Leader,extensions,update,
Outside Sales Team Leader,extensions,destroy,
Outside Sales Team Leader,extensions,show,
Outside Sales Team Leader,freight_quote,index,Yes
Outside Sales Team Leader,freight_quote,new,
Outside Sales Team Leader,freight_quote,update,Yes
Outside Sales Team Leader,freight_quote,destroy,Yes
Outside Sales Team Leader,freight_quote,show,Yes
Outside Sales Team Leader,freight_quote,edit,
Outside Sales Team Leader,freight_quote,create,Yes
Outside Sales Team Leader,freight_quote_comment,update,Yes
Outside Sales Team Leader,freight_quote_comment,create,Yes
Outside Sales Team Leader,freight_quote_comment,edit,
Outside Sales Team Leader,freight_quote_comment,new,
Outside Sales Team Leader,freight_quote_comment,index,Yes
Outside Sales Team Leader,freight_quote_comment,show,Yes
Outside Sales Team Leader,freight_quote_comment,destroy,Yes
Outside Sales Team Leader,freight_request,index,
Outside Sales Team Leader,freight_request,completed,Yes
Outside Sales Team Leader,freight_request,edit_request,Yes
Outside Sales Team Leader,freight_request,new_freight_quote,Yes
Outside Sales Team Leader,freight_request,edit_freight_quote,Yes
Outside Sales Team Leader,freight_request,create,Yes
Outside Sales Team Leader,freight_request,update,Yes
Outside Sales Team Leader,freight_request,destroy,Yes
Outside Sales Team Leader,freight_request,show,Yes
Outside Sales Team Leader,freight_request,show_freight_quote,Yes
Outside Sales Team Leader,freight_request,edit,
Outside Sales Team Leader,freight_request,new,
Outside Sales Team Leader,freight_request_comment,update,
Outside Sales Team Leader,freight_request_comment,index,
Outside Sales Team Leader,freight_request_comment,new,
Outside Sales Team Leader,freight_request_comment,edit,
Outside Sales Team Leader,freight_request_comment,create,
Outside Sales Team Leader,freight_request_comment,destroy,
Outside Sales Team Leader,freight_request_comment,show,
Outside Sales Team Leader,ifsc_code,show,
Outside Sales Team Leader,ifsc_code,destroy,
Outside Sales Team Leader,ifsc_code,update,
Outside Sales Team Leader,ifsc_code,index,
Outside Sales Team Leader,ifsc_code,new,
Outside Sales Team Leader,ifsc_code,edit,
Outside Sales Team Leader,ifsc_code,create,
Outside Sales Team Leader,ifsc_code,suggestion,
Outside Sales Team Leader,image_reader,show,
Outside Sales Team Leader,image_reader,destroy,
Outside Sales Team Leader,image_reader,update,
Outside Sales Team Leader,image_reader,create,
Outside Sales Team Leader,image_reader,edit,
Outside Sales Team Leader,image_reader,new,
Outside Sales Team Leader,image_reader,index,
Outside Sales Team Leader,industry,index,Yes
Outside Sales Team Leader,industry,show,Yes
Outside Sales Team Leader,industry,destroy,Yes
Outside Sales Team Leader,industry,create,Yes
Outside Sales Team Leader,industry,edit,
Outside Sales Team Leader,industry,update,Yes
Outside Sales Team Leader,industry,new,
Outside Sales Team Leader,inquiry,new_from_customer_order,Yes
Outside Sales Team Leader,inquiry,resolve,
Outside Sales Team Leader,inquiry,suggestion,Yes
Outside Sales Team Leader,inquiry,bulk_update,No
Outside Sales Team Leader,inquiry,export_kra_report,No
Outside Sales Team Leader,inquiry,kra_report_per_sales_owner,No
Outside Sales Team Leader,inquiry,kra_report,No
Outside Sales Team Leader,inquiry,create_purchase_orders_requests,Yes
Outside Sales Team Leader,inquiry,preview_stock_po_request,Yes
Outside Sales Team Leader,inquiry,new_freight_request,Yes
Outside Sales Team Leader,inquiry,restrict_fields_on_completed_orders,
Outside Sales Team Leader,inquiry,pipeline_report,No
Outside Sales Team Leader,inquiry,resync_unsync_inquiry_products,Yes
Outside Sales Team Leader,inquiry,resync_inquiry_products,Yes
Outside Sales Team Leader,inquiry,get_relationship_map_json,
Outside Sales Team Leader,inquiry,relationship_map,Yes
Outside Sales Team Leader,inquiry,stages,Yes
Outside Sales Team Leader,inquiry,sales_invoices,No
Outside Sales Team Leader,inquiry,sales_shipments,Yes
Outside Sales Team Leader,inquiry,purchase_orders,No
Outside Sales Team Leader,inquiry,comments,Yes
Outside Sales Team Leader,inquiry,calculation_sheet,Yes
Outside Sales Team Leader,inquiry,has_no_approved_sales_orders,Yes
Outside Sales Team Leader,inquiry,has_approved_sales_orders,Yes
Outside Sales Team Leader,inquiry,sales_orders,Yes
Outside Sales Team Leader,inquiry,new_sales_quote,Yes
Outside Sales Team Leader,inquiry,sales_quotes,Yes
Outside Sales Team Leader,inquiry,update_suppliers,Yes
Outside Sales Team Leader,inquiry,sales_owner_status_avg,Yes
Outside Sales Team Leader,inquiry,edit_suppliers,Yes
Outside Sales Team Leader,inquiry,imports,Yes
Outside Sales Team Leader,inquiry,create_excel_import,Yes
Outside Sales Team Leader,inquiry,export_inquiries_tat,No
Outside Sales Team Leader,inquiry,tat_report,No
Outside Sales Team Leader,inquiry,export,No
Outside Sales Team Leader,inquiry,export_all,No
Outside Sales Team Leader,inquiry,edit,Yes
Outside Sales Team Leader,inquiry,new_excel_import,Yes
Outside Sales Team Leader,inquiry,excel_template,Yes
Outside Sales Team Leader,inquiry,create_list_import,Yes
Outside Sales Team Leader,inquiry,new_list_import,Yes
Outside Sales Team Leader,inquiry,can_manage_inquiry,Yes
Outside Sales Team Leader,inquiry,create_email_message,Yes
Outside Sales Team Leader,inquiry,new_email_message,Yes
Outside Sales Team Leader,inquiry,smart_queue,No
Outside Sales Team Leader,inquiry,show,Yes
Outside Sales Team Leader,inquiry,destroy,Yes
Outside Sales Team Leader,inquiry,update,Yes
Outside Sales Team Leader,inquiry,create,Yes
Outside Sales Team Leader,inquiry,edit,
Outside Sales Team Leader,inquiry,new,
Outside Sales Team Leader,inquiry,index,Yes
Outside Sales Team Leader,inquiry,disable_billing_shipping_details,
Outside Sales Team Leader,inquiry,index_pg,Yes
Outside Sales Team Leader,inquiry_comment,index,
Outside Sales Team Leader,inquiry_comment,show,
Outside Sales Team Leader,inquiry_comment,destroy,
Outside Sales Team Leader,inquiry_comment,update,
Outside Sales Team Leader,inquiry_comment,create,
Outside Sales Team Leader,inquiry_comment,edit,
Outside Sales Team Leader,inquiry_comment,new,
Outside Sales Team Leader,inquiry_currency,show,
Outside Sales Team Leader,inquiry_currency,index,
Outside Sales Team Leader,inquiry_currency,edit,
Outside Sales Team Leader,inquiry_currency,create,
Outside Sales Team Leader,inquiry_currency,update,
Outside Sales Team Leader,inquiry_currency,destroy,
Outside Sales Team Leader,inquiry_currency,new,
Outside Sales Team Leader,inquiry_import,index,
Outside Sales Team Leader,inquiry_import,create_failed_skus,
Outside Sales Team Leader,inquiry_import,manage_failed_skus,
Outside Sales Team Leader,inquiry_import,show,
Outside Sales Team Leader,inquiry_import,destroy,
Outside Sales Team Leader,inquiry_import,update,
Outside Sales Team Leader,inquiry_import,create,
Outside Sales Team Leader,inquiry_import,edit,
Outside Sales Team Leader,inquiry_import,new,
Outside Sales Team Leader,inquiry_import_row,create,
Outside Sales Team Leader,inquiry_import_row,show,
Outside Sales Team Leader,inquiry_import_row,update,
Outside Sales Team Leader,inquiry_import_row,destroy,
Outside Sales Team Leader,inquiry_import_row,index,
Outside Sales Team Leader,inquiry_import_row,edit,
Outside Sales Team Leader,inquiry_import_row,new,
Outside Sales Team Leader,inquiry_mapping_tat,show,
Outside Sales Team Leader,inquiry_mapping_tat,index,
Outside Sales Team Leader,inquiry_mapping_tat,new,
Outside Sales Team Leader,inquiry_mapping_tat,edit,
Outside Sales Team Leader,inquiry_mapping_tat,create,
Outside Sales Team Leader,inquiry_mapping_tat,update,
Outside Sales Team Leader,inquiry_mapping_tat,destroy,
Outside Sales Team Leader,inquiry_product,new,
Outside Sales Team Leader,inquiry_product,index,
Outside Sales Team Leader,inquiry_product,edit,
Outside Sales Team Leader,inquiry_product,create,
Outside Sales Team Leader,inquiry_product,update,
Outside Sales Team Leader,inquiry_product,destroy,
Outside Sales Team Leader,inquiry_product,show,
Outside Sales Team Leader,inquiry_product_supplier,show,
Outside Sales Team Leader,inquiry_product_supplier,index,
Outside Sales Team Leader,inquiry_product_supplier,new,
Outside Sales Team Leader,inquiry_product_supplier,edit,
Outside Sales Team Leader,inquiry_product_supplier,create,
Outside Sales Team Leader,inquiry_product_supplier,update,
Outside Sales Team Leader,inquiry_product_supplier,destroy,
Outside Sales Team Leader,inquiry_status_record,create,
Outside Sales Team Leader,inquiry_status_record,update,
Outside Sales Team Leader,inquiry_status_record,show,
Outside Sales Team Leader,inquiry_status_record,destroy,
Outside Sales Team Leader,inquiry_status_record,index,
Outside Sales Team Leader,inquiry_status_record,new,
Outside Sales Team Leader,inquiry_status_record,edit,
Outside Sales Team Leader,invoice_request,render_cancellation_form,Yes
Outside Sales Team Leader,invoice_request,pending,Yes
Outside Sales Team Leader,invoice_request,completed,Yes
Outside Sales Team Leader,invoice_request,can_cancel_or_reject,No
Outside Sales Team Leader,invoice_request,cancelled,No
Outside Sales Team Leader,invoice_request,edit,No
Outside Sales Team Leader,invoice_request,cancel_invoice_request,No
Outside Sales Team Leader,invoice_request,new,
Outside Sales Team Leader,invoice_request,create,No
Outside Sales Team Leader,invoice_request,update,No
Outside Sales Team Leader,invoice_request,destroy,No
Outside Sales Team Leader,invoice_request,show,Yes
Outside Sales Team Leader,invoice_request,index,No
Outside Sales Team Leader,invoice_request_comment,edit,
Outside Sales Team Leader,invoice_request_comment,index,
Outside Sales Team Leader,invoice_request_comment,new,
Outside Sales Team Leader,invoice_request_comment,create,
Outside Sales Team Leader,invoice_request_comment,update,
Outside Sales Team Leader,invoice_request_comment,destroy,
Outside Sales Team Leader,invoice_request_comment,show,
Outside Sales Team Leader,inward_dispatch,delivered,No
Outside Sales Team Leader,inward_dispatch,remove_products,No
Outside Sales Team Leader,inward_dispatch,update_logistics_owner_for_inward_dispatches,No
Outside Sales Team Leader,inward_dispatch,add_products,No
Outside Sales Team Leader,inward_dispatch,confirm_delivery,No
Outside Sales Team Leader,inward_dispatch,can_request_invoice,No
Outside Sales Team Leader,inward_dispatch,delivered_material,No
Outside Sales Team Leader,inward_dispatch,inward_dispatch_delivered_queue,Yes
Outside Sales Team Leader,inward_dispatch,inward_dispatch_pickup_queue,Yes
Outside Sales Team Leader,inward_dispatch,show,Yes
Outside Sales Team Leader,inward_dispatch,edit,
Outside Sales Team Leader,inward_dispatch,new,
Outside Sales Team Leader,inward_dispatch,index,Yes
Outside Sales Team Leader,inward_dispatch,create,No
Outside Sales Team Leader,inward_dispatch,update,No
Outside Sales Team Leader,inward_dispatch,destroy,No
Outside Sales Team Leader,inward_dispatch_comment,create,
Outside Sales Team Leader,inward_dispatch_comment,index,
Outside Sales Team Leader,inward_dispatch_comment,new,
Outside Sales Team Leader,inward_dispatch_comment,edit,
Outside Sales Team Leader,inward_dispatch_comment,update,
Outside Sales Team Leader,inward_dispatch_comment,destroy,
Outside Sales Team Leader,inward_dispatch_comment,show,
Outside Sales Team Leader,inward_dispatch_row,show,
Outside Sales Team Leader,inward_dispatch_row,edit,
Outside Sales Team Leader,inward_dispatch_row,index,
Outside Sales Team Leader,inward_dispatch_row,new,
Outside Sales Team Leader,inward_dispatch_row,create,
Outside Sales Team Leader,inward_dispatch_row,update,
Outside Sales Team Leader,inward_dispatch_row,destroy,
Outside Sales Team Leader,kit,best_prices_and_supplier_bp_catalog,Yes
Outside Sales Team Leader,kit,show,Yes
Outside Sales Team Leader,kit,sku_purchase_history,Yes
Outside Sales Team Leader,kit,comments,Yes
Outside Sales Team Leader,kit,customer_bp_catalog,Yes
Outside Sales Team Leader,kit,destroy,Yes
Outside Sales Team Leader,kit,update,Yes
Outside Sales Team Leader,kit,create,Yes
Outside Sales Team Leader,kit,edit,
Outside Sales Team Leader,kit,new,
Outside Sales Team Leader,kit,index,Yes
Outside Sales Team Leader,kit_product_row,create,
Outside Sales Team Leader,kit_product_row,destroy,
Outside Sales Team Leader,kit_product_row,show,
Outside Sales Team Leader,kit_product_row,index,
Outside Sales Team Leader,kit_product_row,new,
Outside Sales Team Leader,kit_product_row,edit,
Outside Sales Team Leader,kit_product_row,update,
Outside Sales Team Leader,lead_time_option,destroy,No
Outside Sales Team Leader,lead_time_option,index,Yes
Outside Sales Team Leader,lead_time_option,new,
Outside Sales Team Leader,lead_time_option,edit,
Outside Sales Team Leader,lead_time_option,create,No
Outside Sales Team Leader,lead_time_option,update,No
Outside Sales Team Leader,lead_time_option,show,Yes
Outside Sales Team Leader,measurement_unit,create,No
Outside Sales Team Leader,measurement_unit,update,No
Outside Sales Team Leader,measurement_unit,destroy,No
Outside Sales Team Leader,measurement_unit,show,Yes
Outside Sales Team Leader,measurement_unit,index,Yes
Outside Sales Team Leader,measurement_unit,new,
Outside Sales Team Leader,measurement_unit,edit,
Outside Sales Team Leader,mixins,show,
Outside Sales Team Leader,mixins,create,
Outside Sales Team Leader,mixins,edit,
Outside Sales Team Leader,mixins,index,
Outside Sales Team Leader,mixins,new,
Outside Sales Team Leader,mixins,destroy,
Outside Sales Team Leader,mixins,update,
Outside Sales Team Leader,mpr_row,new,
Outside Sales Team Leader,mpr_row,destroy,
Outside Sales Team Leader,mpr_row,show,
Outside Sales Team Leader,mpr_row,update,
Outside Sales Team Leader,mpr_row,edit,
Outside Sales Team Leader,mpr_row,create,
Outside Sales Team Leader,mpr_row,index,
Outside Sales Team Leader,notification,create,
Outside Sales Team Leader,notification,mark_as_read,
Outside Sales Team Leader,notification,queue,
Outside Sales Team Leader,notification,update,
Outside Sales Team Leader,notification,destroy,
Outside Sales Team Leader,notification,show,
Outside Sales Team Leader,notification,edit,
Outside Sales Team Leader,notification,index,
Outside Sales Team Leader,notification,new,
Outside Sales Team Leader,online_payment,new,
Outside Sales Team Leader,online_payment,show,
Outside Sales Team Leader,online_payment,edit,
Outside Sales Team Leader,online_payment,destroy,
Outside Sales Team Leader,online_payment,update,
Outside Sales Team Leader,online_payment,create,
Outside Sales Team Leader,online_payment,index,
Outside Sales Team Leader,overall_average,index,
Outside Sales Team Leader,overall_average,new,
Outside Sales Team Leader,overall_average,edit,
Outside Sales Team Leader,overall_average,create,
Outside Sales Team Leader,overall_average,update,
Outside Sales Team Leader,overall_average,destroy,
Outside Sales Team Leader,overall_average,show,
Outside Sales Team Leader,overseer,new,
Outside Sales Team Leader,overseer,edit,
Outside Sales Team Leader,overseer,create,No
Outside Sales Team Leader,overseer,update,No
Outside Sales Team Leader,overseer,destroy,No
Outside Sales Team Leader,overseer,update_acl,No
Outside Sales Team Leader,overseer,edit_acl,No
Outside Sales Team Leader,overseer,save_acl_resources,No
Outside Sales Team Leader,overseer,get_resources,No
Outside Sales Team Leader,overseer,show,No
Outside Sales Team Leader,overseer,index,No
Outside Sales Team Leader,payment_collection,new,
Outside Sales Team Leader,payment_collection,show,No
Outside Sales Team Leader,payment_collection,edit,
Outside Sales Team Leader,payment_collection,index,No
Outside Sales Team Leader,payment_collection,create,No
Outside Sales Team Leader,payment_collection,update,No
Outside Sales Team Leader,payment_collection,destroy,No
Outside Sales Team Leader,payment_collection_emails,edit,
Outside Sales Team Leader,payment_collection_emails,index,No
Outside Sales Team Leader,payment_collection_emails,update,No
Outside Sales Team Leader,payment_collection_emails,show,No
Outside Sales Team Leader,payment_collection_emails,new,
Outside Sales Team Leader,payment_collection_emails,create,No
Outside Sales Team Leader,payment_option,destroy,No
Outside Sales Team Leader,payment_option,show,No
Outside Sales Team Leader,payment_option,edit,
Outside Sales Team Leader,payment_option,new,
Outside Sales Team Leader,payment_option,index,Yes
Outside Sales Team Leader,payment_option,create,No
Outside Sales Team Leader,payment_option,update,No
Outside Sales Team Leader,payment_request,create,No
Outside Sales Team Leader,payment_request,destroy,No
Outside Sales Team Leader,payment_request,show,Yes
Outside Sales Team Leader,payment_request,update_payment_status,No
Outside Sales Team Leader,payment_request,payment_request_logistics_and_accounts,No
Outside Sales Team Leader,payment_request,edit_payment_logistics,No
Outside Sales Team Leader,payment_request,edit_payment_queue,No
Outside Sales Team Leader,payment_request,index,Yes
Outside Sales Team Leader,payment_request,new,
Outside Sales Team Leader,payment_request,edit,
Outside Sales Team Leader,payment_request,update,No
Outside Sales Team Leader,payment_request_comment,new,
Outside Sales Team Leader,payment_request_comment,index,
Outside Sales Team Leader,payment_request_comment,show,
Outside Sales Team Leader,payment_request_comment,update,
Outside Sales Team Leader,payment_request_comment,destroy,
Outside Sales Team Leader,payment_request_comment,create,
Outside Sales Team Leader,payment_request_comment,edit,
Outside Sales Team Leader,payment_request_transaction,destroy,
Outside Sales Team Leader,payment_request_transaction,update,
Outside Sales Team Leader,payment_request_transaction,edit,
Outside Sales Team Leader,payment_request_transaction,disabled_fields,
Outside Sales Team Leader,payment_request_transaction,show,
Outside Sales Team Leader,payment_request_transaction,index,
Outside Sales Team Leader,payment_request_transaction,new,
Outside Sales Team Leader,payment_request_transaction,create,
Outside Sales Team Leader,po_comment,update,
Outside Sales Team Leader,po_comment,edit,
Outside Sales Team Leader,po_comment,new,
Outside Sales Team Leader,po_comment,index,
Outside Sales Team Leader,po_comment,show,
Outside Sales Team Leader,po_comment,destroy,
Outside Sales Team Leader,po_comment,create,
Outside Sales Team Leader,pod_row,create,
Outside Sales Team Leader,pod_row,edit,
Outside Sales Team Leader,pod_row,new,
Outside Sales Team Leader,pod_row,index,
Outside Sales Team Leader,pod_row,destroy,
Outside Sales Team Leader,pod_row,update,
Outside Sales Team Leader,pod_row,show,
Outside Sales Team Leader,po_request,can_process_amended_po_requests,Yes
Outside Sales Team Leader,po_request,new,
Outside Sales Team Leader,po_request,sending_po_to_supplier_create_email_message,Yes
Outside Sales Team Leader,po_request,dispatch_supplier_delayed_new_email_message,Yes
Outside Sales Team Leader,po_request,dispatch_supplier_delayed_create_email_message,Yes
Outside Sales Team Leader,po_request,material_received_in_bm_warehouse_new_email_msg,Yes
Outside Sales Team Leader,po_request,material_received_in_bm_warehouse_create_email_msg,Yes
Outside Sales Team Leader,po_request,cancel_porequest,Yes
Outside Sales Team Leader,po_request,edit,
Outside Sales Team Leader,po_request,create,Yes
Outside Sales Team Leader,po_request,update,Yes
Outside Sales Team Leader,po_request,destroy,Yes
Outside Sales Team Leader,po_request,can_update_rejected_po_requests,Yes
Outside Sales Team Leader,po_request,can_reject,Yes
Outside Sales Team Leader,po_request,can_cancel,Yes
Outside Sales Team Leader,po_request,render_cancellation_form,Yes
Outside Sales Team Leader,po_request,stock,Yes
Outside Sales Team Leader,po_request,show,Yes
Outside Sales Team Leader,po_request,index,Yes
Outside Sales Team Leader,po_request,can_amend_completed_po_requests,Yes
Outside Sales Team Leader,po_request,can_supplier_po_created_not_sent_requests,Yes
Outside Sales Team Leader,po_request,can_supplier_po_request_pending,Yes
Outside Sales Team Leader,po_request,pending_stock_approval,Yes
Outside Sales Team Leader,po_request,completed_stock,Yes
Outside Sales Team Leader,po_request,add_service_product,Yes
Outside Sales Team Leader,po_request,new_purchase_order,Yes
Outside Sales Team Leader,po_request,amended,Yes
Outside Sales Team Leader,po_request,under_amend,Yes
Outside Sales Team Leader,po_request,cancelled,Yes
Outside Sales Team Leader,po_request,pending_and_rejected,Yes
Outside Sales Team Leader,po_request,resolve,Yes
Outside Sales Team Leader,po_request,can_reject_stock_po,Yes
Outside Sales Team Leader,po_request,edit_payment_request,Yes
Outside Sales Team Leader,po_request,sending_po_to_supplier_new_email_message,Yes
Outside Sales Team Leader,po_request,new_payment_request,Yes
Outside Sales Team Leader,po_request,show_payment_request,Yes
Outside Sales Team Leader,po_request_comment,edit,
Outside Sales Team Leader,po_request_comment,new,
Outside Sales Team Leader,po_request_comment,destroy,
Outside Sales Team Leader,po_request_comment,update,
Outside Sales Team Leader,po_request_comment,create,
Outside Sales Team Leader,po_request_comment,show,
Outside Sales Team Leader,po_request_comment,index,
Outside Sales Team Leader,po_request_row,new,
Outside Sales Team Leader,po_request_row,edit,
Outside Sales Team Leader,po_request_row,show,
Outside Sales Team Leader,po_request_row,create,
Outside Sales Team Leader,po_request_row,update,
Outside Sales Team Leader,po_request_row,destroy,
Outside Sales Team Leader,po_request_row,index,
Outside Sales Team Leader,product,resync,Yes
Outside Sales Team Leader,product,resync_inventory,Yes
Outside Sales Team Leader,product,index,Yes
Outside Sales Team Leader,product,new,
Outside Sales Team Leader,product,edit,
Outside Sales Team Leader,product,create,No
Outside Sales Team Leader,product,update,No
Outside Sales Team Leader,product,destroy,No
Outside Sales Team Leader,product,show,Yes
Outside Sales Team Leader,product,best_prices_and_supplier_bp_catalog,Yes
Outside Sales Team Leader,product,sku_purchase_history,Yes
Outside Sales Team Leader,product,approve,No
Outside Sales Team Leader,product,pending,No
Outside Sales Team Leader,product,comments,Yes
Outside Sales Team Leader,product,suggestion,Yes
Outside Sales Team Leader,product,get_product_details,Yes
Outside Sales Team Leader,product,autocomplete_suppliers,Yes
Outside Sales Team Leader,product,non_kit_autocomplete,Yes
Outside Sales Team Leader,product,autocomplete_mpn,Yes
Outside Sales Team Leader,product,service_autocomplete,Yes
Outside Sales Team Leader,product,export_all,No
Outside Sales Team Leader,product,customer_bp_catalog,Yes
Outside Sales Team Leader,product,merge,No
Outside Sales Team Leader,product,reject,No
Outside Sales Team Leader,product_approval,destroy,No
Outside Sales Team Leader,product_approval,index,Yes
Outside Sales Team Leader,product_approval,new,
Outside Sales Team Leader,product_approval,edit,
Outside Sales Team Leader,product_approval,create,No
Outside Sales Team Leader,product_approval,update,No
Outside Sales Team Leader,product_approval,show,Yes
Outside Sales Team Leader,product_comment,edit,
Outside Sales Team Leader,product_comment,new,
Outside Sales Team Leader,product_comment,create,
Outside Sales Team Leader,product_comment,update,
Outside Sales Team Leader,product_comment,destroy,
Outside Sales Team Leader,product_comment,show,
Outside Sales Team Leader,product_comment,index,
Outside Sales Team Leader,product_rejection,new,
Outside Sales Team Leader,product_rejection,create,No
Outside Sales Team Leader,product_rejection,update,No
Outside Sales Team Leader,product_rejection,destroy,No
Outside Sales Team Leader,product_rejection,show,Yes
Outside Sales Team Leader,product_rejection,index,Yes
Outside Sales Team Leader,product_rejection,edit,
Outside Sales Team Leader,product_supplier,destroy,Yes
Outside Sales Team Leader,product_supplier,index,Yes
Outside Sales Team Leader,product_supplier,new,
Outside Sales Team Leader,product_supplier,edit,
Outside Sales Team Leader,product_supplier,create,Yes
Outside Sales Team Leader,product_supplier,update,Yes
Outside Sales Team Leader,product_supplier,show,Yes
Outside Sales Team Leader,profile,edit,
Outside Sales Team Leader,profile,update,
Outside Sales Team Leader,profile,show,
Outside Sales Team Leader,profile,index,
Outside Sales Team Leader,profile,new,
Outside Sales Team Leader,profile,create,
Outside Sales Team Leader,purchase_order,autocomplete_without_po_requests,
Outside Sales Team Leader,purchase_order,show,No
Outside Sales Team Leader,purchase_order,autocomplete,
Outside Sales Team Leader,purchase_order,get_relationship_map_json,
Outside Sales Team Leader,purchase_order,relationship_map,
Outside Sales Team Leader,purchase_order,search_or_create,
Outside Sales Team Leader,purchase_order,update_logistics_owner_for_inward_dispatches,
Outside Sales Team Leader,purchase_order,update_logistics_owner,No
Outside Sales Team Leader,purchase_order,create_email_message,Yes
Outside Sales Team Leader,purchase_order,new_email_message,Yes
Outside Sales Team Leader,purchase_order,inward_dispatch_delivered_queue,Yes
Outside Sales Team Leader,purchase_order,inward_dispatch_pickup_queue,Yes
Outside Sales Team Leader,purchase_order,new_inward_dispatch,No
Outside Sales Team Leader,purchase_order,material_readiness_queue,Yes
Outside Sales Team Leader,purchase_order,update_material_followup,No
Outside Sales Team Leader,purchase_order,edit_material_followup,No
Outside Sales Team Leader,purchase_order,can_request_invoice,No
Outside Sales Team Leader,purchase_order,show_document,Yes
Outside Sales Team Leader,purchase_order,destroy,No
Outside Sales Team Leader,purchase_order,export_all,No
Outside Sales Team Leader,purchase_order,update,No
Outside Sales Team Leader,purchase_order,create,No
Outside Sales Team Leader,purchase_order,edit,
Outside Sales Team Leader,purchase_order,new,
Outside Sales Team Leader,purchase_order,index,Yes
Outside Sales Team Leader,purchase_order_row,index,
Outside Sales Team Leader,purchase_order_row,show,
Outside Sales Team Leader,purchase_order_row,destroy,
Outside Sales Team Leader,purchase_order_row,update,
Outside Sales Team Leader,purchase_order_row,create,
Outside Sales Team Leader,purchase_order_row,edit,
Outside Sales Team Leader,purchase_order_row,new,
Outside Sales Team Leader,rate,index,
Outside Sales Team Leader,rate,show,
Outside Sales Team Leader,rate,destroy,
Outside Sales Team Leader,rate,update,
Outside Sales Team Leader,rate,create,
Outside Sales Team Leader,rate,edit,
Outside Sales Team Leader,rate,new,
Outside Sales Team Leader,rating_cache,show,
Outside Sales Team Leader,rating_cache,index,
Outside Sales Team Leader,rating_cache,new,
Outside Sales Team Leader,rating_cache,edit,
Outside Sales Team Leader,rating_cache,create,
Outside Sales Team Leader,rating_cache,update,
Outside Sales Team Leader,rating_cache,destroy,
Outside Sales Team Leader,remote_request,show,No
Outside Sales Team Leader,remote_request,update,No
Outside Sales Team Leader,remote_request,destroy,No
Outside Sales Team Leader,remote_request,resend_failed_requests,No
Outside Sales Team Leader,remote_request,index,No
Outside Sales Team Leader,remote_request,new,No
Outside Sales Team Leader,remote_request,edit,No
Outside Sales Team Leader,remote_request,create,No
Outside Sales Team Leader,report,destroy,No
Outside Sales Team Leader,report,create,No
Outside Sales Team Leader,report,edit,
Outside Sales Team Leader,report,new,
Outside Sales Team Leader,report,index,No
Outside Sales Team Leader,report,update,No
Outside Sales Team Leader,report,show,No
Outside Sales Team Leader,resync_remote_request,all_requests,No
Outside Sales Team Leader,resync_remote_request,index,No
Outside Sales Team Leader,resync_remote_request,new,No
Outside Sales Team Leader,resync_remote_request,edit,No
Outside Sales Team Leader,resync_remote_request,create,No
Outside Sales Team Leader,resync_remote_request,update,No
Outside Sales Team Leader,resync_remote_request,destroy,No
Outside Sales Team Leader,resync_remote_request,show,No
Outside Sales Team Leader,resync_remote_request,resend_failed_request,No
Outside Sales Team Leader,resync_request,index,No
Outside Sales Team Leader,resync_request,new,No
Outside Sales Team Leader,resync_request,edit,No
Outside Sales Team Leader,resync_request,create,No
Outside Sales Team Leader,resync_request,update,No
Outside Sales Team Leader,resync_request,destroy,No
Outside Sales Team Leader,resync_request,show,No
