invoice_number,created_at,inquiry_number,created_at,customer_committed_date,delivery_date,Date Difference,Cat,Delivery Date
202001555,2019-08-09 10:43:42,36919,2019-07-29 14:12:00,8/9/2019,8/9/2019,0,ON OR BEFORE TIME,8/9/2019
202001588,2019-08-12 18:28:23,33993,2019-04-25 18:50:02,6/13/2019,6/12/2019,-1,ON OR BEFORE TIME,6/12/2019
202001455,2019-08-01 15:48:57,36306,2019-07-10 16:41:43,7/31/2019,7/30/2019,-1,ON OR BEFORE TIME,7/30/2019
204000596,2019-08-22 10:41:46,36187,2019-07-06 12:10:08,8/9/2019,8/6/2019,-3,ON OR BEFORE TIME,8/6/2019
202001589,2019-08-12 18:34:05,33630,2019-04-15 17:45:29,5/4/2019,5/3/2019,-1,ON OR BEFORE TIME,5/3/2019
202001667,2019-08-19 16:03:06,36716,2019-07-23 15:24:35,8/22/2019,2019-08-19,-3,ON OR BEFORE TIME,8/19/2019
205000196,2019-08-02 11:52:36,36407,2019-07-15 11:48:55,8/14/2019,8/3/2019,-11,ON OR BEFORE TIME,8/3/2019
202001556,2019-08-09 11:01:15,28679,2018-11-01 15:53:50,11/1/2018,10/31/2018,-1,ON OR BEFORE TIME,10/31/2018
202001637,2019-08-16 12:05:19,29114,2018-11-21 13:03:15,12/8/2018,12/7/2018,-1,ON OR BEFORE TIME,12/7/2018
202001638,2019-08-16 12:06:33,36626,2019-07-20 15:15:55,7/23/2019,7/21/2019,-2,ON OR BEFORE TIME,7/21/2019
202001671,2019-08-19 18:25:39,36861,2019-07-26 14:24:11,8/26/2019,2019-08-19,-7,ON OR BEFORE TIME,8/19/2019
205000235,2019-08-14 13:52:07,37115,2019-08-02 14:46:11,9/30/2019,8/12/2019,-49,ON OR BEFORE TIME,8/12/2019
204000576,2019-08-16 12:55:03,35528,2019-06-13 18:26:18,6/30/2019,6/29/2019,-1,ON OR BEFORE TIME,6/29/2019
202001602,2019-08-13 16:06:43,37469,2019-08-12 18:41:01,8/13/2019,8/10/2019,-3,ON OR BEFORE TIME,8/10/2019
205000232,2019-08-12 19:01:29,36821,2019-07-25 17:34:58,8/5/2019,8/2/2019,-3,ON OR BEFORE TIME,8/2/2019
208000073,2019-08-12 19:26:01,36997,2019-07-31 12:08:35,8/6/2019,8/5/2019,-1,ON OR BEFORE TIME,8/5/2019
202001590,2019-08-12 18:22:43,37312,2019-08-07 18:15:33,8/31/2019,8/16/2019,-15,ON OR BEFORE TIME,8/16/2019
202001563,2019-08-09 16:44:38,36989,2019-07-31 11:02:08,8/1/2019,7/31/2019,-1,ON OR BEFORE TIME,7/31/2019
204000577,2019-08-16 13:21:23,36414,2019-07-15 13:57:00,8/1/2019,7/30/2019,-2,ON OR BEFORE TIME,7/30/2019
204000557,2019-08-08 15:53:21,36867,2019-07-26 15:26:13,8/12/2019,2019-08-08,-4,ON OR BEFORE TIME,8/8/2019
204000559,2019-08-09 10:48:47,36283,2019-07-10 10:39:17,7/23/2019,7/21/2019,-2,ON OR BEFORE TIME,7/21/2019
204000567,2019-08-12 15:44:40,36745,2019-07-24 11:30:42,8/10/2019,8/7/2019,-3,ON OR BEFORE TIME,8/7/2019
205000222,2019-08-09 12:55:37,36018,2019-07-01 16:04:13,7/19/2019,7/17/2019,-2,ON OR BEFORE TIME,7/17/2019
204000566,2019-08-12 15:42:02,35126,2019-05-30 15:50:16,7/4/2019,7/3/2019,-1,ON OR BEFORE TIME,7/3/2019
202001546,2019-08-08 18:29:52,36163,2019-07-05 14:47:30,7/10/2019,7/9/2019,-1,ON OR BEFORE TIME,7/9/2019
204000565,2019-08-12 15:17:44,37297,2019-08-07 13:36:05,8/22/2019,8/16/2019,-6,ON OR BEFORE TIME,8/16/2019
204000548,2019-08-06 16:14:27,36234,2019-07-08 19:05:03,8/4/2019,8/3/2019,-1,ON OR BEFORE TIME,8/3/2019
202001551,2019-08-08 19:21:00,35788,2019-06-24 11:54:40,7/15/2019,7/12/2019,-3,ON OR BEFORE TIME,7/12/2019
205000231,2019-08-12 18:31:10,36821,2019-07-25 17:34:58,8/5/2019,8/2/2019,-3,ON OR BEFORE TIME,8/2/2019
204000578,2019-08-16 14:53:57,37007,2019-07-31 13:57:33,8/31/2019,8/16/2019,-15,ON OR BEFORE TIME,8/16/2019
202001512,2019-08-07 10:50:45,36375,2019-07-12 15:22:23,8/1/2019,7/25/2019,-7,ON OR BEFORE TIME,7/25/2019
202001596,2019-08-13 13:28:07,32480,2019-03-08 11:11:03,3/26/2019,3/25/2019,-1,ON OR BEFORE TIME,3/25/2019
202001560,2019-08-09 12:26:26,35618,2019-06-17 17:00:18,7/15/2019,7/13/2019,-2,ON OR BEFORE TIME,7/13/2019
202001559,2019-08-09 12:06:34,34154,2019-05-02 13:00:42,5/20/2019,5/19/2019,-1,ON OR BEFORE TIME,5/19/2019
202001629,2019-08-14 20:24:58,36092,2019-07-03 14:51:34,8/2/2019,7/31/2019,-2,ON OR BEFORE TIME,7/31/2019
202001515,2019-08-07 13:15:59,35297,2019-06-05 15:14:25,6/30/2019,6/29/2019,-1,ON OR BEFORE TIME,6/29/2019
202001558,2019-08-09 11:59:40,33741,2019-04-17 16:31:00,4/30/2019,4/29/2019,-1,ON OR BEFORE TIME,4/29/2019
202001517,2019-08-07 13:09:45,32293,2019-03-01 19:41:18,5/29/2019,5/28/2019,-1,ON OR BEFORE TIME,5/28/2019
205000223,2019-08-09 14:34:28,36842,2019-07-26 11:23:04,8/30/2019,8/20/2019,-10,ON OR BEFORE TIME,8/20/2019
202001514,2019-08-07 12:59:45,27761,2018-10-03 00:00:00,11/9/2018,11/8/2018,-1,ON OR BEFORE TIME,11/8/2018
204000568,2019-08-12 16:55:15,35126,2019-05-30 15:50:16,7/4/2019,7/3/2019,-1,ON OR BEFORE TIME,7/3/2019
202001649,2019-08-16 17:59:52,37201,2019-08-05 16:29:04,8/16/2019,8/15/2019,-1,ON OR BEFORE TIME,8/15/2019
202001516,2019-08-07 13:05:46,35297,2019-06-05 15:14:25,6/30/2019,6/29/2019,-1,ON OR BEFORE TIME,6/29/2019
202001651,2019-08-16 18:11:02,26398,2018-08-17 00:00:00,8/22/2019,8/17/2019,-5,ON OR BEFORE TIME,8/17/2019
204000550,2019-08-07 10:29:53,36164,2019-07-05 14:55:40,7/31/2019,7/28/2019,-3,ON OR BEFORE TIME,7/28/2019
204000579,2019-08-17 11:31:16,36187,2019-07-06 12:10:08,8/9/2019,8/6/2019,-3,ON OR BEFORE TIME,8/6/2019
202001641,2019-08-16 13:30:01,36073,2019-07-03 11:24:58,7/27/2019,7/24/2019,-3,ON OR BEFORE TIME,7/24/2019
202001562,2019-08-09 15:56:36,34396,2019-05-08 17:57:40,5/20/2019,5/19/2019,-1,ON OR BEFORE TIME,5/19/2019
202001522,2019-08-07 16:50:17,36396,2019-07-15 10:29:16,8/7/2019,8/6/2019,-1,ON OR BEFORE TIME,8/6/2019
202001523,2019-08-07 17:13:00,36212,2019-07-08 12:38:15,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
202001561,2019-08-09 12:59:14,36983,2019-07-31 10:55:25,8/9/2019,8/8/2019,-1,ON OR BEFORE TIME,8/8/2019
202001583,2019-08-12 15:30:59,36503,2019-07-17 15:27:28,7/27/2019,7/25/2019,-2,ON OR BEFORE TIME,7/25/2019
202001586,2019-08-12 17:28:11,36503,2019-07-17 15:27:28,7/27/2019,7/25/2019,-2,ON OR BEFORE TIME,7/25/2019
205000213,2019-08-07 17:34:04,36343,2019-07-11 14:51:56,7/30/2019,7/29/2019,-1,ON OR BEFORE TIME,7/29/2019
202001526,2019-08-07 17:36:51,36451,2019-07-16 13:04:20,7/31/2019,7/16/2019,-15,ON OR BEFORE TIME,7/16/2019
202001527,2019-08-07 17:40:26,34822,2019-05-21 18:03:24,6/10/2019,6/9/2019,-1,ON OR BEFORE TIME,6/9/2019
202001528,2019-08-07 17:44:46,35787,2019-06-24 11:49:33,8/20/2019,8/5/2019,-15,ON OR BEFORE TIME,8/5/2019
202001653,2019-08-16 19:11:54,31347,2019-01-31 16:38:52,2/15/2019,2/14/2019,-1,ON OR BEFORE TIME,2/14/2019
202001581,2019-08-12 15:25:40,36961,2019-07-30 15:39:01,8/16/2019,8/16/2019,0,ON OR BEFORE TIME,8/16/2019
202001518,2019-08-07 15:10:10,36572,2019-07-19 11:13:20,8/18/2019,8/10/2019,-8,ON OR BEFORE TIME,8/10/2019
202001525,2019-08-07 17:20:17,37109,2019-08-02 12:27:24,8/24/2019,8/16/2019,-8,ON OR BEFORE TIME,8/16/2019
202001564,2019-08-09 17:29:59,37226,2019-08-06 11:17:59,8/28/2019,8/16/2019,-12,ON OR BEFORE TIME,8/16/2019
205000215,2019-08-07 18:23:42,37265,2019-08-07 10:31:14,8/9/2019,8/8/2019,-1,ON OR BEFORE TIME,8/8/2019
202001467,2019-08-02 15:13:35,35475,2019-06-12 14:24:07,7/12/2019,7/10/2019,-2,ON OR BEFORE TIME,7/10/2019
205000214,2019-08-07 18:21:09,37265,2019-08-07 10:31:14,8/9/2019,8/8/2019,-1,ON OR BEFORE TIME,8/8/2019
207000044,2019-08-17 11:40:44,36050,2019-07-02 13:35:29,8/16/2019,2019-08-17,1,DELAYED BY <2 DAYS,8/17/2019
202001521,2019-08-07 16:46:32,36656,2019-07-22 15:14:15,8/14/2019,8/10/2019,-4,ON OR BEFORE TIME,8/10/2019
202001567,2019-08-09 17:40:04,37211,2019-08-05 17:27:24,8/26/2019,8/16/2019,-10,ON OR BEFORE TIME,8/16/2019
204000553,2019-08-07 18:53:18,37164,2019-08-05 10:38:59,8/19/2019,8/9/2019,-10,ON OR BEFORE TIME,8/9/2019
202001691,2019-08-20 15:37:30,34773,2019-05-20 16:27:45,7/1/2019,6/30/2019,-1,ON OR BEFORE TIME,6/30/2019
202001566,2019-08-09 17:36:28,37251,2019-08-06 16:34:39,8/30/2019,8/16/2019,-14,ON OR BEFORE TIME,8/16/2019
202001530,2019-08-07 19:11:39,36470,2019-07-16 17:15:21,8/9/2019,8/10/2019,1,DELAYED BY <2 DAYS,8/10/2019
205000220,2019-08-08 19:27:40,36441,2019-07-16 11:08:20,8/30/2019,8/12/2019,-18,ON OR BEFORE TIME,8/12/2019
202001531,2019-08-07 19:15:17,35998,2019-07-01 12:56:14,8/5/2019,8/9/2019,4,DELAYED BY 2-7 DAYS,8/9/2019
202001565,2019-08-09 17:34:17,37025,2019-07-31 16:13:25,8/24/2019,8/13/2019,-11,ON OR BEFORE TIME,8/13/2019
202001582,2019-08-12 15:28:02,37224,2019-08-06 11:03:35,8/28/2019,8/16/2019,-12,ON OR BEFORE TIME,8/16/2019
202001529,2019-08-07 18:03:01,35427,2019-06-11 11:16:13,9/2/2019,8/13/2019,-20,ON OR BEFORE TIME,8/13/2019
205000243,2019-08-19 15:53:44,37657,2019-08-16 14:22:11,8/23/2019,2019-08-19,-4,ON OR BEFORE TIME,8/19/2019
205000218,2019-08-08 17:02:56,36597,2019-07-19 16:06:09,7/29/2019,8/3/2019,5,DELAYED BY 2-7 DAYS,8/3/2019
202001568,2019-08-09 18:01:21,37137,2019-08-02 19:02:41,8/25/2019,8/13/2019,-12,ON OR BEFORE TIME,8/13/2019
204000551,2019-08-07 17:48:49,37069,2019-08-01 14:37:22,8/10/2019,8/9/2019,-1,ON OR BEFORE TIME,8/9/2019
205000219,2019-08-08 19:24:44,36631,2019-07-20 16:13:11,7/28/2019,8/3/2019,6,DELAYED BY 2-7 DAYS,8/3/2019
202001534,2019-08-07 19:34:19,36822,2019-07-25 17:37:48,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
202001533,2019-08-07 19:31:47,35396,2019-06-10 13:00:55,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
202001569,2019-08-09 18:20:12,37382,2019-08-09 14:15:15,8/9/2019,8/9/2019,0,ON OR BEFORE TIME,8/9/2019
204000535,2019-08-01 11:26:08,36474,2019-07-16 18:12:23,7/24/2019,7/22/2019,-2,ON OR BEFORE TIME,7/22/2019
202001451,2019-08-01 11:54:44,36427,2019-07-15 16:17:27,8/1/2019,2019-08-01,0,ON OR BEFORE TIME,8/1/2019
202001570,2019-08-09 18:23:42,36220,2019-07-08 14:23:49,8/31/2019,8/14/2019,-17,ON OR BEFORE TIME,8/14/2019
204000563,2019-08-12 12:52:35,32574,2019-03-11 15:40:21,4/11/2019,4/10/2019,-1,ON OR BEFORE TIME,4/10/2019
202001645,2019-08-16 16:19:29,32304,2019-03-02 12:56:17,3/15/2019,3/14/2019,-1,ON OR BEFORE TIME,3/14/2019
202001640,2019-08-16 12:30:00,37364,2019-08-09 11:26:15,8/12/2019,8/13/2019,1,DELAYED BY <2 DAYS,8/13/2019
202001669,2019-08-19 17:28:01,37114,2019-08-02 12:55:11,8/24/2019,8/22/2019,-2,ON OR BEFORE TIME,8/22/2019
202001557,2019-08-09 13:16:31,25247,2018-07-07 00:00:00,8/21/2018,8/20/2018,-1,ON OR BEFORE TIME,8/20/2018
202001652,2019-08-16 18:43:00,36458,2019-07-16 14:40:22,8/1/2019,7/30/2019,-2,ON OR BEFORE TIME,7/30/2019
202001535,2019-08-07 20:00:39,35396,2019-06-10 13:00:55,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
202001453,2019-08-01 12:58:56,34006,2019-04-26 12:53:18,8/7/2019,8/6/2019,-1,ON OR BEFORE TIME,8/6/2019
202001532,2019-08-07 19:19:40,36545,2019-07-18 14:17:30,8/6/2019,8/10/2019,4,DELAYED BY 2-7 DAYS,8/10/2019
205000208,2019-08-06 16:21:12,36441,2019-07-16 11:08:20,8/30/2019,8/7/2019,-23,ON OR BEFORE TIME,8/7/2019
202001571,2019-08-09 18:26:12,35233,2019-06-03 19:11:23,9/6/2019,2019-08-09,-28,ON OR BEFORE TIME,8/9/2019
202001454,2019-08-01 15:50:23,31354,2019-01-31 19:03:30,3/1/2019,2/28/2019,-1,ON OR BEFORE TIME,2/28/2019
205000203,2019-08-03 11:11:50,36055,2019-07-02 14:52:42,8/30/2019,8/13/2019,-17,ON OR BEFORE TIME,8/13/2019
209000080,2019-08-10 16:49:56,37134,2019-08-02 18:38:47,7/19/2019,7/17/2019,-2,ON OR BEFORE TIME,7/17/2019
205000244,2019-08-20 13:04:56,36549,2019-07-18 14:36:57,7/20/2019,7/19/2019,-1,ON OR BEFORE TIME,7/19/2019
202001524,2019-08-07 17:17:05,36115,2019-07-04 11:07:29,8/10/2019,8/8/2019,-2,ON OR BEFORE TIME,8/8/2019
207000042,2019-08-08 10:47:24,36684,2019-07-23 10:35:48,8/7/2019,8/3/2019,-4,ON OR BEFORE TIME,8/3/2019
202001456,2019-08-01 15:53:34,36660,2019-07-22 15:47:22,7/25/2019,7/24/2019,-1,ON OR BEFORE TIME,7/24/2019
207000040,2019-08-01 18:26:54,36993,2019-07-31 11:32:24,8/15/2019,8/3/2019,-12,ON OR BEFORE TIME,8/3/2019
208000066,2019-08-12 11:48:06,36761,2019-07-24 15:54:04,7/31/2019,8/6/2019,6,DELAYED BY 2-7 DAYS,8/6/2019
202001587,2019-08-12 17:32:39,36619,2019-07-20 13:16:54,8/12/2019,8/16/2019,4,DELAYED BY 2-7 DAYS,8/16/2019
208000071,2019-08-12 17:46:57,36713,2019-07-23 15:03:48,8/8/2019,8/12/2019,4,DELAYED BY 2-7 DAYS,8/12/2019
202001584,2019-08-12 15:35:37,37391,2019-08-09 16:22:03,9/2/2019,8/17/2019,-16,ON OR BEFORE TIME,8/17/2019
208000072,2019-08-12 18:39:50,36967,2019-07-30 17:14:55,8/5/2019,8/3/2019,-2,ON OR BEFORE TIME,8/3/2019
202001579,2019-08-12 15:39:35,28804,2018-11-12 12:30:24,4/19/2019,4/18/2019,-1,ON OR BEFORE TIME,4/18/2019
204000569,2019-08-12 19:10:23,36893,2019-07-29 10:36:02,8/28/2019,8/16/2019,-12,ON OR BEFORE TIME,8/16/2019
202001592,2019-08-12 18:52:29,37225,2019-08-06 11:05:38,8/28/2019,8/17/2019,-11,ON OR BEFORE TIME,8/17/2019
202001592,2019-08-12 18:52:29,37225,2019-08-06 11:05:38,8/28/2019,8/12/2019,-16,ON OR BEFORE TIME,8/12/2019
202001593,2019-08-12 18:57:26,36958,2019-07-30 15:29:47,8/28/2019,8/12/2019,-16,ON OR BEFORE TIME,8/12/2019
202001597,2019-08-13 13:18:37,29296,2018-11-27 17:17:38,12/15/2018,12/14/2018,-1,ON OR BEFORE TIME,12/14/2018
208000070,2019-08-12 17:44:00,37283,2019-08-07 12:07:08,8/13/2019,8/12/2019,-1,ON OR BEFORE TIME,8/12/2019
208000069,2019-08-12 16:13:57,37283,2019-08-07 12:07:08,8/13/2019,8/9/2019,-4,ON OR BEFORE TIME,8/9/2019
208000067,2019-08-12 12:43:32,36967,2019-07-30 17:14:55,8/5/2019,8/6/2019,1,DELAYED BY <2 DAYS,8/6/2019
202001599,2019-08-13 15:34:13,36971,2019-07-30 17:40:06,8/25/2019,8/16/2019,-9,ON OR BEFORE TIME,8/16/2019
202001600,2019-08-13 16:00:38,36970,2019-07-30 17:36:15,8/2/2019,7/31/2019,-2,ON OR BEFORE TIME,7/31/2019
202001603,2019-08-13 16:09:42,36592,2019-07-19 15:13:03,9/1/2019,8/16/2019,-16,ON OR BEFORE TIME,8/16/2019
202001594,2019-08-12 19:05:46,37199,2019-08-05 16:23:05,8/20/2019,8/17/2019,-3,ON OR BEFORE TIME,8/17/2019
202001594,2019-08-12 19:05:46,37199,2019-08-05 16:23:05,8/20/2019,8/12/2019,-8,ON OR BEFORE TIME,8/12/2019
202001605,2019-08-13 17:23:49,37212,2019-08-05 17:27:58,8/8/2019,8/6/2019,-2,ON OR BEFORE TIME,8/6/2019
202001608,2019-08-13 18:22:49,37480,2019-08-13 10:54:37,9/6/2019,8/16/2019,-21,ON OR BEFORE TIME,8/16/2019
202001601,2019-08-13 16:04:16,36662,2019-07-22 15:53:52,8/15/2019,8/16/2019,1,DELAYED BY <2 DAYS,8/16/2019
202001607,2019-08-13 18:17:44,37458,2019-08-12 16:36:36,8/4/2019,8/3/2019,-1,ON OR BEFORE TIME,8/3/2019
202001610,2019-08-13 18:46:06,34558,2019-05-14 15:58:13,6/7/2019,6/5/2019,-2,ON OR BEFORE TIME,6/5/2019
202001611,2019-08-13 20:24:53,35003,2019-05-27 16:53:59,6/1/2019,5/31/2019,-1,ON OR BEFORE TIME,5/31/2019
202001615,2019-08-14 12:02:10,34232,2019-05-03 16:32:28,7/10/2019,7/9/2019,-1,ON OR BEFORE TIME,7/9/2019
202001613,2019-08-14 11:35:07,37320,2019-08-08 10:01:27,8/17/2019,8/16/2019,-1,ON OR BEFORE TIME,8/16/2019
204000572,2019-08-14 10:51:31,36867,2019-07-26 15:26:13,8/12/2019,8/16/2019,4,DELAYED BY 2-7 DAYS,8/16/2019
202001614,2019-08-14 11:50:01,37261,2019-08-06 18:13:33,6/30/2019,6/29/2019,-1,ON OR BEFORE TIME,6/29/2019
202001612,2019-08-13 19:31:05,36450,2019-07-16 12:54:58,8/10/2019,8/13/2019,3,DELAYED BY 2-7 DAYS,8/13/2019
204000573,2019-08-14 12:43:40,37558,2019-08-14 11:14:35,8/14/2019,8/16/2019,2,DELAYED BY 2-7 DAYS,8/16/2019
204000571,2019-08-14 10:45:09,18019,2018-02-15 00:00:00,2/19/2018,2/18/2018,-1,ON OR BEFORE TIME,2/18/2018
202001591,2019-08-12 18:48:10,37307,2019-08-07 17:16:14,8/15/2019,8/12/2019,-3,ON OR BEFORE TIME,8/12/2019
205000236,2019-08-14 13:57:14,37115,2019-08-02 14:46:11,9/30/2019,8/12/2019,-49,ON OR BEFORE TIME,8/12/2019
202001618,2019-08-14 14:05:13,34364,2019-05-08 12:37:40,8/3/2019,8/1/2019,-2,ON OR BEFORE TIME,8/1/2019
204000574,2019-08-14 14:53:01,36752,2019-07-24 14:22:12,8/14/2019,8/14/2019,0,ON OR BEFORE TIME,8/14/2019
202001621,2019-08-14 16:15:19,37228,2019-08-06 11:39:21,8/29/2019,8/19/2019,-10,ON OR BEFORE TIME,8/19/2019
204000575,2019-08-14 15:13:00,37223,2019-08-06 10:57:47,8/8/2019,8/6/2019,-2,ON OR BEFORE TIME,8/6/2019
202001620,2019-08-14 16:11:20,35256,2019-06-04 14:55:53,6/24/2019,6/23/2019,-1,ON OR BEFORE TIME,6/23/2019
202001624,2019-08-14 16:25:38,34423,2019-05-09 15:00:47,6/27/2019,6/26/2019,-1,ON OR BEFORE TIME,6/26/2019
202001622,2019-08-14 16:18:55,33557,2019-04-11 16:49:51,4/25/2019,4/24/2019,-1,ON OR BEFORE TIME,4/24/2019
202001623,2019-08-14 16:22:13,35620,2019-06-17 18:06:33,6/21/2019,6/20/2019,-1,ON OR BEFORE TIME,6/20/2019
202001538,2019-08-08 14:01:18,34937,2019-05-24 15:55:33,7/30/2019,7/29/2019,-1,ON OR BEFORE TIME,7/29/2019
202001625,2019-08-14 17:00:36,36348,2019-07-11 15:44:58,7/31/2019,7/30/2019,-1,ON OR BEFORE TIME,7/30/2019
202001626,2019-08-14 17:34:06,32852,2019-03-18 15:53:04,3/30/2019,3/29/2019,-1,ON OR BEFORE TIME,3/29/2019
202001633,2019-08-14 18:48:02,36301,2019-07-10 15:06:13,8/10/2019,8/14/2019,4,DELAYED BY 2-7 DAYS,8/14/2019
202001654,2019-08-17 16:56:15,37046,2019-07-31 18:59:43,8/8/2019,8/7/2019,-1,ON OR BEFORE TIME,8/7/2019
205000241,2019-08-17 17:10:30,36739,2019-07-23 19:57:17,9/10/2019,8/19/2019,-22,ON OR BEFORE TIME,8/19/2019
202001634,2019-08-14 18:55:24,32739,2019-03-14 14:27:55,8/20/2019,8/17/2019,-3,ON OR BEFORE TIME,8/17/2019
202001632,2019-08-14 19:08:24,27761,2018-10-03 00:00:00,11/9/2018,11/8/2018,-1,ON OR BEFORE TIME,11/8/2018
204000549,2019-08-06 18:01:04,36732,2019-07-23 17:06:08,8/9/2019,8/7/2019,-2,ON OR BEFORE TIME,8/7/2019
208000074,2019-08-14 17:49:32,36574,2019-07-19 11:33:12,7/25/2019,7/24/2019,-1,ON OR BEFORE TIME,7/24/2019
202001575,2019-08-12 11:53:16,33474,2019-04-09 15:03:05,4/20/2019,4/19/2019,-1,ON OR BEFORE TIME,4/19/2019
205000229,2019-08-16 14:13:05,36750,2019-07-24 13:02:53,8/10/2019,8/9/2019,-1,ON OR BEFORE TIME,8/9/2019
202001643,2019-08-16 15:23:24,37139,2019-08-02 19:27:04,8/26/2019,8/19/2019,-7,ON OR BEFORE TIME,8/19/2019
202001639,2019-08-16 13:04:03,33660,2019-04-16 14:38:29,5/8/2019,5/7/2019,-1,ON OR BEFORE TIME,5/7/2019
202001604,2019-08-16 16:19:27,36969,2019-07-30 17:30:30,8/10/2019,8/9/2019,-1,ON OR BEFORE TIME,8/9/2019
202001642,2019-08-16 15:12:44,37331,2019-08-08 12:25:27,8/21/2019,8/9/2019,-12,ON OR BEFORE TIME,8/9/2019
202001507,2019-08-06 16:02:57,37008,2019-07-31 14:14:23,8/1/2019,8/3/2019,2,DELAYED BY 2-7 DAYS,8/3/2019
202001644,2019-08-16 16:14:35,36450,2019-07-16 12:54:58,8/10/2019,8/16/2019,6,DELAYED BY 2-7 DAYS,8/16/2019
202001646,2019-08-16 16:26:35,33542,2019-04-11 12:33:54,4/22/2019,4/21/2019,-1,ON OR BEFORE TIME,4/21/2019
202001648,2019-08-16 17:11:16,35374,2019-06-07 18:28:12,9/30/2019,8/19/2019,-42,ON OR BEFORE TIME,8/19/2019
202001617,2019-08-14 14:01:11,35354,2019-06-07 12:53:32,8/10/2019,8/11/2019,1,DELAYED BY <2 DAYS,8/11/2019
205000233,2019-08-14 12:27:02,36821,2019-07-25 17:34:58,8/5/2019,8/4/2019,-1,ON OR BEFORE TIME,8/4/2019
205000234,2019-08-14 12:50:26,36343,2019-07-11 14:51:56,7/30/2019,7/28/2019,-2,ON OR BEFORE TIME,7/28/2019
205000238,2019-08-17 10:09:48,36276,2019-07-09 18:18:33,7/30/2019,7/28/2019,-2,ON OR BEFORE TIME,7/28/2019
202001655,2019-08-17 11:53:19,36746,2019-07-24 11:46:57,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
202001657,2019-08-17 12:21:28,36701,2019-07-23 12:09:32,7/29/2019,7/27/2019,-2,ON OR BEFORE TIME,7/27/2019
202001650,2019-08-16 18:03:07,36770,2019-07-24 18:01:40,8/15/2019,2019-08-16,1,DELAYED BY <2 DAYS,8/16/2019
202001659,2019-08-17 15:44:36,36620,2019-07-20 13:32:25,8/10/2019,2019-08-17,7,DELAYED BY 7-14 DAYS,8/17/2019
202001656,2019-08-17 16:59:20,37404,2019-08-10 10:57:30,8/23/2019,2019-08-17,-6,ON OR BEFORE TIME,8/17/2019
202001501,2019-08-06 15:00:02,36851,2019-07-26 12:22:51,8/20/2019,8/9/2019,-11,ON OR BEFORE TIME,8/9/2019
205000240,2019-08-17 17:04:00,37120,2019-08-02 15:22:00,8/16/2019,2019-08-17,1,DELAYED BY <2 DAYS,8/17/2019
202001647,2019-08-16 17:02:03,36876,2019-07-26 17:18:06,9/30/2019,8/19/2019,-42,ON OR BEFORE TIME,8/19/2019
204000580,2019-08-19 10:49:11,37555,2019-08-14 10:56:18,8/31/2019,8/19/2019,-12,ON OR BEFORE TIME,8/19/2019
202001661,2019-08-19 10:53:53,37303,2019-08-07 15:52:27,8/19/2019,8/20/2019,1,DELAYED BY <2 DAYS,8/20/2019
202001662,2019-08-19 10:59:49,36272,2019-07-09 17:19:45,8/15/2019,8/23/2019,8,DELAYED BY 7-14 DAYS,8/23/2019
204000581,2019-08-19 11:17:27,36867,2019-07-26 15:26:13,8/12/2019,8/19/2019,7,DELAYED BY 7-14 DAYS,8/19/2019
202001658,2019-08-17 15:23:44,37309,2019-08-07 17:44:51,8/6/2019,8/12/2019,6,DELAYED BY 2-7 DAYS,8/12/2019
205000239,2019-08-19 12:35:54,36750,2019-07-24 13:02:53,8/10/2019,8/17/2019,7,DELAYED BY 7-14 DAYS,8/17/2019
202001664,2019-08-19 12:54:30,36289,2019-07-10 12:06:40,8/3/2019,8/1/2019,-2,ON OR BEFORE TIME,8/1/2019
201000029,2019-08-19 16:23:44,34800,2019-05-21 14:07:13,8/1/2019,7/30/2019,-2,ON OR BEFORE TIME,7/30/2019
209000052,2019-08-19 16:26:53,36509,2019-07-17 16:01:38,7/17/2019,7/16/2019,-1,ON OR BEFORE TIME,7/16/2019
205000242,2019-08-19 15:17:18,36821,2019-07-25 17:34:58,8/5/2019,8/3/2019,-2,ON OR BEFORE TIME,8/3/2019
209000068,2019-08-19 16:27:23,37182,2019-08-05 15:14:14,7/11/2019,7/10/2019,-1,ON OR BEFORE TIME,7/10/2019
209000071,2019-08-19 16:27:38,36756,2019-07-24 15:05:24,7/24/2019,7/22/2019,-2,ON OR BEFORE TIME,7/22/2019
209000072,2019-08-19 16:27:54,37190,2019-08-05 15:52:22,7/17/2019,7/16/2019,-1,ON OR BEFORE TIME,7/16/2019
209000083,2019-08-19 16:28:48,37189,2019-08-05 15:46:31,7/17/2019,7/16/2019,-1,ON OR BEFORE TIME,7/16/2019
209000087,2019-08-19 16:29:02,37191,2019-08-05 15:52:38,7/17/2019,7/16/2019,-1,ON OR BEFORE TIME,7/16/2019
202001668,2019-08-19 16:48:13,36479,2019-07-16 18:34:07,8/8/2019,8/22/2019,14,DELAYED BY 14-28 DAYS,8/22/2019
202001670,2019-08-19 18:19:55,37347,2019-08-08 17:51:44,9/12/2019,8/22/2019,-21,ON OR BEFORE TIME,8/22/2019
