inquiry_number,client order date,order_number,old_order_number,order date,SKU,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,mismatch(total with tax),,total with tax mismatch(sprint - bible),Analysis notes,Kit order
25929,31-Jul-2018,10210657,nil,1-Aug-2018,BM9K9F2,14250.00,16815.00,45804.00,54048.72,37233.72,,-37233.72,,
19885,1-Aug-2018,10210660,nil,1-Aug-2018,BM9Q5V4,43726.66,43726.66,899967.42,899967.42,856240.76,,-856240.76,,
25969,1-Aug-2018,10210661,nil,1-Aug-2018,BM9K9F9,10125.00,11947.50,18432.00,21749.76,9802.26,,-9802.26,,
25250,1-Aug-2018,10210662,nil,1-Aug-2018,BM9P2D7,2336.88,2453.72,31973.94,33572.64,31118.91,,-31118.91,,
25551,1-Aug-2018,10210663,nil,1-Aug-2018,BM9T3U5,3652.00,4309.36,4880.00,5758.40,1449.04,,-1449.04,,
26005,2-Aug-2018,10210665,nil,2-Aug-2018,BM9S8J5,532337.00,628157.66,1038370.46,1225277.14,597119.48,,-597119.48,,
25975,2-Aug-2018,10210666,nil,2-Aug-2018,BM9T5X1,27632.00,32605.76,171482.00,202348.76,169743.00,,-169743.00,,
26002,2-Aug-2018,10210667,nil,2-Aug-2018,BM9X7E9,3483.00,4109.94,6210.50,7328.39,3218.45,,-3218.45,,
20983,1-Aug-2018,10210670,nil,1-Aug-2018,BM0P0S4,168.00,198.24,5386.00,6355.48,6157.24,,-6157.24,,
25925,2-Aug-2018,10210671,nil,2-Aug-2018,BM9J1K9,952.00,1123.36,5138.00,6062.84,4939.48,,-4939.48,,
25918,2-Aug-2018,10210672,nil,2-Aug-2018,BM9J1J8,2030.00,2395.40,18150.00,21417.00,19021.60,,-19021.60,,
25945,2-Aug-2018,10210673,nil,2-Aug-2018,BM9J1K4,910.00,1019.20,2409.00,2698.08,1678.88,,-1678.88,,
25924,2-Aug-2018,10210674,nil,2-Aug-2018,BM9L5V6,71.00,79.52,2229.00,2496.48,2416.96,,-2416.96,,
25914,2-Aug-2018,10210675,nil,2-Aug-2018,BM9U1T4,4787.00,5648.66,7447.00,8787.46,3138.80,,-3138.80,,
25548,2-Aug-2018,10210676,nil,2-Aug-2018,BM9S7B7,42.00,49.56,53613.35,63263.75,63214.19,,-63214.19,,
25878,6-Aug-2018,10210679,nil,6-Aug-2018,BM00028,320.00,377.60,16700.00,19706.00,19328.40,,-19328.40,,
25853,6-Aug-2018,10210680,nil,6-Aug-2018,BM9Q2U9,4468.20,5272.48,115140.20,135865.44,130592.96,,-130592.96,,
26018,6-Aug-2018,10210681,nil,6-Aug-2018,BM00008,3316.00,3912.88,426045.00,502733.10,498820.22,,-498820.22,,
25610,6-Aug-2018,10210683,nil,6-Aug-2018,BM9E3H3,12801.00,15105.18,21168.00,24978.24,9873.06,,-9873.06,,
25798,6-Aug-2018,10210684,nil,6-Aug-2018,BM9R5F3,54211.00,63968.98,118948.00,140358.64,76389.66,,-76389.66,,
26072,6-Aug-2018,10210686,nil,6-Aug-2018,BM9T4Z9,40737.07,48069.74,62082.37,73257.20,25187.45,,-25187.45,,
25331,6-Aug-2018,10210687,nil,6-Aug-2018,BM1B2N8,600.00,708.00,2435.04,2873.35,2165.35,,-2165.35,,
26037,6-Aug-2018,10210689,nil,6-Aug-2018,BM9K9E9,9360.00,11044.80,125654.00,148271.72,137226.92,,-137226.92,,
25815,6-Aug-2018,10210690,nil,6-Aug-2018,BM00008,16800.00,19824.00,168720.50,199090.19,179266.19,,-179266.19,,
25190,7-Aug-2018,10210694,nil,7-Aug-2018,BM9U9E6,43708.00,55946.24,94057.00,120392.96,64446.72,,-64446.72,,
20975,19-Jul-2018,10210696,nil,7-Aug-2018,BM9Q5P6,35921.60,42387.49,113432.35,133850.17,91462.69,,-91462.69,,
25502,7-Aug-2018,10210698,nil,7-Aug-2018,BM9V2R6,3850.00,4543.00,8250.00,9735.00,5192.00,,-5192.00,,
26104,7-Aug-2018,10210699,nil,7-Aug-2018,BM00008,1200.00,1416.00,30988.00,36565.84,35149.84,,-35149.84,,
25794,7-Aug-2018,10210704,nil,7-Aug-2018,BM9Q4H1,3253.00,3838.54,41565.00,49046.70,45208.16,,-45208.16,,
25926,8-Aug-2018,10210706,nil,8-Aug-2018,BM00008,1579.00,1863.22,37204.00,43900.72,42037.50,,-42037.50,,
25797,8-Aug-2018,10210707,nil,8-Aug-2018,BM00008,14000.00,16520.00,84740.80,99994.14,83474.14,,-83474.14,,
25995,8-Aug-2018,10210708,nil,8-Aug-2018,BM9R1H2,1527.00,1801.86,2856.34,3370.48,1568.62,,-1568.62,,
26117,8-Aug-2018,10210709,nil,8-Aug-2018,BM9R1P5,15827.13,18676.01,163025.33,192369.89,173693.88,,-173693.88,,
25014,9-Aug-2018,10210715,nil,9-Aug-2018,BM9P7V4,60000.00,70800.00,91985.00,108542.30,37742.30,,-37742.30,,
26178,9-Aug-2018,10210716,nil,9-Aug-2018,BM3X4Y9,900.00,945.00,16240.00,17052.00,16107.00,,-16107.00,,
25837,9-Aug-2018,10210717,nil,9-Aug-2018,BM9P7L2,2560.00,3020.80,7184.71,8477.96,5457.16,,-5457.16,,
25909,10-Aug-2018,10210721,nil,10-Aug-2018,BM00008,8000.00,9440.00,13849.00,16341.82,6901.82,,-6901.82,,
25769,10-Aug-2018,10210724,nil,10-Aug-2018,BM9V4P6,1579.00,1863.22,6316.00,7452.88,5589.66,,-5589.66,,
25950,10-Aug-2018,10210725,nil,10-Aug-2018,BM00008,23000.00,27140.00,136684.00,161287.12,134147.12,,-134147.12,,
20636,10-Aug-2018,10210726,nil,10-Aug-2018,BM1E3I2,7350.00,8673.00,151022.50,178206.55,169533.55,,-169533.55,,
25776,10-Aug-2018,10210727,nil,10-Aug-2018,BM9U2A2,3106.00,3665.08,7369.00,8695.42,5030.34,,-5030.34,,
26112,11-Aug-2018,10210728,nil,11-Aug-2018,BM9E8P9,1263.16,1490.53,41306.38,48741.53,47251.00,,-47251.00,,
26143,11-Aug-2018,10210729,nil,11-Aug-2018,BM00008,250.00,295.00,3350.00,3953.00,3658.00,,-3658.00,,
25613,11-Aug-2018,10210730,nil,11-Aug-2018,BM9K9E4,3942.00,4651.56,126532.50,149308.35,144656.79,,-144656.79,,
26263,11-Aug-2018,10210732,nil,11-Aug-2018,BM9P8D4,4832.90,5702.82,42220.08,49819.69,44116.87,,-44116.87,,
26142,13-Aug-2018,10210734,nil,13-Aug-2018,BM9K9E3,4920.00,5805.60,130873.80,154431.08,148625.48,,-148625.48,,
25679,10-Aug-2018,10210735,nil,10-Aug-2018,BM9C6C3,9886.00,11665.48,10086.00,11901.48,236.00,,-236.00,,
26252,14-Aug-2018,10210736,nil,14-Aug-2018,BM00008,12000.00,14160.00,111262.50,131289.75,117129.75,,-117129.75,,
26273,14-Aug-2018,10210737,nil,14-Aug-2018,BM00008,2600.00,3068.00,69031.00,81456.58,78388.58,,-78388.58,,
26248,14-Aug-2018,10210739,nil,14-Aug-2018,BM0C7G0,522.00,615.96,25778.00,30418.04,29802.08,,-29802.08,,
26308,14-Aug-2018,10210740,nil,14-Aug-2018,BM0C7Q3,3426.00,4042.68,21679.60,25581.93,21539.25,,-21539.25,,
25247,14-Aug-2018,10210741,nil,14-Aug-2018,BM9P6N6,57474.00,67819.32,79580.00,93904.40,26085.08,,-26085.08,,
25838,14-Aug-2018,10210743,nil,14-Aug-2018,BM0Y9P3,49233.00,58094.94,69120.00,81561.60,23466.66,,-23466.66,,
25817,14-Aug-2018,10210745,nil,14-Aug-2018,BM9P9W7,1158.00,1366.44,3895.00,4596.10,3229.66,,-3229.66,,
26299,14-Aug-2018,10210746,nil,14-Aug-2018,BM00008,12000.00,14160.00,117262.50,138369.75,124209.75,,-124209.75,,
26319,14-Aug-2018,10210747,nil,14-Aug-2018,BM00008,5000.00,5900.00,110262.50,130109.75,124209.75,,-124209.75,,
26012,14-Aug-2018,10210751,nil,14-Aug-2018,BM9L5G9,5714.00,6742.52,7014.00,8276.52,1534.00,,-1534.00,,
26274,17-Aug-2018,10210754,nil,17-Aug-2018,BM9R6N5,5150.00,6077.00,90758.78,107095.36,101018.36,,-101018.36,,
25693,17-Aug-2018,10210756,nil,17-Aug-2018,BM9K6G7,335000.00,395300.00,368800.00,435184.00,39884.00,,-39884.00,,
25780,17-Aug-2018,10210757,nil,17-Aug-2018,BM9B5X7,1850.00,2183.00,6600.00,7788.00,5605.00,,-5605.00,,
25297,17-Aug-2018,10210758,nil,17-Aug-2018,BM0O4C8,10000.00,11800.00,237496.84,280246.27,268446.27,,-268446.27,,
25876,17-Aug-2018,10210760,nil,17-Aug-2018,BM9P8M1,5596.00,6603.28,139614.66,164745.30,158142.02,,-158142.02,,
26287,17-Aug-2018,10210761,nil,17-Aug-2018,BM9P8J9,3290.00,3882.20,10090.00,11906.20,8024.00,,-8024.00,,
26214,18-Aug-2018,10210763,nil,18-Aug-2018,BM9P5H1,6800.00,8024.00,72712.00,85800.16,77776.16,,-77776.16,,
26423,18-Aug-2018,10210764,nil,18-Aug-2018,BM00008,8000.00,9440.00,16187.20,19100.90,9660.90,,-9660.90,,
25698,18-Aug-2018,10210765,nil,18-Aug-2018,BM9V5V1,35861.44,42316.50,35860.00,42314.80,1.70,,1.70,,
26430,18-Aug-2018,10210766,nil,18-Aug-2018,BM9Y1Q7,11765.14,13882.87,11766.00,13883.88,1.01,,-1.01,,
26430,18-Aug-2018,10210766,nil,1-Sep-2018,BM9Y1Q7,11765.14,13882.87,-11765.14,-13882.87,27765.73,,27765.73,,
26223,18-Aug-2018,10210767,nil,18-Aug-2018,BM00008,1277.00,1506.86,19211.00,22668.98,21162.12,,-21162.12,,
21466,18-Aug-2018,10210768,nil,31-Jul-2018,BM9P5U6,5526.00,6520.68,11789.00,13911.02,7390.34,,-7390.34,,
26357,18-Aug-2018,10210769,nil,18-Aug-2018,BM9P1U2,8421.00,8842.05,110019.74,115520.73,106678.68,,-106678.68,,
26432,20-Aug-2018,10210770,nil,20-Aug-2018,BM1B2V9,72833.00,85942.94,158300.00,186794.00,100851.06,,-100851.06,,
21455,29-Jun-2018,10210771,nil,20-Aug-2018,BM9P5T8,176071.06,225370.96,176072.00,207764.96,17606.00,,17606.00,,
26342,22-Aug-2018,10210778,nil,22-Aug-2018,BM9L3F3,3326.40,3925.15,42590.40,50256.67,46331.52,,-46331.52,,
26339,22-Aug-2018,10210779,nil,22-Aug-2018,BM9L3F2,3290.70,3883.03,13090.20,15446.44,11563.41,,-11563.41,,
25329,22-Aug-2018,10210780,nil,22-Aug-2018,BM00008,19900.00,23482.00,311125.00,367127.50,343645.50,,-343645.50,,
26535,22-Aug-2018,10210781,nil,22-Aug-2018,BM9P8H5,20970.00,24744.60,218088.00,257343.84,232599.24,,-232599.24,,
26542,22-Aug-2018,10210782,nil,22-Aug-2018,BM9S7C3,3421.05,4036.84,9211.05,10869.04,6832.20,,-6832.20,,
26389,22-Aug-2018,10210784,nil,22-Aug-2018,BM9R1S6,3694.36,4359.34,157026.76,185291.58,180932.23,,-180932.23,,
21421,22-Aug-2018,10210785,nil,22-Aug-2018,BM9P8T3,19800.00,23364.00,92750.00,109445.00,86081.00,,-86081.00,,
25170,22-Aug-2018,10210789,nil,23-Aug-2018,BM9S2X6,21894.40,25835.39,35873.16,42330.33,16494.94,,-16494.94,,
26387,22-Aug-2018,10210791,nil,23-Aug-2018,BM9W7Q6,46875.00,55312.50,81435.00,96093.30,40780.80,,-40780.80,,
12443,23-Oct-2017,10210792,nil,23-Oct-2017,BM9K1C6,4493778.12,4493778.12,42437054.22,42437054.22,37943276.10,,-37943276.10,has multiple line items other than the one mentioned here,
26288,23-Aug-2018,10210793,nil,23-Aug-2018,BM9X4S5,19043.00,22470.74,45054.00,53163.72,30692.98,,-30692.98,,
25839,23-Aug-2018,10210794,nil,23-Aug-2018,BM9R5N7,50100.00,59118.00,0.00,0.00,59118.00,,59118.00,,
25951,24-Aug-2018,10210796,nil,24-Aug-2018,BM9V3X3,1777.78,2097.78,13222.28,15602.29,13504.51,,-13504.51,,
26610,24-Aug-2018,10210799,nil,24-Aug-2018,BM9Z6F3,25730.00,30361.40,35730.00,42161.40,11800.00,,-11800.00,,
26041,27-Aug-2018,10210800,nil,27-Aug-2018,BM9P7Z6,20722.00,24451.96,26064.00,30755.52,6303.56,,-6303.56,,
26600,27-Aug-2018,10210801,nil,27-Aug-2018,BM9V6K8,1075.30,1268.85,2419.40,2854.89,1586.04,,-1586.04,,
26585,27-Aug-2018,10210802,nil,27-Aug-2018,BM9K4G5,531.91,627.65,15744.91,18578.99,17951.34,,-17951.34,,
26612,24-Aug-2018,10210803,nil,24-Aug-2018,BM9S4G5,71432.00,84289.76,80432.00,94909.76,10620.00,,-10620.00,,
26667,27-Aug-2018,10210805,nil,27-Aug-2018,BM9N3B1,537500.00,634250.00,2001250.91,2361476.07,1727226.07,,-1727226.07,,
26405,28-Aug-2018,10210807,nil,28-Aug-2018,BM9Q2G4,3011.40,3553.45,16815.00,19841.70,16288.25,,-16288.25,,
26245,28-Aug-2018,10210808,nil,28-Aug-2018,BM9S1G1,22444.00,26483.92,86777.00,102396.86,75912.94,,-75912.94,,
26226,28-Aug-2018,10210810,nil,28-Aug-2018,BM00008,2000.00,2360.00,0.00,0.00,2360.00,,2360.00,,
26693,28-Aug-2018,10210811,nil,28-Aug-2018,BM9S5N1,1600.00,1888.00,13995.00,16514.10,14626.10,,-14626.10,,
26293,28-Aug-2018,10210814,nil,28-Aug-2018,BM9R5B7,1053.00,1242.54,8950.00,10561.00,9318.46,,-9318.46,,
25824,28-Aug-2018,10210815,nil,28-Aug-2018,BM0W7T1,23630.00,27883.40,125204.20,147740.96,119857.56,,-119857.56,,
25733,28-Aug-2018,10210817,nil,28-Aug-2018,BM9J8H1,11600.00,12180.00,68900.00,72345.00,60165.00,,-60165.00,,
26155,28-Aug-2018,10210818,nil,28-Aug-2018,BM9K7M2,36039.00,42526.02,66315.00,78251.70,35725.68,,-35725.68,,
26682,28-Aug-2018,10210819,nil,28-Aug-2018,BM00008,3500.00,4130.00,10518.00,12411.24,8281.24,,-8281.24,,
26685,28-Aug-2018,10210820,nil,28-Aug-2018,BM00008,3000.00,3540.00,82530.00,97385.40,93845.40,,-93845.40,,
26684,28-Aug-2018,10210821,nil,28-Aug-2018,BM9S1G7,52600.00,62068.00,57100.00,67378.00,5310.00,,-5310.00,,
26281,29-Aug-2018,10210823,nil,29-Aug-2018,BM9P5D7,1400.00,1652.00,2800.00,3304.00,1652.00,,-1652.00,,
26508,29-Aug-2018,10210824,nil,29-Aug-2018,BM9Q3Q4,5716.00,6744.88,60510.00,71401.80,64656.92,,-64656.92,,
26738,29-Aug-2018,10210825,nil,29-Aug-2018,BM9R2E3,243586.98,287432.64,1814483.86,2141090.95,1853658.32,,-1853658.32,,
26734,29-Aug-2018,10210826,nil,29-Aug-2018,BM9P7M9,113684.00,134147.12,136684.00,161287.12,27140.00,,-27140.00,,
21124,29-Aug-2018,10210830,nil,29-Aug-2018,BM9R5S2,940.22,1109.46,9138.12,10782.98,9673.52,,-9673.52,,
26121,30-Aug-2018,10210831,nil,30-Aug-2018,BM9M9Q3,7230.00,8531.40,9640.00,11375.20,2843.80,,-2843.80,,
26778,30-Aug-2018,10210834,nil,30-Aug-2018,BM9R8J5,344566.00,406587.88,1846304.40,2178639.19,1772051.31,,-1772051.31,,
26604,30-Aug-2018,10210835,nil,30-Aug-2018,BM9T8T2,11172.00,13182.96,20228.00,23869.04,10686.08,,-10686.08,,
26562,30-Aug-2018,10210837,nil,30-Aug-2018,BM9T4X1,672382.00,793410.76,1344764.00,1586821.52,793410.76,,-793410.76,,
20973,31-Aug-2018,10210846,nil,31-Aug-2018,BM9P4U7,996595.00,996595.00,996595.00,1175982.10,179387.10,,-179387.10,,
26657,3-Sep-2018,10210853,nil,3-Sep-2018,BM9U5V2,4735.00,5587.30,24247.00,28611.46,23024.16,,-23024.16,,
26700,4-Sep-2018,10210856,nil,4-Sep-2018,BM9P9F2,54000.00,60480.00,0.00,0.00,60480.00,,60480.00,,
26689,4-Sep-2018,10210857,nil,4-Sep-2018,BM9Y3Z8,7388.00,8717.84,11499.10,13568.94,4851.10,,-4851.10,,
25727,5-Sep-2018,10210863,nil,5-Sep-2018,BM9Q7E1,2129.40,2512.69,15094.10,17811.04,15298.35,,-15298.35,,
20836,4-Sep-2018,10210864,nil,4-Sep-2018,BM9R9A1,54117.64,63858.82,430095.20,507512.34,443653.52,,-443653.52,,
26579,5-Sep-2018,10210865,nil,5-Sep-2018,BM9S2H6,1000.00,1180.00,14725.74,17376.37,16196.37,,-16196.37,,
26998,5-Sep-2018,10210866,nil,5-Sep-2018,BM9P8H5,21495.00,25364.10,267968.00,316202.24,290838.14,,-290838.14,,
26989,6-Sep-2018,10210868,nil,6-Sep-2018,BM9P9V7,46773.00,55192.14,128325.50,151424.09,96231.95,,-96231.95,,
26850,6-Sep-2018,10210872,nil,6-Sep-2018,BM9W1L2,85262.00,100609.16,135786.26,160227.79,59618.63,,-59618.63,,
26695,6-Sep-2018,10210874,nil,6-Sep-2018,BM9P3Z1,13853.83,16347.52,178602.11,210750.49,194402.97,,-194402.97,,
27035,6-Sep-2018,10210875,nil,6-Sep-2018,BM9P9Y2,1440000.00,1699200.00,551942.40,651292.03,1047907.97,,1047907.97,,
20840,6-Sep-2018,10210879,nil,6-Sep-2018,BM9Q9L9,142500.00,142500.00,351206.00,351206.00,208706.00,,-208706.00,,
26179,7-Sep-2018,10210880,nil,7-Sep-2018,BM9A8D2,12000.00,12600.00,48000.00,50400.00,37800.00,,-37800.00,,
25958,7-Sep-2018,10210881,nil,7-Sep-2018,BM9P9V6,273820.00,323107.60,515873.00,608730.14,285622.54,,-285622.54,,
26529,7-Sep-2018,10210883,nil,7-Sep-2018,BM9B2L9,1765.00,2082.70,27330.00,32249.40,30166.70,,-30166.70,,
26978,11-Sep-2018,10210890,nil,11-Sep-2018,BM9Q8E3,16842.00,19873.56,27368.00,32294.24,12420.68,,-12420.68,,
27060,11-Sep-2018,10210891,nil,11-Sep-2018,BM9R1F9,17412.00,20546.16,57225.67,67526.29,46980.13,,-46980.13,,
27163,11-Sep-2018,10210894,nil,11-Sep-2018,BM9M9K2,75000.00,88500.00,138840.00,163831.20,75331.20,,-75331.20,,
26141,11-Sep-2018,10210896,nil,11-Sep-2018,BM9Z4Q6,21000.00,24780.00,70400.00,83072.00,58292.00,,-58292.00,,
26771,12-Sep-2018,10210897,nil,12-Sep-2018,BM00008,5423.72,6399.99,283754.00,334829.72,328429.73,,-328429.73,,
26771,11-Sep-2018,10210897,nil,1-Jan-2019,BM00008,5423.72,6399.99,-283754.00,-334829.72,341229.71,,341229.71,,
27042,12-Sep-2018,10210898,nil,12-Sep-2018,BM00008,750.00,885.00,9950.00,11741.00,10856.00,,-10856.00,,
27126,12-Sep-2018,10210901,nil,12-Sep-2018,BM9Q1D3,3015.00,3557.70,7787.79,9189.59,5631.89,,-5631.89,,
27075,12-Sep-2018,10210902,nil,12-Sep-2018,BM9Q7V9,22310.00,26325.80,38024.00,44868.32,18542.52,,-18542.52,,
25819,12-Sep-2018,10210903,nil,12-Sep-2018,BM9V3C8,16785.00,21484.80,138045.00,176697.60,155212.80,,-155212.80,,
26582,12-Sep-2018,10210904,nil,12-Sep-2018,BM9K6M4,43032.00,50777.76,246992.00,291450.56,240672.80,,-240672.80,,
26842,12-Sep-2018,10210905,nil,12-Sep-2018,BM9R3K2,6249.00,7373.82,57341.00,67662.38,60288.56,,-60288.56,,
26608,12-Sep-2018,10210909,nil,12-Sep-2018,BM9Q1W3,1367.00,1613.06,77146.50,91032.87,89419.81,,-89419.81,,
25489,12-Sep-2018,10210911,nil,12-Sep-2018,BM9P6Y3,42824.00,47962.88,53750.00,60200.00,12237.12,,-12237.12,,
25308,12-Sep-2018,10210912,nil,12-Sep-2018,BM9P9M3,48700.00,57466.00,52700.00,62186.00,4720.00,,-4720.00,,
25284,12-Sep-2018,10210914,nil,12-Sep-2018,BM9S1W2,7816.10,9223.00,31611.10,37301.10,28078.10,,-28078.10,,
25581,12-Sep-2018,10210915,nil,10-Jan-2018,BM9W9B9,5456.60,6438.79,-14173.30,-16724.49,23163.28,,23163.28,,
25581,12-Sep-2018,10210915,nil,12-Sep-2018,BM9Q6P8,2844.00,3355.92,65180.66,76913.18,73557.26,,-73557.26,,
27020,14-Sep-2018,10210916,nil,14-Sep-2018,BM9W6E7,17400.00,20532.00,70275.00,82924.50,62392.50,,-62392.50,,
26132,14-Sep-2018,10210919,nil,14-Sep-2018,BM9V3A1,20000.00,23600.00,32000.00,37760.00,14160.00,,-14160.00,,
27070,17-Sep-2018,10210921,nil,17-Sep-2018,BM9R4W2,1573.03,1856.18,43744.67,51618.71,49762.54,,-49762.54,,
17845,14-Sep-2018,10210922,nil,14-Sep-2018,BM9M9C2,66000.00,84480.00,103650.00,132672.00,48192.00,,-48192.00,,
25887,17-Sep-2018,10210925,nil,17-Sep-2018,BM9P7Q7,8881.92,10480.67,16187.16,19100.85,8620.18,,-8620.18,,
26773,18-Sep-2018,10210931,nil,18-Sep-2018,BM9Q9W4,3361.00,3965.98,50100.15,59118.18,55152.20,,-55152.20,,
26399,18-Sep-2018,10210934,nil,19-Sep-2018,BM9E7D8,460.00,542.80,13438.20,15857.08,15314.28,,-15314.28,,
26523,19-Sep-2018,10210935,nil,19-Sep-2018,BM9X5D9,77749.70,91744.65,197967.35,233601.47,141856.83,,-141856.83,,
26590,19-Sep-2018,10210944,nil,19-Sep-2018,BM1G0B8,297.90,351.52,19386.90,22876.54,22525.02,,-22525.02,,
26581,20-Sep-2018,10210949,nil,20-Sep-2018,BM9Q5E3,100026.22,118030.94,311512.22,367584.42,249553.48,,-249553.48,,
27392,20-Sep-2018,10210950,nil,20-Sep-2018,BM9T5S9,486.00,573.48,5800.00,6844.00,6270.52,,-6270.52,,
27049,20-Sep-2018,10210952,nil,20-Sep-2018,BM9P2E2,797.84,941.45,13667.32,16127.44,15185.99,,-15185.99,,
26927,20-Sep-2018,10210953,nil,20-Sep-2018,BM9R2P5,45000.00,53100.00,50960.00,60132.80,7032.80,,-7032.80,,
27357,19-Sep-2018,10210958,nil,21-Sep-2018,BM9S4G5,89290.00,105362.20,114466.28,135070.21,29708.01,,-29708.01,,
27306,24-Sep-2018,10210961,nil,24-Sep-2018,BM9T2W8,2727.27,3218.18,5796.27,6839.60,3621.42,,-3621.42,,
26985,24-Sep-2018,10210962,nil,24-Sep-2018,BM9P9X9,12100.00,14278.00,14530.00,17145.40,2867.40,,-2867.40,,
26980,21-Sep-2018,10210965,nil,21-Sep-2018,BM9R7H6,341250.00,402675.00,349375.00,412262.50,9587.50,,-9587.50,,
27493,24-Sep-2018,10210967,nil,24-Sep-2018,BM9Q1X9,20063.44,23674.86,21763.44,25680.86,2006.00,,-2006.00,,
27387,24-Sep-2018,10210969,nil,24-Sep-2018,BM9R3M5,5400.00,6372.00,9900.00,11682.00,5310.00,,-5310.00,,
26573,24-Sep-2018,10210970,nil,24-Sep-2018,BM9Q3A7,12620.00,14891.60,105620.00,124631.60,109740.00,,-109740.00,,
27372,24-Sep-2018,10210971,nil,24-Sep-2018,BM9U8U2,31578.96,37263.17,1012852.67,1195166.15,1157902.98,,-1157902.98,,
27528,25-Sep-2018,10210975,nil,25-Sep-2018,BM9Q1T8,1830770.00,2160308.60,1830683.00,2160205.94,102.66,,102.66,,
27543,25-Sep-2018,10210977,nil,25-Sep-2018,BM9Z6R8,264255.00,311820.90,704680.00,831522.40,519701.50,,-519701.50,,
27506,25-Sep-2018,10210978,nil,25-Sep-2018,BM9P6C1,39900.00,39900.00,126000.00,126000.00,86100.00,,-86100.00,,
27512,25-Sep-2018,10210979,nil,25-Sep-2018,BM9Q1Z7,183350.00,216353.00,194390.00,229380.20,13027.20,,-13027.20,,
21179,25-Sep-2018,10210980,nil,25-Sep-2018,BM9P5S2,420000.00,470400.00,510000.00,571200.00,100800.00,,-100800.00,,
27526,25-Sep-2018,10210981,nil,25-Sep-2018,BM9Q2B8,377320.00,445237.60,386863.83,456499.32,11261.72,,-11261.72,,
27121,25-Sep-2018,10210985,nil,25-Sep-2018,BM9T2R2,50400.00,59472.00,559400.00,660092.00,600620.00,,-600620.00,,
27187,25-Sep-2018,10210987,nil,25-Sep-2018,BM9W7Z9,108.77,128.35,4879.23,5757.49,5629.14,,-5629.14,,
27580,26-Sep-2018,10210992,nil,26-Sep-2018,BM9Q7U5,172794.00,203896.92,172788.00,203889.84,7.08,,7.08,,
27249,27-Sep-2018,10210993,nil,27-Sep-2018,BM9P3R1,2361.72,2479.81,35042.64,36794.77,34314.97,,-34314.97,,
27418,27-Sep-2018,10210995,nil,27-Sep-2018,BM9N6Y6,5851.06,6904.25,8510.63,10042.54,3138.29,,-3138.29,,
21469,5-Jul-2018,10210996,nil,5-Jul-2018,BM9P8Q4,53616.00,68628.48,57728.00,73891.84,5263.36,,-5263.36,,
27295,27-Sep-2018,10210998,nil,27-Sep-2018,BM9R6L2,3765.00,4442.70,10588.53,12494.47,8051.77,,-8051.77,,
27175,27-Sep-2018,10210999,nil,27-Sep-2018,BM9U9M1,33684.00,35368.20,112630.57,118262.10,82893.90,,-82893.90,,
27624,27-Sep-2018,10211000,nil,27-Sep-2018,BM9P2S4,43600.00,51448.00,93740.00,110613.20,59165.20,,-59165.20,,
27658,28-Sep-2018,10211002,nil,28-Sep-2018,BM9Q1T8,1298000.00,1531640.00,1408359.50,1661864.21,130224.21,,-130224.21,,
27117,28-Sep-2018,10211004,nil,28-Sep-2018,BM9Q3R1,9500.00,11210.00,10000.00,11800.00,590.00,,-590.00,,
26516,25-Sep-2018,10211005,nil,25-Sep-2018,BM0C7R2,364.30,429.87,19291.99,22764.55,22334.67,,-22334.67,,
27668,28-Sep-2018,10211006,nil,28-Sep-2018,BM9R8M6,665216.25,784955.18,931302.75,1098937.25,313982.07,,-313982.07,,
27467,28-Sep-2018,10211008,nil,28-Sep-2018,BM9W6A9,3869.89,4566.47,4613.97,5444.48,878.01,,-878.01,,
26844,27-Sep-2018,10211009,nil,27-Sep-2018,BM9V5G7,10725.16,12655.69,33833.86,39923.95,27268.27,,-27268.27,,
27692,29-Sep-2018,10211012,nil,29-Sep-2018,BM9Q1T8,5183360.00,6116364.80,4761120.00,5618121.60,498243.20,,498243.20,,
27694,29-Sep-2018,10211013,nil,29-Sep-2018,BM9Q1T8,5692734.54,6717426.76,5692696.22,6717381.54,45.22,,45.22,,
21458,29-Sep-2018,10211015,nil,1-Oct-2018,BM9U1X3,29185.94,34439.41,91186.22,107599.74,73160.33,,-73160.33,,
27300,28-Sep-2018,10211017,nil,1-Oct-2018,BM9Z9Q1,3723.40,4393.61,4787.23,5648.93,1255.32,,-1255.32,,
27699,1-Oct-2018,10211018,nil,1-Oct-2018,BM9K5M8,1488.00,1755.84,9038.00,10664.84,8909.00,,-8909.00,,
27346,29-Sep-2018,10211019,nil,1-Oct-2018,BM9P2J3,7659.00,8041.95,32157.52,33765.40,25723.45,,-25723.45,,
27705,1-Oct-2018,10211021,nil,1-Oct-2018,BM9Z6S4,192165.00,226754.70,384330.00,453509.40,226754.70,,-226754.70,,
27530,1-Oct-2018,10211022,nil,1-Oct-2018,BM9T3U9,32225.89,36093.00,38075.49,42644.55,6551.55,,-6551.55,,
27456,1-Oct-2018,10211023,nil,1-Oct-2018,BM9V6N7,10000.00,11800.00,51750.00,61065.00,49265.00,,-49265.00,,
27427,3-Oct-2018,10211024,nil,3-Oct-2018,BM9R8V9,38330.88,49063.53,241823.84,309534.52,260470.99,,-260470.99,,
